,Biomass,Fossil Coal-derived gas,Fossil Gas,Fossil Oil shale,Fossil Peat,Hydro Run-of-river and poundage,Other,Other renewable,Solar,Waste,Wind Onshore
2024-01-01 01:00:00+02:00,51.0,51.8,6.2,152.7,0.0,1.2,0.0,0.6,0.3,6.2,33.3
2024-01-01 02:00:00+02:00,49.1,49.8,6.2,157.5,0.0,1.2,0.0,0.6,0.1,5.9,30.9
2024-01-01 03:00:00+02:00,49.5,51.5,6.2,118.0,0.0,1.2,0.0,0.6,0.1,6.2,45.0
2024-01-01 04:00:00+02:00,48.4,52.6,6.2,115.6,0.0,1.2,0.0,0.6,0.1,6.3,42.9
2024-01-01 05:00:00+02:00,49.1,53.0,6.2,131.9,0.0,1.2,0.0,0.6,0.2,6.4,46.8
2024-01-01 06:00:00+02:00,48.8,50.6,6.3,121.8,0.0,1.2,0.0,0.6,0.2,8.3,61.3
2024-01-01 07:00:00+02:00,49.8,51.2,6.4,115.9,0.0,1.2,0.0,0.6,0.2,13.7,72.5
2024-01-01 08:00:00+02:00,49.1,48.2,6.2,115.4,0.0,1.2,0.0,0.6,0.4,14.5,79.5
2024-01-01 09:00:00+02:00,45.8,47.4,6.4,114.2,0.0,1.2,0.0,0.6,1.9,15.3,76.5
2024-01-01 10:00:00+02:00,42.7,46.7,6.4,114.4,0.0,1.2,0.0,0.6,10.7,15.6,78.9
2024-01-01 11:00:00+02:00,38.8,47.0,6.4,115.2,0.0,1.2,0.0,0.6,22.1,15.2,77.4
2024-01-01 12:00:00+02:00,44.7,48.0,6.3,117.6,0.0,1.2,0.0,0.6,26.5,16.0,78.0
2024-01-01 13:00:00+02:00,53.1,45.1,6.4,119.7,0.0,1.2,0.0,0.6,22.4,15.5,77.8
2024-01-01 14:00:00+02:00,54.5,42.6,6.4,116.4,0.0,1.2,0.0,0.6,9.4,15.4,95.5
2024-01-01 15:00:00+02:00,56.2,40.5,6.3,122.6,0.0,1.2,0.0,0.6,1.7,15.2,111.8
2024-01-01 16:00:00+02:00,58.3,39.1,6.2,128.9,0.0,1.2,0.0,0.6,0.7,13.8,117.9
2024-01-01 17:00:00+02:00,59.4,39.6,6.2,141.3,0.0,1.2,0.0,0.6,0.6,11.6,143.8
2024-01-01 18:00:00+02:00,60.7,41.1,6.3,123.1,0.0,1.2,0.0,0.6,0.4,9.9,180.8
2024-01-01 19:00:00+02:00,62.2,38.4,6.3,153.9,0.0,1.2,0.0,0.6,0.3,9.3,175.2
2024-01-01 20:00:00+02:00,61.8,34.5,5.2,140.1,0.0,1.2,0.0,0.6,0.2,8.1,166.9
2024-01-01 21:00:00+02:00,62.0,32.2,5.9,131.2,0.0,1.2,0.0,0.6,0.2,6.1,157.1
2024-01-01 22:00:00+02:00,62.4,32.6,6.2,137.8,0.0,1.2,0.0,0.6,0.2,5.4,162.2
2024-01-01 23:00:00+02:00,61.9,33.6,4.1,141.7,0.0,1.2,0.0,0.6,0.2,5.4,171.0
2024-01-02 00:00:00+02:00,61.6,33.0,0.0,134.8,0.0,1.2,0.0,0.6,0.1,4.4,185.5
2024-01-02 01:00:00+02:00,61.8,32.8,0.0,150.1,0.0,1.2,0.0,0.6,0.2,4.4,183.0
2024-01-02 02:00:00+02:00,60.1,32.8,2.5,153.8,0.0,1.2,0.0,0.6,0.1,4.8,201.8
2024-01-02 03:00:00+02:00,60.5,33.8,5.9,182.2,0.0,1.2,0.0,0.6,0.2,4.2,189.0
2024-01-02 04:00:00+02:00,64.5,33.5,6.0,195.6,0.0,1.2,0.0,0.6,0.2,4.3,175.8
2024-01-02 05:00:00+02:00,68.9,34.0,5.9,288.5,0.0,1.2,0.0,0.6,0.2,3.9,179.4
2024-01-02 06:00:00+02:00,73.5,34.2,6.1,394.9,0.0,1.2,0.0,0.6,0.3,3.8,182.2
2024-01-02 07:00:00+02:00,78.9,34.5,6.2,463.5,0.0,1.1,0.0,0.6,0.4,4.3,196.4
2024-01-02 08:00:00+02:00,78.2,33.6,6.2,472.9,0.0,1.1,0.0,0.6,1.2,4.4,194.8
2024-01-02 09:00:00+02:00,79.9,32.6,7.8,473.4,0.0,1.1,0.0,0.6,4.3,3.8,200.1
2024-01-02 10:00:00+02:00,79.1,33.6,7.7,488.2,0.0,1.1,0.0,0.6,23.7,3.7,176.7
2024-01-02 11:00:00+02:00,77.8,33.0,7.8,517.5,0.0,1.1,0.0,0.6,46.2,3.8,159.3
2024-01-02 12:00:00+02:00,78.1,33.8,6.1,537.6,0.0,1.1,0.0,0.6,50.2,3.6,140.1
2024-01-02 13:00:00+02:00,76.8,34.7,6.0,522.1,0.0,1.1,0.0,0.6,33.4,2.8,133.3
2024-01-02 14:00:00+02:00,75.2,33.9,6.0,476.6,0.0,1.1,0.0,0.6,12.4,3.1,153.9
2024-01-02 15:00:00+02:00,75.6,32.4,6.0,503.1,0.0,1.1,0.0,0.6,2.2,5.1,196.9
2024-01-02 16:00:00+02:00,76.9,31.0,7.6,558.9,0.0,1.1,0.0,0.6,0.9,4.7,211.8
2024-01-02 17:00:00+02:00,78.3,20.9,7.7,520.7,0.0,0.8,0.0,0.6,0.5,3.5,212.9
2024-01-02 18:00:00+02:00,78.0,19.5,7.7,521.8,0.0,0.6,0.0,0.6,0.3,2.5,219.7
2024-01-02 19:00:00+02:00,78.4,19.0,7.7,530.6,0.0,0.3,0.0,0.6,0.3,3.0,212.1
2024-01-02 20:00:00+02:00,76.8,21.0,7.7,467.1,0.0,0.3,0.0,0.6,0.2,2.6,225.4
2024-01-02 21:00:00+02:00,75.3,19.4,6.2,412.7,0.0,0.3,0.0,0.6,0.2,2.1,229.2
2024-01-02 22:00:00+02:00,75.3,18.9,6.1,426.9,0.0,0.3,0.0,0.6,0.2,2.6,223.3
2024-01-02 23:00:00+02:00,74.5,18.5,6.1,398.5,0.0,0.5,0.0,0.6,0.2,3.7,228.2
2024-01-03 00:00:00+02:00,73.7,18.1,6.1,383.6,0.0,1.1,0.0,0.6,0.2,6.0,213.9
2024-01-03 01:00:00+02:00,69.1,19.8,5.2,322.5,0.0,1.1,0.0,0.6,0.2,7.5,212.9
2024-01-03 02:00:00+02:00,70.0,17.4,4.5,333.8,0.0,1.1,0.0,0.6,0.2,8.0,196.6
2024-01-03 03:00:00+02:00,71.6,21.4,6.0,362.0,0.0,1.1,0.0,0.6,0.3,9.7,190.9
2024-01-03 04:00:00+02:00,72.4,20.0,6.1,345.1,0.0,1.1,0.0,0.6,0.2,7.9,179.4
2024-01-03 05:00:00+02:00,73.6,18.5,6.2,397.8,0.0,1.1,0.0,0.6,0.4,7.0,170.6
2024-01-03 06:00:00+02:00,78.7,19.9,6.2,448.6,0.0,1.1,0.0,0.6,0.3,7.1,174.1
2024-01-03 07:00:00+02:00,80.1,19.8,6.2,451.6,0.0,1.1,0.0,0.6,0.3,7.1,179.8
2024-01-03 08:00:00+02:00,80.3,20.0,6.2,458.2,0.0,0.8,0.0,0.6,0.5,6.9,185.4
2024-01-03 09:00:00+02:00,79.6,16.9,6.2,456.0,0.0,0.4,0.0,0.6,4.6,7.0,175.3
2024-01-03 10:00:00+02:00,78.2,16.6,6.2,461.4,0.0,0.3,0.0,0.6,26.4,7.2,163.6
2024-01-03 11:00:00+02:00,77.5,14.4,6.2,452.9,0.0,0.3,0.0,0.6,51.3,7.5,154.4
2024-01-03 12:00:00+02:00,77.4,15.0,6.3,455.5,0.0,0.3,0.0,0.6,59.8,7.2,157.7
2024-01-03 13:00:00+02:00,76.7,16.9,6.3,454.0,0.0,0.3,0.0,0.6,48.5,7.2,164.5
2024-01-03 14:00:00+02:00,77.8,16.2,6.3,452.0,0.0,0.3,0.0,0.6,22.3,7.0,187.7
2024-01-03 15:00:00+02:00,78.4,17.3,6.3,456.9,0.0,0.8,0.0,0.6,3.4,7.9,206.0
2024-01-03 16:00:00+02:00,79.6,17.1,6.3,483.5,0.0,1.1,0.0,0.6,0.9,7.7,237.2
2024-01-03 17:00:00+02:00,80.1,16.4,6.3,495.5,0.0,1.1,0.0,0.6,0.7,7.8,236.6
2024-01-03 18:00:00+02:00,79.8,15.6,6.3,498.2,0.0,1.1,0.0,0.6,0.3,8.8,244.0
2024-01-03 19:00:00+02:00,81.2,15.6,6.2,569.4,0.0,1.1,0.0,0.6,0.2,8.6,243.1
2024-01-03 20:00:00+02:00,78.2,15.1,6.1,584.2,0.0,1.1,0.0,0.6,0.2,9.5,229.9
2024-01-03 21:00:00+02:00,71.1,14.8,6.1,525.1,0.0,1.1,0.0,0.6,0.2,9.4,216.9
2024-01-03 22:00:00+02:00,68.4,15.1,6.1,546.6,0.0,0.8,0.0,0.6,0.2,8.7,231.3
2024-01-03 23:00:00+02:00,67.7,15.6,6.1,526.9,0.0,0.7,0.0,0.6,0.2,10.0,226.9
2024-01-04 00:00:00+02:00,66.7,15.6,6.0,499.8,0.0,0.6,0.0,0.6,0.1,12.1,232.6
2024-01-04 01:00:00+02:00,66.4,15.7,6.0,535.7,0.0,0.3,0.0,0.6,0.2,10.5,245.1
2024-01-04 02:00:00+02:00,66.8,15.7,6.0,541.9,0.0,0.3,0.0,0.6,0.6,9.2,248.4
2024-01-04 03:00:00+02:00,66.7,16.1,6.1,539.9,0.0,0.3,0.0,0.6,0.2,8.1,241.6
2024-01-04 04:00:00+02:00,69.3,14.8,6.1,521.2,0.0,0.3,0.0,0.6,0.2,8.2,228.2
2024-01-04 05:00:00+02:00,70.8,15.1,6.2,545.0,0.0,0.3,0.0,0.6,0.4,7.2,224.7
2024-01-04 06:00:00+02:00,68.3,15.4,7.3,578.4,0.0,0.3,0.0,0.6,0.3,6.6,229.2
2024-01-04 07:00:00+02:00,66.0,15.0,7.9,588.2,0.0,0.3,0.0,0.6,0.6,6.7,232.6
2024-01-04 08:00:00+02:00,66.8,13.6,7.5,613.9,0.0,0.7,0.0,0.6,0.8,6.5,235.1
2024-01-04 09:00:00+02:00,73.7,14.0,6.9,667.4,0.0,0.7,0.0,0.6,1.6,6.4,229.2
2024-01-04 10:00:00+02:00,76.7,14.7,7.4,762.7,0.0,0.7,0.0,0.6,7.7,6.2,218.7
2024-01-04 11:00:00+02:00,79.0,16.7,7.6,856.4,0.0,0.7,0.0,0.6,15.2,7.3,219.9
2024-01-04 12:00:00+02:00,79.9,19.2,7.7,916.5,0.0,0.7,0.0,0.6,14.6,14.6,218.9
2024-01-04 13:00:00+02:00,83.1,24.8,7.7,989.9,0.0,0.7,0.0,0.6,10.1,13.2,208.8
2024-01-04 14:00:00+02:00,82.2,26.6,7.7,996.5,0.0,0.7,0.0,0.6,5.3,9.3,219.9
2024-01-04 15:00:00+02:00,82.3,23.0,7.7,986.7,0.0,0.7,0.0,0.6,1.5,9.0,249.4
2024-01-04 16:00:00+02:00,83.5,24.3,7.7,987.7,0.0,0.7,0.0,0.6,0.6,9.0,260.2
2024-01-04 17:00:00+02:00,83.1,26.5,7.7,978.4,0.0,0.7,0.0,0.6,0.6,8.6,254.8
2024-01-04 18:00:00+02:00,84.1,26.9,7.8,988.1,0.0,0.7,0.0,0.6,0.3,8.6,247.1
2024-01-04 19:00:00+02:00,84.4,26.8,7.8,992.4,0.0,0.7,0.0,0.6,0.4,5.9,236.8
2024-01-04 20:00:00+02:00,83.7,27.9,6.3,989.5,0.0,0.7,0.0,0.6,0.2,6.0,238.9
2024-01-04 21:00:00+02:00,80.7,27.8,5.9,910.1,0.0,0.7,0.0,0.6,0.2,7.9,234.4
2024-01-04 22:00:00+02:00,78.8,27.6,5.8,837.4,0.0,0.7,0.0,0.6,0.2,9.9,228.8
2024-01-04 23:00:00+02:00,77.9,26.2,5.9,796.7,0.0,0.7,0.0,0.6,0.2,11.3,232.1
2024-01-05 00:00:00+02:00,76.8,27.1,5.9,888.2,0.0,0.7,0.0,0.6,0.3,15.0,224.7
2024-01-05 01:00:00+02:00,76.0,24.7,5.9,842.2,0.0,0.7,0.0,0.6,0.2,15.9,204.5
2024-01-05 02:00:00+02:00,77.4,25.4,6.0,840.3,0.0,0.7,0.0,0.6,0.2,15.9,201.4
2024-01-05 03:00:00+02:00,75.6,28.0,6.0,798.8,0.0,0.7,0.0,0.6,0.2,16.0,213.1
2024-01-05 04:00:00+02:00,77.6,29.0,6.0,783.6,0.0,0.7,0.0,0.6,0.2,16.0,214.2
2024-01-05 05:00:00+02:00,78.5,29.6,6.1,871.1,0.0,0.7,0.0,0.6,0.2,15.7,209.9
2024-01-05 06:00:00+02:00,79.4,29.7,7.7,898.9,0.0,0.6,0.0,0.6,0.3,12.5,201.8
2024-01-05 07:00:00+02:00,78.3,30.8,7.7,902.0,0.0,0.3,0.0,0.6,0.3,12.5,183.9
2024-01-05 08:00:00+02:00,77.4,30.0,7.7,888.1,0.0,0.3,0.0,0.6,1.0,12.8,181.0
2024-01-05 09:00:00+02:00,77.3,30.8,7.7,920.1,0.0,0.3,0.0,0.6,1.2,12.1,166.5
2024-01-05 10:00:00+02:00,77.5,34.9,7.7,906.2,0.0,0.3,0.0,0.6,2.8,12.0,161.2
2024-01-05 11:00:00+02:00,82.7,35.4,7.7,884.0,0.0,0.3,0.0,0.6,5.4,12.8,162.1
2024-01-05 12:00:00+02:00,83.3,35.4,7.6,834.6,0.0,0.3,0.0,0.6,6.5,11.6,121.9
2024-01-05 13:00:00+02:00,87.5,35.2,7.6,906.3,0.0,0.3,0.0,0.6,5.9,9.8,76.1
2024-01-05 14:00:00+02:00,89.8,35.1,7.6,953.2,0.0,0.3,0.0,0.6,3.2,10.0,52.2
2024-01-05 15:00:00+02:00,88.2,35.1,7.6,904.0,0.0,0.5,0.0,0.6,0.9,10.0,33.2
2024-01-05 16:00:00+02:00,85.3,29.5,7.6,871.8,0.0,0.7,0.0,0.6,0.7,9.2,31.1
2024-01-05 17:00:00+02:00,85.2,27.5,7.6,876.1,0.0,0.7,0.0,0.6,1.1,10.6,33.4
2024-01-05 18:00:00+02:00,86.1,29.9,7.6,911.3,0.0,0.7,0.0,0.6,0.4,10.0,30.2
2024-01-05 19:00:00+02:00,86.0,29.0,7.6,883.2,0.0,0.7,0.0,0.6,1.4,9.9,27.3
2024-01-05 20:00:00+02:00,83.1,29.2,7.6,776.4,0.0,0.7,0.0,0.6,0.8,8.2,28.5
2024-01-05 21:00:00+02:00,84.1,29.4,6.8,730.0,0.0,0.7,0.0,0.6,0.3,6.8,22.6
2024-01-05 22:00:00+02:00,85.2,29.7,7.6,749.3,0.0,0.7,0.0,0.6,0.2,5.9,16.2
2024-01-05 23:00:00+02:00,87.8,28.5,7.6,802.4,0.0,0.7,0.0,0.6,0.2,7.1,15.0
2024-01-06 00:00:00+02:00,86.5,28.2,7.5,844.8,0.0,0.7,0.0,0.6,0.1,9.2,13.1
2024-01-06 01:00:00+02:00,83.5,27.5,5.8,744.7,0.0,0.7,0.0,0.6,0.1,10.8,9.3
2024-01-06 02:00:00+02:00,81.0,27.3,5.6,743.0,0.0,0.7,0.0,0.6,0.1,12.5,12.8
2024-01-06 03:00:00+02:00,81.9,27.2,5.7,748.5,0.0,0.7,0.0,0.6,0.1,12.2,14.7
2024-01-06 04:00:00+02:00,84.5,28.6,5.7,747.9,0.0,0.7,0.0,0.6,0.1,12.8,16.5
2024-01-06 05:00:00+02:00,84.7,27.7,5.8,768.2,0.0,0.7,0.0,0.6,0.2,11.2,18.1
2024-01-06 06:00:00+02:00,86.6,27.3,5.9,853.7,0.0,0.7,0.0,0.6,0.2,8.5,20.7
2024-01-06 07:00:00+02:00,86.5,27.6,5.9,844.3,0.0,0.7,0.0,0.6,0.2,6.1,28.4
2024-01-06 08:00:00+02:00,88.8,26.6,6.0,954.6,0.0,0.7,0.0,0.6,0.3,7.9,23.5
2024-01-06 09:00:00+02:00,89.3,28.6,7.6,992.7,0.0,0.7,0.0,0.6,1.2,8.5,22.4
2024-01-06 10:00:00+02:00,88.1,29.6,7.6,971.6,0.0,0.7,0.0,0.6,6.0,8.0,22.0
2024-01-06 11:00:00+02:00,88.6,29.4,7.7,968.8,0.0,0.7,0.0,0.6,13.5,8.0,17.3
2024-01-06 12:00:00+02:00,88.6,29.4,7.7,982.5,0.0,0.7,0.0,0.6,17.2,8.0,17.0
2024-01-06 13:00:00+02:00,87.4,30.1,7.7,1005.6,0.0,0.7,0.0,0.6,14.4,8.2,21.0
2024-01-06 14:00:00+02:00,89.2,30.0,7.7,1007.5,0.0,0.7,0.0,0.6,6.9,9.0,30.2
2024-01-06 15:00:00+02:00,86.4,29.2,7.7,978.6,0.0,0.7,0.0,0.6,1.2,10.5,43.3
2024-01-06 16:00:00+02:00,85.8,30.1,7.6,1032.5,0.0,0.7,0.0,0.6,0.5,11.2,50.7
2024-01-06 17:00:00+02:00,84.2,30.7,7.6,1021.4,0.0,0.7,0.0,0.6,0.9,9.3,71.7
2024-01-06 18:00:00+02:00,84.3,30.6,7.6,1032.9,0.0,0.7,0.0,0.6,0.4,9.3,63.0
2024-01-06 19:00:00+02:00,82.4,31.4,7.7,1009.5,0.0,0.7,0.0,0.6,0.2,8.7,59.4
2024-01-06 20:00:00+02:00,84.8,29.7,7.7,941.6,0.0,0.7,0.0,0.6,0.2,8.0,70.2
2024-01-06 21:00:00+02:00,83.9,28.1,7.6,892.3,0.0,0.7,0.0,0.6,0.1,7.2,79.8
2024-01-06 22:00:00+02:00,85.3,27.3,7.6,882.1,0.0,0.7,0.0,0.6,0.1,7.1,87.6
2024-01-06 23:00:00+02:00,83.6,27.6,7.6,816.9,0.0,0.7,0.0,0.6,0.1,7.5,87.2
2024-01-07 00:00:00+02:00,81.9,29.1,5.9,643.5,0.0,0.7,0.0,0.6,0.1,7.4,74.7
2024-01-07 01:00:00+02:00,82.9,29.8,7.4,646.6,0.0,0.7,0.0,0.6,0.1,7.5,63.0
2024-01-07 02:00:00+02:00,81.0,29.4,5.9,627.4,0.0,0.7,0.0,0.6,0.1,7.5,59.1
2024-01-07 03:00:00+02:00,81.0,28.8,5.9,608.4,0.0,0.7,0.0,0.6,0.1,7.4,50.0
2024-01-07 04:00:00+02:00,78.9,28.4,5.9,549.6,0.0,0.7,0.0,0.6,0.1,7.6,41.5
2024-01-07 05:00:00+02:00,71.7,27.1,5.9,495.2,0.0,0.7,0.0,0.6,0.3,7.1,29.6
2024-01-07 06:00:00+02:00,73.4,24.6,5.9,538.6,0.0,0.7,0.0,0.6,0.2,7.1,27.3
2024-01-07 07:00:00+02:00,74.2,24.9,5.9,576.2,0.0,0.7,0.0,0.6,0.3,7.6,27.2
2024-01-07 08:00:00+02:00,75.4,26.6,5.9,675.5,0.0,0.7,0.0,0.6,0.3,7.1,34.3
2024-01-07 09:00:00+02:00,80.4,26.1,5.9,753.6,0.0,0.7,0.0,0.6,1.6,7.2,35.5
2024-01-07 10:00:00+02:00,82.6,26.2,5.9,770.8,0.0,0.7,0.0,0.6,8.3,6.7,35.1
2024-01-07 11:00:00+02:00,79.7,26.2,5.9,769.0,0.0,0.7,0.0,0.6,17.1,6.2,31.4
2024-01-07 12:00:00+02:00,77.2,26.8,5.9,743.7,0.0,0.7,0.0,0.6,20.3,5.3,24.7
2024-01-07 13:00:00+02:00,72.1,28.6,5.9,702.9,0.0,0.7,0.0,0.6,17.6,4.6,17.0
2024-01-07 14:00:00+02:00,72.2,29.0,5.9,742.5,0.0,0.7,0.0,0.6,8.5,4.7,15.3
2024-01-07 15:00:00+02:00,72.5,28.8,5.8,732.8,0.0,0.7,0.0,0.6,1.5,4.8,14.9
2024-01-07 16:00:00+02:00,72.2,28.4,5.9,732.8,0.0,0.7,0.0,0.6,0.5,4.6,19.2
2024-01-07 17:00:00+02:00,68.4,27.5,5.9,699.9,0.0,0.7,0.0,0.6,0.3,4.3,18.2
2024-01-07 18:00:00+02:00,69.9,27.2,5.9,692.0,0.0,0.7,0.0,0.6,0.3,4.4,17.6
2024-01-07 19:00:00+02:00,72.4,26.8,5.9,758.0,0.0,0.7,0.0,0.6,0.2,4.4,26.0
2024-01-07 20:00:00+02:00,73.1,26.6,5.9,769.5,0.0,0.7,0.0,0.6,0.2,6.4,39.0
2024-01-07 21:00:00+02:00,70.3,26.7,5.9,748.2,0.0,0.7,0.0,0.6,0.1,5.3,48.2
2024-01-07 22:00:00+02:00,70.5,26.9,6.0,751.2,0.0,0.7,0.0,0.6,0.1,5.2,61.7
2024-01-07 23:00:00+02:00,66.7,26.9,6.0,594.4,0.0,0.7,0.0,0.6,0.1,7.0,79.7
2024-01-08 00:00:00+02:00,68.6,27.6,6.0,446.8,0.0,0.6,0.0,0.6,0.1,8.4,108.4
2024-01-08 01:00:00+02:00,64.4,26.5,6.0,352.3,0.0,0.3,0.0,0.6,0.1,9.0,121.5
2024-01-08 02:00:00+02:00,64.5,24.7,6.0,329.7,0.0,0.3,0.0,0.6,0.1,9.9,137.3
2024-01-08 03:00:00+02:00,63.7,25.2,6.0,342.8,0.0,0.3,0.0,0.6,0.3,8.6,158.7
2024-01-08 04:00:00+02:00,68.3,23.3,6.0,344.7,0.0,0.3,0.0,0.6,0.1,8.7,180.6
2024-01-08 05:00:00+02:00,63.2,25.6,6.0,344.0,0.0,0.3,0.0,0.6,0.5,8.5,210.9
2024-01-08 06:00:00+02:00,69.3,26.3,6.0,351.4,0.0,0.3,0.0,0.6,0.3,8.5,234.1
2024-01-08 07:00:00+02:00,70.2,26.5,6.1,475.1,0.0,0.3,0.0,0.6,0.5,12.3,251.4
2024-01-08 08:00:00+02:00,69.6,28.8,6.1,480.4,0.0,0.3,0.0,0.6,0.3,16.1,258.3
2024-01-08 09:00:00+02:00,73.9,32.0,6.0,477.9,0.0,0.5,0.0,0.6,1.4,16.6,251.7
2024-01-08 10:00:00+02:00,72.9,33.6,6.0,490.6,0.0,1.1,0.0,0.6,4.2,16.3,248.5
2024-01-08 11:00:00+02:00,74.2,28.3,6.0,511.9,0.0,1.1,0.0,0.6,7.9,16.5,241.1
2024-01-08 12:00:00+02:00,84.1,25.2,5.8,587.6,0.0,1.1,0.0,0.6,8.6,16.1,233.5
2024-01-08 13:00:00+02:00,89.3,23.7,7.5,627.7,0.0,1.1,0.0,0.6,6.5,14.9,217.0
2024-01-08 14:00:00+02:00,92.5,25.3,5.2,635.3,0.0,0.8,0.0,0.6,2.9,15.6,221.4
2024-01-08 15:00:00+02:00,88.5,23.0,4.6,601.6,0.0,0.3,0.0,0.6,1.1,15.1,202.6
2024-01-08 16:00:00+02:00,85.4,24.1,7.5,621.3,0.0,0.3,0.0,0.6,0.6,15.6,162.5
2024-01-08 17:00:00+02:00,86.0,25.2,6.1,627.8,0.0,0.3,0.0,0.6,0.4,15.5,129.6
2024-01-08 18:00:00+02:00,84.9,24.9,6.3,600.0,0.0,0.3,0.0,0.6,0.3,15.2,104.1
2024-01-08 19:00:00+02:00,83.7,23.9,6.3,510.3,0.0,0.3,0.0,0.6,0.2,15.9,82.2
2024-01-08 20:00:00+02:00,84.1,25.6,6.3,455.4,0.0,0.3,0.0,0.6,0.2,15.9,70.2
2024-01-08 21:00:00+02:00,85.4,26.0,6.3,453.8,0.0,0.3,0.0,0.6,0.2,13.9,70.6
2024-01-08 22:00:00+02:00,86.0,25.8,6.3,452.9,0.0,0.3,0.0,0.6,0.1,12.0,59.7
2024-01-08 23:00:00+02:00,85.8,25.8,6.3,449.6,0.0,0.3,0.0,0.6,0.1,14.3,51.8
2024-01-09 00:00:00+02:00,83.1,27.1,6.3,387.3,0.0,0.6,0.0,0.6,0.1,14.3,56.3
2024-01-09 01:00:00+02:00,81.9,27.8,6.3,411.1,0.0,0.7,0.0,0.6,0.4,14.2,85.1
2024-01-09 02:00:00+02:00,81.4,28.2,6.3,383.7,0.0,0.7,0.0,0.6,0.1,14.7,107.9
2024-01-09 03:00:00+02:00,81.5,27.3,6.3,359.5,0.0,0.7,0.0,0.6,0.3,14.2,150.2
2024-01-09 04:00:00+02:00,82.4,26.2,6.3,360.1,0.0,0.7,0.0,0.6,0.1,14.2,168.5
2024-01-09 05:00:00+02:00,80.5,26.1,6.3,359.7,0.0,0.7,0.0,0.6,0.4,12.2,164.8
2024-01-09 06:00:00+02:00,87.0,25.2,6.3,483.9,0.0,0.7,0.0,0.6,0.2,12.3,161.8
2024-01-09 07:00:00+02:00,87.1,26.9,6.3,525.7,0.0,0.7,0.0,0.6,0.5,14.6,192.1
2024-01-09 08:00:00+02:00,88.5,27.4,6.3,531.0,0.0,0.7,0.0,0.6,0.4,14.7,236.0
2024-01-09 09:00:00+02:00,87.9,29.9,6.3,535.9,0.0,0.7,0.0,0.6,2.0,15.9,255.1
2024-01-09 10:00:00+02:00,74.2,33.2,6.3,472.2,0.0,0.7,0.0,0.6,9.7,15.3,263.1
2024-01-09 11:00:00+02:00,69.0,35.2,6.3,471.6,0.0,0.7,0.0,0.6,27.9,15.3,289.6
2024-01-09 12:00:00+02:00,68.1,35.6,6.3,413.4,0.0,0.7,0.0,0.6,40.5,15.3,306.7
2024-01-09 13:00:00+02:00,67.9,35.4,6.3,414.2,0.0,0.7,0.0,0.6,47.9,15.3,308.3
2024-01-09 14:00:00+02:00,68.2,35.0,6.3,420.3,0.0,0.7,0.0,0.6,27.5,15.6,327.7
2024-01-09 15:00:00+02:00,66.5,33.0,6.3,437.6,0.0,0.7,0.0,0.6,7.1,15.2,329.1
2024-01-09 16:00:00+02:00,74.7,30.7,6.3,445.2,0.0,0.6,0.0,0.6,1.3,15.4,315.4
2024-01-09 17:00:00+02:00,80.4,30.8,6.3,397.1,0.0,0.7,0.0,0.6,0.6,15.7,308.7
2024-01-09 18:00:00+02:00,84.5,32.0,6.3,463.2,0.0,0.7,0.0,0.6,0.4,15.7,299.0
2024-01-09 19:00:00+02:00,87.4,32.7,6.3,504.4,0.0,0.7,0.0,0.6,0.3,14.4,276.4
2024-01-09 20:00:00+02:00,87.1,31.9,6.3,522.7,0.0,0.7,0.0,0.6,0.2,14.9,240.2
2024-01-09 21:00:00+02:00,88.8,32.0,6.3,524.2,0.0,0.7,0.0,0.6,0.2,15.5,217.7
2024-01-09 22:00:00+02:00,84.4,31.9,6.3,490.2,0.0,0.7,0.0,0.6,0.2,16.4,191.4
2024-01-09 23:00:00+02:00,84.3,29.1,6.3,505.8,0.0,0.7,0.0,0.6,0.2,16.4,158.0
2024-01-10 00:00:00+02:00,84.1,29.1,6.3,491.6,0.0,0.7,0.0,0.6,0.1,14.9,140.8
2024-01-10 01:00:00+02:00,80.8,31.4,6.3,462.6,0.0,0.7,0.0,0.6,0.1,11.4,126.2
2024-01-10 02:00:00+02:00,80.4,31.1,6.3,471.8,0.0,0.7,0.0,0.6,0.1,13.5,120.6
2024-01-10 03:00:00+02:00,81.4,32.3,6.3,473.9,0.0,0.7,0.0,0.6,0.1,15.1,115.0
2024-01-10 04:00:00+02:00,82.9,33.4,6.3,476.9,0.0,0.7,0.0,0.6,0.1,16.3,80.5
2024-01-10 05:00:00+02:00,80.7,33.1,6.3,473.2,0.0,0.7,0.0,0.6,0.2,17.0,62.8
2024-01-10 06:00:00+02:00,89.7,32.3,6.3,508.1,0.0,0.7,0.0,0.6,0.2,17.2,67.2
2024-01-10 07:00:00+02:00,93.5,31.7,6.3,549.6,0.0,0.7,0.0,0.6,0.3,16.5,50.1
2024-01-10 08:00:00+02:00,94.4,32.9,6.4,592.8,0.0,0.7,0.0,0.6,0.6,16.9,56.4
2024-01-10 09:00:00+02:00,89.9,32.7,6.4,586.9,0.0,0.7,0.0,0.6,5.7,16.9,61.1
2024-01-10 10:00:00+02:00,86.5,31.1,6.4,585.9,0.0,0.7,0.0,0.6,22.2,17.2,65.8
2024-01-10 11:00:00+02:00,85.9,32.0,6.4,590.3,0.0,0.7,0.0,0.6,39.5,17.0,87.0
2024-01-10 12:00:00+02:00,86.3,31.9,6.4,585.3,0.0,0.7,0.0,0.6,42.8,17.0,105.5
