,Biomass,Fossil Coal-derived gas,Fossil Gas,Fossil Oil shale,Fossil Peat,Hydro Run-of-river and poundage,Other,Other renewable,Solar,Waste,Wind Onshore
2024-12-10 15:00:00+02:00,89.9,64.9,4.9,402.8,0.0,0.8,0.0,0.9,2.3,17.0,235.9
2024-12-10 16:00:00+02:00,89.9,66.2,4.7,401.9,0.0,0.8,0.0,0.9,1.2,17.0,278.5
2024-12-10 17:00:00+02:00,89.2,65.5,4.7,392.8,0.0,0.8,0.0,0.9,0.9,17.8,264.6
2024-12-10 18:00:00+02:00,89.5,65.2,4.7,392.4,0.0,0.8,0.0,0.9,0.9,17.3,234.5
2024-12-10 19:00:00+02:00,89.4,66.7,4.7,385.4,0.0,0.9,0.0,0.9,0.3,16.8,224.4
2024-12-10 20:00:00+02:00,89.6,65.3,4.8,390.3,0.0,1.2,0.0,0.9,0.3,16.7,215.7
2024-12-10 21:00:00+02:00,88.6,65.8,4.7,384.5,0.0,1.2,0.0,0.9,0.2,17.1,222.8
2024-12-10 22:00:00+02:00,87.6,67.2,4.7,381.7,0.0,1.2,0.0,0.9,0.2,17.2,213.1
2024-12-10 23:00:00+02:00,87.6,65.4,4.6,375.4,0.0,1.2,0.0,0.0,0.2,16.4,203.5
2024-12-11 00:00:00+02:00,87.3,64.4,4.5,352.3,0.0,1.2,0.0,0.0,0.2,16.4,201.1
2024-12-11 01:00:00+02:00,86.4,64.2,4.5,361.1,0.0,1.2,0.0,0.0,0.6,16.7,191.8
2024-12-11 02:00:00+02:00,83.7,63.5,4.3,358.0,0.0,1.2,0.0,0.0,0.9,16.7,234.8
2024-12-11 03:00:00+02:00,83.7,63.3,4.3,332.4,0.0,1.2,0.0,0.0,0.6,16.9,262.9
2024-12-11 04:00:00+02:00,83.4,64.5,4.3,302.7,0.0,1.2,0.0,0.0,0.1,16.8,338.7
2024-12-11 05:00:00+02:00,85.0,64.8,4.3,299.9,0.0,1.2,0.0,0.0,0.2,16.9,346.4
2024-12-11 06:00:00+02:00,87.0,64.3,4.3,347.7,0.0,1.2,0.0,0.0,0.5,16.7,355.4
2024-12-11 07:00:00+02:00,90.9,65.1,4.5,500.3,0.0,1.2,0.0,0.8,1.5,16.5,387.0
2024-12-11 08:00:00+02:00,87.6,64.6,7.1,467.7,0.0,1.2,0.0,0.9,1.6,15.8,408.0
2024-12-11 09:00:00+02:00,83.6,62.1,7.7,371.9,0.0,1.2,0.0,0.9,24.0,16.3,375.0
2024-12-11 10:00:00+02:00,89.3,61.6,7.9,388.0,0.0,1.2,0.0,0.9,111.8,16.5,363.2
2024-12-11 11:00:00+02:00,93.4,62.6,7.4,442.9,0.0,1.1,0.0,0.9,154.9,16.4,333.1
2024-12-11 12:00:00+02:00,99.5,60.3,7.9,498.2,0.0,1.1,0.0,0.9,123.1,16.7,270.1
2024-12-11 13:00:00+02:00,105.7,62.3,7.9,609.7,0.0,1.1,0.0,0.9,71.8,17.4,304.5
2024-12-11 14:00:00+02:00,107.1,62.9,7.8,639.3,0.0,1.1,0.0,0.9,35.6,17.1,322.9
2024-12-11 15:00:00+02:00,108.2,61.9,7.7,699.0,0.0,1.1,0.0,0.9,5.5,16.3,303.3
2024-12-11 16:00:00+02:00,110.0,59.6,7.6,779.5,0.0,1.1,0.0,0.9,1.7,16.3,313.3
2024-12-11 17:00:00+02:00,110.9,57.7,7.9,828.4,0.0,1.1,0.0,0.9,3.3,16.8,366.8
2024-12-11 18:00:00+02:00,109.7,57.8,7.9,798.4,0.0,1.0,0.0,0.3,2.1,16.9,357.5
2024-12-11 19:00:00+02:00,108.5,59.8,7.9,804.5,0.0,0.7,0.0,0.0,0.5,16.9,421.1
2024-12-11 20:00:00+02:00,107.6,60.4,7.9,756.3,0.0,0.7,0.0,0.0,0.3,17.0,466.8
2024-12-11 21:00:00+02:00,106.2,61.8,5.7,704.9,0.0,0.7,0.0,0.0,0.2,17.0,463.9
2024-12-11 22:00:00+02:00,103.9,60.3,4.6,622.0,0.0,0.7,0.0,0.0,0.3,17.0,432.5
2024-12-11 23:00:00+02:00,101.1,58.4,4.6,487.5,0.0,0.8,0.0,0.0,0.2,16.9,415.0
2024-12-12 00:00:00+02:00,99.8,56.5,4.6,451.4,0.0,0.8,0.0,0.0,0.2,16.2,374.5
2024-12-12 01:00:00+02:00,100.2,56.6,4.6,454.8,0.0,0.8,0.0,0.0,0.1,16.7,346.1
2024-12-12 02:00:00+02:00,98.9,58.7,4.6,457.1,0.0,0.8,0.0,0.0,0.1,16.7,322.9
2024-12-12 03:00:00+02:00,99.6,59.8,4.6,476.7,0.0,0.8,0.0,0.0,0.1,16.8,337.7
2024-12-12 04:00:00+02:00,100.7,60.2,4.6,477.2,0.0,0.9,0.0,0.0,0.1,16.9,364.6
2024-12-12 05:00:00+02:00,100.2,59.7,4.6,449.6,0.0,1.2,0.0,0.0,0.2,16.9,368.2
2024-12-12 06:00:00+02:00,104.3,60.0,4.6,609.4,0.0,1.2,0.0,0.0,0.2,16.8,413.8
2024-12-12 07:00:00+02:00,106.2,59.0,5.2,710.3,0.0,1.2,0.0,0.0,0.4,16.1,427.5
2024-12-12 08:00:00+02:00,108.3,57.7,8.2,808.6,0.0,1.2,0.0,0.0,6.0,16.3,399.8
2024-12-12 09:00:00+02:00,108.8,57.9,8.3,815.7,0.0,1.2,0.0,0.0,17.4,17.0,387.2
2024-12-12 10:00:00+02:00,109.3,57.3,6.4,807.3,0.0,1.2,0.0,0.0,52.2,16.4,458.0
2024-12-12 11:00:00+02:00,107.7,59.1,5.7,749.8,0.0,1.2,0.0,0.0,78.4,16.0,472.9
2024-12-12 12:00:00+02:00,107.8,59.0,5.2,756.9,0.0,1.2,0.0,0.0,80.6,15.9,460.7
2024-12-12 13:00:00+02:00,108.9,59.9,5.0,791.0,0.0,1.2,0.0,0.0,77.7,15.5,453.4
2024-12-12 14:00:00+02:00,109.1,59.5,5.1,818.0,0.0,1.2,0.0,0.0,33.7,15.5,480.7
2024-12-12 15:00:00+02:00,109.8,58.0,7.6,846.1,0.0,1.2,0.0,0.1,3.0,15.1,469.2
2024-12-12 16:00:00+02:00,109.4,56.5,8.1,821.7,0.0,1.2,0.0,0.0,1.5,15.2,476.7
2024-12-12 17:00:00+02:00,109.2,56.1,8.1,822.3,0.0,1.2,0.0,0.0,2.8,15.8,505.8
2024-12-12 18:00:00+02:00,108.2,57.1,6.1,809.5,0.0,1.2,0.0,0.0,0.3,16.3,466.5
2024-12-12 19:00:00+02:00,107.5,57.5,5.8,825.4,0.0,1.1,0.0,0.0,1.5,16.7,444.9
2024-12-12 20:00:00+02:00,107.3,56.7,5.6,813.7,0.0,1.1,0.0,0.0,1.0,17.1,475.1
2024-12-12 21:00:00+02:00,106.1,56.3,5.6,758.6,0.0,1.1,0.0,0.0,0.3,17.9,477.1
2024-12-12 22:00:00+02:00,103.4,57.6,5.3,609.3,0.0,1.1,0.0,0.0,0.3,17.6,461.2
2024-12-12 23:00:00+02:00,99.6,58.9,5.0,444.7,0.0,1.1,0.0,0.0,0.3,17.0,446.8
2024-12-13 00:00:00+02:00,96.3,58.7,4.7,353.6,0.0,1.1,0.0,0.0,0.2,17.1,430.1
2024-12-13 01:00:00+02:00,94.1,59.2,4.7,342.6,0.0,1.1,0.0,0.0,0.1,17.5,447.8
2024-12-13 02:00:00+02:00,89.9,58.3,4.7,341.3,0.0,0.8,0.0,0.0,0.1,17.2,440.5
2024-12-13 03:00:00+02:00,88.5,58.6,4.7,352.4,0.0,0.7,0.0,0.0,0.1,17.3,408.7
2024-12-13 04:00:00+02:00,87.7,59.4,4.7,348.6,0.0,0.7,0.0,0.0,0.1,17.2,390.1
2024-12-13 05:00:00+02:00,86.7,59.2,4.8,371.2,0.0,0.7,0.0,0.0,0.2,17.8,300.8
2024-12-13 06:00:00+02:00,85.8,59.6,5.3,446.3,0.0,0.8,0.0,0.0,0.3,17.6,201.4
2024-12-13 07:00:00+02:00,86.1,60.6,5.3,553.1,0.0,0.8,0.0,0.4,1.8,15.2,164.1
2024-12-13 08:00:00+02:00,82.9,60.6,7.0,555.2,0.0,0.8,0.0,0.9,3.4,14.6,136.6
2024-12-13 09:00:00+02:00,83.5,55.9,8.0,518.4,0.0,0.8,0.0,0.9,23.1,15.2,113.4
2024-12-13 10:00:00+02:00,83.2,59.6,8.3,474.9,0.0,0.8,0.0,0.9,75.8,15.4,171.6
2024-12-13 11:00:00+02:00,84.7,60.4,8.4,453.5,0.0,0.8,0.0,0.9,107.0,14.9,282.7
2024-12-13 12:00:00+02:00,83.0,60.2,8.3,350.1,0.0,0.8,0.0,0.9,89.6,7.4,279.1
2024-12-13 13:00:00+02:00,81.7,62.2,6.0,231.9,0.0,0.8,0.0,0.9,41.8,0.9,271.5
2024-12-13 14:00:00+02:00,81.6,61.2,5.3,213.9,0.0,0.8,0.0,0.9,12.9,0.6,276.2
2024-12-13 15:00:00+02:00,81.0,61.7,5.4,226.1,0.0,0.8,0.0,0.9,0.9,0.0,317.0
2024-12-13 16:00:00+02:00,78.3,60.9,7.0,257.5,0.0,1.1,0.0,0.9,1.6,0.0,359.2
2024-12-13 17:00:00+02:00,76.7,61.3,7.0,203.3,0.0,1.2,0.0,0.9,0.5,0.0,386.0
2024-12-13 18:00:00+02:00,77.1,61.5,5.4,192.0,0.0,1.2,0.0,0.0,0.3,0.0,403.1
2024-12-13 19:00:00+02:00,76.5,60.8,5.3,164.8,0.0,1.2,0.0,0.0,0.3,0.0,419.8
2024-12-13 20:00:00+02:00,76.6,60.3,5.2,171.8,0.0,1.1,0.0,0.0,0.2,0.0,391.9
2024-12-13 21:00:00+02:00,67.4,58.6,5.2,55.8,0.0,1.1,0.0,0.0,0.2,0.0,350.8
2024-12-13 22:00:00+02:00,66.1,56.4,5.2,51.8,0.0,1.1,0.0,0.0,1.7,0.0,366.3
2024-12-13 23:00:00+02:00,65.0,57.0,4.8,43.9,0.0,0.6,0.0,0.0,0.2,0.0,331.4
2024-12-14 00:00:00+02:00,64.9,58.5,4.8,70.3,0.0,0.4,0.0,0.0,0.2,0.0,294.9
2024-12-14 01:00:00+02:00,57.3,59.6,4.8,42.6,0.0,0.4,0.0,0.0,0.2,0.0,247.3
2024-12-14 02:00:00+02:00,55.8,59.6,4.5,43.0,0.0,0.4,0.0,0.0,1.4,0.0,209.2
2024-12-14 03:00:00+02:00,56.4,60.5,4.5,47.1,0.0,0.4,0.0,0.0,0.5,0.0,182.1
2024-12-14 04:00:00+02:00,57.5,61.8,4.5,53.1,0.0,0.4,0.0,0.0,1.9,0.0,170.8
2024-12-14 05:00:00+02:00,58.0,60.9,4.5,43.0,0.0,0.4,0.0,0.0,0.9,0.0,189.5
2024-12-14 06:00:00+02:00,62.5,61.6,4.5,48.7,0.0,0.9,0.0,0.0,0.6,0.0,180.8
2024-12-14 07:00:00+02:00,66.6,62.6,4.6,49.2,0.0,1.2,0.0,0.0,0.6,0.0,193.7
2024-12-14 08:00:00+02:00,66.6,63.3,4.5,53.9,0.0,1.2,0.0,0.0,0.4,0.0,238.2
2024-12-14 09:00:00+02:00,66.9,60.8,4.5,49.3,0.0,1.2,0.0,0.0,2.3,0.0,271.2
2024-12-14 10:00:00+02:00,67.6,61.5,4.6,48.6,0.0,1.2,0.0,0.0,9.8,0.0,261.4
2024-12-14 11:00:00+02:00,68.0,63.1,4.6,48.8,0.0,1.2,0.0,0.0,14.9,0.0,358.5
2024-12-14 12:00:00+02:00,68.3,62.3,4.6,49.2,0.0,1.2,0.0,0.0,13.6,0.0,395.5
2024-12-14 13:00:00+02:00,67.8,63.7,4.7,53.7,0.0,1.2,0.0,0.0,8.6,0.0,408.9
2024-12-14 14:00:00+02:00,67.0,63.3,4.7,61.1,0.0,1.1,0.0,0.0,5.8,0.0,425.6
2024-12-14 15:00:00+02:00,63.9,61.2,4.8,56.8,0.0,1.1,0.0,0.0,1.8,0.0,408.5
2024-12-14 16:00:00+02:00,61.8,60.3,4.8,51.3,0.0,0.8,0.0,0.0,0.8,0.1,448.1
2024-12-14 17:00:00+02:00,61.9,59.7,4.8,47.2,0.0,0.7,0.0,0.0,0.4,0.9,486.3
2024-12-14 18:00:00+02:00,65.1,59.7,4.8,46.6,0.0,0.7,0.0,0.0,1.0,1.0,450.2
2024-12-14 19:00:00+02:00,62.9,62.0,4.8,47.9,0.0,0.7,0.0,0.0,0.2,1.0,392.4
2024-12-14 20:00:00+02:00,65.4,60.9,4.8,64.1,0.0,0.7,0.0,0.0,1.8,1.0,393.2
2024-12-14 21:00:00+02:00,71.6,62.5,4.8,66.4,0.0,0.8,0.0,0.0,0.7,1.0,377.5
2024-12-14 22:00:00+02:00,72.7,62.4,4.8,63.5,0.0,0.8,0.0,0.0,0.2,1.0,372.4
2024-12-14 23:00:00+02:00,72.7,63.0,4.8,48.6,0.0,0.8,0.0,0.0,0.2,1.0,381.0
2024-12-15 00:00:00+02:00,70.9,62.0,4.8,14.4,0.0,0.8,0.0,0.0,0.5,1.0,393.3
2024-12-15 01:00:00+02:00,70.4,62.4,4.8,5.3,0.0,0.8,0.0,0.0,0.2,1.0,322.4
2024-12-15 02:00:00+02:00,70.2,60.6,4.8,6.3,0.0,0.9,0.0,0.0,0.4,1.0,355.7
2024-12-15 03:00:00+02:00,70.6,61.3,4.8,7.9,0.0,1.2,0.0,0.0,0.2,1.0,358.2
2024-12-15 04:00:00+02:00,71.6,64.9,4.8,8.9,0.0,1.2,0.0,0.0,0.2,0.6,356.9
2024-12-15 05:00:00+02:00,72.5,62.1,4.8,8.8,0.0,1.2,0.0,0.0,0.2,7.2,361.4
2024-12-15 06:00:00+02:00,69.9,61.2,4.8,9.9,0.0,1.2,0.0,0.0,0.3,14.1,290.5
2024-12-15 07:00:00+02:00,66.0,59.7,4.8,9.9,0.0,1.2,0.0,0.0,0.3,15.3,300.1
2024-12-15 08:00:00+02:00,61.7,59.9,4.8,12.4,0.0,1.2,0.0,0.0,0.3,16.1,304.7
2024-12-15 09:00:00+02:00,60.0,60.2,4.8,12.1,0.0,1.2,0.0,0.0,1.0,16.3,323.3
2024-12-15 10:00:00+02:00,59.5,60.5,4.8,10.8,0.0,1.1,0.0,0.0,5.2,16.5,374.3
2024-12-15 11:00:00+02:00,58.8,61.0,4.8,9.5,0.0,1.1,0.0,0.0,8.8,16.7,372.3
2024-12-15 12:00:00+02:00,61.7,59.3,4.9,11.5,0.0,1.2,0.0,0.0,8.9,16.7,422.3
2024-12-15 13:00:00+02:00,67.2,58.5,4.8,15.7,0.0,1.2,0.0,0.0,5.9,16.6,345.8
2024-12-15 14:00:00+02:00,66.7,58.6,4.8,12.5,0.0,1.2,0.0,0.0,2.7,16.0,246.0
2024-12-15 15:00:00+02:00,64.0,58.6,4.8,14.9,0.0,1.2,0.0,0.0,1.1,16.4,207.0
2024-12-15 16:00:00+02:00,61.2,57.5,5.1,16.2,0.0,1.2,0.0,0.0,0.4,16.5,154.9
2024-12-15 17:00:00+02:00,61.0,57.2,5.4,16.5,0.0,1.2,0.0,0.0,0.5,16.6,85.9
2024-12-15 18:00:00+02:00,60.8,56.7,5.4,15.1,0.0,1.2,0.0,0.0,0.6,16.8,51.9
2024-12-15 19:00:00+02:00,53.1,56.6,5.3,13.2,0.0,1.2,0.0,0.0,1.3,16.8,32.4
2024-12-15 20:00:00+02:00,53.1,58.1,5.3,13.5,0.0,1.2,0.0,0.0,1.3,16.8,28.6
2024-12-15 21:00:00+02:00,57.5,57.6,5.3,11.4,0.0,1.2,0.0,0.0,0.5,16.7,46.1
2024-12-15 22:00:00+02:00,58.4,56.9,5.3,8.3,0.0,1.2,0.0,0.0,0.2,15.5,54.1
2024-12-15 23:00:00+02:00,58.5,58.2,5.3,8.0,0.0,1.2,0.0,0.0,0.1,15.3,110.5
2024-12-16 00:00:00+02:00,58.7,57.9,5.3,8.9,0.0,1.2,0.0,0.0,0.2,15.3,242.0
2024-12-16 01:00:00+02:00,60.1,57.0,5.3,9.5,0.0,1.2,0.0,0.0,0.1,15.6,323.5
2024-12-16 02:00:00+02:00,63.2,57.6,5.4,9.5,0.0,1.2,0.0,0.0,0.2,15.7,366.8
2024-12-16 03:00:00+02:00,68.4,57.5,5.4,11.1,0.0,1.2,0.0,0.0,0.7,15.8,424.9
2024-12-16 04:00:00+02:00,71.2,58.8,5.4,10.6,0.0,1.2,0.0,0.0,0.5,15.9,421.6
2024-12-16 05:00:00+02:00,69.9,59.6,5.4,10.2,0.0,1.2,0.0,0.0,0.2,15.7,424.9
2024-12-16 06:00:00+02:00,64.7,58.3,5.4,11.3,0.0,1.2,0.0,0.0,0.3,15.2,477.0
2024-12-16 07:00:00+02:00,59.9,57.0,5.4,12.1,0.0,1.2,0.0,0.0,1.0,15.9,537.2
2024-12-16 08:00:00+02:00,57.5,56.4,5.4,15.0,0.0,1.2,0.0,0.0,1.7,16.5,473.1
2024-12-16 09:00:00+02:00,54.3,56.4,5.3,14.1,0.0,1.2,0.0,0.0,6.0,16.6,461.1
2024-12-16 10:00:00+02:00,57.1,57.6,4.9,13.8,0.0,1.2,0.0,0.0,32.5,16.4,501.5
2024-12-16 11:00:00+02:00,57.4,58.1,4.8,13.7,0.0,1.2,0.0,0.0,95.1,17.0,552.6
2024-12-16 12:00:00+02:00,57.0,58.2,4.4,13.4,0.0,1.2,0.0,0.0,126.9,16.7,561.0
2024-12-16 13:00:00+02:00,56.6,55.1,4.3,14.2,0.0,1.2,0.0,0.0,85.8,16.6,549.6
2024-12-16 14:00:00+02:00,56.0,61.0,4.3,13.5,0.0,1.2,0.0,0.0,28.0,15.8,572.4
2024-12-16 15:00:00+02:00,53.6,61.5,4.3,12.5,0.0,1.2,0.0,0.0,2.8,16.2,588.4
2024-12-16 16:00:00+02:00,51.1,62.2,4.4,13.1,0.0,1.2,0.0,0.0,1.0,16.5,578.8
2024-12-16 17:00:00+02:00,50.9,61.6,4.4,12.3,0.0,1.2,0.0,0.0,0.6,16.5,574.4
2024-12-16 18:00:00+02:00,51.9,60.5,4.4,13.0,0.0,1.2,0.0,0.0,0.4,16.1,572.0
2024-12-16 19:00:00+02:00,53.0,62.6,4.4,12.8,0.0,1.2,0.0,0.0,0.4,15.3,569.4
2024-12-16 20:00:00+02:00,54.1,63.0,4.4,10.6,0.0,1.2,0.0,0.0,0.3,15.1,561.8
2024-12-16 21:00:00+02:00,57.5,61.8,4.4,5.8,0.0,1.2,0.0,0.0,0.2,15.0,550.0
2024-12-16 22:00:00+02:00,61.4,61.5,4.4,2.4,0.0,1.2,0.0,0.0,0.2,14.6,467.7
2024-12-16 23:00:00+02:00,63.9,60.7,4.4,0.6,0.0,1.2,0.0,0.0,0.8,15.2,470.4
2024-12-17 00:00:00+02:00,68.8,61.5,4.4,0.2,0.0,1.2,0.0,0.0,0.2,15.5,435.8
2024-12-17 01:00:00+02:00,68.7,61.2,4.4,1.7,0.0,1.2,0.0,0.0,1.3,16.3,487.4
2024-12-17 02:00:00+02:00,67.5,62.3,4.3,3.5,0.0,1.2,0.0,0.0,1.0,16.6,463.4
2024-12-17 03:00:00+02:00,67.4,61.4,4.3,4.6,0.0,1.2,0.0,0.0,1.9,16.5,496.0
2024-12-17 04:00:00+02:00,72.0,61.1,4.3,38.8,0.0,1.2,0.0,0.0,0.6,16.4,478.3
2024-12-17 05:00:00+02:00,76.7,60.4,4.3,75.9,0.0,1.2,0.0,0.0,0.8,16.0,447.6
2024-12-17 06:00:00+02:00,80.8,60.3,4.3,92.3,0.0,1.2,0.0,0.0,0.7,15.3,403.3
2024-12-17 07:00:00+02:00,82.4,60.2,4.5,116.8,0.0,1.2,0.0,0.0,0.3,15.5,407.1
2024-12-17 08:00:00+02:00,78.9,59.6,4.5,132.3,0.0,1.2,0.0,0.0,0.4,15.4,411.6
2024-12-17 09:00:00+02:00,79.0,60.4,4.6,138.1,0.0,1.2,0.0,0.0,7.3,15.1,385.4
2024-12-17 10:00:00+02:00,78.9,62.4,4.8,137.2,0.0,1.2,0.0,0.0,21.0,16.0,392.1
2024-12-17 11:00:00+02:00,79.0,60.5,5.0,132.4,0.0,1.2,0.0,0.0,35.3,16.4,402.7
2024-12-17 12:00:00+02:00,78.6,61.4,5.2,128.3,0.0,1.2,0.0,0.0,36.2,16.6,360.6
2024-12-17 13:00:00+02:00,80.3,60.8,5.2,142.9,0.0,1.2,0.0,0.0,33.7,16.9,393.6
2024-12-17 14:00:00+02:00,87.2,60.7,5.2,172.1,0.0,1.2,0.0,0.0,13.7,16.3,352.7
2024-12-17 15:00:00+02:00,89.2,59.6,5.2,197.5,0.0,1.2,0.0,0.8,1.8,16.2,345.0
2024-12-17 16:00:00+02:00,87.2,57.7,6.8,251.0,0.0,1.2,0.0,0.9,2.7,16.5,306.4
2024-12-17 17:00:00+02:00,89.2,59.4,7.1,308.6,0.0,1.2,0.0,0.9,2.5,16.5,288.4
2024-12-17 18:00:00+02:00,83.7,59.1,7.2,265.1,0.0,1.2,0.0,0.9,0.8,16.4,289.9
2024-12-17 19:00:00+02:00,87.1,58.9,7.4,258.2,0.0,1.2,0.0,0.9,1.5,16.2,371.6
2024-12-17 20:00:00+02:00,88.7,59.9,5.7,243.6,0.0,1.2,0.0,0.9,0.7,16.6,350.7
2024-12-17 21:00:00+02:00,89.7,59.0,5.8,242.4,0.0,1.2,0.0,0.0,0.2,16.3,333.6
2024-12-17 22:00:00+02:00,87.7,57.4,6.0,224.9,0.0,1.2,0.0,0.0,0.2,15.5,375.5
2024-12-17 23:00:00+02:00,86.7,56.2,6.0,229.0,0.0,1.2,0.0,0.0,0.2,16.1,330.2
2024-12-18 00:00:00+02:00,89.5,57.2,5.9,168.7,0.0,1.2,0.0,0.0,0.2,16.3,272.8
2024-12-18 01:00:00+02:00,91.0,56.7,5.9,174.0,0.0,1.2,0.0,0.0,0.4,16.4,215.9
2024-12-18 02:00:00+02:00,87.8,57.5,5.9,152.9,0.0,1.2,0.0,0.0,0.2,16.4,164.3
2024-12-18 03:00:00+02:00,89.4,56.8,5.9,157.4,0.0,1.2,0.0,0.0,0.1,16.2,122.2
2024-12-18 04:00:00+02:00,92.5,56.7,5.8,185.0,0.0,1.2,0.0,0.0,0.2,16.2,98.0
2024-12-18 05:00:00+02:00,93.3,56.5,5.9,204.8,0.0,1.2,0.0,0.0,0.2,16.1,58.0
2024-12-18 06:00:00+02:00,94.5,55.6,7.5,218.4,0.0,1.2,0.0,0.8,0.6,15.6,32.7
2024-12-18 07:00:00+02:00,95.1,55.3,7.8,317.4,0.0,1.2,0.0,0.9,2.2,16.0,18.4
2024-12-18 08:00:00+02:00,94.2,54.3,7.9,349.1,0.0,1.2,0.0,0.9,4.9,16.7,16.4
2024-12-18 09:00:00+02:00,95.3,54.6,7.9,369.0,0.0,1.2,0.0,0.9,16.3,17.0,31.0
2024-12-18 10:00:00+02:00,96.0,56.3,8.1,354.9,0.0,1.2,0.0,0.9,54.5,16.9,50.0
2024-12-18 11:00:00+02:00,96.8,57.2,8.2,359.1,0.0,1.2,0.0,0.9,77.8,16.9,57.5
2024-12-18 12:00:00+02:00,97.1,58.8,8.1,353.9,0.0,1.2,0.0,0.9,63.0,17.1,80.6
2024-12-18 13:00:00+02:00,98.1,59.6,6.6,342.7,0.0,1.2,0.0,0.9,41.0,16.7,143.9
2024-12-18 14:00:00+02:00,94.6,58.6,6.0,297.2,0.0,1.2,0.0,0.0,14.6,15.9,173.5
2024-12-18 15:00:00+02:00,83.9,57.1,5.4,262.9,0.0,1.2,0.0,0.0,1.0,16.7,209.4
2024-12-18 16:00:00+02:00,76.1,54.3,5.4,234.5,0.0,1.2,0.0,0.0,0.3,16.7,254.8
2024-12-18 17:00:00+02:00,74.7,55.7,5.5,213.8,0.0,1.2,0.0,0.0,0.3,16.8,317.5
2024-12-18 18:00:00+02:00,71.2,56.2,5.6,57.3,0.0,1.2,0.0,0.0,0.2,16.7,368.1
2024-12-18 19:00:00+02:00,56.5,54.0,5.7,1.9,0.0,1.2,0.0,0.0,0.2,16.4,372.1
2024-12-18 20:00:00+02:00,55.6,55.1,5.7,0.0,0.0,1.2,0.0,0.0,0.4,16.3,434.6
2024-12-18 21:00:00+02:00,58.6,54.5,5.7,0.0,0.0,1.2,0.0,0.0,0.2,16.4,461.7
2024-12-18 22:00:00+02:00,62.1,56.1,5.6,0.0,0.0,1.2,0.0,0.0,0.2,15.8,489.8
2024-12-18 23:00:00+02:00,65.2,55.5,5.3,0.0,0.0,1.2,0.0,0.0,0.2,16.0,494.8
2024-12-19 00:00:00+02:00,68.4,56.8,5.1,0.0,0.0,1.2,0.0,0.0,0.2,16.9,459.9
2024-12-19 01:00:00+02:00,68.1,57.4,5.1,0.0,0.0,1.2,0.0,0.0,1.0,17.0,468.7
2024-12-19 02:00:00+02:00,67.8,57.9,5.1,0.0,0.0,1.2,0.0,0.0,1.3,16.8,524.1
2024-12-19 03:00:00+02:00,69.1,57.6,5.1,0.0,0.0,1.2,0.0,0.0,0.6,16.8,498.2
2024-12-19 04:00:00+02:00,68.5,59.5,5.1,0.0,0.0,1.2,0.0,0.0,0.2,16.6,450.3
2024-12-19 05:00:00+02:00,62.5,59.3,5.1,0.0,0.0,1.2,0.0,0.0,1.0,16.8,455.7
2024-12-19 06:00:00+02:00,61.4,59.9,5.1,0.0,0.0,1.2,0.0,0.0,0.2,16.3,411.7
2024-12-19 07:00:00+02:00,57.9,59.9,5.2,0.0,0.0,1.2,0.0,0.0,0.3,15.9,433.3
2024-12-19 08:00:00+02:00,55.0,58.6,4.9,0.0,0.0,1.2,0.0,0.0,1.0,16.2,376.1
2024-12-19 09:00:00+02:00,54.0,59.9,4.8,0.0,0.0,1.2,0.0,0.0,3.3,16.3,466.9
2024-12-19 10:00:00+02:00,54.2,61.4,4.8,0.0,0.0,1.2,0.0,0.0,12.8,16.6,447.9
2024-12-19 11:00:00+02:00,53.7,62.2,4.8,0.0,0.0,1.2,0.0,0.0,24.6,16.4,452.8
2024-12-19 12:00:00+02:00,54.4,62.3,4.7,0.0,0.0,1.2,0.0,0.0,33.6,16.6,476.2
2024-12-19 13:00:00+02:00,55.0,63.2,4.5,0.0,0.0,1.2,0.0,0.0,27.6,16.7,452.6
2024-12-19 14:00:00+02:00,54.7,64.1,4.4,0.0,0.0,1.2,0.0,0.0,13.1,15.9,378.1
2024-12-19 15:00:00+02:00,53.4,63.4,4.4,0.0,0.0,1.2,0.0,0.0,1.2,16.1,329.6
2024-12-19 16:00:00+02:00,47.5,64.5,4.4,0.0,0.0,1.2,0.0,0.0,2.0,16.4,388.4
2024-12-19 17:00:00+02:00,49.3,63.8,4.3,0.0,0.0,1.2,0.0,0.0,1.6,16.4,389.2
2024-12-19 18:00:00+02:00,49.2,62.6,4.3,0.0,0.0,1.2,0.0,0.0,1.0,16.6,467.5
2024-12-19 19:00:00+02:00,50.8,63.5,4.3,0.0,0.0,1.2,0.0,0.0,0.3,16.7,470.5
2024-12-19 20:00:00+02:00,56.0,63.1,4.4,0.0,0.0,1.2,0.0,0.0,0.2,16.9,509.2
2024-12-19 21:00:00+02:00,62.4,64.3,4.4,0.0,0.0,1.2,0.0,0.0,0.2,16.7,510.1
2024-12-19 22:00:00+02:00,62.2,64.3,4.4,0.0,0.0,1.2,0.0,0.0,1.0,15.9,498.2
2024-12-19 23:00:00+02:00,60.1,54.7,4.1,0.0,0.0,1.2,0.0,0.0,1.4,16.3,489.5
2024-12-20 00:00:00+02:00,61.1,58.4,3.7,0.0,0.0,1.2,0.0,0.0,1.2,16.6,450.1
2024-12-20 01:00:00+02:00,63.5,61.2,3.9,0.0,0.0,1.2,0.0,0.0,1.0,16.7,422.7
2024-12-20 02:00:00+02:00,64.9,62.1,3.8,0.0,0.0,1.2,0.0,0.0,0.2,16.5,391.1
