model,mae,rmse,smape,bias,n,mase
gb,26.84335591863045,33.99070215150846,59.06382431492485,-10.236117409910324,2976,0.8179177876630567
rf,29.5038152228622,35.603166572639005,58.768119925659,-0.9894165517230885,2976,0.8989820552934152
hw,36.90475606560919,47.34908401499621,65.05776175131022,25.143552449163586,2976,1.124488924817262
naive,38.92681787634409,51.519126650725504,77.42495256091595,-4.882127016129032,2976,1.186101203392549
