,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Run-of-river and poundage,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2025-09-10 10:15:00+02:00,363.41,44.98,56.58,10.83,0.9,1.08,438.97,41.78,470.91,685.52
2025-09-10 10:30:00+02:00,337.07,38.51,55.74,10.65,0.9,1.07,438.21,42.35,456.3,649.88
2025-09-10 10:45:00+02:00,354.14,36.06,54.51,10.41,0.9,1.04,468.97,44.33,455.29,677.57
2025-09-10 11:00:00+02:00,345.48,43.15,54.96,10.49,0.9,1.05,497.17,45.2,466.84,670.72
2025-09-10 11:15:00+02:00,327.43,38.08,54.64,10.44,0.9,1.04,535.31,46.15,448.5,720.5
2025-09-10 11:30:00+02:00,344.14,41.29,49.47,9.46,0.9,0.95,582.17,45.32,435.1,733.09
2025-09-10 11:45:00+02:00,334.44,60.53,50.32,9.61,0.9,0.96,542.14,43.82,425.81,803.98
2025-09-10 12:00:00+02:00,345.15,39.92,51.05,9.77,0.91,0.98,602.95,42.85,427.93,852.22
2025-09-10 12:15:00+02:00,312.99,36.04,51.52,9.86,0.91,0.99,646.19,44.22,444.36,880.68
2025-09-10 12:30:00+02:00,320.7,34.26,51.77,9.91,0.91,0.99,603.27,45.71,450.2,954.38
2025-09-10 12:45:00+02:00,331.46,38.39,58.36,11.2,0.91,1.12,612.5,46.42,450.76,1038.53
2025-09-10 13:00:00+02:00,287.09,35.43,53.7,10.29,0.91,1.03,570.11,46.46,454.84,1075.46
2025-09-10 13:15:00+02:00,253.92,33.05,49.91,9.54,0.91,0.95,541.06,44.87,452.51,1043.7
2025-09-10 13:30:00+02:00,246.96,33.37,50.05,9.58,0.91,0.96,577.21,44.23,431.23,1097.75
2025-09-10 13:45:00+02:00,233.01,32.3,47.09,9.0,0.91,0.9,634.33,42.97,429.96,1055.31
2025-09-10 14:00:00+02:00,202.63,48.71,71.5,13.79,0.91,1.38,749.63,42.68,428.15,980.64
2025-09-10 14:15:00+02:00,168.16,40.42,57.22,10.99,0.91,1.1,823.62,41.81,423.68,896.06
2025-09-10 14:30:00+02:00,170.62,41.51,56.02,11.08,0.91,1.07,787.45,42.47,426.94,755.29
2025-09-10 14:45:00+02:00,165.55,41.6,59.22,11.65,0.91,1.14,714.41,45.7,440.5,780.86
2025-09-10 15:00:00+02:00,179.83,44.84,65.22,12.55,0.91,1.25,596.67,47.11,450.08,730.06
2025-09-10 15:15:00+02:00,186.55,41.41,57.69,11.08,0.91,1.11,624.13,45.13,449.3,688.54
2025-09-10 15:30:00+02:00,189.48,39.94,57.54,11.04,0.9,1.1,654.38,45.82,451.81,697.1
2025-09-10 15:45:00+02:00,228.36,37.83,53.46,10.24,0.91,1.02,598.09,45.87,452.86,578.05
2025-09-10 16:00:00+02:00,288.92,40.21,52.65,10.07,0.9,1.01,577.29,45.25,447.41,541.0
2025-09-10 16:15:00+02:00,346.77,41.13,53.82,10.3,0.9,1.03,475.43,45.7,431.26,554.37
2025-09-10 16:30:00+02:00,344.52,42.4,55.82,10.7,0.9,1.07,450.08,46.33,427.82,546.13
2025-09-10 16:45:00+02:00,357.05,46.98,63.07,12.13,0.9,1.21,384.86,46.37,423.67,609.47
2025-09-10 17:00:00+02:00,362.12,66.56,85.45,16.52,0.9,1.65,379.13,48.5,431.85,631.65
2025-09-10 17:15:00+02:00,354.13,72.59,62.74,12.06,0.91,1.21,287.21,46.13,439.14,698.34
2025-09-10 17:30:00+02:00,350.29,74.2,57.33,11.0,0.9,1.1,256.88,44.97,447.8,630.26
2025-09-10 17:45:00+02:00,343.49,81.62,62.34,11.99,0.91,1.2,209.05,46.09,436.43,477.94
2025-09-10 18:00:00+02:00,334.36,115.29,62.39,12.01,0.91,1.2,148.78,45.01,400.82,384.54
2025-09-10 18:15:00+02:00,334.12,132.53,62.98,12.12,0.91,1.21,113.09,45.45,388.8,349.77
2025-09-10 18:30:00+02:00,338.62,132.65,65.47,12.6,0.91,1.26,89.33,47.67,404.8,343.74
2025-09-10 18:45:00+02:00,341.44,133.04,64.35,12.38,0.91,1.24,65.76,47.33,419.17,332.53
2025-09-10 19:00:00+02:00,353.26,142.44,67.83,13.05,0.91,1.31,43.16,45.68,421.46,315.03
2025-09-10 19:15:00+02:00,357.33,142.8,68.05,13.08,0.91,1.31,24.41,45.05,430.81,289.59
2025-09-10 19:30:00+02:00,355.43,143.05,68.97,13.24,0.91,1.32,8.16,45.27,441.19,278.14
2025-09-10 19:45:00+02:00,355.26,145.24,69.58,13.35,0.91,1.34,0.35,45.44,449.49,291.29
2025-09-10 20:00:00+02:00,350.35,150.45,72.57,13.94,0.91,1.39,0.02,45.71,456.55,271.44
2025-09-10 20:15:00+02:00,354.56,148.98,73.76,14.17,0.91,1.42,0.0,46.56,432.82,301.59
2025-09-10 20:30:00+02:00,356.63,148.79,74.01,14.22,0.91,1.42,0.0,45.16,423.46,287.51
2025-09-10 20:45:00+02:00,355.77,148.47,74.05,14.23,0.91,1.42,0.0,45.52,432.87,296.78
2025-09-10 21:00:00+02:00,356.51,134.09,69.87,13.41,0.91,1.34,0.06,45.45,464.49,291.97
2025-09-10 21:15:00+02:00,352.03,125.28,66.31,12.71,0.91,1.27,0.0,45.13,468.79,277.53
2025-09-10 21:30:00+02:00,343.29,102.1,64.73,12.4,0.91,1.24,0.0,44.72,453.57,277.23
2025-09-10 21:45:00+02:00,336.77,94.81,62.54,11.97,0.91,1.2,0.0,44.65,452.44,272.25
2025-09-10 22:00:00+02:00,339.65,103.73,60.57,11.59,0.91,1.16,0.01,45.02,453.87,263.85
2025-09-10 22:15:00+02:00,307.1,87.54,58.68,11.23,0.91,1.12,0.73,45.64,456.89,273.28
2025-09-10 22:30:00+02:00,340.78,77.39,58.63,11.24,0.91,1.12,0.31,44.21,477.36,285.97
2025-09-10 22:45:00+02:00,338.48,77.02,58.63,11.24,0.91,1.12,0.67,44.37,511.37,267.3
2025-09-10 23:00:00+02:00,290.41,72.53,58.52,11.23,0.9,1.12,0.55,44.79,542.46,256.09
2025-09-10 23:15:00+02:00,245.38,71.83,58.47,11.23,0.9,1.12,0.03,44.9,569.75,260.17
2025-09-10 23:30:00+02:00,170.92,71.03,58.57,11.26,0.9,1.13,0.0,45.57,551.5,266.22
2025-09-10 23:45:00+02:00,57.41,71.44,58.59,11.26,0.9,1.13,0.51,44.53,560.37,289.08
2025-09-11 00:00:00+02:00,2.22,59.1,57.46,11.04,0.91,1.1,0.06,45.54,583.25,306.85
2025-09-11 00:15:00+02:00,2.23,41.96,57.86,13.79,0.91,1.11,1.81,43.83,618.56,300.35
2025-09-11 00:30:00+02:00,2.23,38.77,57.98,11.12,0.91,1.11,0.38,44.02,585.5,322.14
2025-09-11 00:45:00+02:00,2.25,38.97,58.39,11.19,0.91,1.12,1.08,45.08,664.05,368.36
2025-09-11 01:00:00+02:00,2.25,38.96,58.41,11.19,0.91,1.12,1.71,44.08,692.22,408.63
2025-09-11 01:15:00+02:00,2.23,38.71,57.99,11.12,0.91,1.11,1.64,43.76,770.6,409.9
2025-09-11 01:30:00+02:00,2.24,38.88,58.21,11.16,0.91,1.12,1.9,44.56,765.3,383.44
2025-09-11 01:45:00+02:00,2.25,39.13,58.51,11.22,0.91,1.12,2.15,43.95,750.3,371.75
2025-09-11 02:00:00+02:00,2.26,39.13,58.47,11.23,0.91,1.12,2.0,45.7,699.15,351.24
2025-09-11 02:15:00+02:00,2.26,39.24,58.73,11.26,0.91,1.13,2.39,45.6,678.82,346.39
2025-09-11 02:30:00+02:00,2.24,38.85,58.19,11.16,0.91,1.12,2.12,44.39,622.62,338.97
2025-09-11 02:45:00+02:00,2.27,39.35,58.88,11.3,0.91,1.13,1.96,43.77,588.73,331.48
2025-09-11 03:00:00+02:00,2.3,39.81,59.55,11.43,0.91,1.14,2.03,43.12,555.98,333.37
2025-09-11 03:15:00+02:00,2.29,39.75,59.47,11.42,0.91,1.14,1.64,45.64,507.62,340.07
2025-09-11 03:30:00+02:00,2.02,35.31,52.34,10.03,0.91,1.0,1.41,45.79,541.95,335.48
2025-09-11 03:45:00+02:00,2.2,38.16,56.88,10.93,0.91,1.09,1.23,44.78,571.06,355.45
2025-09-11 04:00:00+02:00,2.08,36.41,53.82,10.34,0.91,1.03,0.43,44.27,607.52,367.48
2025-09-11 04:15:00+02:00,2.22,38.64,57.38,11.04,0.91,1.1,0.59,43.06,648.96,385.62
2025-09-11 04:30:00+02:00,2.13,37.19,55.09,10.6,0.91,1.06,0.63,44.23,680.79,410.12
2025-09-11 04:45:00+02:00,2.26,39.21,58.33,11.23,0.91,1.12,1.08,43.87,723.75,430.73
2025-09-11 05:00:00+02:00,2.29,39.71,59.16,11.4,0.91,1.14,1.24,43.65,724.35,456.49
2025-09-11 05:15:00+02:00,2.29,39.73,59.2,11.4,0.91,1.14,1.39,43.96,719.76,469.62
2025-09-11 05:30:00+02:00,2.29,39.72,59.15,11.4,0.91,1.14,1.39,43.68,732.84,491.38
2025-09-11 05:45:00+02:00,2.32,40.33,59.97,11.56,0.91,1.16,1.44,44.29,742.07,493.69
2025-09-11 06:00:00+02:00,2.35,42.17,60.64,11.69,0.91,1.17,1.18,43.09,783.24,486.29
2025-09-11 06:15:00+02:00,2.35,42.13,60.64,11.69,0.91,1.17,1.33,43.84,824.52,502.91
2025-09-11 06:30:00+02:00,2.37,42.47,61.12,11.79,0.91,1.18,1.63,44.51,880.98,517.87
2025-09-11 06:45:00+02:00,2.36,42.44,60.97,11.76,0.91,1.18,3.26,44.39,923.53,550.47
2025-09-11 07:00:00+02:00,2.33,45.75,60.16,11.59,0.97,1.16,17.38,43.76,949.54,587.67
2025-09-11 07:15:00+02:00,2.29,46.32,59.14,11.39,1.01,1.14,52.6,42.76,960.12,618.22
2025-09-11 07:30:00+02:00,2.15,44.14,55.61,11.06,1.02,1.07,111.27,43.6,976.64,653.99
2025-09-11 07:45:00+02:00,2.07,42.66,53.49,10.28,1.01,1.03,199.14,42.19,1006.53,673.48
2025-09-11 08:00:00+02:00,2.13,41.07,55.17,10.61,1.01,1.06,324.72,46.6,1020.69,675.52
2025-09-11 08:15:00+02:00,2.28,43.08,58.84,11.33,1.01,1.13,471.39,53.03,1029.94,625.37
2025-09-11 08:30:00+02:00,2.39,45.12,61.68,11.89,1.01,1.19,643.42,50.4,999.28,561.6
2025-09-11 08:45:00+02:00,2.6,48.23,66.97,12.93,1.01,1.29,817.88,52.87,964.17,539.81
2025-09-11 09:00:00+02:00,2.73,51.41,70.34,14.07,1.0,1.36,1003.31,53.08,946.75,496.34
2025-09-11 09:15:00+02:00,2.88,54.27,74.22,14.37,1.0,1.44,1196.41,54.28,924.14,499.07
2025-09-11 09:30:00+02:00,3.01,53.69,77.64,15.02,1.0,1.5,1303.5,53.62,917.28,510.75
2025-09-11 09:45:00+02:00,3.17,55.41,81.66,15.8,1.0,1.58,1438.89,53.02,928.55,548.54
2025-09-11 10:00:00+02:00,3.29,56.09,84.79,16.42,1.01,1.64,1639.82,53.87,906.29,571.22
2025-09-11 10:15:00+02:00,3.39,59.76,87.4,16.9,1.0,1.69,1716.24,52.53,922.02,633.84
2025-09-11 10:30:00+02:00,3.54,62.28,91.27,17.64,1.0,1.76,1790.83,53.55,891.7,688.31
2025-09-11 10:45:00+02:00,3.25,57.65,83.96,16.21,1.0,1.62,1791.36,52.29,911.68,748.05
2025-09-11 11:00:00+02:00,1.79,32.57,46.8,8.92,1.01,0.89,1602.43,51.72,911.36,802.99
2025-09-11 11:15:00+02:00,1.57,35.66,40.92,8.2,1.01,0.78,1461.34,49.65,994.19,819.87
2025-09-11 11:30:00+02:00,1.56,37.63,41.01,7.9,1.01,0.78,1334.99,41.72,1000.7,893.58
2025-09-11 11:45:00+02:00,1.56,37.46,40.95,7.73,1.01,0.77,1343.84,42.39,973.27,908.03
2025-09-11 12:00:00+02:00,1.6,37.86,41.95,7.97,1.01,0.8,1233.08,44.84,813.38,826.09
2025-09-11 12:15:00+02:00,1.59,37.19,41.72,7.92,1.01,0.79,1105.12,42.98,832.98,886.72
2025-09-11 12:30:00+02:00,1.71,30.89,44.73,8.51,1.01,0.85,951.11,43.72,914.32,923.44
2025-09-11 12:45:00+02:00,1.81,38.74,47.18,9.01,1.01,0.9,872.94,48.06,958.24,915.75
2025-09-11 13:00:00+02:00,1.79,32.21,46.52,8.91,1.01,0.89,789.16,49.09,972.77,952.3
2025-09-11 13:15:00+02:00,1.8,38.87,46.61,8.93,1.01,0.89,730.47,48.72,636.34,963.32
2025-09-11 13:30:00+02:00,2.02,44.25,52.22,17.73,1.01,1.0,819.33,49.78,458.32,1074.84
2025-09-11 13:45:00+02:00,2.03,44.13,52.59,10.1,1.01,1.01,972.75,47.01,482.78,1168.57
2025-09-11 14:00:00+02:00,1.65,42.88,42.85,8.19,1.01,0.82,921.89,45.13,286.78,1227.62
2025-09-11 14:15:00+02:00,1.6,42.19,41.52,7.93,1.04,0.79,973.87,45.05,291.19,1220.76
2025-09-11 14:30:00+02:00,1.59,42.24,41.3,7.89,1.11,0.79,916.66,44.5,316.91,1223.78
2025-09-11 14:45:00+02:00,1.57,42.43,40.93,7.82,1.11,0.78,923.35,42.93,323.68,1276.02
2025-09-11 15:00:00+02:00,1.56,42.51,40.64,7.76,1.11,0.78,817.99,42.66,416.53,1272.24
2025-09-11 15:15:00+02:00,1.58,42.9,41.11,7.85,1.11,0.79,681.46,43.86,476.61,1315.53
2025-09-11 15:30:00+02:00,1.59,43.08,41.44,7.92,1.11,0.79,639.79,45.18,535.75,1238.31
2025-09-11 15:45:00+02:00,1.65,42.96,43.0,8.22,1.11,0.82,723.18,45.33,581.86,1435.41
2025-09-11 16:00:00+02:00,1.69,44.55,43.91,8.4,1.11,0.84,876.1,42.96,618.67,1574.38
2025-09-11 16:15:00+02:00,1.61,43.21,41.78,7.98,1.11,0.8,856.3,44.77,836.16,1499.21
2025-09-11 16:30:00+02:00,1.57,42.18,40.73,7.78,1.11,0.78,763.14,45.91,689.21,1541.52
2025-09-11 16:45:00+02:00,1.63,43.76,42.26,8.08,1.11,0.81,676.12,44.49,894.79,1548.78
2025-09-11 17:00:00+02:00,1.64,45.66,42.75,8.17,1.11,0.82,651.77,43.96,1013.99,1493.03
2025-09-11 17:15:00+02:00,1.72,47.16,44.78,8.56,1.11,0.86,592.08,45.04,1087.17,1392.54
2025-09-11 17:30:00+02:00,2.12,55.67,54.87,10.53,1.11,1.05,555.1,50.01,941.29,1315.42
2025-09-11 17:45:00+02:00,2.27,59.94,58.8,11.29,1.11,1.13,500.45,53.95,920.69,1243.13
2025-09-11 18:00:00+02:00,1.99,76.11,51.78,14.26,1.12,0.99,364.56,46.68,862.67,1171.1
2025-09-11 18:15:00+02:00,1.88,77.19,49.1,10.22,1.12,0.94,308.08,47.01,789.45,1089.73
2025-09-11 18:30:00+02:00,2.13,83.23,55.4,10.6,1.12,1.06,236.25,50.72,749.42,1054.55
2025-09-11 18:45:00+02:00,2.31,97.58,59.94,11.5,1.12,1.15,164.12,55.16,726.13,951.52
2025-09-11 19:00:00+02:00,2.37,113.19,61.55,11.82,1.12,1.18,114.94,56.06,635.82,887.57
2025-09-11 19:15:00+02:00,2.31,119.33,60.02,11.52,1.12,1.15,71.4,56.82,583.04,883.49
2025-09-11 19:30:00+02:00,2.35,125.93,60.9,11.71,1.12,1.17,35.92,56.26,560.35,828.81
2025-09-11 19:45:00+02:00,2.33,125.09,60.49,12.11,1.12,1.16,14.5,55.21,616.8,769.8
2025-09-11 20:00:00+02:00,2.38,126.27,61.94,11.92,1.12,1.19,5.06,54.7,611.39,739.53
2025-09-11 20:15:00+02:00,2.41,126.43,62.65,15.5,1.12,1.2,6.85,57.06,628.66,717.34
2025-09-11 20:30:00+02:00,2.43,127.21,63.21,12.1,1.12,1.21,3.19,57.21,698.94,652.92
2025-09-11 20:45:00+02:00,2.45,127.65,63.56,12.18,1.12,1.22,2.84,56.15,789.04,659.13
2025-09-11 21:00:00+02:00,2.33,124.12,60.59,15.86,1.12,1.16,4.53,55.65,739.92,636.44
2025-09-11 21:15:00+02:00,2.76,129.35,71.27,27.17,1.12,1.37,6.96,57.57,578.66,651.83
2025-09-11 21:30:00+02:00,2.53,100.21,65.49,25.97,1.12,1.26,6.52,55.73,480.4,657.76
2025-09-11 21:45:00+02:00,2.45,89.03,63.41,24.41,1.12,1.22,6.5,55.97,475.02,680.94
2025-09-11 22:00:00+02:00,2.47,87.41,58.31,11.18,1.12,1.12,2.25,55.22,530.12,684.38
2025-09-11 22:15:00+02:00,2.27,76.89,58.91,11.3,1.11,1.13,1.47,54.32,558.06,722.92
2025-09-11 22:30:00+02:00,2.21,70.75,57.29,10.99,1.11,1.1,0.8,54.91,512.81,750.21
2025-09-11 22:45:00+02:00,2.03,71.34,52.8,10.11,1.11,1.01,1.09,54.98,508.11,744.42
2025-09-11 23:00:00+02:00,2.02,67.24,52.64,10.07,1.11,1.01,1.11,54.82,597.65,793.84
2025-09-11 23:15:00+02:00,2.04,65.9,53.16,10.17,1.11,1.02,2.07,54.04,666.82,862.4
2025-09-11 23:30:00+02:00,2.04,65.39,53.09,10.16,1.11,1.02,4.75,54.86,717.42,883.8
2025-09-11 23:45:00+02:00,2.13,70.3,55.38,10.6,1.11,1.06,3.38,56.13,814.47,875.36
2025-09-12 00:00:00+02:00,2.22,69.82,57.51,11.04,1.11,1.1,2.96,58.76,916.83,949.8
2025-09-12 00:15:00+02:00,2.26,67.45,58.6,11.27,1.11,1.13,2.35,61.64,882.12,1038.39
2025-09-12 00:30:00+02:00,2.29,47.33,59.23,11.4,1.1,1.14,3.46,63.08,943.31,1015.78
2025-09-12 00:45:00+02:00,2.31,47.09,59.83,11.52,1.11,1.15,2.82,61.7,934.91,998.54
2025-09-12 01:00:00+02:00,2.32,40.12,60.05,11.57,1.1,1.16,2.96,61.85,958.24,1033.52
2025-09-12 01:15:00+02:00,2.32,39.81,60.05,11.56,1.1,1.16,3.35,62.31,977.33,1027.61
2025-09-12 01:30:00+02:00,2.32,39.86,60.04,11.56,1.1,1.16,3.2,61.54,934.83,1046.66
2025-09-12 01:45:00+02:00,2.28,39.09,58.84,11.33,1.1,1.13,3.39,60.51,1004.6,1117.58
2025-09-12 02:00:00+02:00,2.25,39.46,58.19,11.2,1.1,1.12,5.03,61.94,944.38,1165.36
2025-09-12 02:15:00+02:00,2.26,46.13,58.42,11.25,1.1,1.12,4.69,61.54,808.65,1172.96
2025-09-12 02:30:00+02:00,2.26,39.23,58.31,11.24,1.1,1.12,4.56,61.08,764.05,1183.23
2025-09-12 02:45:00+02:00,2.41,48.0,62.26,12.01,1.1,1.2,3.99,62.27,779.47,1184.24
2025-09-12 03:00:00+02:00,2.3,40.92,59.3,11.43,1.1,1.14,1.89,62.34,838.54,1116.63
2025-09-12 03:15:00+02:00,2.29,46.93,59.09,11.39,1.1,1.14,1.62,62.07,911.15,1149.06
2025-09-12 03:30:00+02:00,2.31,40.35,59.56,11.48,1.1,1.15,3.2,63.55,1085.88,1111.25
2025-09-12 03:45:00+02:00,2.27,47.26,58.53,11.28,1.1,1.13,1.58,63.39,1239.02,1090.73
2025-09-12 04:00:00+02:00,2.26,53.64,58.43,11.25,1.1,1.13,3.23,63.14,1248.84,1055.7
2025-09-12 04:15:00+02:00,2.26,54.02,58.37,11.24,1.1,1.12,3.96,62.31,962.84,1022.34
2025-09-12 04:30:00+02:00,2.28,53.93,58.87,11.33,1.1,1.13,3.41,62.35,799.89,1064.31
2025-09-12 04:45:00+02:00,2.4,46.44,62.07,11.96,1.1,1.2,2.36,62.79,958.87,1076.39
2025-09-12 05:00:00+02:00,2.3,40.42,59.51,11.46,1.1,1.15,2.88,62.89,1086.94,1055.11
2025-09-12 05:15:00+02:00,2.25,39.18,58.28,11.22,1.11,1.12,3.71,59.8,1008.17,1073.43
2025-09-12 05:30:00+02:00,2.26,39.23,58.34,11.23,1.11,1.12,3.99,60.49,883.22,1097.02
2025-09-12 05:45:00+02:00,2.28,39.71,58.84,11.33,1.11,1.13,3.57,62.33,882.28,1161.19
2025-09-12 06:00:00+02:00,2.24,40.56,58.01,11.17,1.11,1.12,5.07,60.44,950.13,1226.42
2025-09-12 06:15:00+02:00,2.26,40.78,58.51,11.27,1.11,1.13,2.73,61.04,816.66,1203.58
2025-09-12 06:30:00+02:00,2.22,40.11,57.43,11.05,1.11,1.11,0.17,61.42,886.23,1224.7
2025-09-12 06:45:00+02:00,2.2,39.79,56.77,10.93,1.11,1.09,5.12,60.58,932.41,1247.09
2025-09-12 07:00:00+02:00,2.18,39.74,56.2,10.83,1.15,1.08,28.79,61.03,1049.6,1266.45
2025-09-12 07:15:00+02:00,2.13,41.73,54.99,10.59,1.2,1.06,58.04,60.41,1130.78,1289.64
2025-09-12 07:30:00+02:00,2.25,43.35,58.1,11.2,1.21,1.12,115.14,61.67,1175.11,1234.72
2025-09-12 07:45:00+02:00,2.35,58.21,60.59,11.68,1.21,1.17,186.27,61.84,1184.99,1140.71
2025-09-12 08:00:00+02:00,2.39,69.38,61.82,11.92,1.21,1.19,228.85,63.02,1241.04,1150.43
2025-09-12 08:15:00+02:00,2.66,77.48,68.52,13.24,1.21,1.32,335.92,61.88,1275.27,1231.57
2025-09-12 08:30:00+02:00,2.52,77.57,65.01,12.55,1.21,1.25,435.64,63.18,1273.39,1242.42
2025-09-12 08:45:00+02:00,2.29,79.08,59.1,11.4,1.21,1.14,522.95,61.29,1238.74,1173.19
2025-09-12 09:00:00+02:00,2.14,66.77,55.18,10.63,1.21,1.06,586.98,58.26,1198.85,1210.22
2025-09-12 09:15:00+02:00,2.15,73.38,55.54,10.7,1.22,1.07,708.7,56.43,1204.35,1266.58
2025-09-12 09:30:00+02:00,2.4,73.83,61.85,11.93,1.22,1.19,766.35,57.86,1225.58,1339.61
2025-09-12 09:45:00+02:00,2.35,70.37,60.62,11.68,1.22,1.17,810.74,58.41,1075.08,1410.2
2025-09-12 10:00:00+02:00,2.8,75.6,72.3,13.97,1.21,1.4,908.98,61.42,682.65,1329.78
2025-09-12 10:15:00+02:00,2.04,61.31,52.8,10.16,1.21,1.02,953.99,60.1,640.75,1329.68
2025-09-12 10:30:00+02:00,1.89,59.52,49.0,9.41,1.21,0.94,913.02,60.96,661.86,1413.64
2025-09-12 10:45:00+02:00,1.96,63.42,50.72,9.73,1.21,0.97,899.33,59.94,652.66,1257.8
2025-09-12 11:00:00+02:00,1.98,61.83,51.28,9.85,1.21,0.99,881.54,60.99,401.89,1411.83
2025-09-12 11:15:00+02:00,1.98,63.06,51.32,9.85,1.21,0.99,841.25,63.15,281.66,1474.08
2025-09-12 11:30:00+02:00,1.92,63.61,49.74,9.54,1.21,0.95,943.21,63.6,274.84,1391.74
2025-09-12 11:45:00+02:00,1.9,68.95,49.19,9.43,1.21,0.94,772.93,61.9,261.32,1385.12
2025-09-12 12:00:00+02:00,1.8,47.17,46.82,9.05,1.21,0.89,626.18,61.56,25.35,918.7
2025-09-12 12:15:00+02:00,1.72,32.46,44.98,8.57,1.21,0.86,561.64,61.13,24.49,915.3
2025-09-12 12:30:00+02:00,1.73,30.84,45.19,8.61,1.21,0.86,509.39,61.89,23.16,869.69
2025-09-12 12:45:00+02:00,1.73,30.79,45.07,8.59,1.21,0.86,616.43,60.84,28.01,915.98
2025-09-12 13:00:00+02:00,1.67,29.89,43.69,8.32,1.22,0.83,527.04,61.5,26.89,843.11
2025-09-12 13:15:00+02:00,1.7,30.69,44.3,8.43,1.22,0.84,476.52,60.93,34.8,862.18
2025-09-12 13:30:00+02:00,1.66,29.65,43.3,8.24,1.22,0.82,462.41,61.17,30.58,830.69
2025-09-12 13:45:00+02:00,1.68,30.32,43.86,8.35,1.21,0.84,444.4,62.01,21.51,838.33
2025-09-12 14:00:00+02:00,1.65,29.48,43.02,8.19,1.21,0.82,531.83,60.92,19.57,885.01
2025-09-12 14:15:00+02:00,1.66,29.86,43.28,8.25,1.21,0.83,496.17,61.42,18.91,893.04
2025-09-12 14:30:00+02:00,1.65,29.88,43.13,8.22,1.21,0.82,525.97,62.23,22.95,918.79
2025-09-12 14:45:00+02:00,1.79,34.56,46.62,8.89,1.12,0.89,604.23,61.84,22.0,966.12
2025-09-12 15:00:00+02:00,2.07,39.38,53.76,10.29,1.11,1.03,576.78,60.77,25.7,1005.22
2025-09-12 15:15:00+02:00,1.88,35.99,49.0,9.35,1.11,0.94,517.33,61.33,27.33,983.67
2025-09-12 15:30:00+02:00,1.72,30.89,44.88,8.55,1.11,0.86,628.94,62.46,33.36,966.09
2025-09-12 15:45:00+02:00,1.74,30.98,45.26,8.63,1.1,0.86,679.75,61.28,85.6,904.01
2025-09-12 16:00:00+02:00,1.76,31.35,45.78,8.74,1.11,0.87,658.33,61.42,355.95,832.75
2025-09-12 16:15:00+02:00,1.81,32.18,47.05,8.99,1.11,0.9,711.47,62.1,737.88,842.71
2025-09-12 16:30:00+02:00,1.82,32.32,47.24,9.05,1.11,0.9,741.02,61.58,699.16,847.03
2025-09-12 16:45:00+02:00,1.85,33.22,47.95,9.18,1.11,0.92,641.68,62.12,713.84,870.97
2025-09-12 17:00:00+02:00,2.15,46.29,55.87,10.72,1.11,1.07,672.24,62.88,1027.44,1302.97
2025-09-12 17:15:00+02:00,1.95,36.18,50.76,12.39,1.11,0.97,555.16,62.45,1143.84,1285.33
2025-09-12 17:30:00+02:00,2.9,53.3,74.95,37.66,1.1,1.45,476.31,64.93,999.63,1166.24
2025-09-12 17:45:00+02:00,3.47,101.93,89.59,23.04,1.11,1.73,374.6,66.13,1028.26,1109.67
2025-09-12 18:00:00+02:00,2.52,57.18,65.34,12.57,1.11,1.26,313.58,62.12,1081.33,1131.53
2025-09-12 18:15:00+02:00,2.47,49.78,64.05,13.41,1.11,1.23,223.97,62.81,1139.48,1104.13
2025-09-12 18:30:00+02:00,2.93,74.22,75.81,14.68,1.11,1.46,191.83,63.37,1164.6,1080.19
2025-09-12 18:45:00+02:00,2.84,75.39,73.36,14.13,1.11,1.41,123.44,64.28,1269.38,975.34
2025-09-12 19:00:00+02:00,2.54,62.39,65.87,12.67,1.11,1.27,77.08,63.79,1167.79,868.72
2025-09-12 19:15:00+02:00,2.43,72.45,62.84,12.1,1.11,1.21,39.45,63.75,1152.13,879.61
2025-09-12 19:30:00+02:00,2.46,88.6,63.46,12.23,1.11,1.22,12.07,62.93,1106.34,894.14
2025-09-12 19:45:00+02:00,2.53,91.5,65.36,22.66,1.11,1.26,4.9,63.94,998.27,852.87
2025-09-12 20:00:00+02:00,2.5,95.21,64.51,14.58,1.11,1.24,2.13,63.3,1013.61,895.22
2025-09-12 20:15:00+02:00,2.54,107.55,65.53,12.64,1.11,1.26,1.25,63.49,952.68,950.26
2025-09-12 20:30:00+02:00,2.52,108.94,64.88,12.53,1.11,1.25,2.4,63.1,991.06,999.71
2025-09-12 20:45:00+02:00,2.48,111.4,64.08,12.37,1.11,1.24,2.87,63.41,838.77,1048.88
2025-09-12 21:00:00+02:00,2.45,126.62,63.2,12.19,1.11,1.22,3.0,61.55,793.48,1086.1
2025-09-12 21:15:00+02:00,2.44,127.39,63.14,12.17,1.11,1.22,3.22,62.41,832.73,1104.11
2025-09-12 21:30:00+02:00,2.42,115.97,62.5,12.04,1.11,1.2,1.57,62.23,807.96,1125.35
2025-09-12 21:45:00+02:00,2.39,113.77,61.8,11.91,1.11,1.19,1.92,62.65,792.86,1066.28
2025-09-12 22:00:00+02:00,3.08,148.46,79.21,15.33,1.11,1.53,0.69,64.64,779.52,1045.33
2025-09-12 22:15:00+02:00,2.77,135.27,71.27,13.78,1.11,1.38,0.79,62.12,776.64,1069.14
