,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Run-of-river and poundage,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2024-01-01 00:00:00+01:00,152.3,63.8,106.1,27.6,3.41,0.76,0.0,30.77,1199.57,1310.84
2024-01-01 01:00:00+01:00,161.28,64.84,100.75,26.61,3.41,0.66,0.0,28.01,1176.5,1174.24
2024-01-01 02:00:00+01:00,148.02,69.11,107.7,27.98,3.41,0.8,0.0,28.06,1145.3,1093.65
2024-01-01 03:00:00+01:00,123.14,60.04,103.24,27.11,3.48,0.71,0.0,24.84,1157.28,1049.99
2024-01-01 04:00:00+01:00,122.59,60.56,105.34,27.5,3.52,0.75,0.0,25.16,786.57,936.01
2024-01-01 05:00:00+01:00,122.84,59.69,103.86,27.2,3.51,0.72,0.0,25.14,786.87,934.41
2024-01-01 06:00:00+01:00,123.06,66.67,109.69,28.37,3.51,0.84,0.0,25.46,724.27,1024.69
2024-01-01 07:00:00+01:00,122.9,73.79,114.6,28.75,3.51,0.88,0.0,25.53,761.77,1098.24
2024-01-01 08:00:00+01:00,122.26,70.68,108.83,28.24,3.51,0.82,0.0,24.9,665.79,1111.11
2024-01-01 09:00:00+01:00,122.95,71.65,111.87,28.54,3.52,0.85,6.17,29.58,1044.69,1152.1
2024-01-01 10:00:00+01:00,145.21,111.63,148.64,29.57,3.51,0.96,26.03,30.44,974.35,1163.2
2024-01-01 11:00:00+01:00,147.59,122.75,152.03,29.58,3.51,0.96,40.61,30.1,879.72,1143.92
2024-01-01 12:00:00+01:00,165.6,128.52,155.89,29.81,3.51,0.98,58.19,30.86,729.87,1121.73
2024-01-01 13:00:00+01:00,185.36,131.21,159.78,30.86,3.51,1.09,56.02,30.9,588.31,1162.9
2024-01-01 14:00:00+01:00,195.7,123.86,156.09,30.15,3.58,1.02,29.0,32.59,530.11,1206.53
2024-01-01 15:00:00+01:00,261.04,136.62,166.78,31.49,3.6,1.15,5.7,49.33,516.23,1261.57
2024-01-01 16:00:00+01:00,287.32,169.71,269.12,32.6,3.6,1.26,0.0,49.92,570.63,1351.59
2024-01-01 17:00:00+01:00,293.39,173.63,338.07,32.55,3.6,1.39,0.0,49.8,577.18,1391.41
2024-01-01 18:00:00+01:00,287.95,175.18,333.53,32.36,3.6,2.31,0.0,49.5,609.99,1435.2
2024-01-01 19:00:00+01:00,297.67,174.52,317.65,32.54,3.6,2.32,0.0,47.46,674.92,1433.25
2024-01-01 20:00:00+01:00,233.18,148.92,174.03,32.29,3.6,2.3,0.0,49.0,761.0,1415.0
2024-01-01 21:00:00+01:00,195.86,136.69,158.79,31.32,3.6,2.2,0.0,33.35,863.04,1460.15
2024-01-01 22:00:00+01:00,188.87,134.28,158.12,30.63,3.6,1.09,0.0,30.84,915.19,1490.56
2024-01-01 23:00:00+01:00,191.18,103.61,124.67,30.11,3.59,1.01,0.0,30.34,920.7,1493.33
2024-01-02 00:00:00+01:00,89.05,86.37,114.12,29.24,3.6,0.92,0.0,29.74,841.0,1486.69
2024-01-02 01:00:00+01:00,47.47,78.53,116.14,29.56,3.61,0.96,0.0,29.65,713.86,1483.38
2024-01-02 02:00:00+01:00,107.9,78.64,110.72,28.52,3.6,0.85,0.0,29.37,671.57,1457.65
2024-01-02 03:00:00+01:00,144.21,73.91,103.98,27.1,3.6,0.71,0.0,23.91,682.88,1443.51
2024-01-02 04:00:00+01:00,133.75,69.97,110.07,27.3,3.59,0.73,0.0,23.58,800.41,1497.62
2024-01-02 05:00:00+01:00,146.94,71.83,141.67,27.36,3.59,0.74,0.0,25.64,962.0,1669.03
2024-01-02 06:00:00+01:00,220.35,103.75,162.93,30.24,3.59,1.02,0.0,47.56,1185.49,1843.42
2024-01-02 07:00:00+01:00,257.51,131.2,320.04,32.08,3.55,1.21,0.0,47.82,1232.63,2015.12
2024-01-02 08:00:00+01:00,272.54,170.62,336.7,33.34,3.31,1.33,0.0,48.78,1249.1,2262.76
2024-01-02 09:00:00+01:00,320.03,185.44,329.28,31.45,3.3,1.15,9.74,48.15,1245.2,2547.24
2024-01-02 10:00:00+01:00,291.11,287.87,339.95,33.52,3.3,1.35,41.22,49.6,1250.13,2836.97
2024-01-02 11:00:00+01:00,291.52,296.38,347.65,35.02,3.29,1.5,64.54,50.33,1251.75,2950.37
2024-01-02 12:00:00+01:00,295.68,305.28,346.95,34.95,3.3,1.5,71.55,50.32,1246.37,3041.73
2024-01-02 13:00:00+01:00,331.48,293.1,346.42,34.83,3.3,1.48,52.18,49.52,1252.25,3113.28
2024-01-02 14:00:00+01:00,324.08,300.21,354.63,36.52,3.3,1.78,27.12,51.02,1265.1,3226.33
2024-01-02 15:00:00+01:00,331.62,352.18,403.91,46.23,3.3,3.69,5.24,54.43,1282.92,3322.95
2024-01-02 16:00:00+01:00,344.19,360.27,411.2,47.68,3.3,3.84,0.0,55.41,1296.24,3448.08
2024-01-02 17:00:00+01:00,319.68,357.3,412.22,47.7,3.29,3.84,0.0,54.35,1293.8,3490.88
2024-01-02 18:00:00+01:00,321.31,330.42,402.55,45.73,3.29,3.64,0.0,54.28,1288.63,3512.43
2024-01-02 19:00:00+01:00,268.07,205.72,394.58,44.25,3.3,2.46,0.0,55.41,1280.53,3522.16
2024-01-02 20:00:00+01:00,318.92,185.09,378.29,44.48,3.3,2.45,0.0,54.51,1272.59,3511.35
2024-01-02 21:00:00+01:00,260.9,129.86,222.36,41.27,3.3,2.13,0.0,38.05,1268.88,3443.57
2024-01-02 22:00:00+01:00,222.14,133.86,199.96,40.02,3.3,2.0,0.0,35.49,1264.33,3467.91
2024-01-02 23:00:00+01:00,165.54,119.15,166.92,38.21,3.3,1.82,0.0,34.73,1218.04,3463.82
2024-01-03 00:00:00+01:00,145.36,107.22,156.59,37.42,3.31,1.74,0.0,28.57,1214.19,3428.03
2024-01-03 01:00:00+01:00,133.82,106.11,157.35,37.65,3.31,1.77,0.0,27.4,1216.59,3344.72
2024-01-03 02:00:00+01:00,118.81,114.85,167.29,39.58,3.32,1.96,0.0,28.66,1161.35,3402.77
2024-01-03 03:00:00+01:00,109.82,109.16,160.94,38.13,3.32,1.81,0.0,27.32,1075.26,3261.02
2024-01-03 04:00:00+01:00,110.16,98.89,154.98,37.01,3.32,1.7,0.0,26.63,1103.0,3017.4
2024-01-03 05:00:00+01:00,110.74,100.49,157.47,37.44,3.32,1.74,0.0,27.85,1115.1,2972.01
2024-01-03 06:00:00+01:00,122.31,98.02,176.0,38.01,3.31,1.8,0.0,32.78,1170.72,3198.56
2024-01-03 07:00:00+01:00,134.68,122.15,228.49,40.47,3.31,2.05,0.0,34.14,1198.38,3374.29
2024-01-03 08:00:00+01:00,254.83,137.85,386.88,42.2,3.34,2.22,0.0,35.35,1210.75,3371.33
2024-01-03 09:00:00+01:00,263.47,141.73,389.13,43.64,3.41,2.36,13.15,35.36,1228.54,3333.23
2024-01-03 10:00:00+01:00,293.53,148.07,390.88,43.54,3.41,2.35,58.26,36.01,1246.64,3329.48
2024-01-03 11:00:00+01:00,278.21,146.51,390.09,43.49,3.4,2.35,91.96,35.61,1250.61,3305.31
2024-01-03 12:00:00+01:00,241.86,151.77,390.94,43.45,3.42,2.34,103.59,35.11,1255.83,3311.78
2024-01-03 13:00:00+01:00,254.39,151.54,386.54,42.7,3.49,2.27,74.91,34.65,1261.53,3267.69
2024-01-03 14:00:00+01:00,245.25,155.92,391.83,43.67,3.5,2.37,42.55,36.12,1268.09,3228.61
2024-01-03 15:00:00+01:00,268.62,200.95,447.2,43.74,3.52,2.37,13.47,51.82,1265.08,3192.61
2024-01-03 16:00:00+01:00,270.39,327.85,479.51,46.81,3.51,2.68,0.0,51.59,1279.69,3164.1
2024-01-03 17:00:00+01:00,289.28,357.1,503.73,48.01,3.49,2.8,0.0,53.82,1288.09,3150.84
2024-01-03 18:00:00+01:00,265.49,354.59,513.31,46.58,3.48,2.66,0.0,53.91,1275.19,3131.55
2024-01-03 19:00:00+01:00,243.02,354.25,521.1,45.81,3.48,2.58,0.0,53.11,1261.39,3130.55
2024-01-03 20:00:00+01:00,209.95,341.99,508.15,45.68,3.52,2.57,0.0,53.1,1259.78,3103.39
2024-01-03 21:00:00+01:00,216.49,235.18,494.97,43.22,3.32,2.32,0.0,36.15,1264.17,3068.89
2024-01-03 22:00:00+01:00,256.59,212.51,491.3,42.49,3.31,2.25,0.0,33.71,1265.44,3147.46
2024-01-03 23:00:00+01:00,271.99,196.43,478.42,40.03,3.31,2.0,0.0,33.58,1263.93,3115.57
2024-01-04 00:00:00+01:00,199.16,175.39,467.19,37.76,3.31,1.78,0.0,31.93,1263.06,3130.28
2024-01-04 01:00:00+01:00,164.33,174.03,450.17,37.79,3.31,1.78,0.0,32.24,1247.2,3120.97
2024-01-04 02:00:00+01:00,147.8,179.76,304.48,36.97,3.31,1.7,0.0,31.64,1204.13,3075.5
2024-01-04 03:00:00+01:00,144.79,128.53,278.07,36.61,3.31,1.66,0.0,32.2,1223.57,2983.19
2024-01-04 04:00:00+01:00,165.86,118.49,315.2,36.61,3.31,1.66,0.0,32.73,1262.31,2890.74
2024-01-04 05:00:00+01:00,264.38,129.56,451.38,37.77,3.3,1.78,0.0,33.53,1271.9,2722.19
2024-01-04 06:00:00+01:00,294.24,278.85,495.12,41.73,3.3,2.17,0.0,51.68,1274.19,2544.0
2024-01-04 07:00:00+01:00,293.96,335.83,583.88,45.1,3.3,2.64,0.0,53.35,1280.32,2370.01
2024-01-04 08:00:00+01:00,282.71,382.91,624.47,45.42,3.3,3.61,0.0,53.47,1225.22,2132.61
2024-01-04 09:00:00+01:00,282.66,397.16,649.7,45.3,3.31,3.6,22.38,53.93,1204.95,1916.66
2024-01-04 10:00:00+01:00,278.35,391.77,658.05,44.07,3.31,3.48,79.05,53.55,1066.22,1770.15
2024-01-04 11:00:00+01:00,271.34,375.46,872.75,40.25,3.31,3.09,120.07,52.21,888.66,1644.12
2024-01-04 12:00:00+01:00,270.58,343.1,871.4,37.89,3.32,2.86,151.62,49.41,708.14,1486.68
2024-01-04 13:00:00+01:00,290.46,329.02,945.53,35.11,3.33,2.58,147.38,49.77,594.28,1229.14
2024-01-04 14:00:00+01:00,272.57,362.05,923.12,36.43,3.33,2.71,113.26,48.65,527.02,1001.28
2024-01-04 15:00:00+01:00,290.59,403.56,934.58,39.45,3.33,3.02,39.66,49.93,534.51,844.31
2024-01-04 16:00:00+01:00,265.61,419.87,965.25,43.57,3.33,3.43,1.61,53.27,560.97,710.8
2024-01-04 17:00:00+01:00,272.7,446.12,1012.78,46.42,3.33,3.71,0.0,54.02,607.52,676.8
2024-01-04 18:00:00+01:00,296.61,432.05,1019.04,46.32,3.33,3.7,0.0,53.58,617.23,665.08
2024-01-04 19:00:00+01:00,299.55,416.99,1005.5,44.5,3.33,3.52,0.0,51.8,596.11,641.0
2024-01-04 20:00:00+01:00,301.78,427.55,981.56,45.24,3.33,3.59,0.0,51.99,609.44,599.7
2024-01-04 21:00:00+01:00,298.91,366.36,911.12,45.57,3.32,3.63,0.0,52.68,606.76,632.28
2024-01-04 22:00:00+01:00,299.69,364.12,766.53,45.84,3.32,3.65,0.0,54.1,621.99,715.16
2024-01-04 23:00:00+01:00,299.11,328.97,597.33,41.38,3.31,3.21,0.0,51.99,682.68,716.37
2024-01-05 00:00:00+01:00,304.13,288.71,484.16,39.33,3.32,1.95,0.0,51.1,678.83,732.7
2024-01-05 01:00:00+01:00,290.63,292.72,476.16,41.48,3.32,2.15,0.0,51.45,827.51,757.45
2024-01-05 02:00:00+01:00,279.28,286.53,491.21,41.75,3.33,2.18,0.0,51.84,861.56,796.47
2024-01-05 03:00:00+01:00,279.85,278.13,493.01,39.32,3.32,1.93,0.0,51.23,752.0,1025.95
2024-01-05 04:00:00+01:00,278.31,282.54,490.77,40.59,3.32,2.06,0.0,51.84,855.35,1176.52
2024-01-05 05:00:00+01:00,280.03,293.53,490.04,40.89,3.31,2.09,0.0,52.5,880.52,1262.22
2024-01-05 06:00:00+01:00,280.02,317.16,519.14,42.92,3.3,2.41,0.0,53.16,931.63,1340.84
2024-01-05 07:00:00+01:00,280.12,362.35,545.89,45.01,3.3,3.57,0.0,54.3,946.86,1455.42
2024-01-05 08:00:00+01:00,280.34,364.83,517.62,45.19,3.3,3.59,0.03,53.96,964.05,1612.54
2024-01-05 09:00:00+01:00,281.21,363.79,546.46,42.99,3.3,3.37,27.87,54.33,953.08,1709.01
2024-01-05 10:00:00+01:00,279.13,368.56,602.47,43.85,3.3,3.46,96.89,52.81,960.07,1899.89
2024-01-05 11:00:00+01:00,280.92,419.0,652.34,49.13,3.3,3.98,176.93,56.14,1005.62,1993.21
2024-01-05 12:00:00+01:00,281.35,377.97,666.96,45.51,3.3,3.62,172.42,53.69,1034.26,2017.14
2024-01-05 13:00:00+01:00,296.02,370.0,640.64,44.44,3.3,3.51,149.1,52.72,1053.94,2049.0
2024-01-05 14:00:00+01:00,304.47,375.02,674.59,45.11,3.3,3.58,100.27,53.92,1066.97,2093.01
2024-01-05 15:00:00+01:00,303.3,387.36,760.42,46.14,3.3,3.68,34.04,55.56,1080.75,2130.3
2024-01-05 16:00:00+01:00,302.8,397.76,903.01,46.83,3.3,3.75,0.56,54.16,1106.86,2095.56
2024-01-05 17:00:00+01:00,303.8,387.63,953.66,46.79,3.31,3.75,0.0,53.92,1093.23,2003.9
2024-01-05 18:00:00+01:00,304.42,394.13,1033.29,47.87,3.31,3.86,0.0,55.3,1105.62,1894.91
2024-01-05 19:00:00+01:00,303.67,401.47,919.2,47.84,3.31,3.85,0.0,55.36,1137.55,1779.09
2024-01-05 20:00:00+01:00,304.18,391.21,879.65,47.79,3.31,3.85,0.0,54.66,1126.46,1686.52
2024-01-05 21:00:00+01:00,299.9,321.24,831.9,45.68,3.31,2.6,0.0,52.13,1033.2,1672.87
2024-01-05 22:00:00+01:00,252.87,311.22,823.84,45.81,3.3,2.58,0.0,52.5,1063.09,1649.51
2024-01-05 23:00:00+01:00,274.68,300.85,694.09,43.33,3.29,2.33,0.0,52.76,1057.72,1608.12
2024-01-06 00:00:00+01:00,304.31,292.51,722.87,41.42,3.01,2.14,0.0,51.17,1092.78,1532.09
2024-01-06 01:00:00+01:00,303.99,312.08,659.49,41.65,3.01,2.16,0.0,52.75,1053.17,1425.51
2024-01-06 02:00:00+01:00,303.66,297.51,658.86,40.74,3.01,2.07,0.0,51.71,1038.93,1406.32
2024-01-06 03:00:00+01:00,302.42,288.39,645.56,39.81,3.01,1.98,0.0,51.39,991.15,1402.91
2024-01-06 04:00:00+01:00,301.96,287.27,623.95,39.61,3.01,1.96,0.0,52.24,972.01,1373.98
2024-01-06 05:00:00+01:00,302.12,275.71,624.15,39.65,3.01,1.97,0.0,52.34,955.91,1409.54
2024-01-06 06:00:00+01:00,303.35,282.05,638.46,42.5,3.01,2.25,0.0,53.06,918.83,1414.29
2024-01-06 07:00:00+01:00,301.43,318.61,799.26,43.28,3.01,2.47,0.0,53.1,942.74,1280.6
2024-01-06 08:00:00+01:00,300.75,329.02,910.77,44.21,3.01,3.49,0.17,53.19,930.07,1259.62
2024-01-06 09:00:00+01:00,300.41,367.08,927.97,45.32,3.01,3.6,28.98,53.55,953.01,1241.67
2024-01-06 10:00:00+01:00,303.76,421.42,875.74,47.18,3.01,3.79,129.7,52.12,910.44,1132.94
2024-01-06 11:00:00+01:00,303.34,413.03,960.35,45.2,3.01,3.59,254.24,50.86,850.28,1034.33
2024-01-06 12:00:00+01:00,303.11,390.87,945.21,41.77,3.01,3.25,329.59,52.96,849.05,914.62
2024-01-06 13:00:00+01:00,297.8,384.85,865.45,39.63,3.01,3.03,319.44,51.05,827.29,883.57
2024-01-06 14:00:00+01:00,304.27,374.54,878.53,38.58,3.02,2.93,194.49,50.31,772.71,897.03
2024-01-06 15:00:00+01:00,302.06,383.78,908.74,41.94,3.02,3.26,42.55,51.53,783.53,900.3
2024-01-06 16:00:00+01:00,306.87,405.28,899.28,44.73,2.94,3.54,0.87,52.49,717.5,898.54
2024-01-06 17:00:00+01:00,304.65,419.38,924.47,45.49,3.01,3.62,0.0,53.77,742.98,880.99
2024-01-06 18:00:00+01:00,304.69,422.31,959.99,46.45,3.01,3.71,0.0,53.56,723.93,862.9
2024-01-06 19:00:00+01:00,305.05,420.78,993.36,46.98,2.99,3.77,0.0,54.12,748.94,850.41
2024-01-06 20:00:00+01:00,302.53,405.69,939.58,44.26,2.99,3.5,0.0,53.27,666.74,853.39
2024-01-06 21:00:00+01:00,304.81,354.94,797.74,40.14,2.97,3.08,0.0,51.9,639.58,844.07
2024-01-06 22:00:00+01:00,301.34,325.12,799.29,38.65,2.92,1.9,0.0,51.33,542.43,837.44
2024-01-06 23:00:00+01:00,279.6,313.05,644.59,37.64,2.1,1.76,0.0,50.19,500.59,779.35
2024-01-07 00:00:00+01:00,252.72,285.65,637.57,37.25,2.35,1.72,0.0,50.38,442.71,710.73
2024-01-07 01:00:00+01:00,260.52,280.91,647.06,36.92,2.72,1.69,0.0,50.14,410.91,641.98
2024-01-07 02:00:00+01:00,261.65,274.22,678.02,36.11,2.61,1.61,0.0,49.74,377.75,554.37
2024-01-07 03:00:00+01:00,259.63,267.49,641.12,35.22,2.64,1.52,0.0,49.1,349.84,494.25
2024-01-07 04:00:00+01:00,262.92,267.76,624.18,35.29,2.64,1.53,0.0,48.91,321.04,490.03
2024-01-07 05:00:00+01:00,293.71,266.29,599.83,35.31,2.64,1.53,0.0,47.62,302.06,522.46
2024-01-07 06:00:00+01:00,296.88,270.3,632.76,34.75,2.64,1.59,0.0,48.41,322.79,520.78
2024-01-07 07:00:00+01:00,296.84,291.38,618.79,36.51,2.63,2.72,0.0,49.46,360.16,467.95
2024-01-07 08:00:00+01:00,294.55,303.48,678.51,35.79,2.63,2.65,0.73,49.36,373.6,475.19
2024-01-07 09:00:00+01:00,299.48,320.24,688.78,36.69,2.78,2.74,59.24,49.0,376.97,459.07
2024-01-07 10:00:00+01:00,301.96,342.2,720.32,36.52,3.02,2.72,219.63,49.59,380.37,417.85
2024-01-07 11:00:00+01:00,300.68,351.09,905.73,35.95,3.02,2.66,370.65,49.74,302.36,329.62
2024-01-07 12:00:00+01:00,299.22,343.32,908.67,37.02,3.03,2.77,387.6,50.75,192.5,317.92
2024-01-07 13:00:00+01:00,296.73,355.88,853.79,36.14,3.03,2.68,354.34,50.76,239.13,347.03
2024-01-07 14:00:00+01:00,271.0,336.83,908.39,37.4,3.03,2.81,186.79,51.21,351.61,376.49
2024-01-07 15:00:00+01:00,290.35,360.82,959.6,38.24,3.02,2.89,46.68,51.46,440.27,372.82
2024-01-07 16:00:00+01:00,270.53,379.35,959.9,39.53,3.02,3.02,0.77,52.16,547.53,447.88
2024-01-07 17:00:00+01:00,276.17,392.15,1012.5,41.66,3.03,3.24,0.0,51.96,580.76,642.13
2024-01-07 18:00:00+01:00,304.81,411.13,1067.87,44.43,3.03,3.51,0.0,53.1,683.73,780.46
2024-01-07 19:00:00+01:00,305.65,412.82,939.06,46.5,3.02,3.72,0.0,54.26,756.91,863.41
2024-01-07 20:00:00+01:00,304.31,394.2,904.76,42.6,3.02,3.33,0.0,52.43,721.54,918.83
2024-01-07 21:00:00+01:00,305.56,388.52,940.07,42.69,3.01,3.34,0.0,52.78,778.98,905.28
2024-01-07 22:00:00+01:00,305.57,352.15,793.7,42.45,3.0,3.31,0.0,52.47,796.09,894.07
2024-01-07 23:00:00+01:00,300.19,337.58,664.86,40.73,3.0,3.14,0.0,52.29,665.52,989.86
2024-01-08 00:00:00+01:00,298.01,282.09,623.29,37.24,3.0,2.79,0.0,50.23,767.62,986.85
2024-01-08 01:00:00+01:00,301.55,273.69,617.37,36.04,3.01,2.67,0.0,50.53,874.5,870.51
2024-01-08 02:00:00+01:00,300.28,265.31,641.13,33.99,3.01,2.47,0.0,48.42,757.0,725.41
2024-01-08 03:00:00+01:00,300.22,262.06,614.02,33.57,3.01,2.43,0.0,48.6,628.72,716.25
2024-01-08 04:00:00+01:00,301.16,266.24,609.6,33.89,3.01,2.46,0.0,49.55,579.33,707.56
2024-01-08 05:00:00+01:00,300.72,276.48,630.62,33.84,3.01,2.45,0.0,49.09,559.41,677.83
2024-01-08 06:00:00+01:00,303.31,331.47,685.84,37.87,3.01,2.88,0.0,50.1,519.02,722.39
2024-01-08 07:00:00+01:00,304.08,382.4,800.86,40.94,3.01,3.18,0.0,51.53,570.64,670.4
2024-01-08 08:00:00+01:00,292.91,378.06,852.25,41.4,3.02,3.22,0.48,52.25,621.4,559.97
2024-01-08 09:00:00+01:00,288.89,375.2,971.53,39.49,3.02,3.04,55.56,51.34,479.45,417.52
2024-01-08 10:00:00+01:00,295.51,396.14,959.96,41.89,3.02,3.27,206.66,52.84,301.09,301.65
2024-01-08 11:00:00+01:00,301.67,374.47,887.27,41.6,3.02,3.25,350.46,51.97,232.41,253.82
2024-01-08 12:00:00+01:00,301.16,334.47,825.25,39.19,3.02,3.01,474.67,49.51,226.58,190.4
2024-01-08 13:00:00+01:00,303.23,319.91,810.0,36.97,3.02,2.78,437.62,49.41,178.05,160.77
2024-01-08 14:00:00+01:00,301.75,337.75,855.69,36.97,3.03,2.78,271.11,49.22,180.88,144.65
2024-01-08 15:00:00+01:00,301.29,349.43,889.87,38.0,3.03,2.88,80.32,48.04,205.23,152.06
2024-01-08 16:00:00+01:00,301.07,359.48,913.5,39.6,3.02,3.05,1.86,50.63,222.1,171.32
2024-01-08 17:00:00+01:00,302.8,390.45,950.23,40.61,3.02,3.15,0.0,49.95,211.82,191.12
2024-01-08 18:00:00+01:00,303.53,390.62,949.1,40.23,3.02,3.11,0.0,49.82,203.21,184.12
2024-01-08 19:00:00+01:00,302.69,403.31,962.13,40.46,3.02,3.13,0.0,49.72,137.73,152.87
2024-01-08 20:00:00+01:00,305.54,404.36,972.52,40.37,3.01,3.11,0.0,50.17,118.48,143.33
2024-01-08 21:00:00+01:00,300.95,351.75,874.13,36.28,3.01,2.7,0.0,48.69,85.58,147.12
2024-01-08 22:00:00+01:00,301.83,325.03,817.36,34.08,3.01,2.48,0.0,47.06,58.48,219.34
2024-01-08 23:00:00+01:00,301.78,321.72,698.99,34.21,3.02,2.49,0.0,47.32,64.37,281.35
2024-01-09 00:00:00+01:00,300.86,290.64,703.52,34.11,3.01,2.48,0.0,47.66,40.75,327.58
2024-01-09 01:00:00+01:00,302.31,288.4,744.6,33.78,3.01,2.45,0.0,48.1,30.32,366.09
2024-01-09 02:00:00+01:00,305.36,285.52,702.45,33.28,3.01,2.4,0.0,48.52,38.94,384.27
2024-01-09 03:00:00+01:00,316.19,286.58,651.44,33.47,3.01,2.42,0.0,48.69,61.61,374.1
2024-01-09 04:00:00+01:00,299.77,289.31,656.23,34.37,3.0,2.51,0.0,48.89,78.19,369.03
2024-01-09 05:00:00+01:00,300.49,294.45,744.29,34.53,3.0,2.52,0.0,49.88,54.65,390.07
2024-01-09 06:00:00+01:00,314.32,362.72,787.5,38.67,3.01,2.94,0.0,51.05,50.24,410.38
2024-01-09 07:00:00+01:00,299.07,395.07,700.45,42.25,3.02,3.3,0.0,52.35,71.31,429.05
2024-01-09 08:00:00+01:00,299.81,417.74,639.2,44.03,3.03,3.47,0.41,51.9,62.58,420.52
2024-01-09 09:00:00+01:00,299.13,427.71,671.48,44.16,3.03,3.49,36.75,53.58,65.4,327.33
2024-01-09 10:00:00+01:00,296.23,429.27,606.39,44.56,3.03,3.53,113.51,54.22,80.52,301.23
2024-01-09 11:00:00+01:00,293.97,441.39,680.22,56.25,3.43,3.61,208.73,54.0,105.77,289.21
2024-01-09 12:00:00+01:00,296.56,394.94,731.71,41.03,3.04,3.17,245.42,51.37,136.0,280.3
2024-01-09 13:00:00+01:00,292.75,380.16,785.55,40.88,3.04,3.16,197.74,51.48,125.75,260.94
2024-01-09 14:00:00+01:00,297.67,375.82,915.21,40.0,3.03,3.07,131.6,52.39,129.2,207.23
2024-01-09 15:00:00+01:00,299.4,403.51,936.06,42.99,3.03,3.37,39.84,53.15,152.06,167.58
2024-01-09 16:00:00+01:00,294.67,407.49,919.16,41.56,3.03,3.23,0.36,52.6,137.47,122.98
2024-01-09 17:00:00+01:00,297.69,416.36,909.26,40.39,3.04,3.11,0.0,50.28,104.33,69.79
2024-01-09 18:00:00+01:00,302.29,424.89,892.62,40.44,3.04,3.11,0.0,51.64,66.92,53.13
2024-01-09 19:00:00+01:00,310.07,426.36,846.46,40.63,3.03,3.13,0.0,51.78,61.63,50.65
2024-01-09 20:00:00+01:00,304.54,413.54,881.16,40.27,3.01,3.1,0.0,52.59,72.07,40.11
2024-01-09 21:00:00+01:00,303.69,370.83,863.96,39.76,3.01,3.05,0.0,51.5,81.11,50.6
2024-01-09 22:00:00+01:00,300.53,336.62,810.31,37.14,3.0,2.78,0.0,51.2,79.53,46.67
2024-01-09 23:00:00+01:00,303.65,337.94,798.03,36.15,3.0,2.69,0.0,49.88,99.69,30.7
2024-01-10 00:00:00+01:00,303.56,331.48,768.36,34.72,3.0,1.49,0.0,49.62,83.67,31.29
2024-01-10 01:00:00+01:00,303.89,327.5,717.22,33.98,2.99,1.4,0.0,49.11,91.03,14.6
2024-01-10 02:00:00+01:00,302.62,324.83,684.56,34.35,2.99,1.44,0.0,49.03,87.15,8.06
2024-01-10 03:00:00+01:00,303.98,328.34,685.88,34.37,2.99,1.44,0.0,48.89,40.33,4.34
2024-01-10 04:00:00+01:00,303.32,311.65,662.14,33.73,2.99,1.37,0.0,48.07,13.1,3.75
2024-01-10 05:00:00+01:00,302.19,327.99,765.99,34.33,2.99,1.57,0.0,48.41,9.22,3.88
2024-01-10 06:00:00+01:00,304.54,362.71,829.12,37.91,3.0,2.86,0.0,50.04,9.07,3.72
2024-01-10 07:00:00+01:00,303.51,408.25,838.61,39.61,3.02,3.03,0.0,50.68,10.07,3.44
2024-01-10 08:00:00+01:00,299.12,440.47,955.68,42.24,2.98,3.27,0.66,50.58,10.04,4.31
2024-01-10 09:00:00+01:00,304.15,455.9,991.22,59.67,3.86,3.5,33.72,51.44,13.29,8.21
2024-01-10 10:00:00+01:00,298.02,437.89,929.19,41.08,3.01,3.18,143.97,49.89,10.55,27.79
2024-01-10 11:00:00+01:00,302.1,430.22,911.57,39.63,3.03,3.03,234.19,50.27,12.55,55.19
2024-01-10 12:00:00+01:00,303.03,417.81,913.85,37.94,2.6,2.86,265.25,51.0,14.13,70.19
2024-01-10 13:00:00+01:00,302.75,413.97,869.09,38.15,3.03,2.88,243.3,51.0,14.17,61.23
2024-01-10 14:00:00+01:00,304.38,421.38,826.22,38.36,3.02,2.91,159.32,48.61,14.27,83.43
2024-01-10 15:00:00+01:00,303.9,428.91,864.47,39.05,3.02,2.97,49.4,49.89,20.73,123.06
2024-01-10 16:00:00+01:00,337.63,436.87,817.31,39.91,3.02,3.06,1.88,49.51,22.46,202.95
2024-01-10 17:00:00+01:00,345.84,439.31,828.96,39.43,3.02,3.01,0.0,50.5,23.77,283.33
2024-01-10 18:00:00+01:00,311.4,442.2,847.13,40.12,3.02,3.08,0.0,50.02,36.74,354.96
2024-01-10 19:00:00+01:00,309.36,438.43,851.19,40.3,3.02,3.1,0.0,49.27,46.93,451.61
2024-01-10 20:00:00+01:00,304.52,435.72,873.79,40.33,3.01,3.1,0.0,49.56,60.85,505.44
2024-01-10 21:00:00+01:00,303.59,403.51,818.59,39.85,3.01,2.02,0.0,49.17,83.02,586.97
2024-01-10 22:00:00+01:00,304.06,377.83,819.4,40.23,3.01,2.02,0.0,50.15,104.31,693.27
2024-01-10 23:00:00+01:00,303.08,366.35,730.29,39.61,3.0,2.09,0.0,50.19,147.41,713.57
