,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Solar,Waste,Wind Offshore,Wind Onshore
2025-06-29 05:45:00+02:00,1.85,30.15,46.86,9.52,34.97,42.19,713.52,240.75
2025-06-29 06:00:00+02:00,1.86,30.32,47.11,9.57,58.0,42.4,750.31,233.82
2025-06-29 06:15:00+02:00,1.86,30.21,47.02,9.55,66.35,42.38,776.51,229.49
2025-06-29 06:30:00+02:00,1.85,30.16,46.91,9.53,88.03,41.88,763.02,235.61
2025-06-29 06:45:00+02:00,1.86,30.32,47.11,9.56,106.63,42.53,735.91,230.27
2025-06-29 07:00:00+02:00,1.84,30.03,46.65,9.48,127.7,41.84,693.49,243.48
2025-06-29 07:15:00+02:00,1.85,30.22,46.92,9.53,152.16,42.5,671.92,250.56
2025-06-29 07:30:00+02:00,1.84,30.09,46.58,9.47,186.74,40.87,701.32,252.58
2025-06-29 07:45:00+02:00,1.83,29.87,46.19,9.39,228.18,40.91,725.75,252.58
2025-06-29 08:00:00+02:00,1.87,30.53,47.27,9.6,270.7,41.38,723.4,260.36
2025-06-29 08:15:00+02:00,1.84,30.11,46.6,9.47,306.47,40.7,669.85,253.94
2025-06-29 08:30:00+02:00,1.81,29.61,45.78,9.31,332.52,40.42,603.79,246.95
2025-06-29 08:45:00+02:00,1.85,30.24,46.8,9.51,406.9,41.02,520.72,250.41
2025-06-29 09:00:00+02:00,1.84,30.01,46.44,9.44,441.44,40.55,251.43,228.73
2025-06-29 09:15:00+02:00,1.84,30.03,46.48,9.45,479.57,40.8,274.23,241.27
2025-06-29 09:30:00+02:00,1.86,30.42,47.07,9.56,541.82,41.84,260.39,263.31
2025-06-29 09:45:00+02:00,1.84,30.18,46.66,9.48,574.63,40.8,259.71,270.9
2025-06-29 10:00:00+02:00,1.85,30.32,46.91,9.53,597.7,40.45,164.56,287.41
2025-06-29 10:15:00+02:00,1.86,30.45,47.1,9.56,643.54,42.14,144.26,300.43
2025-06-29 10:30:00+02:00,1.87,30.53,47.31,9.6,658.75,41.75,108.54,311.53
2025-06-29 10:45:00+02:00,1.85,29.98,46.72,9.49,679.83,40.48,49.22,311.13
2025-06-29 11:00:00+02:00,1.87,30.3,47.38,9.62,695.74,42.59,83.68,263.1
2025-06-29 11:15:00+02:00,1.86,30.17,47.13,9.57,708.5,43.03,94.25,261.6
2025-06-29 11:30:00+02:00,1.86,30.13,47.05,9.55,740.09,42.19,123.69,266.01
2025-06-29 11:45:00+02:00,1.86,30.21,47.2,9.58,729.9,42.13,76.15,267.48
2025-06-29 12:00:00+02:00,1.86,30.11,47.07,9.56,671.55,42.3,34.66,228.98
2025-06-29 12:15:00+02:00,1.85,29.93,46.78,9.5,661.19,42.14,50.8,231.04
2025-06-29 12:30:00+02:00,1.86,30.13,47.11,9.57,676.55,41.41,50.91,249.19
2025-06-29 12:45:00+02:00,1.87,30.26,47.27,9.6,656.84,42.5,59.84,246.05
2025-06-29 13:00:00+02:00,1.88,30.41,47.52,9.64,648.07,41.8,76.63,221.69
2025-06-29 13:15:00+02:00,1.89,30.63,47.89,9.72,685.49,42.67,81.05,233.11
2025-06-29 13:30:00+02:00,1.9,30.7,48.07,9.75,692.9,42.11,74.58,235.25
2025-06-29 13:45:00+02:00,1.89,30.53,47.88,9.71,695.97,42.54,99.06,240.57
2025-06-29 14:00:00+02:00,1.9,30.76,48.15,9.77,663.51,41.71,111.42,232.83
2025-06-29 14:15:00+02:00,1.91,30.91,48.31,9.8,681.19,41.62,74.22,231.62
2025-06-29 14:30:00+02:00,1.9,30.76,48.12,9.76,681.57,42.06,76.22,236.47
2025-06-29 14:45:00+02:00,1.92,31.02,48.62,9.92,680.68,41.86,70.32,235.74
2025-06-29 15:00:00+02:00,1.89,30.6,47.85,9.8,666.44,41.93,68.59,262.47
2025-06-29 15:15:00+02:00,1.92,31.18,48.61,9.94,665.53,40.31,48.81,255.3
2025-06-29 15:30:00+02:00,1.9,30.75,47.99,9.83,653.46,28.72,53.25,246.14
2025-06-29 15:45:00+02:00,1.92,31.15,48.66,9.95,638.9,26.04,54.3,238.77
2025-06-29 16:00:00+02:00,1.87,30.35,47.28,9.69,671.73,26.37,54.66,270.61
2025-06-29 16:15:00+02:00,1.86,30.19,47.03,9.64,644.71,26.83,51.08,285.0
2025-06-29 16:30:00+02:00,1.85,30.12,46.91,9.62,609.98,38.56,55.49,283.29
2025-06-29 16:45:00+02:00,1.86,30.33,46.99,9.63,575.74,35.99,55.79,290.18
2025-06-29 17:00:00+02:00,1.84,30.03,46.47,9.53,543.62,34.54,211.77,381.86
2025-06-29 17:15:00+02:00,1.87,30.62,47.42,9.72,511.47,34.72,239.39,398.34
2025-06-29 17:30:00+02:00,1.85,30.34,46.95,9.62,455.56,35.38,267.98,398.87
2025-06-29 17:45:00+02:00,1.86,30.43,47.09,9.65,434.39,37.19,294.18,395.23
2025-06-29 18:00:00+02:00,1.9,31.06,48.1,9.85,390.91,39.47,606.04,403.49
2025-06-29 18:15:00+02:00,1.92,31.38,48.62,9.95,346.62,39.05,641.49,412.15
2025-06-29 18:30:00+02:00,1.9,31.02,48.02,9.83,299.17,39.95,823.13,402.97
2025-06-29 18:45:00+02:00,1.87,30.53,47.28,9.69,257.77,40.21,864.49,398.55
2025-06-29 19:00:00+02:00,1.91,31.22,48.39,9.9,212.81,40.24,945.72,428.83
2025-06-29 19:15:00+02:00,1.89,30.82,47.73,9.78,172.88,39.91,946.26,409.46
2025-06-29 19:30:00+02:00,17.74,31.08,48.12,9.85,135.26,40.54,942.18,408.86
2025-06-29 19:45:00+02:00,56.71,31.1,48.16,9.86,104.0,42.14,934.83,389.3
2025-06-29 20:00:00+02:00,83.13,29.63,48.14,9.85,79.91,41.95,916.48,397.71
2025-06-29 20:15:00+02:00,88.95,29.69,48.43,9.91,60.99,41.18,893.94,399.1
2025-06-29 20:30:00+02:00,81.4,29.48,48.1,9.85,46.77,41.02,899.68,376.79
2025-06-29 20:45:00+02:00,83.25,29.51,48.16,9.86,33.7,40.92,911.68,376.0
2025-06-29 21:00:00+02:00,89.91,29.91,48.82,9.98,22.15,41.22,924.0,358.6
2025-06-29 21:15:00+02:00,94.1,31.28,51.04,10.41,12.57,41.02,928.15,368.35
2025-06-29 21:30:00+02:00,103.81,30.41,49.58,10.13,5.62,41.66,925.99,359.71
2025-06-29 21:45:00+02:00,109.21,29.69,48.41,9.91,1.6,41.39,920.75,356.02
2025-06-29 22:00:00+02:00,118.45,29.75,48.54,9.93,0.04,41.46,925.31,343.99
2025-06-29 22:15:00+02:00,114.72,29.69,48.44,9.91,0.0,41.41,923.0,336.96
2025-06-29 22:30:00+02:00,114.76,29.28,47.79,9.79,0.0,41.81,914.84,332.27
2025-06-29 22:45:00+02:00,114.46,29.77,48.59,9.94,0.0,41.39,899.64,327.26
2025-06-29 23:00:00+02:00,114.82,31.46,51.33,10.47,0.0,42.76,867.31,324.43
2025-06-29 23:15:00+02:00,115.37,32.58,53.16,10.82,0.0,41.56,841.72,330.9
2025-06-29 23:30:00+02:00,117.11,33.4,54.49,11.08,0.0,41.45,835.16,324.44
2025-06-29 23:45:00+02:00,124.84,32.04,52.28,10.65,0.0,41.56,812.59,309.6
2025-06-30 00:00:00+02:00,134.99,31.04,49.48,10.11,0.0,41.77,804.3,307.25
2025-06-30 00:15:00+02:00,128.93,31.12,48.39,9.9,0.0,41.46,813.31,275.95
2025-06-30 00:30:00+02:00,125.51,31.3,48.61,9.94,0.0,42.16,819.28,277.96
2025-06-30 00:45:00+02:00,126.56,31.22,48.44,9.91,0.0,41.31,802.78,272.04
2025-06-30 01:00:00+02:00,139.27,31.33,48.6,9.94,0.0,41.82,794.13,264.54
2025-06-30 01:15:00+02:00,146.46,31.58,49.02,10.02,0.0,41.41,800.95,253.55
2025-06-30 01:30:00+02:00,133.21,33.24,51.74,10.55,0.0,41.45,793.31,231.31
2025-06-30 01:45:00+02:00,128.45,34.34,53.52,10.89,0.0,41.7,771.44,204.9
2025-06-30 02:00:00+02:00,125.36,33.31,51.87,10.57,0.0,41.85,764.51,216.42
2025-06-30 02:15:00+02:00,126.1,30.89,47.94,9.81,0.0,41.65,760.28,210.49
2025-06-30 02:30:00+02:00,130.68,31.39,48.74,9.97,0.0,41.05,742.41,213.94
2025-06-30 02:45:00+02:00,135.67,31.14,48.33,9.89,0.0,41.64,744.44,206.31
2025-06-30 03:00:00+02:00,128.46,30.82,47.84,9.8,0.0,41.49,760.92,195.76
2025-06-30 03:15:00+02:00,140.98,31.38,48.72,9.97,0.0,41.35,763.57,194.39
2025-06-30 03:30:00+02:00,147.98,31.0,48.1,9.85,0.0,41.38,764.12,198.87
2025-06-30 03:45:00+02:00,166.51,31.53,48.98,10.01,0.0,41.4,729.2,224.96
2025-06-30 04:00:00+02:00,138.23,31.12,48.31,9.89,0.0,42.55,714.91,222.94
2025-06-30 04:15:00+02:00,137.37,31.38,48.75,9.97,0.0,41.18,682.05,221.27
2025-06-30 04:30:00+02:00,141.98,31.03,48.19,9.86,0.91,41.13,640.24,202.89
2025-06-30 04:45:00+02:00,147.34,32.5,50.57,10.32,4.56,42.12,581.61,190.67
2025-06-30 05:00:00+02:00,119.28,31.6,49.11,10.04,11.45,41.41,567.99,190.54
2025-06-30 05:15:00+02:00,144.82,31.12,48.33,9.89,19.33,41.49,562.23,186.84
2025-06-30 05:30:00+02:00,154.46,30.67,47.59,9.75,25.03,40.71,549.49,179.78
2025-06-30 05:45:00+02:00,154.37,31.32,48.65,9.95,40.0,41.78,587.96,149.0
2025-06-30 06:00:00+02:00,128.21,31.22,48.48,9.92,56.74,41.19,615.32,147.73
2025-06-30 06:15:00+02:00,137.01,30.95,48.05,9.84,75.72,42.17,564.5,157.34
2025-06-30 06:30:00+02:00,162.84,31.05,48.19,9.86,97.65,41.31,499.41,171.09
2025-06-30 06:45:00+02:00,189.69,31.17,48.41,9.9,117.71,41.51,507.63,184.45
2025-06-30 07:00:00+02:00,190.77,31.23,48.48,9.92,148.92,41.16,520.29,183.85
2025-06-30 07:15:00+02:00,188.19,30.83,47.83,9.79,177.32,42.28,513.37,184.24
2025-06-30 07:30:00+02:00,188.29,30.77,47.73,9.77,209.85,40.95,473.87,179.19
2025-06-30 07:45:00+02:00,170.52,30.33,47.0,9.64,239.76,40.55,462.93,169.43
2025-06-30 08:00:00+02:00,167.61,30.31,46.97,9.63,282.48,42.17,413.01,172.91
2025-06-30 08:15:00+02:00,160.19,30.12,46.64,9.57,300.93,40.62,359.9,162.08
2025-06-30 08:30:00+02:00,182.47,30.28,46.89,9.62,329.42,40.67,293.05,152.44
2025-06-30 08:45:00+02:00,171.73,30.33,46.96,9.63,457.84,40.7,247.47,129.53
2025-06-30 09:00:00+02:00,200.41,30.5,47.24,9.68,515.83,41.43,218.07,117.21
2025-06-30 09:15:00+02:00,192.46,30.49,47.22,9.68,564.78,41.23,220.07,105.72
2025-06-30 09:30:00+02:00,191.41,30.42,47.1,9.65,597.0,40.69,228.17,88.68
2025-06-30 09:45:00+02:00,157.09,30.48,47.19,9.67,657.88,40.39,221.77,74.64
2025-06-30 10:00:00+02:00,135.55,30.54,47.29,9.69,687.74,39.68,193.5,61.79
2025-06-30 10:15:00+02:00,134.3,30.09,46.57,9.55,717.28,42.01,178.69,56.41
2025-06-30 10:30:00+02:00,124.1,31.01,48.07,9.84,729.14,41.76,162.16,53.83
2025-06-30 10:45:00+02:00,124.16,30.27,46.86,9.61,670.5,41.12,166.77,51.45
2025-06-30 11:00:00+02:00,175.46,30.48,47.2,9.67,665.96,41.16,174.21,49.74
2025-06-30 11:15:00+02:00,140.44,30.3,46.89,9.61,693.38,40.88,167.16,43.4
2025-06-30 11:30:00+02:00,128.26,30.14,46.63,9.56,707.79,41.37,149.09,45.93
2025-06-30 11:45:00+02:00,140.18,30.1,46.55,9.55,732.67,40.78,134.26,43.58
2025-06-30 12:00:00+02:00,172.33,30.23,46.75,9.59,741.98,41.64,122.52,46.61
2025-06-30 12:15:00+02:00,136.18,30.41,47.06,9.64,755.58,40.52,112.33,52.57
2025-06-30 12:30:00+02:00,109.63,29.95,46.31,9.5,758.47,41.47,105.63,56.93
2025-06-30 12:45:00+02:00,115.28,30.2,46.77,9.59,758.59,40.92,92.22,56.77
2025-06-30 13:00:00+02:00,167.98,29.57,45.69,9.38,753.37,38.86,83.98,53.31
2025-06-30 13:15:00+02:00,158.38,30.55,47.32,9.69,763.5,41.82,69.38,47.57
2025-06-30 13:30:00+02:00,127.22,29.75,46.08,9.46,769.88,40.41,53.45,47.14
2025-06-30 13:45:00+02:00,129.93,28.75,44.52,9.16,766.64,38.27,47.75,45.89
2025-06-30 14:00:00+02:00,125.33,28.71,44.38,9.13,762.76,39.54,41.78,41.64
2025-06-30 14:15:00+02:00,160.67,29.61,45.75,9.39,756.99,37.96,38.41,43.28
2025-06-30 14:30:00+02:00,133.09,29.9,46.26,9.49,750.67,37.86,35.25,40.58
2025-06-30 14:45:00+02:00,118.14,30.28,46.87,9.61,742.26,37.23,41.9,34.72
2025-06-30 15:00:00+02:00,111.08,30.14,46.72,9.58,731.92,37.56,38.19,36.39
2025-06-30 15:15:00+02:00,140.42,29.62,45.94,9.43,717.57,39.69,32.12,33.09
2025-06-30 15:30:00+02:00,150.19,30.22,46.96,9.63,696.38,39.45,26.59,34.73
2025-06-30 15:45:00+02:00,164.65,30.55,47.42,9.72,678.77,38.47,22.95,32.01
2025-06-30 16:00:00+02:00,138.67,30.08,46.67,9.57,655.13,39.72,21.07,32.51
2025-06-30 16:15:00+02:00,136.35,30.45,47.2,9.67,628.64,39.22,16.56,31.94
2025-06-30 16:30:00+02:00,147.59,30.5,47.26,9.69,597.82,39.44,15.8,29.94
2025-06-30 16:45:00+02:00,168.21,31.92,49.63,10.14,568.98,38.43,15.18,26.08
2025-06-30 17:00:00+02:00,172.71,29.65,45.98,9.44,536.2,34.34,14.06,23.54
2025-06-30 17:15:00+02:00,176.53,30.12,46.68,9.57,494.85,38.31,16.27,23.48
2025-06-30 17:30:00+02:00,201.08,29.59,45.84,9.41,454.16,39.82,14.09,20.33
2025-06-30 17:45:00+02:00,205.29,29.44,45.62,9.37,414.27,38.31,11.61,18.99
2025-06-30 18:00:00+02:00,195.04,28.44,46.21,9.48,370.14,37.33,9.61,19.93
2025-06-30 18:15:00+02:00,199.75,28.34,46.22,9.49,332.6,40.25,7.89,19.82
2025-06-30 18:30:00+02:00,205.36,28.45,46.45,9.53,288.79,41.78,6.25,17.04
2025-06-30 18:45:00+02:00,196.44,30.34,49.5,10.11,248.45,41.43,6.45,13.38
2025-06-30 19:00:00+02:00,197.27,29.06,47.42,9.72,206.45,41.65,6.71,10.89
2025-06-30 19:15:00+02:00,216.9,30.64,49.88,10.19,167.07,41.59,6.89,9.83
2025-06-30 19:30:00+02:00,235.36,35.68,52.69,10.73,132.2,40.23,7.1,9.06
2025-06-30 19:45:00+02:00,246.21,40.36,52.56,10.7,102.26,40.61,6.8,9.53
2025-06-30 20:00:00+02:00,244.92,52.64,52.65,10.72,78.3,41.89,6.68,9.39
2025-06-30 20:15:00+02:00,247.07,54.73,53.82,10.95,59.53,41.33,6.06,9.06
2025-06-30 20:30:00+02:00,242.36,55.59,57.0,11.56,44.93,42.64,5.2,8.84
2025-06-30 20:45:00+02:00,243.31,57.26,57.9,11.73,31.84,41.54,4.92,8.64
2025-06-30 21:00:00+02:00,248.82,57.63,58.67,11.88,21.03,42.95,4.19,8.51
2025-06-30 21:15:00+02:00,256.16,55.24,58.46,11.84,12.23,41.99,2.83,8.5
2025-06-30 21:30:00+02:00,254.47,47.23,54.24,11.03,6.06,41.42,3.34,8.14
2025-06-30 21:45:00+02:00,245.17,36.05,52.69,10.73,1.98,42.65,4.32,7.57
2025-06-30 22:00:00+02:00,196.05,30.58,49.85,10.18,0.2,40.65,3.87,7.86
2025-06-30 22:15:00+02:00,178.91,29.62,48.3,9.88,0.0,39.95,3.26,8.22
2025-06-30 22:30:00+02:00,180.0,29.35,47.89,9.81,0.0,41.09,4.27,8.0
2025-06-30 22:45:00+02:00,169.28,29.31,47.85,9.8,0.0,39.61,4.73,7.96
2025-06-30 23:00:00+02:00,174.27,29.36,47.93,9.81,0.0,41.16,3.97,7.39
2025-06-30 23:15:00+02:00,183.43,29.79,48.62,9.95,0.0,41.1,4.33,7.52
2025-06-30 23:30:00+02:00,182.2,29.42,48.02,9.83,0.0,38.74,3.94,7.55
2025-06-30 23:45:00+02:00,201.99,29.82,48.68,9.96,0.0,41.4,4.26,7.4
2025-07-01 00:00:00+02:00,223.05,30.35,49.54,10.12,0.0,41.8,4.57,7.33
2025-07-01 00:15:00+02:00,219.53,29.2,47.67,9.76,0.0,40.68,4.65,6.88
2025-07-01 00:30:00+02:00,232.81,30.46,49.72,10.16,0.0,39.57,5.23,6.83
2025-07-01 00:45:00+02:00,231.62,29.83,48.37,9.9,0.0,40.93,5.48,6.87
2025-07-01 01:00:00+02:00,244.97,39.87,54.27,11.03,0.0,40.68,5.28,6.78
2025-07-01 01:15:00+02:00,240.34,34.85,51.17,10.44,0.0,41.55,5.17,7.35
2025-07-01 01:30:00+02:00,237.98,30.94,50.49,10.31,0.0,41.43,5.14,7.68
2025-07-01 01:45:00+02:00,178.5,29.86,48.74,9.97,0.0,41.55,5.12,7.66
2025-07-01 02:00:00+02:00,150.61,30.26,48.16,9.86,0.0,40.99,5.08,7.73
2025-07-01 02:15:00+02:00,115.46,30.97,48.19,9.86,0.0,41.16,5.06,7.55
2025-07-01 02:30:00+02:00,136.65,31.17,48.4,9.9,0.0,41.51,5.06,7.99
2025-07-01 02:45:00+02:00,123.23,31.67,48.82,9.99,0.0,41.4,5.07,9.14
2025-07-01 03:00:00+02:00,170.39,42.65,56.12,11.39,0.0,42.79,5.1,10.35
2025-07-01 03:15:00+02:00,170.22,44.96,53.69,10.92,0.0,41.65,5.05,10.79
2025-07-01 03:30:00+02:00,127.02,35.3,49.27,10.07,0.0,41.24,4.98,11.88
2025-07-01 03:45:00+02:00,117.18,30.57,47.42,9.72,0.0,40.6,5.85,12.35
2025-07-01 04:00:00+02:00,114.59,31.4,48.76,9.97,0.0,41.71,6.12,11.19
2025-07-01 04:15:00+02:00,115.92,30.67,47.59,9.75,0.0,41.91,6.15,11.07
2025-07-01 04:30:00+02:00,117.16,30.8,47.8,9.79,0.58,40.96,6.13,13.01
2025-07-01 04:45:00+02:00,118.92,31.23,48.5,9.92,3.49,39.73,6.13,13.66
2025-07-01 05:00:00+02:00,133.95,29.51,48.01,9.83,8.82,40.35,7.55,14.68
2025-07-01 05:15:00+02:00,171.18,29.93,48.83,9.99,17.26,41.38,9.84,15.97
2025-07-01 05:30:00+02:00,164.11,29.4,47.98,9.82,27.74,40.57,11.43,18.26
2025-07-01 05:45:00+02:00,157.67,29.82,48.65,9.95,38.92,41.31,13.8,22.92
2025-07-01 06:00:00+02:00,154.81,29.47,48.09,9.85,51.03,41.93,16.23,30.19
2025-07-01 06:15:00+02:00,157.71,29.95,48.82,9.98,66.06,39.6,18.75,35.42
2025-07-01 06:30:00+02:00,161.87,29.53,48.17,9.86,87.35,39.69,20.11,38.58
2025-07-01 06:45:00+02:00,201.59,30.19,49.27,10.07,114.1,38.32,25.19,38.19
2025-07-01 07:00:00+02:00,180.0,29.25,47.75,9.78,145.16,41.14,32.88,35.18
2025-07-01 07:15:00+02:00,190.79,30.05,49.04,10.4,180.6,39.31,31.52,31.58
2025-07-01 07:30:00+02:00,240.92,31.22,50.94,10.73,218.94,41.53,25.89,26.14
2025-07-01 07:45:00+02:00,239.09,31.59,51.55,10.51,259.19,41.82,23.58,22.94
2025-07-01 08:00:00+02:00,244.16,27.83,43.92,9.04,302.04,41.08,21.4,22.18
2025-07-01 08:15:00+02:00,247.65,29.4,32.54,6.85,344.71,39.23,18.71,25.01
2025-07-01 08:30:00+02:00,247.16,31.28,33.39,7.02,387.37,38.76,12.16,28.89
2025-07-01 08:45:00+02:00,238.25,30.38,31.98,6.75,429.03,38.61,7.33,29.47
2025-07-01 09:00:00+02:00,215.8,22.75,25.62,5.52,468.45,38.21,5.77,27.98
2025-07-01 09:15:00+02:00,185.6,16.92,25.3,5.46,505.98,38.0,5.68,26.5
2025-07-01 09:30:00+02:00,189.32,22.07,33.52,7.04,540.97,38.99,6.12,22.21
2025-07-01 09:45:00+02:00,183.01,26.77,41.13,8.51,575.03,39.83,5.4,22.12
2025-07-01 10:00:00+02:00,170.9,27.98,43.06,8.88,607.75,40.09,3.93,21.03
2025-07-01 10:15:00+02:00,156.39,29.01,44.76,9.2,636.0,39.71,3.65,20.18
2025-07-01 10:30:00+02:00,143.41,28.76,44.36,9.13,661.96,39.11,4.38,19.1
2025-07-01 10:45:00+02:00,127.14,30.24,46.74,9.59,684.72,40.36,4.95,18.86
2025-07-01 11:00:00+02:00,120.17,30.27,46.82,9.6,703.58,39.19,5.11,16.35
2025-07-01 11:15:00+02:00,145.72,30.4,47.01,9.64,718.47,38.42,5.97,16.72
2025-07-01 11:30:00+02:00,127.68,30.3,46.93,9.62,722.25,40.23,5.64,16.31
2025-07-01 11:45:00+02:00,121.73,30.02,46.55,9.55,741.47,40.82,5.87,14.83
2025-07-01 12:00:00+02:00,118.41,30.18,46.84,9.6,749.17,39.63,6.32,12.99
2025-07-01 12:15:00+02:00,115.09,29.37,45.56,9.36,754.7,39.77,6.76,13.34
2025-07-01 12:30:00+02:00,123.55,29.86,46.37,9.51,758.08,38.8,7.87,14.22
2025-07-01 12:45:00+02:00,120.5,30.02,46.75,9.59,759.78,40.43,9.44,14.41
2025-07-01 13:00:00+02:00,137.59,29.99,46.65,10.34,760.03,39.64,10.44,15.72
2025-07-01 13:15:00+02:00,167.28,29.65,46.16,9.56,760.89,40.76,11.57,18.63
2025-07-01 13:30:00+02:00,150.76,30.24,47.21,9.68,760.13,41.01,12.84,19.86
2025-07-01 13:45:00+02:00,118.29,29.85,46.51,9.54,757.41,40.08,12.4,19.26
2025-07-01 14:00:00+02:00,126.11,29.91,46.64,9.57,753.19,39.27,12.6,19.6
2025-07-01 14:15:00+02:00,125.85,30.07,46.94,9.62,747.75,38.49,9.53,18.49
2025-07-01 14:30:00+02:00,121.06,30.15,47.06,9.65,740.94,40.44,12.7,16.64
2025-07-01 14:45:00+02:00,121.17,29.55,46.08,9.46,733.33,40.58,17.45,16.86
2025-07-01 15:00:00+02:00,126.42,29.97,46.72,9.58,723.05,40.76,19.15,16.72
2025-07-01 15:15:00+02:00,157.22,29.72,46.36,9.51,709.64,39.35,22.66,16.78
2025-07-01 15:30:00+02:00,183.12,29.23,45.61,9.37,692.73,39.47,19.55,17.6
2025-07-01 15:45:00+02:00,208.1,28.81,44.86,9.22,669.92,39.54,20.89,18.81
2025-07-01 16:00:00+02:00,190.26,29.84,46.57,9.55,647.75,40.37,22.83,19.8
2025-07-01 16:15:00+02:00,204.68,30.13,47.02,9.64,619.91,39.09,27.15,20.5
2025-07-01 16:30:00+02:00,219.62,31.05,47.13,9.66,589.83,39.64,32.02,20.59
2025-07-01 16:45:00+02:00,247.42,43.91,54.21,11.02,559.85,40.81,40.26,22.92
2025-07-01 17:00:00+02:00,185.9,35.97,48.45,9.91,521.97,39.49,50.35,23.24
2025-07-01 17:15:00+02:00,163.64,28.38,46.25,9.49,485.56,40.59,60.08,20.61
2025-07-01 17:30:00+02:00,185.76,28.23,46.07,9.46,450.1,41.63,71.96,19.24
2025-07-01 17:45:00+02:00,216.57,28.12,45.88,9.42,410.89,41.37,81.2,18.46
2025-07-01 18:00:00+02:00,171.99,28.36,46.27,9.49,369.56,41.18,80.82,17.9
2025-07-01 18:15:00+02:00,181.7,27.9,45.49,9.34,326.95,40.8,82.02,17.51
2025-07-01 18:30:00+02:00,190.48,28.22,46.0,9.44,283.12,37.99,73.76,17.97
2025-07-01 18:45:00+02:00,218.06,28.32,46.19,9.48,241.87,39.72,74.04,19.72
2025-07-01 19:00:00+02:00,223.6,24.96,40.74,8.43,201.49,40.15,75.15,24.03
2025-07-01 19:15:00+02:00,257.31,30.68,49.08,10.03,163.87,41.01,78.76,24.09
2025-07-01 19:30:00+02:00,252.64,55.1,75.21,15.06,129.85,42.34,80.96,23.43
2025-07-01 19:45:00+02:00,257.06,59.21,78.83,15.75,100.49,43.83,81.9,23.21
2025-07-01 20:00:00+02:00,251.38,54.86,71.81,14.41,75.95,43.02,95.43,23.72
2025-07-01 20:15:00+02:00,253.77,42.53,51.75,10.55,61.83,41.23,104.57,25.84
2025-07-01 20:30:00+02:00,253.22,41.69,50.36,10.28,44.54,40.02,106.72,29.56
2025-07-01 20:45:00+02:00,254.31,37.86,48.28,9.88,32.18,41.21,114.96,30.61
2025-07-01 21:00:00+02:00,254.63,41.6,50.38,10.28,21.38,44.15,122.41,32.71
2025-07-01 21:15:00+02:00,252.44,41.93,50.76,10.36,12.88,46.41,126.14,39.75
2025-07-01 21:30:00+02:00,241.77,40.78,48.81,9.98,6.93,40.56,132.51,46.09
2025-07-01 21:45:00+02:00,222.34,35.98,46.22,9.48,3.11,40.2,151.07,55.08
2025-07-01 22:00:00+02:00,248.24,45.05,56.61,11.48,1.37,42.14,158.52,65.96
2025-07-01 22:15:00+02:00,249.72,45.77,57.01,11.56,1.13,41.96,150.78,80.19
2025-07-01 22:30:00+02:00,243.41,37.67,51.21,10.45,1.45,40.54,152.07,95.51
2025-07-01 22:45:00+02:00,204.33,30.46,49.69,10.15,1.48,40.63,154.85,110.89
2025-07-01 23:00:00+02:00,177.48,28.82,47.02,9.64,1.51,40.63,158.84,125.33
2025-07-01 23:15:00+02:00,177.83,29.69,48.44,9.91,1.52,39.83,164.83,133.24
2025-07-01 23:30:00+02:00,179.14,29.14,47.55,9.74,1.52,41.68,173.81,137.97
2025-07-01 23:45:00+02:00,200.72,29.46,48.06,9.84,1.53,41.69,180.15,137.99
2025-07-02 00:00:00+02:00,203.41,29.5,48.13,9.85,1.53,41.15,176.95,137.24
2025-07-02 00:15:00+02:00,196.48,29.07,47.44,9.72,1.53,40.62,174.24,132.77
2025-07-02 00:30:00+02:00,195.81,28.22,46.05,9.45,1.53,40.27,186.77,130.51
2025-07-02 00:45:00+02:00,202.03,29.31,47.83,9.79,1.53,41.11,196.17,125.71
2025-07-02 01:00:00+02:00,203.75,29.11,47.51,9.73,1.53,41.42,197.33,124.43
2025-07-02 01:15:00+02:00,207.25,28.48,46.47,9.53,1.53,40.67,203.38,132.2
2025-07-02 01:30:00+02:00,176.25,29.22,47.68,9.77,1.53,41.05,216.17,132.71
2025-07-02 01:45:00+02:00,191.14,29.25,47.72,9.77,1.53,40.55,237.11,140.28
2025-07-02 02:00:00+02:00,232.57,29.25,47.71,9.77,1.53,40.8,263.98,141.95
2025-07-02 02:15:00+02:00,201.96,29.5,48.12,9.85,1.53,41.5,280.7,135.45
2025-07-02 02:30:00+02:00,228.66,32.83,53.54,10.89,1.53,41.71,293.07,131.45
2025-07-02 02:45:00+02:00,190.32,29.94,48.83,9.99,1.53,40.58,308.24,136.31
2025-07-02 03:00:00+02:00,178.02,28.56,46.54,9.55,1.53,40.48,309.0,138.3
2025-07-02 03:15:00+02:00,182.99,29.5,48.09,9.84,1.53,40.85,294.28,134.88
2025-07-02 03:30:00+02:00,200.24,28.64,46.74,9.58,1.53,41.39,277.65,136.47
2025-07-02 03:45:00+02:00,207.05,29.73,48.28,9.88,1.53,40.64,284.92,133.48
2025-07-02 04:00:00+02:00,243.38,33.21,53.52,10.89,1.53,40.4,292.51,130.91
2025-07-02 04:15:00+02:00,232.82,30.19,49.24,10.07,1.56,40.6,307.12,138.06
2025-07-02 04:30:00+02:00,234.89,31.03,50.62,10.33,2.23,41.26,335.89,146.6
