,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Solar,Waste,Wind Offshore,Wind Onshore
2025-01-01 00:00:00+01:00,140.69,26.35,47.44,8.09,0.0,34.96,928.9,532.38
2025-01-01 01:00:00+01:00,146.95,26.66,39.92,8.2,0.0,34.56,537.15,527.23
2025-01-01 02:00:00+01:00,160.33,26.56,39.71,8.14,0.0,34.32,204.55,527.26
2025-01-01 03:00:00+01:00,152.97,26.7,39.85,8.17,0.0,34.46,204.2,530.62
2025-01-01 04:00:00+01:00,158.96,26.64,39.66,8.14,0.0,34.59,392.21,516.82
2025-01-01 05:00:00+01:00,131.7,26.81,39.88,8.18,0.0,34.43,397.33,517.94
2025-01-01 06:00:00+01:00,131.07,26.86,39.98,8.2,0.0,42.16,400.72,523.66
2025-01-01 07:00:00+01:00,147.03,26.96,40.12,8.24,0.0,42.18,550.51,528.12
2025-01-01 08:00:00+01:00,180.82,27.68,41.24,8.44,0.0,42.09,888.32,528.73
2025-01-01 09:00:00+01:00,164.49,27.79,41.4,8.47,1.71,42.27,900.62,521.91
2025-01-01 10:00:00+01:00,162.24,27.61,41.11,8.42,10.44,42.14,902.52,527.51
2025-01-01 11:00:00+01:00,170.39,27.98,41.74,8.54,16.25,38.36,920.83,543.3
2025-01-01 12:00:00+01:00,183.75,27.85,41.54,8.5,15.12,37.21,927.72,547.92
2025-01-01 13:00:00+01:00,185.35,37.18,56.72,11.42,11.84,35.88,927.12,536.66
2025-01-01 14:00:00+01:00,173.18,41.18,63.25,12.67,3.14,35.96,927.33,541.19
2025-01-01 15:00:00+01:00,158.62,43.38,66.83,13.36,0.09,36.44,925.33,539.48
2025-01-01 16:00:00+01:00,217.41,71.2,111.97,22.04,0.0,39.87,922.27,516.79
2025-01-01 17:00:00+01:00,179.75,83.45,131.88,25.87,0.0,41.48,908.8,486.76
2025-01-01 18:00:00+01:00,184.27,71.79,112.97,22.23,0.0,39.86,911.81,493.01
2025-01-01 19:00:00+01:00,215.89,43.82,67.51,13.49,0.0,36.37,918.78,496.37
2025-01-01 20:00:00+01:00,184.74,41.32,63.48,12.71,0.0,35.83,915.35,468.39
2025-01-01 21:00:00+01:00,177.4,40.88,62.93,12.61,0.0,36.25,918.59,476.32
2025-01-01 22:00:00+01:00,180.62,40.78,62.71,12.57,0.0,36.58,906.46,469.87
2025-01-01 23:00:00+01:00,160.47,41.74,64.4,12.89,0.0,36.29,889.65,440.9
2025-01-02 00:00:00+01:00,188.64,41.17,63.54,12.73,0.0,36.27,638.87,340.17
2025-01-02 01:00:00+01:00,248.36,41.56,64.17,12.85,0.0,36.51,615.14,272.92
2025-01-02 02:00:00+01:00,273.01,41.42,63.94,12.8,0.0,36.18,634.97,281.01
2025-01-02 03:00:00+01:00,254.88,41.7,64.48,12.91,0.0,36.11,873.89,311.18
2025-01-02 04:00:00+01:00,292.87,63.98,100.68,19.87,0.0,39.02,735.23,354.41
2025-01-02 05:00:00+01:00,349.9,83.41,134.5,25.95,0.0,42.51,864.84,370.23
2025-01-02 06:00:00+01:00,420.59,85.87,145.27,29.91,0.0,48.95,913.91,406.47
2025-01-02 07:00:00+01:00,482.43,116.72,196.9,37.33,0.0,49.62,898.63,373.19
2025-01-02 08:00:00+01:00,478.81,126.31,217.07,38.5,1.29,50.18,862.43,273.49
2025-01-02 09:00:00+01:00,477.85,126.97,217.95,38.6,41.91,49.85,788.17,190.49
2025-01-02 10:00:00+01:00,481.15,127.16,218.51,38.68,142.45,49.64,720.34,163.18
2025-01-02 11:00:00+01:00,506.88,98.74,228.84,40.0,268.53,49.21,701.32,121.16
2025-01-02 12:00:00+01:00,510.78,96.02,227.6,39.91,295.75,49.49,659.23,112.56
2025-01-02 13:00:00+01:00,534.45,84.75,209.1,36.39,248.02,48.94,502.24,97.3
2025-01-02 14:00:00+01:00,574.24,80.07,201.46,34.91,137.09,53.49,447.48,82.29
2025-01-02 15:00:00+01:00,578.69,80.45,201.99,35.04,26.53,53.85,424.66,101.07
2025-01-02 16:00:00+01:00,576.12,78.62,199.07,34.45,0.08,45.55,461.15,136.56
2025-01-02 17:00:00+01:00,554.86,77.97,198.58,34.28,0.0,46.34,493.0,197.49
2025-01-02 18:00:00+01:00,558.83,77.57,197.94,34.17,0.0,46.98,710.7,234.84
2025-01-02 19:00:00+01:00,556.19,79.38,201.1,34.7,0.0,50.81,784.33,253.59
2025-01-02 20:00:00+01:00,493.11,93.41,223.72,39.09,0.0,49.09,825.76,251.87
2025-01-02 21:00:00+01:00,485.18,91.94,221.29,36.8,0.0,43.38,801.64,257.92
2025-01-02 22:00:00+01:00,487.73,92.0,221.46,36.64,0.0,44.91,809.66,239.3
2025-01-02 23:00:00+01:00,489.78,91.6,220.79,36.52,0.0,41.49,818.95,214.18
2025-01-03 00:00:00+01:00,487.35,88.14,210.69,35.44,0.0,42.03,762.09,210.68
2025-01-03 01:00:00+01:00,490.76,72.83,137.25,30.65,0.0,39.39,760.93,196.61
2025-01-03 02:00:00+01:00,486.34,60.0,112.61,26.65,0.0,37.38,777.2,205.87
2025-01-03 03:00:00+01:00,478.45,47.19,91.97,22.65,0.0,36.18,821.99,277.24
2025-01-03 04:00:00+01:00,470.89,47.51,92.61,22.73,0.0,36.62,868.63,337.45
2025-01-03 05:00:00+01:00,473.3,47.69,92.97,22.8,0.0,37.74,916.13,393.91
2025-01-03 06:00:00+01:00,477.35,50.06,109.52,23.55,0.0,38.34,934.34,428.71
2025-01-03 07:00:00+01:00,476.08,66.85,178.56,28.8,0.0,40.15,936.02,464.03
2025-01-03 08:00:00+01:00,478.64,55.39,162.17,25.3,0.72,40.31,931.78,478.89
2025-01-03 09:00:00+01:00,476.29,51.23,125.33,23.93,5.94,45.93,909.17,429.51
2025-01-03 10:00:00+01:00,476.69,50.91,145.81,23.81,71.39,45.29,879.64,399.27
2025-01-03 11:00:00+01:00,469.54,50.74,147.24,23.79,151.94,43.69,915.2,445.66
2025-01-03 12:00:00+01:00,467.2,50.16,100.81,23.61,210.16,38.94,927.83,470.09
2025-01-03 13:00:00+01:00,470.86,47.46,95.54,22.75,199.29,36.2,930.72,484.19
2025-01-03 14:00:00+01:00,474.54,49.5,98.75,23.37,138.49,38.38,925.6,454.91
2025-01-03 15:00:00+01:00,476.3,61.04,134.37,28.63,28.84,46.02,913.08,449.58
2025-01-03 16:00:00+01:00,478.95,80.55,202.33,35.08,0.09,48.81,913.04,462.09
2025-01-03 17:00:00+01:00,480.98,81.24,204.9,35.29,0.0,48.95,934.55,454.97
2025-01-03 18:00:00+01:00,477.23,81.2,204.83,35.27,0.0,49.03,928.53,439.04
2025-01-03 19:00:00+01:00,475.56,76.99,197.97,33.96,0.0,48.29,929.22,399.09
2025-01-03 20:00:00+01:00,477.87,60.12,169.66,28.68,0.0,46.71,926.54,376.66
2025-01-03 21:00:00+01:00,471.93,59.26,167.79,28.4,0.0,45.95,919.44,346.62
2025-01-03 22:00:00+01:00,476.18,52.06,156.36,26.16,0.0,44.74,920.44,302.32
2025-01-03 23:00:00+01:00,478.98,44.32,143.48,23.75,0.0,43.73,855.18,253.03
2025-01-04 00:00:00+01:00,481.98,46.09,144.17,23.96,0.0,43.06,819.3,198.97
2025-01-04 01:00:00+01:00,507.65,61.8,155.96,26.55,0.0,44.79,763.93,120.42
2025-01-04 02:00:00+01:00,508.22,67.93,173.8,29.07,0.0,45.53,581.12,76.69
2025-01-04 03:00:00+01:00,511.79,78.36,196.3,33.41,0.0,51.45,315.13,44.76
2025-01-04 04:00:00+01:00,509.26,84.42,205.97,35.3,0.0,56.53,133.25,24.81
2025-01-04 05:00:00+01:00,509.56,81.56,201.29,34.41,0.0,48.75,38.08,31.27
2025-01-04 06:00:00+01:00,508.39,93.84,221.38,38.25,0.0,49.97,17.42,46.87
2025-01-04 07:00:00+01:00,506.24,97.79,228.75,39.48,0.0,50.64,115.37,81.35
2025-01-04 08:00:00+01:00,502.84,104.31,230.06,39.44,1.89,50.63,220.73,127.5
2025-01-04 09:00:00+01:00,509.44,107.86,233.38,39.99,37.78,55.9,388.77,161.68
2025-01-04 10:00:00+01:00,509.03,126.79,233.81,40.09,102.44,52.18,527.67,173.71
2025-01-04 11:00:00+01:00,508.81,140.58,232.56,39.97,127.31,50.63,560.54,231.92
2025-01-04 12:00:00+01:00,510.29,138.76,225.79,38.73,128.18,51.31,669.98,247.29
2025-01-04 13:00:00+01:00,508.91,130.94,212.91,36.12,104.69,50.06,701.9,258.96
2025-01-04 14:00:00+01:00,510.93,130.74,213.07,36.08,59.25,48.24,676.9,272.26
2025-01-04 15:00:00+01:00,510.23,132.55,215.55,37.51,12.55,48.46,793.22,272.68
2025-01-04 16:00:00+01:00,510.63,142.85,232.2,40.79,0.0,49.73,800.9,242.15
2025-01-04 17:00:00+01:00,506.58,143.58,234.18,41.17,0.0,49.98,791.73,225.8
2025-01-04 18:00:00+01:00,503.41,147.75,234.94,41.35,0.0,50.21,762.78,198.23
2025-01-04 19:00:00+01:00,505.32,155.4,234.87,41.3,0.0,49.65,706.97,185.93
2025-01-04 20:00:00+01:00,509.62,144.38,234.13,41.15,0.0,47.74,616.51,148.79
2025-01-04 21:00:00+01:00,513.01,110.07,233.12,40.9,0.0,51.93,682.6,126.87
2025-01-04 22:00:00+01:00,512.74,99.03,230.51,40.3,0.0,48.35,608.72,172.05
2025-01-04 23:00:00+01:00,511.69,98.42,231.67,40.65,0.0,53.87,530.08,179.24
2025-01-05 00:00:00+01:00,510.34,95.63,227.52,39.78,0.0,49.43,444.04,144.86
2025-01-05 01:00:00+01:00,510.24,95.83,227.92,39.86,0.0,48.98,271.78,108.51
2025-01-05 02:00:00+01:00,508.87,84.93,210.13,36.47,0.0,47.43,206.29,62.95
2025-01-05 03:00:00+01:00,512.13,87.7,209.24,36.23,0.0,47.15,148.77,41.77
2025-01-05 04:00:00+01:00,508.67,100.07,217.16,37.76,0.0,58.1,83.08,35.52
2025-01-05 05:00:00+01:00,507.02,104.08,216.31,37.65,0.0,49.3,85.51,29.72
2025-01-05 06:00:00+01:00,511.78,96.94,211.2,36.67,0.0,47.54,56.76,28.62
2025-01-05 07:00:00+01:00,511.03,96.34,210.49,36.59,0.0,46.91,59.66,30.94
2025-01-05 08:00:00+01:00,509.66,86.41,209.91,36.49,0.49,46.81,103.25,47.56
2025-01-05 09:00:00+01:00,509.76,94.08,210.0,36.56,12.62,47.15,259.3,83.77
2025-01-05 10:00:00+01:00,510.61,93.07,220.65,38.66,30.81,47.78,370.42,120.88
2025-01-05 11:00:00+01:00,513.6,104.73,226.7,39.9,46.22,48.72,313.36,118.83
2025-01-05 12:00:00+01:00,513.67,105.49,232.84,41.1,52.43,54.24,342.18,121.06
2025-01-05 13:00:00+01:00,561.65,95.94,208.52,36.51,41.65,48.44,313.52,116.87
2025-01-05 14:00:00+01:00,529.48,93.51,220.04,38.98,23.01,58.86,370.94,140.53
2025-01-05 15:00:00+01:00,510.91,87.67,213.98,37.35,3.71,43.0,563.11,165.77
2025-01-05 16:00:00+01:00,511.1,94.78,219.41,38.3,0.0,45.29,804.21,232.78
2025-01-05 17:00:00+01:00,511.45,107.02,230.78,40.48,0.0,41.57,919.32,306.8
2025-01-05 18:00:00+01:00,512.98,97.96,231.37,40.5,0.0,42.09,944.92,366.77
2025-01-05 19:00:00+01:00,511.25,95.51,227.44,39.73,0.0,42.06,950.61,414.56
2025-01-05 20:00:00+01:00,514.2,85.79,211.36,36.73,0.0,40.39,952.75,446.82
2025-01-05 21:00:00+01:00,508.83,84.13,208.53,36.21,0.0,40.26,953.45,464.31
2025-01-05 22:00:00+01:00,509.46,81.04,203.43,35.21,0.0,39.69,954.7,485.82
2025-01-05 23:00:00+01:00,504.52,79.74,201.36,27.12,0.0,39.72,953.64,476.4
2025-01-06 00:00:00+01:00,482.62,62.24,157.81,19.36,0.0,37.51,898.96,428.33
2025-01-06 01:00:00+01:00,440.04,55.37,103.5,17.22,0.0,36.67,891.73,367.47
2025-01-06 02:00:00+01:00,371.14,33.08,67.51,10.25,0.0,34.38,886.63,367.03
2025-01-06 03:00:00+01:00,292.86,31.75,65.39,9.82,0.0,37.1,818.68,360.54
2025-01-06 04:00:00+01:00,285.09,30.44,63.14,9.41,0.0,34.81,737.56,290.62
2025-01-06 05:00:00+01:00,310.91,31.69,65.08,9.81,0.0,35.21,805.62,230.47
2025-01-06 06:00:00+01:00,434.3,40.85,97.43,12.68,0.0,36.2,733.11,291.78
2025-01-06 07:00:00+01:00,448.76,72.3,187.21,22.49,0.0,49.6,585.85,329.11
2025-01-06 08:00:00+01:00,508.45,81.33,203.6,25.32,0.0,47.98,514.55,326.2
2025-01-06 09:00:00+01:00,511.21,84.95,209.67,26.44,2.54,41.34,701.72,330.87
2025-01-06 10:00:00+01:00,511.78,88.19,215.02,27.44,20.57,41.95,934.24,352.57
2025-01-06 11:00:00+01:00,511.34,87.75,212.45,27.27,53.54,41.91,931.26,365.78
2025-01-06 12:00:00+01:00,491.87,87.82,208.32,27.26,72.2,41.65,924.34,362.36
2025-01-06 13:00:00+01:00,463.02,89.8,215.91,27.86,51.68,42.81,917.3,384.14
2025-01-06 14:00:00+01:00,471.18,90.65,218.93,28.12,20.4,42.58,927.38,398.09
2025-01-06 15:00:00+01:00,479.67,91.8,215.12,28.48,2.55,41.83,933.69,412.2
2025-01-06 16:00:00+01:00,506.63,89.69,186.38,27.83,0.0,41.52,931.48,407.62
2025-01-06 17:00:00+01:00,505.88,90.39,186.75,28.04,0.0,42.22,935.4,414.17
2025-01-06 18:00:00+01:00,509.19,93.65,193.55,29.07,0.0,41.9,933.76,449.29
2025-01-06 19:00:00+01:00,479.59,92.97,192.22,28.85,0.0,42.57,930.35,491.48
2025-01-06 20:00:00+01:00,418.42,73.0,154.76,22.61,0.0,39.65,930.57,512.78
2025-01-06 21:00:00+01:00,353.88,59.4,125.21,18.39,0.0,37.08,926.13,512.95
2025-01-06 22:00:00+01:00,317.16,56.48,120.68,17.48,0.0,36.26,935.6,508.19
2025-01-06 23:00:00+01:00,291.81,42.04,96.17,12.98,0.0,34.76,939.19,511.23
2025-01-07 00:00:00+01:00,276.59,26.7,50.27,8.19,0.0,33.64,937.47,510.41
2025-01-07 01:00:00+01:00,234.42,26.2,72.0,8.04,0.0,34.12,931.74,515.26
2025-01-07 02:00:00+01:00,278.46,25.73,78.88,7.9,0.0,34.11,933.67,513.82
2025-01-07 03:00:00+01:00,274.68,26.28,73.62,8.07,0.0,34.3,934.25,515.0
2025-01-07 04:00:00+01:00,275.61,25.8,81.01,7.93,0.0,33.5,928.99,515.3
2025-01-07 05:00:00+01:00,282.37,33.42,100.92,10.31,0.0,33.33,928.55,512.59
2025-01-07 06:00:00+01:00,328.23,63.59,173.41,19.75,0.0,35.53,927.67,502.25
2025-01-07 07:00:00+01:00,390.43,82.41,215.52,25.63,0.0,37.59,922.63,498.46
2025-01-07 08:00:00+01:00,472.01,87.12,235.21,27.08,3.05,40.48,932.47,500.82
2025-01-07 09:00:00+01:00,417.84,84.05,238.91,26.12,41.02,42.48,941.99,507.31
2025-01-07 10:00:00+01:00,392.56,81.52,235.32,25.32,94.21,41.98,943.81,498.14
2025-01-07 11:00:00+01:00,393.62,76.41,238.05,23.73,169.0,41.43,945.87,500.25
2025-01-07 12:00:00+01:00,386.94,70.9,229.48,22.0,177.03,40.74,944.92,499.75
2025-01-07 13:00:00+01:00,390.9,72.08,230.11,22.36,129.16,40.96,942.67,486.67
2025-01-07 14:00:00+01:00,396.11,70.05,225.6,21.73,88.28,39.34,942.03,476.14
2025-01-07 15:00:00+01:00,408.25,70.73,219.84,21.95,16.14,38.61,945.84,473.62
2025-01-07 16:00:00+01:00,432.36,83.86,238.25,26.04,0.06,39.5,939.12,467.27
2025-01-07 17:00:00+01:00,439.99,85.22,239.29,26.47,0.0,39.1,940.6,463.33
2025-01-07 18:00:00+01:00,427.69,85.33,240.2,26.51,0.0,39.14,940.29,458.98
2025-01-07 19:00:00+01:00,417.3,83.33,236.36,25.88,0.0,38.18,945.59,477.23
2025-01-07 20:00:00+01:00,402.75,76.97,221.45,23.9,0.0,37.63,945.29,490.45
2025-01-07 21:00:00+01:00,354.55,59.55,173.69,18.46,0.0,36.35,944.7,471.53
2025-01-07 22:00:00+01:00,303.92,44.13,123.38,13.65,0.0,35.06,943.31,463.75
2025-01-07 23:00:00+01:00,324.97,34.85,91.71,10.74,0.0,34.64,940.66,476.38
2025-01-08 00:00:00+01:00,413.95,40.38,104.56,12.47,0.0,35.67,937.48,484.11
2025-01-08 01:00:00+01:00,433.03,44.42,113.07,13.73,0.0,35.97,944.52,498.63
2025-01-08 02:00:00+01:00,372.05,44.59,114.24,13.78,0.0,36.1,944.49,507.96
2025-01-08 03:00:00+01:00,309.05,44.0,111.98,13.6,0.0,36.17,945.17,512.33
2025-01-08 04:00:00+01:00,340.2,45.27,120.36,14.0,0.0,36.27,940.37,512.04
2025-01-08 05:00:00+01:00,408.76,53.4,162.45,16.54,0.0,37.83,939.28,512.43
2025-01-08 06:00:00+01:00,490.03,74.34,180.46,22.98,0.0,41.89,947.64,513.28
2025-01-08 07:00:00+01:00,503.59,113.97,213.21,26.94,0.0,49.4,946.37,512.81
2025-01-08 08:00:00+01:00,501.48,117.89,219.03,28.05,0.87,44.49,944.6,505.23
2025-01-08 09:00:00+01:00,502.46,119.83,221.31,31.49,27.91,60.0,946.2,510.01
2025-01-08 10:00:00+01:00,387.09,102.54,219.88,35.98,63.83,43.35,930.23,513.22
2025-01-08 11:00:00+01:00,213.92,88.19,215.18,37.12,108.15,36.7,930.39,523.23
2025-01-08 12:00:00+01:00,242.78,71.85,150.32,32.58,160.2,34.62,934.87,526.83
2025-01-08 13:00:00+01:00,342.58,70.49,132.56,32.05,161.68,34.43,933.26,528.1
2025-01-08 14:00:00+01:00,379.15,79.64,188.06,34.84,68.96,36.81,934.06,517.07
2025-01-08 15:00:00+01:00,393.83,92.68,220.46,38.92,20.95,40.94,934.36,504.2
2025-01-08 16:00:00+01:00,478.69,94.89,224.68,39.55,0.14,47.47,934.89,504.42
2025-01-08 17:00:00+01:00,512.48,109.76,231.08,40.59,0.0,51.0,935.91,487.92
2025-01-08 18:00:00+01:00,484.54,97.07,226.96,39.79,0.0,50.84,936.5,471.41
2025-01-08 19:00:00+01:00,465.18,94.76,225.54,39.59,0.0,50.43,933.62,443.61
2025-01-08 20:00:00+01:00,493.65,94.26,224.03,39.43,0.0,49.77,930.79,435.42
2025-01-08 21:00:00+01:00,500.21,89.27,216.02,37.86,0.0,48.77,915.93,418.22
2025-01-08 22:00:00+01:00,498.93,89.27,216.47,37.88,0.0,49.71,784.52,353.2
2025-01-08 23:00:00+01:00,499.85,89.13,216.63,37.83,0.0,49.56,756.44,305.61
2025-01-09 00:00:00+01:00,502.82,91.7,220.99,38.63,0.0,50.33,710.71,239.19
2025-01-09 01:00:00+01:00,501.6,92.72,222.97,38.95,0.0,50.21,644.65,180.78
2025-01-09 02:00:00+01:00,500.18,92.45,222.46,32.78,0.0,50.68,577.45,131.77
2025-01-09 03:00:00+01:00,499.51,92.57,222.19,28.78,0.0,49.54,437.74,91.66
2025-01-09 04:00:00+01:00,502.16,92.86,222.55,28.87,0.0,50.09,260.48,57.37
2025-01-09 05:00:00+01:00,505.58,97.24,229.65,30.25,0.0,66.2,136.83,45.18
2025-01-09 06:00:00+01:00,498.55,105.23,235.3,31.35,0.0,67.93,81.2,34.49
2025-01-09 07:00:00+01:00,512.12,143.16,229.42,30.24,0.0,50.69,65.48,27.54
2025-01-09 08:00:00+01:00,469.5,141.12,224.26,29.25,0.29,50.87,77.79,16.45
2025-01-09 09:00:00+01:00,465.2,145.89,232.16,37.03,19.3,53.99,82.72,24.42
2025-01-09 10:00:00+01:00,499.95,164.64,231.05,40.55,52.31,49.53,14.64,9.87
2025-01-09 11:00:00+01:00,501.11,164.93,231.85,40.68,52.54,50.23,28.96,10.29
2025-01-09 12:00:00+01:00,497.9,166.27,235.23,41.42,58.24,54.42,24.92,8.41
2025-01-09 13:00:00+01:00,499.31,163.24,230.98,41.02,55.13,50.35,18.02,7.7
2025-01-09 14:00:00+01:00,498.23,164.51,232.55,41.35,34.02,50.44,3.87,8.23
2025-01-09 15:00:00+01:00,497.71,153.13,196.76,37.74,12.37,49.28,2.47,7.57
2025-01-09 16:00:00+01:00,504.41,163.55,227.32,41.03,0.0,50.02,10.55,7.28
2025-01-09 17:00:00+01:00,505.1,156.89,202.86,38.93,0.0,52.3,5.92,7.84
2025-01-09 18:00:00+01:00,506.29,163.35,228.82,40.46,0.0,52.09,25.55,9.64
2025-01-09 19:00:00+01:00,502.47,165.43,232.94,41.04,0.0,52.44,48.1,20.27
2025-01-09 20:00:00+01:00,498.88,164.48,232.45,40.72,0.0,51.59,124.68,24.12
2025-01-09 21:00:00+01:00,501.77,129.8,229.73,40.19,0.0,51.36,159.11,25.36
2025-01-09 22:00:00+01:00,480.05,118.71,225.71,39.53,0.0,51.16,194.12,32.66
2025-01-09 23:00:00+01:00,508.89,104.62,220.59,40.33,0.0,51.63,198.68,43.17
2025-01-10 00:00:00+01:00,510.81,95.54,217.4,33.32,0.0,51.23,245.54,42.79
2025-01-10 01:00:00+01:00,457.51,94.29,205.73,29.33,0.0,51.38,225.15,32.97
2025-01-10 02:00:00+01:00,476.43,102.78,207.42,29.78,0.0,51.64,208.89,44.69
2025-01-10 03:00:00+01:00,514.23,108.97,211.08,30.49,0.0,51.79,311.14,46.46
2025-01-10 04:00:00+01:00,476.11,95.17,206.31,30.61,0.0,51.01,282.57,46.36
2025-01-10 05:00:00+01:00,496.33,93.25,223.04,38.19,0.0,51.15,321.75,38.17
2025-01-10 06:00:00+01:00,488.45,98.85,232.39,40.59,0.0,52.43,339.84,29.99
2025-01-10 07:00:00+01:00,456.56,138.73,238.22,41.76,0.0,57.41,209.81,20.05
2025-01-10 08:00:00+01:00,466.94,143.66,234.54,41.09,0.78,51.51,153.06,28.89
2025-01-10 09:00:00+01:00,467.48,151.65,233.87,40.98,29.77,51.74,167.21,36.25
2025-01-10 10:00:00+01:00,491.87,162.36,232.18,40.61,75.52,50.44,185.33,49.72
2025-01-10 11:00:00+01:00,505.13,143.68,231.26,40.43,98.74,49.78,247.12,87.64
2025-01-10 12:00:00+01:00,503.36,140.54,227.84,39.79,122.18,48.36,460.34,88.43
2025-01-10 13:00:00+01:00,501.3,138.77,226.82,39.56,91.19,48.63,512.74,126.26
2025-01-10 14:00:00+01:00,481.98,140.26,229.16,40.05,51.66,48.91,624.62,154.73
2025-01-10 15:00:00+01:00,486.69,141.14,230.4,40.26,12.18,50.74,690.22,200.19
2025-01-10 16:00:00+01:00,481.1,142.17,231.18,40.52,0.2,51.39,723.81,210.27
2025-01-10 17:00:00+01:00,479.88,145.11,235.85,41.46,0.0,54.07,706.81,257.28
2025-01-10 18:00:00+01:00,480.34,140.87,235.53,41.43,0.0,52.39,776.97,280.23
2025-01-10 19:00:00+01:00,483.92,118.35,239.62,42.22,0.0,52.12,756.6,307.34
2025-01-10 20:00:00+01:00,480.67,132.43,245.87,127.25,0.0,52.89,824.97,338.28
2025-01-10 21:00:00+01:00,482.69,96.77,224.08,39.12,0.0,51.02,819.73,330.97
2025-01-10 22:00:00+01:00,489.22,91.92,221.23,38.6,0.0,50.95,828.23,323.13
2025-01-10 23:00:00+01:00,496.91,91.82,221.14,38.56,0.0,50.84,852.62,331.37
2025-01-11 00:00:00+01:00,488.18,86.48,211.44,30.6,0.0,50.01,825.12,365.13
2025-01-11 01:00:00+01:00,498.56,71.35,170.11,22.15,0.0,47.94,811.77,396.46
2025-01-11 02:00:00+01:00,487.08,58.23,167.01,18.05,0.0,46.32,883.89,434.74
2025-01-11 03:00:00+01:00,473.91,52.76,165.96,16.34,0.0,45.67,943.65,443.02
2025-01-11 04:00:00+01:00,485.93,54.91,169.85,17.02,0.0,45.77,942.13,454.65
2025-01-11 05:00:00+01:00,490.55,66.38,188.65,20.59,0.0,47.28,941.07,479.9
2025-01-11 06:00:00+01:00,488.82,79.74,225.15,24.77,0.0,48.31,947.4,493.55
2025-01-11 07:00:00+01:00,491.52,90.42,224.23,33.04,0.0,42.79,950.89,502.63
2025-01-11 08:00:00+01:00,492.87,87.23,213.49,37.12,1.05,42.45,952.19,505.41
2025-01-11 09:00:00+01:00,490.03,74.09,177.39,33.02,32.78,40.53,955.75,513.97
2025-01-11 10:00:00+01:00,500.91,77.19,163.81,33.98,85.51,41.08,952.43,512.53
2025-01-11 11:00:00+01:00,502.73,75.34,158.96,33.4,137.0,41.01,949.35,509.36
2025-01-11 12:00:00+01:00,523.32,69.64,136.79,31.62,203.13,40.4,949.84,514.21
2025-01-11 13:00:00+01:00,527.58,68.32,134.63,31.21,231.97,40.06,951.32,515.21
2025-01-11 14:00:00+01:00,527.79,68.74,135.23,31.34,163.26,40.22,951.26,512.01
2025-01-11 15:00:00+01:00,526.2,65.99,133.13,30.48,50.37,46.33,950.91,501.54
2025-01-11 16:00:00+01:00,526.79,83.2,203.5,35.88,1.05,49.65,951.69,489.7
2025-01-11 17:00:00+01:00,497.72,85.13,210.5,36.47,0.0,49.68,953.51,477.69
2025-01-11 18:00:00+01:00,227.2,87.29,213.6,37.25,0.0,50.28,949.68,471.49
2025-01-11 19:00:00+01:00,223.13,151.1,234.26,103.22,0.0,51.64,948.67,461.39
2025-01-11 20:00:00+01:00,221.75,99.73,227.99,45.52,0.0,51.27,948.2,454.49
2025-01-11 21:00:00+01:00,221.75,85.05,209.36,36.44,0.0,43.93,947.24,437.5
2025-01-11 22:00:00+01:00,211.29,68.76,182.94,31.35,0.0,40.46,945.73,413.02
2025-01-11 23:00:00+01:00,327.87,61.78,171.93,29.16,0.0,39.61,935.5,373.99
2025-01-12 00:00:00+01:00,333.54,51.65,156.05,24.11,0.0,38.06,904.46,354.43
2025-01-12 01:00:00+01:00,378.07,51.37,155.47,23.92,0.0,38.2,889.32,333.62
2025-01-12 02:00:00+01:00,378.05,51.54,155.4,23.96,0.0,38.38,879.88,318.13
2025-01-12 03:00:00+01:00,404.03,51.71,155.26,24.02,0.0,38.26,849.95,304.78
2025-01-12 04:00:00+01:00,474.79,54.78,160.48,24.98,0.0,38.43,791.22,290.51
2025-01-12 05:00:00+01:00,476.53,73.7,191.19,30.89,0.0,41.69,831.51,286.48
2025-01-12 06:00:00+01:00,477.59,87.89,214.65,35.51,0.0,50.43,835.69,301.06
2025-01-12 07:00:00+01:00,479.66,98.38,229.92,40.29,0.0,51.72,818.57,278.04
2025-01-12 08:00:00+01:00,479.73,126.84,232.26,40.72,3.45,51.17,758.68,231.44
2025-01-12 09:00:00+01:00,481.38,134.44,233.04,40.89,76.78,51.68,718.38,194.76
2025-01-12 10:00:00+01:00,483.39,133.95,232.81,40.82,208.66,51.51,678.32,175.37
2025-01-12 11:00:00+01:00,481.34,133.94,232.64,40.79,303.62,51.69,645.49,195.91
2025-01-12 12:00:00+01:00,481.97,133.32,231.6,40.61,335.07,51.31,433.44,227.76
2025-01-12 13:00:00+01:00,482.09,129.13,216.12,39.18,285.79,50.99,377.76,219.64
2025-01-12 14:00:00+01:00,483.3,125.16,196.15,37.91,171.74,50.79,378.68,217.34
2025-01-12 15:00:00+01:00,480.85,126.79,175.01,37.18,59.49,50.12,298.05,146.51
2025-01-12 16:00:00+01:00,484.79,142.12,221.76,39.79,1.75,50.99,217.62,131.54
2025-01-12 17:00:00+01:00,484.78,154.97,234.67,41.24,0.0,52.03,136.47,113.42
2025-01-12 18:00:00+01:00,483.29,152.38,230.54,40.48,0.0,51.37,90.48,80.53
2025-01-12 19:00:00+01:00,481.62,152.39,233.92,41.19,0.0,51.68,55.49,67.62
