,"('Fossil Gas', 'Actual Aggregated')","('Hydro Pumped Storage', 'Actual Aggregated')","('Hydro Pumped Storage', 'Actual Consumption')","('Hydro Run-of-river and poundage', 'Actual Aggregated')","('Hydro Water Reservoir', 'Actual Aggregated')","('Waste', 'Actual Aggregated')","('Wind Offshore', 'Actual Aggregated')","('Wind Offshore', 'Actual Consumption')","('Wind Onshore', 'Actual Aggregated')",Fossil Gas,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Waste,Wind Onshore
2024-06-14 09:00:00+02:00,,,,,,,,,,2.24,0.77,710.19,5782.72,6.88,641.04
2024-06-14 10:00:00+02:00,,,,,,,,,,2.6,0.77,716.78,5481.15,7.39,684.25
2024-06-14 11:00:00+02:00,,,,,,,,,,1.6,0.77,714.92,5061.45,7.34,655.24
2024-06-14 12:00:00+02:00,,,,,,,,,,1.61,0.77,717.2,5140.93,6.61,735.98
2024-06-14 13:00:00+02:00,,,,,,,,,,1.3,0.77,711.52,4677.27,7.53,781.71
2024-06-14 14:00:00+02:00,,,,,,,,,,1.2,0.77,698.52,4243.11,7.3,770.65
2024-06-14 15:00:00+02:00,,,,,,,,,,2.78,0.77,734.09,5016.59,4.66,697.09
2024-06-14 16:00:00+02:00,,,,,,,,,,1.59,0.77,741.45,5091.51,5.2,673.3
2024-06-14 17:00:00+02:00,,,,,,,,,,0.13,0.77,763.46,5217.68,7.33,760.63
2024-06-14 18:00:00+02:00,,,,,,,,,,0.0,0.77,777.82,5223.33,7.91,804.6
2024-06-14 19:00:00+02:00,,,,,,,,,,0.0,0.77,810.64,5103.02,6.93,823.36
2024-06-14 20:00:00+02:00,,,,,,,,,,2.31,0.77,812.82,5090.69,7.88,940.92
2024-06-14 21:00:00+02:00,,,,,,,,,,3.18,0.77,815.94,5039.52,8.35,1023.91
2024-06-14 22:00:00+02:00,,,,,,,,,,0.01,0.77,811.74,4819.28,6.22,1083.32
2024-06-14 23:00:00+02:00,,,,,,,,,,2.65,0.77,811.24,4599.86,6.6,1017.07
2024-06-15 00:00:00+02:00,,,,,,,,,,14.0,0.77,825.16,4524.06,4.93,1032.61
2024-06-15 01:00:00+02:00,,,,,,,,,,0.43,0.77,828.43,3983.91,6.2,1042.37
2024-06-15 02:00:00+02:00,,,,,,,,,,0.0,0.77,832.9,3204.61,7.49,987.75
2024-06-15 03:00:00+02:00,,,,,,,,,,12.72,0.77,840.85,3037.26,5.71,920.32
2024-06-15 04:00:00+02:00,,,,,,,,,,0.0,0.77,845.02,2715.12,7.95,817.89
2024-06-15 05:00:00+02:00,,,,,,,,,,0.0,0.77,835.0,2470.34,8.76,734.15
2024-06-15 06:00:00+02:00,,,,,,,,,,14.0,0.77,802.48,1915.32,7.52,769.25
2024-06-15 07:00:00+02:00,,,,,,,,,,14.0,0.77,777.54,1380.23,5.72,913.13
2024-06-15 08:00:00+02:00,,,,,,,,,,14.0,0.77,754.24,993.08,5.1,1014.63
2024-06-15 09:00:00+02:00,,,,,,,,,,14.0,0.77,743.38,973.52,4.82,884.69
2024-06-15 10:00:00+02:00,,,,,,,,,,14.0,0.77,735.51,1160.5,4.19,908.11
2024-06-15 11:00:00+02:00,,,,,,,,,,14.0,0.77,735.98,1161.39,4.02,923.18
2024-06-15 12:00:00+02:00,,,,,,,,,,14.0,0.77,740.31,1190.69,4.33,949.94
2024-06-15 13:00:00+02:00,,,,,,,,,,13.9,0.77,746.0,1235.2,4.47,978.17
2024-06-15 14:00:00+02:00,,,,,,,,,,0.4,0.77,745.4,1284.0,4.65,965.18
2024-06-15 15:00:00+02:00,,,,,,,,,,13.99,0.77,752.1,1198.16,4.76,938.88
2024-06-15 16:00:00+02:00,,,,,,,,,,14.0,0.77,775.71,1331.97,4.63,1197.07
2024-06-15 17:00:00+02:00,,,,,,,,,,14.0,0.77,795.77,1712.58,4.96,1173.94
2024-06-15 18:00:00+02:00,,,,,,,,,,0.0,0.77,810.0,2007.97,5.6,1139.99
2024-06-15 19:00:00+02:00,,,,,,,,,,0.0,0.77,834.25,2923.23,5.55,1061.99
2024-06-15 20:00:00+02:00,,,,,,,,,,0.0,0.77,868.31,4077.51,4.76,847.85
2024-06-15 21:00:00+02:00,,,,,,,,,,0.0,0.77,893.78,4406.58,4.99,668.99
2024-06-15 22:00:00+02:00,,,,,,,,,,0.0,0.77,906.95,4324.13,5.38,761.59
2024-06-15 23:00:00+02:00,,,,,,,,,,13.89,0.77,913.72,3916.89,6.27,669.07
2024-06-16 00:00:00+02:00,,,,,,,,,,14.0,0.77,920.36,2651.04,6.1,578.53
2024-06-16 01:00:00+02:00,,,,,,,,,,0.0,0.77,924.8,2097.96,8.32,714.66
2024-06-16 02:00:00+02:00,,,,,,,,,,0.0,0.77,925.95,1790.95,8.82,702.54
2024-06-16 03:00:00+02:00,,,,,,,,,,7.88,0.77,917.29,1612.49,7.35,593.32
2024-06-16 04:00:00+02:00,,,,,,,,,,14.0,0.77,909.91,1537.12,7.16,646.94
2024-06-16 05:00:00+02:00,,,,,,,,,,9.07,0.77,910.36,1582.84,8.08,772.1
2024-06-16 06:00:00+02:00,,,,,,,,,,9.61,0.77,906.01,1574.4,6.04,894.75
2024-06-16 07:00:00+02:00,,,,,,,,,,9.33,0.77,906.61,1312.4,4.87,969.8
2024-06-16 08:00:00+02:00,,,,,,,,,,0.0,0.77,888.5,1109.23,5.74,772.95
2024-06-16 09:00:00+02:00,,,,,,,,,,0.31,0.77,874.44,1018.92,4.61,720.63
2024-06-16 10:00:00+02:00,,,,,,,,,,11.51,0.77,876.49,1116.42,4.76,637.16
2024-06-16 11:00:00+02:00,,,,,,,,,,11.37,0.77,871.29,1182.73,5.32,618.93
2024-06-16 12:00:00+02:00,,,,,,,,,,10.79,0.77,864.61,1139.91,5.63,615.88
2024-06-16 13:00:00+02:00,,,,,,,,,,7.0,0.77,864.23,1134.98,4.67,652.09
2024-06-16 14:00:00+02:00,,,,,,,,,,7.58,0.77,869.51,1135.82,4.48,799.77
2024-06-16 15:00:00+02:00,,,,,,,,,,6.26,0.77,881.32,1278.92,4.55,904.63
2024-06-16 16:00:00+02:00,,,,,,,,,,0.19,0.77,892.13,1700.69,4.8,833.13
2024-06-16 17:00:00+02:00,,,,,,,,,,14.0,0.77,892.46,2330.68,4.51,803.42
2024-06-16 18:00:00+02:00,,,,,,,,,,13.99,0.77,899.29,3223.69,4.84,779.58
2024-06-16 19:00:00+02:00,,,,,,,,,,14.0,0.77,909.87,4579.32,5.46,659.26
2024-06-16 20:00:00+02:00,,,,,,,,,,14.0,0.77,917.96,5157.22,6.01,563.11
2024-06-16 21:00:00+02:00,,,,,,,,,,14.0,0.77,922.8,5137.69,6.55,573.48
2024-06-16 22:00:00+02:00,,,,,,,,,,14.0,0.77,925.47,5003.64,5.93,597.82
2024-06-16 23:00:00+02:00,,,,,,,,,,14.0,0.77,924.56,4958.01,4.73,577.38
2024-06-17 00:00:00+02:00,,,,,,,,,,5.95,0.77,922.16,4671.43,4.64,476.27
2024-06-17 01:00:00+02:00,,,,,,,,,,4.59,0.77,923.39,4645.77,5.14,414.06
2024-06-17 02:00:00+02:00,,,,,,,,,,3.27,0.77,920.67,4684.36,4.75,388.48
2024-06-17 03:00:00+02:00,,,,,,,,,,3.81,0.77,923.63,4767.74,5.09,255.36
2024-06-17 04:00:00+02:00,,,,,,,,,,7.08,0.77,922.51,4994.88,6.22,199.26
2024-06-17 05:00:00+02:00,,,,,,,,,,6.36,0.77,917.83,5080.49,7.91,230.81
2024-06-17 06:00:00+02:00,,,,,,,,,,4.66,0.77,892.53,5360.05,8.28,304.48
2024-06-17 07:00:00+02:00,,,,,,,,,,7.23,0.77,883.35,4925.88,7.37,309.72
2024-06-17 08:00:00+02:00,,,,,,,,,,7.86,0.77,872.85,5119.1,5.91,352.9
2024-06-17 09:00:00+02:00,,,,,,,,,,0.0,0.77,871.48,5111.3,7.46,428.99
2024-06-17 10:00:00+02:00,,,,,,,,,,10.3,0.77,881.93,4923.2,7.14,474.43
2024-06-17 11:00:00+02:00,,,,,,,,,,9.72,0.77,883.78,4600.67,6.4,568.3
2024-06-17 12:00:00+02:00,,,,,,,,,,11.75,0.77,877.63,4150.59,5.39,568.78
2024-06-17 13:00:00+02:00,,,,,,,,,,13.84,0.77,877.47,3903.88,5.66,691.34
2024-06-17 14:00:00+02:00,,,,,,,,,,13.28,0.77,879.3,4443.34,5.44,717.74
2024-06-17 15:00:00+02:00,,,,,,,,,,8.39,0.77,876.27,4762.73,6.56,805.6
2024-06-17 16:00:00+02:00,,,,,,,,,,7.6,0.77,878.48,5102.82,6.99,630.73
2024-06-17 17:00:00+02:00,,,,,,,,,,0.04,0.77,877.87,5220.73,7.61,644.03
2024-06-17 18:00:00+02:00,,,,,,,,,,14.0,0.77,874.54,5130.87,8.87,783.57
2024-06-17 19:00:00+02:00,,,,,,,,,,12.63,0.77,875.64,5013.65,7.41,693.65
2024-06-17 20:00:00+02:00,,,,,,,,,,13.27,0.77,901.49,5083.04,5.6,597.36
2024-06-17 21:00:00+02:00,,,,,,,,,,11.77,0.77,923.31,5138.92,6.81,423.06
2024-06-17 22:00:00+02:00,,,,,,,,,,14.0,0.77,934.83,5240.2,6.16,410.22
2024-06-17 23:00:00+02:00,,,,,,,,,,10.26,0.77,941.56,4988.01,5.78,349.98
2024-06-18 00:00:00+02:00,,,,,,,,,,0.9,0.77,950.2,4621.66,4.68,284.89
2024-06-18 01:00:00+02:00,,,,,,,,,,0.04,0.77,950.13,4613.59,4.67,304.12
2024-06-18 02:00:00+02:00,,,,,,,,,,0.07,0.77,953.25,4579.19,6.84,282.39
2024-06-18 03:00:00+02:00,,,,,,,,,,0.21,0.77,954.88,4525.48,6.14,247.32
2024-06-18 04:00:00+02:00,,,,,,,,,,0.0,0.77,947.9,4519.06,5.79,218.91
2024-06-18 05:00:00+02:00,,,,,,,,,,0.08,0.77,938.39,4560.44,7.93,129.52
2024-06-18 06:00:00+02:00,,,,,,,,,,0.06,0.77,906.34,4856.85,9.64,87.98
2024-06-18 07:00:00+02:00,,,,,,,,,,6.42,0.77,897.02,4982.69,8.59,58.66
2024-06-18 08:00:00+02:00,,,,,,,,,,7.4,0.77,882.1,4972.19,8.24,36.72
2024-06-18 09:00:00+02:00,,,,,,,,,,10.34,0.77,881.16,4656.53,6.14,118.18
