,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Wind Onshore
2021-01-01 00:00:00+01:00,185.5,145.25,276.53,3004.7,0.0,14.31
2021-01-01 01:00:00+01:00,238.03,116.15,253.05,3006.0,0.0,14.8
2021-01-01 02:00:00+01:00,157.55,115.3,224.4,3005.6,0.0,10.94
2021-01-01 03:00:00+01:00,97.95,116.25,197.05,3004.8,0.0,9.42
2021-01-01 04:00:00+01:00,73.33,113.2,169.05,3004.9,0.0,4.31
2021-01-01 05:00:00+01:00,87.7,120.58,181.23,3003.1,0.0,3.8
2021-01-01 06:00:00+01:00,98.58,132.83,233.88,3000.4,0.0,3.83
2021-01-01 07:00:00+01:00,121.55,143.85,271.28,3000.4,0.0,5.62
2021-01-01 08:00:00+01:00,50.15,140.45,274.53,3000.9,0.0,6.16
2021-01-01 09:00:00+01:00,90.3,146.88,228.38,3002.4,0.0,5.12
2021-01-01 10:00:00+01:00,92.25,138.23,248.55,2999.9,0.35,3.49
2021-01-01 11:00:00+01:00,60.93,135.4,261.83,2999.4,5.27,2.52
2021-01-01 12:00:00+01:00,86.35,139.15,365.28,2999.9,15.11,2.37
2021-01-01 13:00:00+01:00,91.15,140.25,248.38,2999.6,19.63,2.34
2021-01-01 14:00:00+01:00,98.25,138.95,247.05,3000.2,10.8,2.93
2021-01-01 15:00:00+01:00,134.13,138.38,291.48,2999.7,1.7,2.66
2021-01-01 16:00:00+01:00,263.23,145.73,602.78,3000.7,0.0,3.02
2021-01-01 17:00:00+01:00,845.8,170.88,2137.48,2999.1,0.0,3.04
2021-01-01 18:00:00+01:00,883.48,170.78,2436.85,2999.5,0.0,2.93
2021-01-01 19:00:00+01:00,775.1,164.83,2236.05,3001.0,0.0,1.93
2021-01-01 20:00:00+01:00,571.2,147.38,1507.65,3001.4,0.0,1.37
2021-01-01 21:00:00+01:00,278.15,147.85,577.83,3001.6,0.0,1.52
2021-01-01 22:00:00+01:00,203.03,141.65,521.13,3001.2,0.0,1.07
2021-01-01 23:00:00+01:00,159.33,142.08,327.1,3002.8,0.0,0.89
2021-01-02 00:00:00+01:00,80.18,136.98,198.08,3005.5,0.0,1.04
2021-01-02 01:00:00+01:00,70.78,114.28,229.63,3013.1,0.0,0.88
2021-01-02 02:00:00+01:00,38.43,113.08,206.05,3009.3,0.0,0.67
2021-01-02 03:00:00+01:00,38.83,112.85,222.93,3003.4,0.0,0.76
2021-01-02 04:00:00+01:00,49.08,109.35,222.55,3001.5,0.0,0.83
2021-01-02 05:00:00+01:00,48.55,113.43,218.4,2998.9,0.0,0.79
2021-01-02 06:00:00+01:00,88.75,124.88,239.7,2998.3,0.0,0.68
2021-01-02 07:00:00+01:00,91.23,137.98,263.0,2998.5,0.0,0.81
2021-01-02 08:00:00+01:00,127.4,139.15,392.1,2998.9,0.0,1.1
2021-01-02 09:00:00+01:00,209.53,139.7,421.53,3000.3,0.0,1.54
2021-01-02 10:00:00+01:00,222.53,146.15,413.18,2999.4,4.61,1.3
2021-01-02 11:00:00+01:00,206.6,154.4,442.63,2999.3,15.67,1.64
2021-01-02 12:00:00+01:00,239.85,149.68,593.68,2999.8,20.98,1.44
2021-01-02 13:00:00+01:00,258.4,143.3,551.35,2999.4,27.12,1.06
2021-01-02 14:00:00+01:00,215.05,149.9,596.28,3000.4,15.37,1.47
2021-01-02 15:00:00+01:00,260.63,154.78,838.73,2999.9,1.31,1.5
2021-01-02 16:00:00+01:00,386.95,158.28,1664.88,3001.4,0.0,1.43
2021-01-02 17:00:00+01:00,578.8,154.35,2297.08,3002.3,0.0,1.35
2021-01-02 18:00:00+01:00,626.65,152.08,2039.83,3000.3,0.0,1.38
2021-01-02 19:00:00+01:00,506.38,149.78,1756.65,3002.0,0.0,1.27
2021-01-02 20:00:00+01:00,146.58,144.43,847.8,3001.5,0.0,1.21
2021-01-02 21:00:00+01:00,126.7,134.63,501.95,3002.6,0.0,1.07
2021-01-02 22:00:00+01:00,174.5,132.55,311.85,3005.1,0.0,1.43
2021-01-02 23:00:00+01:00,166.8,135.9,265.53,3005.9,0.0,1.26
2021-01-03 00:00:00+01:00,107.3,121.75,197.23,3004.6,0.0,0.93
2021-01-03 01:00:00+01:00,121.1,106.6,185.33,3007.0,0.0,1.16
2021-01-03 02:00:00+01:00,103.1,107.75,186.05,3008.0,0.0,1.27
2021-01-03 03:00:00+01:00,90.18,107.63,196.2,3006.0,0.0,0.59
2021-01-03 04:00:00+01:00,91.08,106.23,184.55,3006.1,0.0,0.57
2021-01-03 05:00:00+01:00,96.38,104.88,193.13,3003.6,0.0,0.63
2021-01-03 06:00:00+01:00,83.7,127.15,225.65,3002.0,0.0,0.76
2021-01-03 07:00:00+01:00,96.0,137.15,846.95,3002.5,0.0,0.73
2021-01-03 08:00:00+01:00,143.25,139.43,700.05,3002.5,0.0,0.7
2021-01-03 09:00:00+01:00,144.8,138.75,284.4,3004.1,23.55,1.72
2021-01-03 10:00:00+01:00,250.63,131.93,315.63,3003.6,51.63,2.3
2021-01-03 11:00:00+01:00,298.8,128.6,364.78,3003.5,32.69,3.22
2021-01-03 12:00:00+01:00,285.78,131.18,340.6,3003.1,53.59,4.13
2021-01-03 13:00:00+01:00,181.48,130.98,314.05,3002.4,92.12,4.2
2021-01-03 14:00:00+01:00,151.68,130.13,366.18,3002.4,140.14,4.46
2021-01-03 15:00:00+01:00,176.93,130.2,262.1,3001.0,66.96,3.08
2021-01-03 16:00:00+01:00,245.0,130.28,391.88,3002.5,18.98,2.71
2021-01-03 17:00:00+01:00,283.0,129.6,670.53,3001.6,0.0,2.83
2021-01-03 18:00:00+01:00,529.2,127.6,1565.38,3000.9,0.0,2.57
2021-01-03 19:00:00+01:00,660.3,127.35,1838.98,3001.7,0.0,2.83
2021-01-03 20:00:00+01:00,515.05,141.63,1659.23,3003.5,0.0,1.4
2021-01-03 21:00:00+01:00,555.55,138.0,1047.73,3002.5,0.0,2.89
2021-01-03 22:00:00+01:00,260.43,132.58,446.0,3005.3,0.0,3.07
2021-01-03 23:00:00+01:00,263.08,131.2,295.25,3005.3,0.0,2.07
2021-01-04 00:00:00+01:00,192.9,130.83,381.15,3005.6,0.0,1.04
2021-01-04 01:00:00+01:00,184.78,107.8,346.35,3006.1,0.0,0.74
2021-01-04 02:00:00+01:00,158.1,106.5,354.48,3007.6,0.0,0.52
2021-01-04 03:00:00+01:00,149.18,106.13,339.0,3006.9,0.0,0.43
2021-01-04 04:00:00+01:00,156.7,112.93,363.23,3007.2,0.0,0.22
2021-01-04 05:00:00+01:00,160.55,126.03,686.73,3006.2,0.0,0.16
2021-01-04 06:00:00+01:00,182.68,142.48,906.0,3005.9,0.0,0.26
2021-01-04 07:00:00+01:00,523.75,148.7,2170.65,3004.2,0.0,0.54
2021-01-04 08:00:00+01:00,858.25,167.6,2507.8,3005.1,0.0,0.82
2021-01-04 09:00:00+01:00,1143.83,168.33,2766.88,3003.2,4.27,1.55
2021-01-04 10:00:00+01:00,1054.93,170.33,2604.6,3002.9,27.78,2.73
2021-01-04 11:00:00+01:00,1299.78,156.83,2908.7,3002.5,70.27,3.35
2021-01-04 12:00:00+01:00,1460.98,175.5,2412.33,3002.0,82.33,3.69
2021-01-04 13:00:00+01:00,1701.3,172.2,2628.23,3001.9,57.81,5.11
2021-01-04 14:00:00+01:00,1834.28,166.25,2561.28,3003.9,59.12,5.87
2021-01-04 15:00:00+01:00,2046.45,193.38,2762.38,3002.5,20.29,5.08
2021-01-04 16:00:00+01:00,1811.78,169.1,2523.58,3002.2,2.0,3.97
2021-01-04 17:00:00+01:00,2244.25,171.6,3154.03,3002.5,0.0,4.28
2021-01-04 18:00:00+01:00,2398.25,188.35,3204.48,3003.7,0.0,5.32
2021-01-04 19:00:00+01:00,2341.43,178.85,3003.65,3003.5,0.0,5.4
2021-01-04 20:00:00+01:00,1496.75,166.83,2667.3,3003.9,0.0,4.75
2021-01-04 21:00:00+01:00,752.0,149.53,2095.85,3004.4,0.0,3.83
2021-01-04 22:00:00+01:00,408.28,147.53,1074.55,3006.4,0.0,2.25
2021-01-04 23:00:00+01:00,279.53,141.1,669.15,3007.5,0.0,1.49
2021-01-05 00:00:00+01:00,91.58,120.08,549.5,3006.0,0.0,1.36
2021-01-05 01:00:00+01:00,68.6,92.18,412.38,3005.5,0.0,1.25
2021-01-05 02:00:00+01:00,37.85,107.53,402.45,3006.4,0.0,1.82
2021-01-05 03:00:00+01:00,29.4,117.9,342.25,3005.5,0.0,2.01
2021-01-05 04:00:00+01:00,32.08,119.88,387.63,3005.4,0.0,1.06
2021-01-05 05:00:00+01:00,64.6,135.83,695.38,3005.4,0.0,0.41
2021-01-05 06:00:00+01:00,220.3,153.4,947.23,3003.0,0.0,0.23
2021-01-05 07:00:00+01:00,890.23,151.58,2179.63,3002.0,0.0,0.22
2021-01-05 08:00:00+01:00,1552.75,167.23,2571.75,3004.5,0.0,0.29
2021-01-05 09:00:00+01:00,1864.5,181.95,3074.65,3008.1,9.8,0.21
2021-01-05 10:00:00+01:00,1877.43,187.48,3112.93,3006.7,49.02,0.28
2021-01-05 11:00:00+01:00,2280.9,172.65,3157.23,3004.2,64.69,0.58
2021-01-05 12:00:00+01:00,2227.18,173.88,3033.0,2820.5,79.41,0.17
2021-01-05 13:00:00+01:00,2221.93,175.73,2861.18,3001.5,82.63,0.07
2021-01-05 14:00:00+01:00,2245.6,166.43,2888.8,3001.0,62.78,0.14
2021-01-05 15:00:00+01:00,2215.53,192.13,3079.93,3001.9,20.29,0.23
2021-01-05 16:00:00+01:00,2031.8,193.78,3146.85,3003.3,2.96,0.48
2021-01-05 17:00:00+01:00,2545.75,228.08,3170.28,3002.2,0.0,0.5
2021-01-05 18:00:00+01:00,2453.53,191.03,3189.08,3001.9,0.0,0.4
2021-01-05 19:00:00+01:00,2220.05,188.38,3033.0,3002.1,0.0,0.25
2021-01-05 20:00:00+01:00,1277.18,141.93,2218.08,3003.5,0.0,0.28
2021-01-05 21:00:00+01:00,576.15,135.03,1252.2,3005.4,0.0,0.11
2021-01-05 22:00:00+01:00,357.03,126.95,1137.05,3004.9,0.0,0.08
2021-01-05 23:00:00+01:00,243.93,127.18,775.1,3006.1,0.0,0.08
2021-01-06 00:00:00+01:00,218.8,123.2,620.9,3004.8,0.0,0.15
2021-01-06 01:00:00+01:00,145.8,105.15,488.6,3004.6,0.0,0.32
2021-01-06 02:00:00+01:00,165.2,103.63,457.63,3004.5,0.0,0.35
2021-01-06 03:00:00+01:00,163.85,111.63,324.25,3004.9,0.0,0.44
2021-01-06 04:00:00+01:00,158.08,121.3,302.13,3004.0,0.0,0.51
2021-01-06 05:00:00+01:00,226.78,150.43,441.93,3002.1,0.0,0.42
2021-01-06 06:00:00+01:00,258.45,155.68,810.35,3000.2,0.0,0.45
2021-01-06 07:00:00+01:00,640.23,162.63,1679.6,3003.0,0.0,0.79
2021-01-06 08:00:00+01:00,914.68,159.83,2076.95,2997.9,0.0,0.6
2021-01-06 09:00:00+01:00,958.63,156.68,2748.58,2997.5,3.96,0.37
2021-01-06 10:00:00+01:00,996.8,147.3,2813.68,2999.4,33.7,0.43
2021-01-06 11:00:00+01:00,1540.9,142.45,3057.2,3000.2,70.27,0.86
2021-01-06 12:00:00+01:00,1665.5,161.18,3159.13,3001.2,128.69,1.27
2021-01-06 13:00:00+01:00,1817.68,148.03,2938.33,2999.5,104.53,1.16
2021-01-06 14:00:00+01:00,1547.48,143.78,2391.7,3002.3,83.33,1.35
2021-01-06 15:00:00+01:00,1486.2,139.28,2682.5,3000.5,53.9,1.49
2021-01-06 16:00:00+01:00,1951.35,180.65,3113.53,3000.6,22.59,1.39
2021-01-06 17:00:00+01:00,2256.1,203.28,3506.93,3000.2,0.35,0.77
2021-01-06 18:00:00+01:00,2423.68,197.08,3566.35,2998.6,0.0,0.22
2021-01-06 19:00:00+01:00,1863.3,184.78,3454.98,3000.9,0.0,0.04
2021-01-06 20:00:00+01:00,1151.4,139.15,3118.0,3002.8,0.0,0.08
2021-01-06 21:00:00+01:00,530.08,142.28,1996.13,3003.6,0.0,0.08
2021-01-06 22:00:00+01:00,443.28,129.93,1539.5,3004.2,0.0,0.18
2021-01-06 23:00:00+01:00,368.43,126.53,961.55,3004.5,0.0,0.45
2021-01-07 00:00:00+01:00,328.85,124.3,1437.38,3004.1,0.0,0.55
2021-01-07 01:00:00+01:00,156.85,109.43,1127.28,3004.5,0.0,0.93
2021-01-07 02:00:00+01:00,94.53,100.23,1070.0,3003.9,0.0,1.24
2021-01-07 03:00:00+01:00,87.38,105.53,595.05,3002.6,0.0,1.36
2021-01-07 04:00:00+01:00,93.45,118.13,519.08,2986.1,0.0,0.98
2021-01-07 05:00:00+01:00,162.83,127.98,1270.03,2967.8,0.0,1.09
2021-01-07 06:00:00+01:00,848.08,139.8,2753.78,2965.7,0.0,1.37
2021-01-07 07:00:00+01:00,2193.05,157.65,3216.63,2964.9,0.0,1.54
2021-01-07 08:00:00+01:00,2915.3,221.8,3511.75,2965.2,0.0,1.68
2021-01-07 09:00:00+01:00,3073.03,228.78,3608.48,2965.7,29.43,1.89
2021-01-07 10:00:00+01:00,3063.38,221.23,3603.48,2971.6,99.65,2.13
2021-01-07 11:00:00+01:00,2880.9,211.4,3517.85,2977.2,323.6,2.68
2021-01-07 12:00:00+01:00,2887.45,204.48,3529.15,2977.2,356.25,3.32
2021-01-07 13:00:00+01:00,2647.35,195.48,3437.53,2967.9,454.25,1.84
2021-01-07 14:00:00+01:00,2731.05,209.98,3474.3,2969.8,514.93,0.41
2021-01-07 15:00:00+01:00,2694.88,209.08,3467.38,2967.4,345.8,0.36
2021-01-07 16:00:00+01:00,2705.18,216.6,3514.68,2966.5,39.23,0.51
2021-01-07 17:00:00+01:00,2853.68,207.98,3623.15,2964.7,0.0,0.45
2021-01-07 18:00:00+01:00,2627.03,195.73,3502.58,2968.9,0.0,0.28
2021-01-07 19:00:00+01:00,2338.1,208.9,3469.8,2968.1,0.0,0.12
2021-01-07 20:00:00+01:00,1945.9,141.43,3303.33,2970.8,0.0,0.17
2021-01-07 21:00:00+01:00,1025.03,138.2,2765.73,2970.4,0.0,0.36
2021-01-07 22:00:00+01:00,402.35,139.1,2428.93,2975.1,0.0,0.43
2021-01-07 23:00:00+01:00,356.6,138.6,1452.23,2999.4,0.0,0.65
2021-01-08 00:00:00+01:00,303.68,121.75,1617.8,3001.3,0.0,0.87
2021-01-08 01:00:00+01:00,285.83,122.05,1496.78,3001.3,0.0,0.82
2021-01-08 02:00:00+01:00,90.45,123.03,1253.98,3002.7,0.0,0.72
2021-01-08 03:00:00+01:00,87.1,126.5,937.13,3002.3,0.0,0.57
2021-01-08 04:00:00+01:00,83.13,129.53,1285.98,3003.0,0.0,0.58
2021-01-08 05:00:00+01:00,437.6,152.38,2257.6,3000.4,0.0,0.87
2021-01-08 06:00:00+01:00,1260.43,161.93,2715.8,3001.3,0.0,1.25
2021-01-08 07:00:00+01:00,2557.05,140.28,3127.95,3000.6,0.0,1.22
2021-01-08 08:00:00+01:00,2842.75,164.3,3625.88,3001.1,3.92,1.23
2021-01-08 09:00:00+01:00,2811.78,183.95,3608.15,3004.4,102.57,1.57
2021-01-08 10:00:00+01:00,2781.8,183.18,3515.38,3005.1,296.21,1.41
2021-01-08 11:00:00+01:00,2701.93,182.38,3463.68,3002.0,455.86,1.41
2021-01-08 12:00:00+01:00,2494.0,184.73,3381.83,3001.1,575.32,1.16
2021-01-08 13:00:00+01:00,2472.05,189.23,3086.83,2999.6,595.91,1.05
2021-01-08 14:00:00+01:00,2370.6,183.05,3213.48,2996.9,519.9,0.91
2021-01-08 15:00:00+01:00,2381.8,186.2,3360.18,2948.2,181.93,0.7
2021-01-08 16:00:00+01:00,2824.23,215.55,3330.48,2984.5,79.67,0.66
2021-01-08 17:00:00+01:00,3038.35,215.88,3684.25,2998.7,1.65,0.67
2021-01-08 18:00:00+01:00,2782.95,212.4,3675.23,3000.4,0.0,1.05
2021-01-08 19:00:00+01:00,2419.23,211.33,3471.0,3000.8,0.0,2.04
2021-01-08 20:00:00+01:00,1912.2,143.95,3273.63,3007.1,0.0,2.48
2021-01-08 21:00:00+01:00,923.18,136.3,2897.15,3007.9,0.0,3.37
2021-01-08 22:00:00+01:00,534.43,132.53,2670.68,3009.0,0.0,4.83
2021-01-08 23:00:00+01:00,474.18,133.33,2415.88,3011.0,0.0,6.77
2021-01-09 00:00:00+01:00,400.48,133.28,2075.38,3011.1,0.0,9.98
2021-01-09 01:00:00+01:00,237.23,123.7,1226.13,3012.7,0.0,14.96
2021-01-09 02:00:00+01:00,188.4,121.68,687.45,3012.4,0.0,20.4
2021-01-09 03:00:00+01:00,133.75,119.83,468.98,3012.5,0.0,23.07
2021-01-09 04:00:00+01:00,131.93,120.88,468.78,3013.2,0.0,29.06
2021-01-09 05:00:00+01:00,155.68,124.5,584.33,3011.5,0.0,26.68
2021-01-09 06:00:00+01:00,156.3,143.3,564.28,3012.5,0.0,30.02
2021-01-09 07:00:00+01:00,211.53,152.2,775.33,3012.7,0.0,30.54
2021-01-09 08:00:00+01:00,315.38,140.28,1580.8,3012.3,5.92,29.97
2021-01-09 09:00:00+01:00,1203.63,130.6,3260.2,3013.6,83.98,30.53
2021-01-09 10:00:00+01:00,1183.7,130.53,3288.63,3010.1,228.6,30.61
2021-01-09 11:00:00+01:00,1157.55,131.23,3317.03,3007.4,382.72,28.56
2021-01-09 12:00:00+01:00,901.45,133.53,3149.75,3007.3,417.63,22.23
2021-01-09 13:00:00+01:00,651.03,139.4,2070.6,3003.7,580.89,19.6
2021-01-09 14:00:00+01:00,336.75,134.35,1142.5,3002.4,454.9,16.81
2021-01-09 15:00:00+01:00,294.75,133.53,1354.18,3003.4,257.64,20.19
2021-01-09 16:00:00+01:00,723.88,140.2,2581.58,3002.4,58.51,30.86
2021-01-09 17:00:00+01:00,1986.1,149.13,3157.58,3003.9,1.0,31.08
2021-01-09 18:00:00+01:00,2328.95,155.15,3250.73,3005.7,0.0,30.71
2021-01-09 19:00:00+01:00,2053.58,149.03,3315.45,3004.5,0.0,29.19
2021-01-09 20:00:00+01:00,681.88,143.23,2755.35,3004.5,0.0,29.25
2021-01-09 21:00:00+01:00,398.2,133.5,1268.93,3007.1,0.0,27.16
2021-01-09 22:00:00+01:00,374.18,139.85,1248.2,3006.6,0.0,26.13
2021-01-09 23:00:00+01:00,341.88,149.68,1069.93,3008.1,0.0,28.09
2021-01-10 00:00:00+01:00,149.48,125.18,915.7,3008.6,0.0,29.23
2021-01-10 01:00:00+01:00,117.03,116.23,788.43,3007.8,0.0,26.99
2021-01-10 02:00:00+01:00,60.1,111.83,538.4,3007.2,0.0,28.15
2021-01-10 03:00:00+01:00,57.18,114.83,416.68,3007.8,0.0,31.36
2021-01-10 04:00:00+01:00,32.35,113.2,386.03,3008.2,0.0,31.68
2021-01-10 05:00:00+01:00,59.55,113.8,353.4,3008.4,0.0,34.67
2021-01-10 06:00:00+01:00,51.88,129.45,530.55,3006.4,0.0,36.46
2021-01-10 07:00:00+01:00,66.8,130.48,853.73,3007.6,0.0,37.55
2021-01-10 08:00:00+01:00,122.8,128.35,1134.7,3007.5,2.96,37.06
2021-01-10 09:00:00+01:00,266.4,132.05,2004.4,3006.2,84.63,35.98
2021-01-10 10:00:00+01:00,355.33,137.7,2086.85,3006.5,135.22,35.87
2021-01-10 11:00:00+01:00,444.75,126.58,2536.85,3005.1,524.77,34.95
2021-01-10 12:00:00+01:00,510.65,130.83,2385.5,3004.0,629.56,34.53
2021-01-10 13:00:00+01:00,295.2,128.18,821.6,3004.3,624.64,30.32
2021-01-10 14:00:00+01:00,109.18,126.8,924.4,3004.6,503.18,24.24
2021-01-10 15:00:00+01:00,52.5,119.3,570.6,3002.6,295.91,23.79
2021-01-10 16:00:00+01:00,125.95,131.33,975.28,3004.6,77.1,25.68
2021-01-10 17:00:00+01:00,729.65,142.18,2775.28,3005.9,1.96,30.03
2021-01-10 18:00:00+01:00,1195.0,154.1,3265.05,3005.0,0.0,39.23
2021-01-10 19:00:00+01:00,1031.48,147.75,3132.83,3007.3,0.0,37.01
2021-01-10 20:00:00+01:00,770.15,138.38,2463.6,3008.5,0.0,32.55
2021-01-10 21:00:00+01:00,238.15,138.03,1069.3,3008.7,0.0,35.41
2021-01-10 22:00:00+01:00,210.93,123.88,946.43,3010.2,0.0,34.65
2021-01-10 23:00:00+01:00,222.18,121.83,1144.93,3010.2,0.0,35.94
2021-01-11 00:00:00+01:00,77.15,122.93,730.15,3010.1,0.0,29.32
2021-01-11 01:00:00+01:00,31.95,114.45,624.9,3010.8,0.0,26.42
2021-01-11 02:00:00+01:00,51.0,112.35,416.2,3011.0,0.0,26.6
2021-01-11 03:00:00+01:00,43.6,115.65,418.65,3011.3,0.0,18.25
2021-01-11 04:00:00+01:00,49.48,125.38,410.85,3008.8,0.0,15.96
2021-01-11 05:00:00+01:00,134.55,147.88,729.5,3009.0,0.0,13.52
2021-01-11 06:00:00+01:00,714.45,159.38,2106.8,3009.4,0.0,12.65
2021-01-11 07:00:00+01:00,1523.35,161.9,3188.38,3007.9,0.0,8.72
2021-01-11 08:00:00+01:00,1765.23,185.95,3232.1,3007.9,1.0,11.55
2021-01-11 09:00:00+01:00,2004.1,200.63,3249.9,3009.5,45.41,12.89
2021-01-11 10:00:00+01:00,2153.85,196.75,3266.18,3011.4,143.06,11.78
2021-01-11 11:00:00+01:00,2015.45,198.75,3223.6,3009.5,256.38,8.49
2021-01-11 12:00:00+01:00,1462.58,147.65,3180.98,3007.9,400.7,6.3
2021-01-11 13:00:00+01:00,1304.53,143.33,2976.7,3006.7,620.42,3.59
2021-01-11 14:00:00+01:00,1609.4,137.1,2922.4,3006.4,499.92,4.64
2021-01-11 15:00:00+01:00,1649.93,136.7,3004.3,3005.1,294.86,4.7
2021-01-11 16:00:00+01:00,1773.33,170.48,3169.4,3004.3,83.33,5.55
2021-01-11 17:00:00+01:00,2466.45,214.13,3477.7,3003.9,2.31,5.44
2021-01-11 18:00:00+01:00,2945.6,216.98,3614.45,3005.8,0.0,3.76
2021-01-11 19:00:00+01:00,2395.08,218.45,3460.35,3006.7,0.0,2.44
2021-01-11 20:00:00+01:00,1204.6,144.98,3196.4,3008.7,0.0,2.5
2021-01-11 21:00:00+01:00,647.2,143.7,2348.78,3007.6,0.0,2.59
2021-01-11 22:00:00+01:00,584.53,146.25,1859.88,3010.0,0.0,7.76
2021-01-11 23:00:00+01:00,338.6,135.03,1272.25,3010.2,0.0,8.15
2021-01-12 00:00:00+01:00,377.23,119.83,1507.98,3008.8,0.0,11.64
2021-01-12 01:00:00+01:00,316.93,110.98,1427.95,3008.9,0.0,20.69
2021-01-12 02:00:00+01:00,211.05,122.93,1010.1,3007.8,0.0,19.33
2021-01-12 03:00:00+01:00,175.93,114.95,882.65,3006.1,0.0,29.5
2021-01-12 04:00:00+01:00,157.45,109.9,989.88,3008.0,0.0,33.46
2021-01-12 05:00:00+01:00,251.63,139.35,1675.85,3003.7,0.0,37.89
2021-01-12 06:00:00+01:00,806.85,153.0,2162.75,3006.7,0.0,32.54
2021-01-12 07:00:00+01:00,1969.15,153.05,2761.03,3007.8,0.0,29.74
2021-01-12 08:00:00+01:00,2179.05,197.95,2759.78,3004.8,0.0,30.31
2021-01-12 09:00:00+01:00,2783.85,192.63,3073.4,2996.1,16.98,34.98
2021-01-12 10:00:00+01:00,2549.25,163.2,2959.85,2980.6,96.04,38.05
2021-01-12 11:00:00+01:00,2334.6,153.68,2966.08,2983.0,190.42,36.82
2021-01-12 12:00:00+01:00,2290.35,151.38,3123.85,2984.4,140.79,42.55
2021-01-12 13:00:00+01:00,2210.5,150.8,2937.0,2990.2,43.14,43.28
2021-01-12 14:00:00+01:00,2235.65,157.68,2824.33,2995.8,0.65,43.85
2021-01-12 15:00:00+01:00,2675.18,162.63,2915.75,2993.4,0.0,45.18
2021-01-12 16:00:00+01:00,2606.35,196.85,3048.08,2993.2,0.0,45.66
2021-01-12 17:00:00+01:00,2734.85,165.45,3598.2,2992.3,0.0,40.82
2021-01-12 18:00:00+01:00,2823.33,220.15,3631.5,2991.7,0.0,37.79
2021-01-12 19:00:00+01:00,2738.05,217.45,3573.18,2992.0,0.0,35.65
2021-01-12 20:00:00+01:00,2351.3,177.78,3247.7,2993.8,0.0,35.37
2021-01-12 21:00:00+01:00,978.13,135.18,2430.4,2992.7,0.0,38.71
2021-01-12 22:00:00+01:00,1591.15,131.98,2648.78,2994.8,0.0,39.08
2021-01-12 23:00:00+01:00,1534.08,135.35,1948.43,2995.0,0.0,30.56
2021-01-13 00:00:00+01:00,1261.75,129.65,1783.43,2992.8,0.0,24.74
2021-01-13 01:00:00+01:00,1052.18,120.7,1982.1,2996.3,0.0,25.54
2021-01-13 02:00:00+01:00,776.43,135.93,1707.73,2997.7,0.0,21.1
2021-01-13 03:00:00+01:00,351.55,132.15,684.2,2996.3,0.0,17.73
2021-01-13 04:00:00+01:00,287.53,129.13,974.03,2996.0,0.0,16.77
2021-01-13 05:00:00+01:00,479.88,147.68,1444.3,2996.1,0.0,17.0
2021-01-13 06:00:00+01:00,1078.23,162.48,2429.65,2993.5,0.0,18.88
2021-01-13 07:00:00+01:00,2186.53,153.98,3293.7,2993.8,0.0,19.21
2021-01-13 08:00:00+01:00,2673.33,166.7,3556.13,2994.0,0.0,19.24
2021-01-13 09:00:00+01:00,2567.23,189.45,3582.8,2995.4,0.0,15.9
2021-01-13 10:00:00+01:00,2501.0,183.6,3483.35,2992.4,20.59,18.91
2021-01-13 11:00:00+01:00,2344.45,145.05,3389.03,2994.3,42.19,22.61
2021-01-13 12:00:00+01:00,2135.13,142.3,3091.58,2993.6,69.26,21.93
2021-01-13 13:00:00+01:00,2154.1,135.05,3060.15,2989.5,73.88,24.1
2021-01-13 14:00:00+01:00,1701.0,141.63,3049.13,2989.2,44.45,30.05
2021-01-13 15:00:00+01:00,1544.98,147.53,3154.28,2989.2,18.02,31.14
2021-01-13 16:00:00+01:00,1993.13,155.88,3340.78,2986.8,1.35,20.16
2021-01-13 17:00:00+01:00,2635.0,180.2,3428.98,2986.6,0.0,20.67
2021-01-13 18:00:00+01:00,2470.18,235.98,3521.38,2987.8,0.0,33.28
2021-01-13 19:00:00+01:00,1804.3,220.28,3331.05,2990.1,0.0,40.76
2021-01-13 20:00:00+01:00,1000.65,167.6,2364.4,2993.1,0.0,44.55
2021-01-13 21:00:00+01:00,850.05,162.83,1479.98,2993.7,0.0,47.39
2021-01-13 22:00:00+01:00,599.58,160.6,1221.25,2993.9,0.0,50.41
2021-01-13 23:00:00+01:00,544.85,155.8,1204.93,2990.7,0.0,51.18
2021-01-14 00:00:00+01:00,176.83,172.4,588.55,2989.9,0.0,51.1
2021-01-14 01:00:00+01:00,69.0,170.78,595.5,2983.6,0.0,53.5
2021-01-14 02:00:00+01:00,105.28,173.2,493.6,2981.9,0.0,52.46
2021-01-14 03:00:00+01:00,94.33,191.78,438.03,2981.4,0.0,52.62
2021-01-14 04:00:00+01:00,94.88,193.93,461.13,2978.7,0.0,48.31
2021-01-14 05:00:00+01:00,126.65,196.5,598.45,2978.3,0.0,42.52
2021-01-14 06:00:00+01:00,169.23,211.05,694.35,2978.1,0.0,46.58
2021-01-14 07:00:00+01:00,1118.75,232.93,1678.43,2986.3,0.0,42.86
2021-01-14 08:00:00+01:00,1315.45,231.33,2267.18,2990.0,0.0,37.88
2021-01-14 09:00:00+01:00,1474.75,250.43,2645.23,2993.3,17.37,31.71
2021-01-14 10:00:00+01:00,1547.9,245.55,2946.25,2994.7,78.76,27.28
2021-01-14 11:00:00+01:00,1365.15,240.18,2706.05,2994.9,102.57,28.61
