,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Wind Onshore
2021-12-23 01:00:00+01:00,129.25,179.13,353.63,3030.0,0.0,27.67
2021-12-23 02:00:00+01:00,104.93,173.05,311.83,3029.4,0.0,33.62
2021-12-23 03:00:00+01:00,71.38,166.05,323.25,3028.3,0.0,35.39
2021-12-23 04:00:00+01:00,46.43,160.48,315.18,3028.7,0.0,41.18
2021-12-23 05:00:00+01:00,215.0,175.05,644.53,3026.5,0.0,40.51
2021-12-23 06:00:00+01:00,1392.9,203.63,935.65,3028.5,0.0,41.8
2021-12-23 07:00:00+01:00,2383.48,206.15,1509.13,3026.6,0.0,46.59
2021-12-23 08:00:00+01:00,2275.75,228.9,1667.7,3025.9,0.71,47.32
2021-12-23 09:00:00+01:00,1540.15,228.88,1167.45,3026.1,22.07,41.09
2021-12-23 10:00:00+01:00,1619.48,200.55,1203.65,3033.3,93.13,36.8
2021-12-23 11:00:00+01:00,1071.3,199.08,940.63,3034.6,289.62,31.44
2021-12-23 12:00:00+01:00,1005.95,200.03,920.95,3025.6,432.39,30.1
2021-12-23 13:00:00+01:00,1142.33,202.6,942.0,3021.9,295.96,30.17
2021-12-23 14:00:00+01:00,733.75,197.0,620.88,2517.4,124.06,26.11
2021-12-23 15:00:00+01:00,803.28,202.8,638.05,3020.6,20.32,29.16
2021-12-23 16:00:00+01:00,1197.33,244.0,965.03,3020.8,0.0,35.0
2021-12-23 17:00:00+01:00,2303.65,264.73,1538.73,3020.8,0.0,32.81
2021-12-23 18:00:00+01:00,1597.2,253.18,1019.68,3020.9,0.0,36.59
2021-12-23 19:00:00+01:00,1391.4,220.05,760.13,3022.2,0.0,39.93
2021-12-23 20:00:00+01:00,501.65,198.45,631.18,3022.2,0.0,34.25
2021-12-23 21:00:00+01:00,191.68,173.38,371.1,3021.2,0.0,23.03
2021-12-23 22:00:00+01:00,149.53,158.33,501.93,3023.0,0.0,16.84
2021-12-23 23:00:00+01:00,94.58,157.5,361.63,3024.1,0.0,21.97
2021-12-24 00:00:00+01:00,45.83,149.83,233.73,3021.2,0.0,23.62
2021-12-24 01:00:00+01:00,48.4,148.88,247.03,3022.8,0.0,33.17
2021-12-24 02:00:00+01:00,46.18,145.08,223.85,3022.9,0.0,41.61
2021-12-24 03:00:00+01:00,35.03,146.08,158.43,3022.1,0.0,41.77
2021-12-24 04:00:00+01:00,18.8,157.3,156.35,3021.6,0.0,37.36
2021-12-24 05:00:00+01:00,19.73,158.65,170.48,3020.9,0.0,37.92
2021-12-24 06:00:00+01:00,53.43,177.28,248.0,3020.5,0.0,35.49
2021-12-24 07:00:00+01:00,83.23,170.38,538.53,3021.5,0.0,28.2
2021-12-24 08:00:00+01:00,77.25,167.35,697.83,3021.9,0.0,37.98
2021-12-24 09:00:00+01:00,100.3,166.63,916.1,3022.9,2.89,42.54
2021-12-24 10:00:00+01:00,107.48,172.85,989.7,3022.9,51.21,40.69
2021-12-24 11:00:00+01:00,46.28,171.58,834.25,3023.2,167.03,37.23
2021-12-24 12:00:00+01:00,27.35,173.05,723.15,3021.9,205.39,36.11
2021-12-24 13:00:00+01:00,59.95,173.48,572.65,3024.4,201.84,22.86
2021-12-24 14:00:00+01:00,70.18,175.85,537.68,3022.4,170.91,30.84
2021-12-24 15:00:00+01:00,51.18,167.65,394.95,3023.7,79.25,35.49
2021-12-24 16:00:00+01:00,57.78,184.38,493.18,3022.4,3.22,37.48
2021-12-24 17:00:00+01:00,92.7,176.68,664.68,3022.9,0.0,38.18
2021-12-24 18:00:00+01:00,83.35,171.25,794.98,3022.2,0.0,37.68
2021-12-24 19:00:00+01:00,52.65,160.65,820.95,3022.2,0.0,35.74
2021-12-24 20:00:00+01:00,45.55,145.23,540.25,3023.7,0.0,36.53
2021-12-24 21:00:00+01:00,38.75,145.48,498.65,3022.2,0.0,33.66
2021-12-24 22:00:00+01:00,29.38,155.4,499.45,3024.4,0.0,31.85
2021-12-24 23:00:00+01:00,37.78,148.83,251.05,3024.2,0.0,38.1
2021-12-25 00:00:00+01:00,69.55,153.5,212.95,3022.7,0.0,40.62
2021-12-25 01:00:00+01:00,45.1,123.9,156.35,3023.6,0.0,34.23
2021-12-25 02:00:00+01:00,33.1,142.75,153.03,3023.7,0.0,19.06
2021-12-25 03:00:00+01:00,37.0,143.95,131.28,3025.2,0.0,24.35
2021-12-25 04:00:00+01:00,35.8,145.93,126.48,3023.7,0.0,25.02
2021-12-25 05:00:00+01:00,33.95,127.5,119.25,3024.1,0.0,34.12
2021-12-25 06:00:00+01:00,48.08,157.7,128.55,3021.0,0.0,33.26
2021-12-25 07:00:00+01:00,56.98,150.33,148.78,3022.8,0.0,25.48
2021-12-25 08:00:00+01:00,73.35,159.73,220.73,3022.9,0.0,14.94
2021-12-25 09:00:00+01:00,82.9,172.55,214.7,3023.2,0.71,13.81
2021-12-25 10:00:00+01:00,111.9,176.45,236.83,3023.4,16.39,23.53
2021-12-25 11:00:00+01:00,147.25,173.23,269.15,3022.7,45.9,14.69
2021-12-25 12:00:00+01:00,84.43,175.33,219.88,3024.6,77.83,5.72
2021-12-25 13:00:00+01:00,111.68,164.5,195.85,3022.8,296.68,5.11
2021-12-25 14:00:00+01:00,63.15,157.9,189.05,3019.6,176.97,2.46
2021-12-25 15:00:00+01:00,48.75,163.85,180.83,3020.6,40.5,0.78
2021-12-25 16:00:00+01:00,90.0,183.63,161.9,3018.9,0.0,1.32
2021-12-25 17:00:00+01:00,75.48,187.73,248.08,3020.4,0.0,2.3
2021-12-25 18:00:00+01:00,71.28,183.85,266.7,3018.8,0.0,4.75
2021-12-25 19:00:00+01:00,88.23,191.7,254.5,3019.8,0.0,7.08
2021-12-25 20:00:00+01:00,68.23,184.58,201.03,3019.9,0.0,8.31
2021-12-25 21:00:00+01:00,66.8,177.5,161.33,3021.3,0.0,10.58
2021-12-25 22:00:00+01:00,49.78,170.6,171.1,3021.0,0.0,6.36
2021-12-25 23:00:00+01:00,68.7,172.45,176.43,3022.2,0.0,6.73
2021-12-26 00:00:00+01:00,116.2,175.33,161.53,3023.5,0.0,7.05
2021-12-26 01:00:00+01:00,42.0,165.25,140.35,3023.0,0.0,15.83
2021-12-26 02:00:00+01:00,35.0,169.85,118.6,3022.2,0.0,6.44
2021-12-26 03:00:00+01:00,41.05,179.5,102.13,3023.7,0.0,7.31
2021-12-26 04:00:00+01:00,34.9,191.15,113.78,3021.6,0.0,7.57
2021-12-26 05:00:00+01:00,42.43,202.98,123.98,3022.1,0.0,7.66
2021-12-26 06:00:00+01:00,36.3,215.5,142.13,3021.0,0.0,9.32
2021-12-26 07:00:00+01:00,112.93,222.55,168.25,3020.5,0.0,4.2
2021-12-26 08:00:00+01:00,111.58,206.45,206.23,3020.3,0.0,7.93
2021-12-26 09:00:00+01:00,116.38,219.05,225.45,3019.9,6.77,8.33
2021-12-26 10:00:00+01:00,108.88,206.25,212.15,3020.5,52.96,9.41
2021-12-26 11:00:00+01:00,92.95,209.33,249.43,3016.6,110.89,8.49
2021-12-26 12:00:00+01:00,85.83,210.45,177.4,3015.4,69.68,9.87
2021-12-26 13:00:00+01:00,67.9,206.93,171.55,3017.1,76.08,13.24
2021-12-26 14:00:00+01:00,55.45,207.58,165.35,3017.5,25.25,16.22
2021-12-26 15:00:00+01:00,55.55,204.48,167.03,3017.4,6.06,16.79
2021-12-26 16:00:00+01:00,103.58,206.95,237.13,3016.5,0.0,15.24
2021-12-26 17:00:00+01:00,243.53,210.85,252.83,3016.6,0.0,18.15
2021-12-26 18:00:00+01:00,218.53,214.1,323.6,3017.2,0.0,21.07
2021-12-26 19:00:00+01:00,243.1,221.3,275.98,3017.3,0.0,19.23
2021-12-26 20:00:00+01:00,169.65,216.53,227.83,3017.0,0.0,18.41
2021-12-26 21:00:00+01:00,76.58,212.93,178.68,3017.8,0.0,17.41
2021-12-26 22:00:00+01:00,83.53,215.6,161.08,3018.8,0.0,16.99
2021-12-26 23:00:00+01:00,76.85,213.0,136.03,3018.6,0.0,22.98
2021-12-27 00:00:00+01:00,46.83,191.58,121.48,3020.6,0.0,21.45
2021-12-27 01:00:00+01:00,50.9,178.85,131.28,3017.8,0.0,21.52
2021-12-27 02:00:00+01:00,17.15,177.18,87.23,3020.0,0.0,22.16
2021-12-27 03:00:00+01:00,17.0,179.93,80.05,3020.2,0.0,18.92
2021-12-27 04:00:00+01:00,16.03,176.43,82.48,3020.0,0.0,13.46
2021-12-27 05:00:00+01:00,23.88,183.83,120.35,3018.1,0.0,22.2
2021-12-27 06:00:00+01:00,68.95,218.05,187.15,3017.8,0.0,29.86
2021-12-27 07:00:00+01:00,183.83,207.68,286.2,3017.4,0.0,28.26
2021-12-27 08:00:00+01:00,439.1,194.08,353.8,3016.5,0.0,25.61
2021-12-27 09:00:00+01:00,432.25,195.93,237.98,3018.3,0.38,21.57
2021-12-27 10:00:00+01:00,540.58,174.85,248.3,3017.1,10.71,31.7
2021-12-27 11:00:00+01:00,566.53,176.7,234.2,3017.7,8.57,48.4
2021-12-27 12:00:00+01:00,356.1,191.53,262.13,3017.2,13.88,46.26
2021-12-27 13:00:00+01:00,336.68,192.45,253.9,3016.6,12.46,42.33
2021-12-27 14:00:00+01:00,434.13,185.58,319.3,3017.7,1.09,49.38
2021-12-27 15:00:00+01:00,1057.4,185.13,596.08,3014.8,3.6,50.06
2021-12-27 16:00:00+01:00,1123.93,197.88,562.6,3016.6,0.0,45.5
2021-12-27 17:00:00+01:00,810.28,194.2,484.68,3014.5,0.0,36.93
2021-12-27 18:00:00+01:00,622.95,186.78,429.23,3014.5,0.0,35.16
2021-12-27 19:00:00+01:00,416.5,214.43,251.83,3014.7,0.0,41.9
2021-12-27 20:00:00+01:00,457.6,199.08,223.88,3014.5,0.0,31.57
2021-12-27 21:00:00+01:00,471.75,195.0,220.83,3015.0,0.0,34.37
2021-12-27 22:00:00+01:00,114.4,199.88,196.75,3015.1,0.0,36.98
2021-12-27 23:00:00+01:00,97.55,190.9,194.1,3018.2,0.0,32.04
2021-12-28 00:00:00+01:00,96.15,188.65,160.63,3017.7,0.0,34.38
2021-12-28 01:00:00+01:00,71.3,180.08,128.05,3018.3,0.0,43.22
2021-12-28 02:00:00+01:00,71.45,201.2,122.7,3019.2,0.0,47.7
2021-12-28 03:00:00+01:00,67.63,191.03,121.68,3018.0,0.0,50.26
2021-12-28 04:00:00+01:00,59.05,168.45,124.85,3017.0,0.0,48.65
2021-12-28 05:00:00+01:00,122.63,181.2,170.55,3015.2,0.0,50.43
2021-12-28 06:00:00+01:00,116.55,215.3,202.38,3013.4,0.0,52.31
2021-12-28 07:00:00+01:00,453.28,215.53,215.63,3014.2,0.0,51.44
2021-12-28 08:00:00+01:00,647.78,241.68,264.2,3012.1,0.0,51.15
2021-12-28 09:00:00+01:00,679.08,227.23,347.0,3013.6,3.93,52.2
2021-12-28 10:00:00+01:00,663.45,225.18,399.13,3011.1,16.77,50.44
2021-12-28 11:00:00+01:00,599.43,231.0,312.45,3010.5,28.52,47.89
2021-12-28 12:00:00+01:00,459.93,231.7,244.5,3009.9,48.7,50.26
2021-12-28 13:00:00+01:00,671.8,231.23,245.65,3007.7,64.33,41.89
2021-12-28 14:00:00+01:00,742.23,240.7,261.73,3006.5,56.13,47.76
2021-12-28 15:00:00+01:00,763.9,267.98,303.3,3007.3,7.86,48.26
2021-12-28 16:00:00+01:00,859.4,258.7,584.33,3007.9,0.0,47.99
2021-12-28 17:00:00+01:00,913.2,250.7,812.25,3010.6,0.0,48.42
2021-12-28 18:00:00+01:00,926.1,266.15,556.58,3010.4,0.0,48.07
2021-12-28 19:00:00+01:00,737.18,269.3,408.8,3013.0,0.0,47.73
2021-12-28 20:00:00+01:00,564.5,281.18,273.68,3012.2,0.0,46.86
2021-12-28 21:00:00+01:00,226.9,236.8,244.13,3013.1,0.0,49.89
2021-12-28 22:00:00+01:00,147.28,236.38,219.35,3013.0,0.0,48.84
2021-12-28 23:00:00+01:00,70.4,215.03,192.13,3012.4,0.0,48.01
2021-12-29 00:00:00+01:00,45.7,210.95,172.73,3013.8,0.0,47.84
2021-12-29 01:00:00+01:00,20.6,211.7,148.1,3013.3,0.0,51.1
2021-12-29 02:00:00+01:00,20.5,221.93,135.45,3014.9,0.0,51.78
2021-12-29 03:00:00+01:00,20.5,215.63,126.48,3015.0,0.0,40.47
2021-12-29 04:00:00+01:00,27.0,230.15,126.4,3015.0,0.0,35.04
2021-12-29 05:00:00+01:00,65.05,245.53,180.13,3011.4,0.0,35.9
2021-12-29 06:00:00+01:00,84.9,270.05,235.58,3013.3,0.0,32.9
2021-12-29 07:00:00+01:00,488.85,279.45,264.5,3012.1,0.0,33.32
2021-12-29 08:00:00+01:00,1020.13,277.65,296.13,3013.2,0.0,33.25
2021-12-29 09:00:00+01:00,1010.45,279.0,418.23,3012.5,0.71,26.42
2021-12-29 10:00:00+01:00,1313.15,278.93,511.33,3013.8,9.99,37.52
2021-12-29 11:00:00+01:00,1425.18,258.15,462.03,3015.6,11.42,40.04
2021-12-29 12:00:00+01:00,1156.05,257.85,333.43,3016.0,31.69,30.25
2021-12-29 13:00:00+01:00,1053.83,263.75,314.33,3015.6,19.56,33.76
2021-12-29 14:00:00+01:00,951.78,279.0,320.88,3015.3,24.92,37.07
2021-12-29 15:00:00+01:00,1016.85,274.3,307.53,3016.0,9.66,35.89
2021-12-29 16:00:00+01:00,1052.78,275.08,437.6,3014.5,0.0,43.42
2021-12-29 17:00:00+01:00,1302.38,288.08,735.45,3015.4,0.0,51.35
2021-12-29 18:00:00+01:00,1079.85,279.7,615.63,3013.4,0.0,53.59
2021-12-29 19:00:00+01:00,478.03,277.13,383.13,3010.8,0.0,58.46
2021-12-29 20:00:00+01:00,284.85,259.4,249.55,3007.7,0.0,57.87
2021-12-29 21:00:00+01:00,188.68,255.35,199.15,3003.7,0.0,59.84
2021-12-29 22:00:00+01:00,107.18,257.73,186.93,3000.4,0.0,60.11
2021-12-29 23:00:00+01:00,80.53,260.08,160.55,3000.2,0.0,53.42
2021-12-30 00:00:00+01:00,88.4,271.85,172.38,2997.7,0.0,48.93
2021-12-30 01:00:00+01:00,64.93,271.13,150.55,2999.3,0.0,41.62
2021-12-30 02:00:00+01:00,64.6,267.08,150.35,2999.2,0.0,46.23
2021-12-30 03:00:00+01:00,57.23,267.65,136.9,3002.3,0.0,42.69
2021-12-30 04:00:00+01:00,43.78,266.85,146.48,3001.0,0.0,32.2
2021-12-30 05:00:00+01:00,56.78,276.68,172.63,2999.2,0.0,36.93
2021-12-30 06:00:00+01:00,84.13,275.88,184.48,3000.2,0.0,35.82
2021-12-30 07:00:00+01:00,99.8,278.15,214.05,2999.3,0.0,30.99
2021-12-30 08:00:00+01:00,172.58,282.6,243.63,2999.2,0.0,26.51
2021-12-30 09:00:00+01:00,160.98,274.1,347.95,2997.6,14.59,22.87
2021-12-30 10:00:00+01:00,469.48,256.58,282.73,3005.1,111.93,18.43
2021-12-30 11:00:00+01:00,609.18,259.43,260.05,3000.7,246.27,14.17
2021-12-30 12:00:00+01:00,658.45,290.73,296.23,2997.7,343.57,8.3
2021-12-30 13:00:00+01:00,293.73,289.25,219.68,2996.9,469.72,4.26
2021-12-30 14:00:00+01:00,306.63,301.43,229.95,2996.5,390.18,4.89
2021-12-30 15:00:00+01:00,534.9,304.2,193.33,2995.9,187.25,7.75
2021-12-30 16:00:00+01:00,757.93,278.93,246.35,2996.7,19.94,10.32
2021-12-30 17:00:00+01:00,853.15,274.03,406.28,2995.0,0.0,5.69
2021-12-30 18:00:00+01:00,632.83,282.63,592.38,2997.4,0.0,6.03
2021-12-30 19:00:00+01:00,631.43,264.98,338.55,2998.4,0.0,4.31
2021-12-30 20:00:00+01:00,644.08,265.55,183.53,3000.7,0.0,13.07
2021-12-30 21:00:00+01:00,570.53,272.18,210.25,3000.9,0.0,11.76
2021-12-30 22:00:00+01:00,365.25,267.48,228.88,3003.1,0.0,8.37
2021-12-30 23:00:00+01:00,99.2,268.23,194.43,3002.9,0.0,7.74
2021-12-31 00:00:00+01:00,27.18,234.43,145.4,3003.5,0.0,8.6
2021-12-31 01:00:00+01:00,25.03,270.68,159.45,3005.4,0.0,8.78
2021-12-31 02:00:00+01:00,23.65,273.93,139.23,3005.6,0.0,10.61
2021-12-31 03:00:00+01:00,36.28,260.73,138.53,3006.3,0.0,19.58
2021-12-31 04:00:00+01:00,25.28,244.28,125.0,3006.5,0.0,18.11
2021-12-31 05:00:00+01:00,79.5,246.8,174.1,3006.1,0.0,23.15
2021-12-31 06:00:00+01:00,115.2,262.68,188.85,3006.5,0.0,28.42
2021-12-31 07:00:00+01:00,168.03,264.23,220.78,3007.8,0.0,28.28
2021-12-31 08:00:00+01:00,104.93,258.25,207.63,3009.4,0.0,35.78
2021-12-31 09:00:00+01:00,323.85,289.63,193.08,3013.3,0.38,37.43
2021-12-31 10:00:00+01:00,296.4,304.73,198.15,3020.4,18.85,43.38
2021-12-31 11:00:00+01:00,273.9,290.58,206.1,3015.8,51.16,45.5
2021-12-31 12:00:00+01:00,168.6,275.83,202.73,3011.9,104.5,42.35
2021-12-31 13:00:00+01:00,425.45,277.03,207.53,3010.1,187.3,31.58
2021-12-31 14:00:00+01:00,254.63,272.8,169.78,3007.9,288.15,33.74
2021-12-31 15:00:00+01:00,306.75,256.85,193.85,3005.2,194.36,28.47
2021-12-31 16:00:00+01:00,473.45,267.35,285.98,3006.3,20.32,29.78
2021-12-31 17:00:00+01:00,1130.4,311.33,422.1,3006.9,0.0,37.61
2021-12-31 18:00:00+01:00,1293.23,306.35,481.3,3009.2,0.0,45.96
2021-12-31 19:00:00+01:00,1223.08,290.93,356.8,3009.9,0.0,45.33
2021-12-31 20:00:00+01:00,1017.43,239.2,243.3,3013.6,0.0,43.11
2021-12-31 21:00:00+01:00,603.5,238.1,187.23,3014.2,0.0,37.08
2021-12-31 22:00:00+01:00,433.83,238.93,243.23,3017.4,0.0,36.13
2021-12-31 23:00:00+01:00,59.73,238.0,267.13,3019.0,0.0,39.7
2022-01-01 01:00:00+01:00,58.5,229.18,167.38,3023.9,0.0,16.44
2022-01-01 02:00:00+01:00,57.15,250.13,150.8,3021.3,0.0,14.59
2022-01-01 03:00:00+01:00,62.65,238.13,120.35,3023.9,0.0,13.08
2022-01-01 04:00:00+01:00,28.23,218.9,121.35,3024.5,0.0,9.82
2022-01-01 05:00:00+01:00,31.9,230.6,117.3,3023.0,0.0,6.71
2022-01-01 06:00:00+01:00,145.68,239.13,120.03,3023.4,0.0,5.3
2022-01-01 07:00:00+01:00,161.08,239.83,135.4,3024.3,0.0,5.99
2022-01-01 08:00:00+01:00,50.28,237.7,145.13,3023.8,0.0,6.04
2022-01-01 09:00:00+01:00,50.55,260.2,144.4,3027.2,23.87,7.2
2022-01-01 10:00:00+01:00,45.75,254.48,161.25,3026.4,133.96,8.72
2022-01-01 11:00:00+01:00,41.43,255.83,149.78,3024.5,241.25,8.51
2022-01-01 12:00:00+01:00,63.95,233.2,144.6,3024.0,334.38,5.26
2022-01-01 13:00:00+01:00,81.33,226.3,135.98,3022.2,483.26,4.68
2022-01-01 14:00:00+01:00,171.0,226.18,149.95,3020.3,406.86,2.7
2022-01-01 15:00:00+01:00,180.7,228.03,171.55,3019.2,212.17,1.99
2022-01-01 16:00:00+01:00,188.83,243.35,187.75,3017.2,24.21,1.25
2022-01-01 17:00:00+01:00,438.53,307.35,336.78,3017.6,0.0,1.19
2022-01-01 18:00:00+01:00,727.58,309.9,413.78,3018.8,0.0,4.47
2022-01-01 19:00:00+01:00,258.95,307.55,290.65,3018.8,0.0,2.85
2022-01-01 20:00:00+01:00,247.2,299.18,232.95,3021.1,0.0,3.56
2022-01-01 21:00:00+01:00,172.98,242.58,173.78,3023.8,0.0,4.98
2022-01-01 22:00:00+01:00,194.88,238.68,172.4,3026.1,0.0,4.39
2022-01-01 23:00:00+01:00,119.9,238.13,178.05,3025.9,0.0,11.32
2022-01-02 00:00:00+01:00,113.1,233.13,143.78,3025.9,0.0,9.37
2022-01-02 01:00:00+01:00,45.75,233.08,149.8,3026.5,0.0,6.08
2022-01-02 02:00:00+01:00,40.55,233.23,124.38,3027.2,0.0,5.45
2022-01-02 03:00:00+01:00,49.53,231.7,122.38,3026.5,0.0,6.73
2022-01-02 04:00:00+01:00,45.4,223.38,141.78,3028.1,0.0,11.17
2022-01-02 05:00:00+01:00,45.05,227.18,145.45,3027.2,0.0,22.81
2022-01-02 06:00:00+01:00,94.9,234.7,139.13,3026.2,0.0,37.01
2022-01-02 07:00:00+01:00,102.28,244.83,185.28,3026.8,0.0,44.19
2022-01-02 08:00:00+01:00,165.58,249.05,173.4,3025.1,0.0,49.19
2022-01-02 09:00:00+01:00,86.78,240.63,165.2,3023.1,13.6,51.14
2022-01-02 10:00:00+01:00,69.98,239.53,165.65,3022.6,135.03,47.27
2022-01-02 11:00:00+01:00,52.48,241.55,153.98,3021.0,265.76,46.59
2022-01-02 12:00:00+01:00,69.83,239.8,155.18,3019.0,502.77,36.71
2022-01-02 13:00:00+01:00,54.6,231.83,152.35,3017.4,223.05,27.53
2022-01-02 14:00:00+01:00,62.33,231.38,151.13,3016.8,179.24,34.01
2022-01-02 15:00:00+01:00,175.38,234.0,177.88,3015.6,70.64,38.35
2022-01-02 16:00:00+01:00,210.23,235.63,208.35,3013.2,27.2,39.57
2022-01-02 17:00:00+01:00,490.7,246.43,217.23,3013.9,0.0,38.98
2022-01-02 18:00:00+01:00,612.63,231.85,261.08,3014.6,0.0,40.51
2022-01-02 19:00:00+01:00,486.98,256.98,145.7,3015.2,0.0,43.62
2022-01-02 20:00:00+01:00,191.65,273.78,159.4,3014.2,0.0,47.62
2022-01-02 21:00:00+01:00,146.13,236.93,176.85,3011.8,0.0,48.54
2022-01-02 22:00:00+01:00,178.73,228.53,197.25,3008.8,0.0,47.09
2022-01-02 23:00:00+01:00,107.83,233.45,164.1,3010.6,0.0,47.84
2022-01-03 00:00:00+01:00,38.18,232.38,115.48,3008.3,0.0,50.26
2022-01-03 01:00:00+01:00,42.95,227.63,139.4,3010.2,0.0,49.63
2022-01-03 02:00:00+01:00,70.03,224.08,138.43,3008.4,0.0,46.23
2022-01-03 03:00:00+01:00,45.3,222.9,138.85,3006.0,0.0,47.41
2022-01-03 04:00:00+01:00,34.28,222.3,129.45,3006.4,0.0,46.8
2022-01-03 05:00:00+01:00,103.13,229.3,130.68,3006.7,0.0,47.64
2022-01-03 06:00:00+01:00,147.25,225.85,214.08,3011.5,0.0,41.96
2022-01-03 07:00:00+01:00,514.58,222.23,136.65,3010.8,0.0,41.23
2022-01-03 08:00:00+01:00,565.18,236.78,175.7,3008.3,0.0,44.52
2022-01-03 09:00:00+01:00,662.75,245.38,159.95,3007.8,1.55,48.05
2022-01-03 10:00:00+01:00,686.03,232.13,122.1,3006.9,20.63,35.24
2022-01-03 11:00:00+01:00,469.83,233.7,128.98,3006.2,89.31,28.45
2022-01-03 12:00:00+01:00,257.48,229.98,153.03,3007.8,319.29,25.06
2022-01-03 13:00:00+01:00,208.95,213.88,148.7,3007.6,160.26,22.83
2022-01-03 14:00:00+01:00,277.55,211.95,150.95,3007.9,126.49,25.35
2022-01-03 15:00:00+01:00,937.0,211.25,133.6,3006.0,104.36,29.38
2022-01-03 16:00:00+01:00,938.63,233.03,244.4,3006.5,12.83,28.49
2022-01-03 17:00:00+01:00,1551.6,267.65,327.2,3006.4,0.0,25.39
2022-01-03 18:00:00+01:00,1907.83,262.48,520.6,3007.0,0.0,36.22
2022-01-03 19:00:00+01:00,1710.23,252.8,292.75,3008.6,0.0,38.7
2022-01-03 20:00:00+01:00,938.03,244.73,214.6,3010.0,0.0,44.66
2022-01-03 21:00:00+01:00,880.88,227.25,229.68,3010.1,0.0,39.78
2022-01-03 22:00:00+01:00,316.88,205.3,173.03,3011.3,0.0,45.53
2022-01-03 23:00:00+01:00,286.13,209.0,180.28,3011.7,0.0,46.96
2022-01-04 00:00:00+01:00,202.98,195.45,165.18,3011.6,0.0,50.93
2022-01-04 01:00:00+01:00,127.0,196.68,164.93,3012.6,0.0,52.93
2022-01-04 02:00:00+01:00,42.5,205.28,148.25,3011.8,0.0,50.95
2022-01-04 03:00:00+01:00,64.28,198.75,127.63,3009.5,0.0,51.12
2022-01-04 04:00:00+01:00,29.23,191.58,123.5,3007.9,0.0,50.31
2022-01-04 05:00:00+01:00,30.88,198.78,138.1,3004.5,0.0,50.56
2022-01-04 06:00:00+01:00,133.43,215.1,145.7,3006.1,0.0,53.77
2022-01-04 07:00:00+01:00,447.55,217.13,174.55,3003.6,0.0,53.39
2022-01-04 08:00:00+01:00,634.1,208.33,235.23,3006.5,0.0,52.93
2022-01-04 09:00:00+01:00,294.63,218.63,328.05,3004.0,38.84,49.16
2022-01-04 10:00:00+01:00,531.8,217.15,287.2,3002.2,193.21,56.23
2022-01-04 11:00:00+01:00,596.98,204.03,265.38,2998.8,347.94,53.1
2022-01-04 12:00:00+01:00,846.58,202.78,424.88,2825.4,443.35,52.43
2022-01-04 13:00:00+01:00,1060.8,206.73,303.83,2996.8,228.53,57.17
2022-01-04 14:00:00+01:00,1006.9,207.88,287.28,3000.8,146.3,54.82
2022-01-04 15:00:00+01:00,969.5,226.08,318.45,2996.7,31.08,55.18
2022-01-04 16:00:00+01:00,650.83,249.25,402.55,2996.3,1.19,54.6
2022-01-04 17:00:00+01:00,1753.75,247.7,744.33,2999.6,0.0,49.6
2022-01-04 18:00:00+01:00,1291.08,243.03,555.95,3002.2,0.0,47.4
2022-01-04 19:00:00+01:00,776.65,203.48,318.35,3003.4,0.0,49.36
2022-01-04 20:00:00+01:00,444.23,201.38,272.33,3010.7,0.0,28.41
2022-01-04 21:00:00+01:00,311.5,194.83,208.25,3015.9,0.0,25.64
2022-01-04 22:00:00+01:00,83.65,191.63,220.73,3016.9,0.0,18.42
2022-01-04 23:00:00+01:00,239.5,216.55,275.53,3020.0,0.0,32.37
2022-01-05 00:00:00+01:00,38.18,208.08,142.83,3023.7,0.0,40.3
2022-01-05 01:00:00+01:00,38.73,214.53,134.58,3023.7,0.0,41.42
2022-01-05 02:00:00+01:00,18.93,214.78,146.03,3023.2,0.0,40.1
2022-01-05 03:00:00+01:00,34.58,210.83,153.28,3023.7,0.0,36.38
2022-01-05 04:00:00+01:00,35.83,208.73,142.08,3025.1,0.0,38.94
2022-01-05 05:00:00+01:00,42.65,208.9,170.25,3024.1,0.0,31.29
2022-01-05 06:00:00+01:00,307.5,217.8,320.08,3021.9,0.0,31.87
2022-01-05 07:00:00+01:00,1390.5,222.4,449.48,3024.7,0.0,37.9
2022-01-05 08:00:00+01:00,1776.33,222.13,420.03,3020.9,0.0,29.57
2022-01-05 09:00:00+01:00,1921.98,242.08,513.2,3021.1,12.46,30.14
2022-01-05 10:00:00+01:00,1988.35,237.05,472.83,3021.6,139.68,32.66
2022-01-05 11:00:00+01:00,1603.1,234.93,461.68,3022.1,328.18,28.64
2022-01-05 12:00:00+01:00,1395.98,213.95,399.98,3023.8,613.29,23.19
2022-01-05 13:00:00+01:00,945.65,206.3,265.38,3022.5,743.19,22.01
2022-01-05 14:00:00+01:00,1031.85,206.13,287.53,3025.1,402.65,19.69
2022-01-05 15:00:00+01:00,1170.38,207.25,290.53,3025.4,131.92,19.38
2022-01-05 16:00:00+01:00,1231.3,229.43,462.68,3023.0,27.2,17.87
2022-01-05 17:00:00+01:00,2025.38,234.33,792.68,3023.7,0.0,15.39
2022-01-05 18:00:00+01:00,2206.03,234.8,1057.13,3023.4,0.0,15.79
2022-01-05 19:00:00+01:00,2121.53,209.73,824.83,3024.1,0.0,12.69
