,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Wind Onshore
2024-04-11 12:00:00+02:00,88.4,0.0,95.0,0.0,38.7,,322.4,520.5,29.8,1920.8,99.1,49.9,322.1,0.4
2024-04-11 13:00:00+02:00,89.4,0.0,90.2,0.0,38.3,,322.2,509.8,29.5,1918.1,100.6,50.1,301.6,0.3
2024-04-11 14:00:00+02:00,88.4,0.0,91.5,0.0,38.4,,34.2,539.2,29.5,1913.3,97.9,50.1,290.9,0.3
2024-04-11 15:00:00+02:00,88.7,0.0,101.0,0.0,38.1,,20.6,551.7,29.7,1909.4,98.9,50.3,230.1,0.3
2024-04-11 16:00:00+02:00,89.2,0.0,145.4,0.0,37.8,37.8,,564.4,68.8,1904.5,99.7,50.4,155.9,0.3
2024-04-11 17:00:00+02:00,89.3,0.0,254.2,0.0,37.5,154.2,,625.9,199.2,1903.5,94.4,50.9,77.5,0.3
2024-04-11 18:00:00+02:00,86.8,0.0,417.5,0.0,37.5,492.6,,688.5,252.0,1903.4,97.1,51.1,24.6,0.3
2024-04-11 19:00:00+02:00,89.0,0.0,500.9,0.0,37.8,664.9,,703.1,180.0,1907.3,100.7,51.4,1.8,0.3
2024-04-11 20:00:00+02:00,89.7,0.0,530.6,0.0,38.1,665.5,,719.3,178.8,1910.5,100.8,51.5,0.1,0.3
2024-04-11 21:00:00+02:00,89.1,0.0,508.0,0.0,38.5,349.4,,686.2,169.2,1915.2,101.6,50.8,0.1,0.3
2024-04-11 22:00:00+02:00,89.0,0.0,484.6,0.0,38.4,77.2,,644.5,104.4,1916.8,97.8,51.0,0.1,0.3
2024-04-11 23:00:00+02:00,95.1,0.0,394.8,0.0,38.1,82.7,,637.8,102.8,1919.4,93.9,51.0,0.0,0.4
2024-04-12 00:00:00+02:00,108.3,0.0,217.0,0.0,38.0,32.7,,563.3,32.9,1919.7,94.6,51.4,0.1,0.4
2024-04-12 01:00:00+02:00,111.2,0.0,82.9,0.0,37.8,0.2,,543.4,0.2,1923.4,93.2,50.7,0.1,0.4
2024-04-12 02:00:00+02:00,118.5,0.0,83.5,0.0,37.4,0.0,,546.5,0.0,1925.3,94.3,50.4,0.1,0.2
2024-04-12 03:00:00+02:00,117.3,0.0,87.2,0.0,37.4,0.0,,549.5,0.0,1928.1,96.3,50.7,0.1,0.1
2024-04-12 04:00:00+02:00,119.5,0.0,97.0,0.0,37.6,0.0,,548.6,30.0,1929.4,95.2,50.6,0.1,0.2
2024-04-12 05:00:00+02:00,116.3,0.0,106.3,0.0,37.8,38.6,,551.0,78.9,1933.8,96.0,49.7,0.1,0.1
2024-04-12 06:00:00+02:00,78.8,0.0,113.2,0.0,37.9,324.7,,642.6,108.5,1933.3,97.3,51.8,8.6,0.2
2024-04-12 07:00:00+02:00,49.2,0.0,113.9,0.0,39.2,497.8,,644.3,145.6,1934.0,96.9,52.1,55.4,0.1
2024-04-12 08:00:00+02:00,73.5,0.0,115.6,0.0,39.8,153.0,,617.0,163.8,1934.0,96.2,52.5,142.1,0.0
2024-04-12 09:00:00+02:00,101.7,0.0,104.4,0.0,38.2,56.6,,589.8,81.4,1928.9,99.8,51.8,221.8,0.1
2024-04-12 10:00:00+02:00,103.6,0.0,99.3,0.0,38.3,9.8,,522.6,34.8,1924.8,95.6,52.0,276.9,0.1
2024-04-12 11:00:00+02:00,115.3,0.0,121.0,0.0,37.7,,59.4,484.5,20.0,1920.6,91.1,53.2,328.5,0.1
2024-04-12 12:00:00+02:00,119.0,0.0,130.9,0.0,37.2,,671.4,453.5,19.9,1921.2,89.0,53.8,332.6,0.1
2024-04-12 13:00:00+02:00,118.3,0.0,104.6,0.0,36.9,,501.0,462.3,21.4,1915.2,90.3,53.5,327.7,0.1
2024-04-12 14:00:00+02:00,118.3,0.0,87.2,0.0,36.9,,607.3,450.1,22.5,1911.1,89.3,52.4,313.2,0.1
2024-04-12 15:00:00+02:00,119.6,0.0,99.8,0.0,36.7,,398.9,469.1,28.5,1907.6,90.4,51.5,251.7,0.1
2024-04-12 16:00:00+02:00,117.9,0.0,128.1,0.0,36.6,,48.0,506.8,28.5,1907.2,91.0,51.1,188.3,0.1
2024-04-12 17:00:00+02:00,117.2,0.0,227.1,0.0,36.3,89.9,,591.6,134.7,1903.3,90.3,51.8,91.8,0.1
2024-04-12 18:00:00+02:00,116.7,0.0,458.3,0.0,36.5,268.6,,646.7,150.4,1904.3,91.3,52.2,25.7,0.1
2024-04-12 19:00:00+02:00,115.3,0.0,503.9,0.0,36.7,605.9,,647.7,149.4,1906.4,91.3,52.4,1.5,0.2
2024-04-12 20:00:00+02:00,116.5,0.0,515.6,0.0,36.8,617.0,,660.6,252.3,1907.1,91.8,52.0,10.4,0.1
2024-04-12 21:00:00+02:00,116.9,0.0,526.2,0.0,37.3,394.8,,673.4,241.6,1907.1,92.9,53.1,10.4,0.2
2024-04-12 22:00:00+02:00,117.7,0.0,319.9,0.0,37.1,155.2,,623.4,176.8,1908.7,91.1,53.7,0.6,0.2
2024-04-12 23:00:00+02:00,117.1,0.0,101.3,0.0,36.2,182.1,,601.9,209.8,1910.8,87.4,53.3,0.1,0.2
2024-04-13 00:00:00+02:00,116.9,0.0,85.2,0.0,36.1,1.3,,547.5,48.7,1918.3,88.3,53.5,10.3,0.2
2024-04-13 01:00:00+02:00,115.8,0.0,85.4,0.0,36.3,0.0,,541.9,39.8,1922.6,91.6,53.7,10.4,0.2
2024-04-13 02:00:00+02:00,115.6,0.0,81.6,0.0,36.2,0.0,,530.7,31.0,1926.3,88.8,53.3,0.3,0.2
2024-04-13 03:00:00+02:00,114.0,0.0,84.8,0.0,36.3,0.0,,533.7,29.2,1926.7,89.3,53.3,0.0,0.2
2024-04-13 04:00:00+02:00,113.6,0.0,94.3,0.0,36.7,0.4,,546.3,28.4,1925.0,90.1,52.8,0.1,0.2
2024-04-13 05:00:00+02:00,114.6,0.0,101.1,0.0,37.2,136.2,,542.9,164.0,1927.2,90.0,51.5,10.3,0.2
2024-04-13 06:00:00+02:00,112.9,0.0,101.3,0.0,37.1,159.8,,553.7,188.2,1930.5,87.9,54.0,10.8,0.2
2024-04-13 07:00:00+02:00,113.3,0.0,103.0,0.0,37.6,179.9,,540.5,73.9,1930.3,91.4,54.3,65.2,0.1
2024-04-13 08:00:00+02:00,118.1,0.0,100.7,0.0,37.6,15.8,,540.3,36.3,1930.5,90.2,54.1,124.3,0.1
2024-04-13 09:00:00+02:00,113.3,0.0,92.1,0.0,37.5,,27.8,514.5,18.5,1928.9,89.4,54.3,210.7,0.0
2024-04-13 10:00:00+02:00,111.9,0.0,84.0,0.0,37.4,,345.5,373.9,0.2,1922.5,88.1,53.7,289.9,0.0
2024-04-13 11:00:00+02:00,105.3,0.0,81.5,0.0,37.2,,576.1,230.3,2.0,1856.4,85.6,54.5,315.5,0.0
2024-04-13 12:00:00+02:00,107.2,0.0,81.4,0.0,36.8,,601.1,232.2,2.2,1815.2,80.4,54.4,326.3,0.1
2024-04-13 13:00:00+02:00,106.7,0.0,76.4,0.0,36.5,,641.9,231.5,2.3,1811.7,81.2,53.5,332.5,0.2
2024-04-13 14:00:00+02:00,107.3,0.0,70.4,0.0,36.1,,647.5,227.1,2.2,1817.7,78.4,53.6,301.2,0.2
2024-04-13 15:00:00+02:00,99.7,0.0,79.8,0.0,35.8,,664.6,230.9,2.1,1813.6,82.3,53.5,251.8,0.2
2024-04-13 16:00:00+02:00,105.7,0.0,87.8,0.0,35.8,,493.3,266.3,0.0,1810.0,85.3,53.6,179.2,0.2
2024-04-13 17:00:00+02:00,107.1,0.0,96.4,0.0,35.7,,78.7,495.8,1.2,1863.4,87.6,53.5,95.0,0.4
2024-04-13 18:00:00+02:00,108.2,0.0,103.4,0.0,35.2,525.2,,643.2,230.9,1896.1,89.3,51.6,25.6,0.2
2024-04-13 19:00:00+02:00,107.6,0.0,100.1,0.0,34.9,630.8,,650.3,258.3,1897.6,90.4,53.2,1.5,0.2
2024-04-13 20:00:00+02:00,108.1,0.0,104.3,0.0,35.4,638.7,,662.0,264.3,1900.3,91.7,53.5,0.9,0.2
2024-04-13 21:00:00+02:00,108.3,0.0,108.7,0.0,35.6,640.9,,668.4,269.3,1902.3,93.0,53.6,0.1,0.0
2024-04-13 22:00:00+02:00,108.9,0.0,100.2,0.0,35.5,534.6,,632.8,160.8,1906.1,90.6,53.0,0.0,0.0
2024-04-13 23:00:00+02:00,110.8,0.0,89.8,0.0,34.9,315.5,,617.2,151.2,1911.5,87.6,53.3,0.9,0.0
2024-04-14 00:00:00+02:00,107.5,0.0,88.8,0.0,34.3,9.4,,571.6,50.4,1915.0,88.4,53.6,0.9,0.0
2024-04-14 01:00:00+02:00,106.6,0.0,85.7,0.0,33.7,0.0,,490.5,39.1,1918.0,87.9,53.1,0.9,0.4
2024-04-14 02:00:00+02:00,106.7,0.0,85.0,0.0,34.0,0.0,,444.8,23.4,1919.2,87.2,53.1,0.1,0.3
2024-04-14 03:00:00+02:00,107.4,0.0,87.6,0.0,34.6,0.0,,448.9,20.2,1922.1,86.4,53.3,0.0,0.3
2024-04-14 04:00:00+02:00,107.4,0.0,95.4,0.0,35.3,0.2,,455.4,20.3,1922.1,86.7,53.1,0.0,0.3
2024-04-14 05:00:00+02:00,107.6,0.0,101.7,0.0,35.4,71.8,,453.4,88.9,1925.4,86.0,51.2,0.9,0.4
2024-04-14 06:00:00+02:00,108.6,0.0,103.8,0.0,35.7,146.4,,508.7,166.7,1927.3,87.8,53.6,7.8,0.3
2024-04-14 07:00:00+02:00,110.0,0.0,104.2,0.0,36.1,130.1,,505.4,151.8,1926.1,87.3,54.6,46.0,0.3
2024-04-14 08:00:00+02:00,109.1,0.0,101.9,0.0,36.3,14.8,,400.3,28.2,1927.8,89.5,55.0,114.8,0.3
2024-04-14 09:00:00+02:00,107.6,0.0,91.5,0.0,36.3,,91.7,262.3,2.2,1864.3,87.9,54.5,191.6,0.3
2024-04-14 10:00:00+02:00,101.4,0.0,102.0,0.0,35.8,,248.7,236.1,2.3,1823.1,89.2,53.4,243.9,0.3
2024-04-14 11:00:00+02:00,105.5,0.0,124.9,0.0,35.5,,489.7,240.0,2.2,1817.8,89.9,54.0,274.5,0.2
2024-04-14 12:00:00+02:00,106.5,0.0,112.7,0.0,34.9,,493.1,240.9,2.2,1815.7,85.4,53.9,279.6,0.4
2024-04-14 13:00:00+02:00,107.8,0.0,86.0,0.0,34.7,,606.7,232.1,2.3,1808.7,84.2,53.4,269.9,0.7
2024-04-14 14:00:00+02:00,107.6,0.0,84.6,0.0,35.6,,623.3,231.9,2.3,1798.6,84.5,53.4,257.5,0.7
2024-04-14 15:00:00+02:00,109.7,0.0,89.1,0.0,35.8,,589.3,237.7,2.2,1794.0,84.7,53.2,217.2,0.6
2024-04-14 16:00:00+02:00,107.7,0.0,91.4,0.0,35.2,,493.7,270.5,2.5,1852.3,85.3,52.6,149.1,0.3
2024-04-14 17:00:00+02:00,109.2,0.0,100.7,0.0,35.4,,48.5,507.9,1.0,1881.2,89.2,52.9,78.0,0.3
2024-04-14 18:00:00+02:00,110.9,0.0,110.7,0.0,36.0,130.9,,589.3,173.4,1881.4,91.0,53.4,24.1,0.4
2024-04-14 19:00:00+02:00,110.0,0.0,102.4,0.0,36.2,479.7,,595.6,189.0,1882.5,89.3,53.2,1.6,0.2
2024-04-14 20:00:00+02:00,109.3,0.0,105.1,0.0,36.8,491.5,,596.5,163.4,1886.0,89.8,53.3,0.0,0.2
2024-04-14 21:00:00+02:00,111.3,0.0,102.7,0.0,37.1,481.6,,594.5,164.3,1890.3,90.5,52.9,0.9,0.2
2024-04-14 22:00:00+02:00,110.4,0.0,101.0,0.0,36.1,44.8,,587.0,75.4,1893.7,90.1,53.0,0.1,0.1
2024-04-14 23:00:00+02:00,111.1,0.0,93.4,0.0,35.1,0.3,,598.5,32.3,1901.8,88.3,53.5,0.0,0.1
2024-04-15 00:00:00+02:00,111.0,0.0,86.2,0.0,34.9,2.6,,537.6,23.5,1905.5,88.7,52.7,0.0,0.1
2024-04-15 01:00:00+02:00,109.4,0.0,84.1,0.0,34.7,2.3,,523.4,2.4,1907.6,88.8,52.3,0.0,0.0
2024-04-15 02:00:00+02:00,110.4,0.0,82.9,0.0,34.6,2.1,,529.9,2.1,1910.2,87.9,52.7,0.9,0.1
2024-04-15 03:00:00+02:00,110.6,0.0,87.8,0.0,34.6,2.0,,523.6,2.0,1914.6,87.2,51.8,0.9,0.0
2024-04-15 04:00:00+02:00,111.4,0.0,177.7,0.0,34.9,3.5,,514.0,3.6,1915.1,87.8,52.0,0.1,0.0
2024-04-15 05:00:00+02:00,110.6,0.0,408.4,0.0,35.6,15.0,,523.6,39.0,1916.7,88.4,51.7,0.9,0.0
2024-04-15 06:00:00+02:00,109.4,0.0,500.3,0.0,35.9,39.1,,532.6,88.9,1871.3,89.4,53.0,7.0,0.1
2024-04-15 07:00:00+02:00,111.2,0.0,500.8,0.0,36.4,200.0,,542.5,164.6,1788.6,88.4,51.8,46.0,0.1
2024-04-15 08:00:00+02:00,109.0,0.0,499.5,0.0,36.8,151.4,,490.8,126.8,1712.9,87.9,52.5,103.6,0.0
2024-04-15 09:00:00+02:00,109.7,0.0,304.5,0.0,37.3,85.5,,461.7,59.1,1697.1,87.2,53.1,162.2,0.0
2024-04-15 10:00:00+02:00,112.7,0.0,92.4,0.0,38.0,73.9,,441.5,20.7,1696.3,85.8,53.4,204.6,0.1
2024-04-15 11:00:00+02:00,111.3,0.0,96.0,0.0,39.1,74.7,,464.1,6.9,1686.3,87.0,54.2,222.2,0.2
2024-04-15 12:00:00+02:00,116.0,0.0,139.7,0.0,40.0,,304.7,466.6,15.0,1678.1,88.8,53.1,201.6,0.1
2024-04-15 13:00:00+02:00,114.9,0.0,142.2,0.0,40.0,,247.6,452.1,83.9,1677.0,87.0,52.9,186.9,0.2
2024-04-15 14:00:00+02:00,113.3,0.0,140.7,0.0,39.2,,196.6,435.7,20.6,1680.3,86.3,52.8,159.0,0.4
2024-04-15 15:00:00+02:00,111.7,0.0,154.2,0.0,36.8,22.9,,459.9,23.2,1678.6,87.8,54.1,90.1,0.8
2024-04-15 16:00:00+02:00,111.4,0.0,165.1,0.0,34.3,84.8,,565.7,79.8,1682.6,83.7,54.4,56.2,1.1
2024-04-15 17:00:00+02:00,111.3,0.0,155.9,0.0,44.9,230.2,,630.6,46.8,1689.1,85.3,55.1,23.4,0.3
2024-04-15 18:00:00+02:00,110.5,0.0,126.2,0.0,42.2,382.8,,644.0,151.5,1698.3,83.4,54.9,3.9,0.1
2024-04-15 19:00:00+02:00,109.9,0.0,101.9,0.0,41.5,654.0,,633.5,182.8,1708.1,103.9,53.0,0.2,0.2
2024-04-15 20:00:00+02:00,111.5,0.0,98.6,0.0,42.5,439.1,,631.6,143.3,1713.6,100.2,52.5,0.1,0.2
2024-04-15 21:00:00+02:00,112.5,0.0,105.3,0.0,42.8,204.4,,605.7,160.8,1719.2,98.4,53.1,0.1,0.2
2024-04-15 22:00:00+02:00,110.7,0.0,101.0,0.0,41.8,,17.8,572.0,34.7,1723.5,95.1,52.6,0.1,0.1
2024-04-15 23:00:00+02:00,107.1,0.0,91.8,0.0,39.8,,150.3,559.2,24.4,1731.5,92.5,53.2,0.1,0.1
2024-04-16 00:00:00+02:00,109.8,0.0,102.3,0.0,41.1,,2.8,577.9,23.2,1736.4,91.3,53.0,0.0,0.2
2024-04-16 01:00:00+02:00,109.6,0.0,103.0,0.0,40.7,,334.8,571.7,71.5,1739.2,92.0,52.7,0.1,0.2
2024-04-16 02:00:00+02:00,111.5,0.0,97.9,0.0,39.6,,339.6,567.0,85.8,1777.6,90.7,52.2,0.1,0.6
2024-04-16 03:00:00+02:00,112.3,0.0,98.9,0.0,39.6,,309.4,562.5,86.5,1803.7,91.2,52.1,0.1,0.7
2024-04-16 04:00:00+02:00,113.1,0.0,109.2,0.0,39.8,,134.6,555.8,14.2,1874.3,90.3,51.8,0.1,1.4
2024-04-16 05:00:00+02:00,114.7,0.0,117.2,0.0,40.3,,16.7,583.7,21.0,1903.4,90.7,51.8,0.1,1.4
2024-04-16 06:00:00+02:00,111.9,0.0,114.7,0.0,40.9,88.4,,636.7,143.9,1907.9,90.6,53.2,0.5,1.5
2024-04-16 07:00:00+02:00,113.1,0.0,114.2,0.0,42.7,141.0,,646.9,201.4,1917.8,93.7,53.2,7.8,0.6
2024-04-16 08:00:00+02:00,109.5,0.0,169.7,0.0,45.4,68.5,,692.9,129.0,1932.5,111.4,54.3,19.2,0.5
2024-04-16 09:00:00+02:00,107.8,0.0,134.8,0.0,45.5,61.6,,670.1,83.9,1929.9,100.8,53.1,29.3,0.7
2024-04-16 10:00:00+02:00,118.3,0.0,120.5,0.0,44.5,56.8,,633.4,88.1,1935.9,97.0,53.6,44.5,0.3
2024-04-16 11:00:00+02:00,114.2,0.0,115.3,0.0,44.5,52.6,,580.1,70.3,1939.0,92.5,52.7,57.3,0.1
2024-04-16 12:00:00+02:00,110.5,0.0,113.0,0.0,43.3,,151.4,574.7,70.1,1936.5,94.4,52.7,66.6,0.1
2024-04-16 13:00:00+02:00,109.0,0.0,118.7,0.0,43.2,,249.6,573.1,73.3,1939.9,94.9,53.8,75.2,0.1
2024-04-16 14:00:00+02:00,111.7,0.0,132.3,0.0,44.1,,44.2,587.7,80.4,1943.9,107.7,54.4,67.6,0.0
2024-04-16 15:00:00+02:00,110.6,0.0,120.2,0.0,42.7,29.8,,574.9,57.0,1942.6,103.6,55.8,63.1,0.1
2024-04-16 16:00:00+02:00,111.0,0.0,131.0,0.0,41.9,0.6,,582.2,34.1,1940.9,95.7,54.5,55.9,0.1
2024-04-16 17:00:00+02:00,112.6,0.0,274.9,0.0,41.7,7.9,,612.2,50.8,1942.5,95.9,55.2,34.4,0.0
2024-04-16 18:00:00+02:00,115.6,0.0,460.0,0.0,41.4,159.9,,612.7,111.8,1941.2,92.9,54.3,13.7,0.1
2024-04-16 19:00:00+02:00,120.1,0.0,549.2,0.0,41.5,442.5,,635.8,100.8,1939.4,93.2,54.1,1.5,0.3
2024-04-16 20:00:00+02:00,119.3,0.0,567.9,0.0,42.0,493.4,,650.8,138.8,1940.6,93.9,53.9,1.3,0.4
2024-04-16 21:00:00+02:00,120.0,0.0,531.4,0.0,41.5,452.5,,621.3,97.8,1941.9,95.5,54.3,0.1,0.4
2024-04-16 22:00:00+02:00,116.4,0.0,541.1,0.0,41.5,20.7,,619.5,32.2,1942.6,94.6,55.2,1.3,0.4
2024-04-16 23:00:00+02:00,115.3,0.0,514.2,0.0,42.4,0.0,,617.1,20.6,1943.8,98.1,54.6,0.1,0.1
2024-04-17 00:00:00+02:00,112.9,0.0,462.8,0.0,42.5,,0.1,604.7,25.2,1945.0,97.2,55.1,0.0,0.2
2024-04-17 01:00:00+02:00,113.4,0.0,462.9,0.0,42.7,,200.6,597.3,15.2,1947.4,94.7,55.0,1.3,0.1
2024-04-17 02:00:00+02:00,113.4,0.0,462.9,0.0,42.8,,312.0,594.4,16.0,1948.0,95.1,55.9,0.2,0.7
2024-04-17 03:00:00+02:00,113.6,0.0,461.2,0.0,42.6,,419.0,584.0,14.1,1948.6,96.5,56.0,1.3,0.9
2024-04-17 04:00:00+02:00,112.2,0.0,466.1,0.0,42.4,,322.3,601.4,15.3,1947.8,95.5,55.2,0.1,0.5
2024-04-17 05:00:00+02:00,112.6,0.0,463.0,0.0,42.7,,18.3,626.2,24.9,1945.4,95.5,53.9,0.1,0.4
2024-04-17 06:00:00+02:00,120.6,0.0,541.8,0.0,43.2,29.1,,644.5,69.7,1947.3,97.6,55.4,9.0,0.4
2024-04-17 07:00:00+02:00,121.4,0.0,568.7,0.0,43.5,172.5,,695.9,141.9,1944.0,95.6,55.2,41.7,0.5
2024-04-17 08:00:00+02:00,122.0,0.0,568.1,0.0,43.4,108.5,,719.2,170.2,1942.5,92.9,54.4,88.0,0.5
2024-04-17 09:00:00+02:00,123.1,0.0,497.0,0.0,42.6,28.0,,672.7,74.3,1943.0,95.4,53.1,140.6,0.6
2024-04-17 10:00:00+02:00,123.1,0.0,468.8,0.0,41.7,22.0,,630.7,55.9,1941.7,94.6,52.1,191.4,0.4
2024-04-17 11:00:00+02:00,123.1,0.0,226.6,0.0,40.0,3.9,,608.0,46.4,1941.8,92.7,52.3,241.1,0.2
2024-04-17 12:00:00+02:00,122.5,0.0,163.5,0.0,39.1,,201.0,580.0,45.8,1942.2,92.8,53.2,239.2,0.3
2024-04-17 13:00:00+02:00,124.2,0.0,165.7,0.0,36.9,,209.5,590.5,42.0,1939.8,93.5,52.6,210.6,0.4
2024-04-17 14:00:00+02:00,116.2,0.0,172.0,0.0,37.1,,197.4,589.8,41.0,1938.6,93.7,52.1,175.6,0.5
2024-04-17 15:00:00+02:00,119.0,0.0,234.5,0.0,37.0,,8.0,587.6,26.4,1939.4,92.4,52.6,164.1,0.4
2024-04-17 16:00:00+02:00,117.4,0.0,460.2,0.0,37.0,0.0,,626.7,30.4,1936.8,93.7,52.7,114.4,0.6
2024-04-17 17:00:00+02:00,112.6,0.0,526.8,0.0,37.1,0.4,,649.6,45.9,1937.2,93.2,52.9,59.6,0.5
2024-04-17 18:00:00+02:00,114.2,0.0,581.7,0.0,37.8,267.7,,689.7,282.9,1935.2,98.8,53.7,20.2,0.5
2024-04-17 19:00:00+02:00,112.0,0.0,594.1,0.0,37.9,621.3,,700.4,246.5,1936.7,94.9,54.0,2.2,0.4
2024-04-17 20:00:00+02:00,110.4,0.0,611.1,0.0,37.9,687.2,,719.1,200.5,1938.2,96.5,53.2,0.1,0.5
2024-04-17 21:00:00+02:00,110.1,0.0,564.7,0.0,38.1,350.6,,678.7,194.3,1940.3,95.3,53.6,0.1,0.4
2024-04-17 22:00:00+02:00,110.6,0.0,566.4,0.0,38.3,16.7,,654.3,36.0,1943.1,94.3,53.9,0.1,0.3
2024-04-17 23:00:00+02:00,111.4,0.0,510.3,0.0,38.2,0.0,,623.4,20.4,1943.8,98.3,54.1,0.1,0.2
2024-04-18 00:00:00+02:00,112.2,0.0,300.5,0.0,38.2,0.0,,551.0,25.2,1944.7,98.2,54.1,0.1,0.2
2024-04-18 01:00:00+02:00,114.4,0.0,177.7,0.0,38.0,,0.1,532.6,0.2,1945.5,96.9,54.0,0.1,0.2
2024-04-18 02:00:00+02:00,112.9,0.0,178.8,0.0,38.2,,103.0,530.9,0.0,1947.9,102.3,53.9,0.1,0.2
2024-04-18 03:00:00+02:00,112.8,0.0,181.5,0.0,38.5,,102.9,531.0,0.0,1948.4,101.5,54.2,0.1,0.4
2024-04-18 04:00:00+02:00,113.9,0.0,183.0,0.0,41.2,,102.9,551.1,0.1,1946.8,96.3,53.8,0.1,0.4
2024-04-18 05:00:00+02:00,113.9,0.0,266.1,0.0,44.0,1.5,,567.8,28.6,1945.0,96.1,52.4,0.1,0.3
2024-04-18 06:00:00+02:00,114.9,0.0,615.9,0.0,45.2,129.1,,664.5,130.4,1945.1,105.8,53.9,9.9,0.3
2024-04-18 07:00:00+02:00,114.4,0.0,623.3,0.0,44.5,497.5,,667.6,234.4,1947.5,101.5,53.7,60.3,0.2
2024-04-18 08:00:00+02:00,115.3,0.0,607.3,0.0,44.1,298.7,,653.4,243.8,1948.5,96.8,54.2,131.9,0.2
2024-04-18 09:00:00+02:00,115.1,0.0,575.7,0.0,41.9,24.6,,599.8,53.2,1948.1,89.8,52.7,203.7,0.3
2024-04-18 10:00:00+02:00,115.5,0.0,379.0,0.0,41.0,,18.2,537.5,34.4,1943.3,92.1,53.5,257.2,0.5
2024-04-18 11:00:00+02:00,115.2,0.0,219.0,0.0,42.1,14.9,,582.8,43.4,1941.1,106.2,53.5,271.9,0.5
2024-04-18 12:00:00+02:00,114.9,0.0,197.2,0.0,40.7,,266.7,560.7,31.2,1940.1,107.9,53.0,242.3,0.4
2024-04-18 13:00:00+02:00,114.6,0.0,207.8,0.0,66.5,,287.2,572.8,42.1,1940.3,106.0,53.0,214.4,0.4
2024-04-18 14:00:00+02:00,115.5,0.0,179.3,0.0,39.6,,291.4,563.3,37.1,1938.7,96.2,52.6,189.6,0.3
2024-04-18 15:00:00+02:00,112.7,0.0,179.3,0.0,39.4,,214.1,535.4,22.5,1938.1,92.8,53.8,165.0,0.4
2024-04-18 16:00:00+02:00,114.8,0.0,124.3,0.0,40.6,,312.2,549.5,26.2,1938.8,99.0,53.1,133.6,0.4
2024-04-18 17:00:00+02:00,115.8,0.0,218.0,0.0,43.1,59.6,,602.4,121.5,1939.2,100.0,53.8,84.0,0.3
2024-04-18 18:00:00+02:00,115.3,0.0,484.6,0.0,43.6,121.4,,655.4,163.4,1938.9,97.1,53.8,27.3,0.2
2024-04-18 19:00:00+02:00,115.6,0.0,509.4,0.0,43.8,617.8,,655.8,265.7,1941.0,97.9,53.7,2.4,0.1
2024-04-18 20:00:00+02:00,114.5,0.0,509.7,0.0,43.7,597.1,,654.8,228.4,1939.5,96.5,53.6,0.1,0.3
2024-04-18 21:00:00+02:00,114.2,0.0,510.7,0.0,43.9,273.6,,651.0,136.1,1941.4,97.7,54.1,0.1,0.2
2024-04-18 22:00:00+02:00,113.2,0.0,510.7,0.0,43.7,12.2,,598.0,41.6,1944.3,100.1,53.7,0.0,0.2
2024-04-18 23:00:00+02:00,113.1,0.0,325.4,0.0,43.3,6.6,,549.8,31.4,1946.6,96.3,53.9,0.1,0.3
2024-04-19 00:00:00+02:00,112.6,0.0,121.1,0.0,44.0,3.4,,557.2,3.6,1946.3,93.1,53.3,0.1,0.3
2024-04-19 01:00:00+02:00,113.6,0.0,120.4,0.0,44.3,5.9,,557.1,5.9,1947.0,93.5,53.2,0.1,0.5
2024-04-19 02:00:00+02:00,114.6,0.0,120.1,0.0,44.2,5.7,,551.2,5.7,1947.2,93.7,53.0,0.1,0.3
2024-04-19 03:00:00+02:00,114.1,0.0,120.8,0.0,44.1,4.4,,545.6,4.4,1945.2,94.6,52.8,0.0,0.2
2024-04-19 04:00:00+02:00,113.4,0.0,122.6,0.0,44.1,7.1,,545.9,7.1,1944.6,96.6,52.0,0.0,0.2
2024-04-19 05:00:00+02:00,112.9,0.0,150.8,0.0,45.4,74.4,,612.5,53.2,1943.8,111.7,51.2,0.1,0.2
2024-04-19 06:00:00+02:00,113.5,0.0,162.1,0.0,44.9,204.0,,634.4,146.9,1944.6,104.7,52.1,13.9,0.2
2024-04-19 07:00:00+02:00,111.4,0.0,141.9,0.0,45.3,157.6,,645.1,191.7,1946.7,107.0,51.7,75.3,0.2
2024-04-19 08:00:00+02:00,115.5,0.0,130.7,0.0,44.9,66.2,,630.0,117.1,1950.5,99.0,51.7,162.8,0.1
2024-04-19 09:00:00+02:00,121.6,0.0,129.2,0.0,44.6,36.2,,613.6,69.4,1947.7,97.6,52.6,237.1,0.0
2024-04-19 10:00:00+02:00,118.0,0.0,125.1,0.0,43.7,,3.9,567.9,28.2,1947.5,91.9,53.6,272.8,0.1
2024-04-19 11:00:00+02:00,116.1,0.0,160.7,0.0,43.0,,387.1,517.9,23.3,1946.7,93.9,53.8,274.4,0.1
2024-04-19 12:00:00+02:00,114.4,0.0,190.7,0.0,43.4,,383.7,531.4,23.2,1946.0,104.1,54.4,240.9,0.4
2024-04-19 13:00:00+02:00,113.2,0.0,180.8,0.0,41.9,,416.6,509.3,23.3,1943.2,94.4,54.5,228.2,0.3
2024-04-19 14:00:00+02:00,113.8,0.0,179.9,0.0,41.3,,413.3,508.7,23.2,1944.1,92.7,54.9,205.8,0.2
