,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Wind Onshore
2025-12-03 09:00:00+01:00,113.7,0.0,649.1,0.0,46.0,91.0,,523.0,50.8,2463.9,107.6,50.3,23.9,0.4
2025-12-03 10:00:00+01:00,113.5,0.0,622.2,0.0,46.0,30.1,,458.3,45.5,2463.3,107.1,49.5,33.1,0.3
2025-12-03 11:00:00+01:00,117.0,0.0,594.6,0.0,46.1,23.7,,408.5,23.8,2462.8,106.3,48.9,36.5,0.3
2025-12-03 12:00:00+01:00,117.4,0.0,566.6,0.0,46.1,20.5,,402.0,20.5,2461.5,106.0,48.7,36.4,0.2
2025-12-03 13:00:00+01:00,113.7,0.0,619.5,0.0,46.1,22.0,,483.8,22.1,2461.4,110.5,49.4,29.0,0.2
2025-12-03 14:00:00+01:00,117.2,0.0,653.2,0.0,46.1,166.6,,537.8,66.1,2461.7,114.6,48.9,13.1,0.4
2025-12-03 15:00:00+01:00,117.4,0.0,640.5,0.0,46.0,250.6,,573.4,116.2,2462.5,121.3,49.5,1.4,0.4
2025-12-03 16:00:00+01:00,116.2,0.0,662.7,0.0,46.0,400.1,,573.5,86.1,2463.3,121.4,48.9,0.2,0.6
2025-12-03 17:00:00+01:00,117.3,0.0,664.5,0.0,45.9,428.8,,571.7,105.7,2462.9,121.9,49.3,0.2,0.6
2025-12-03 18:00:00+01:00,117.8,0.0,662.6,0.0,46.0,327.0,,563.6,100.9,2462.5,127.7,50.6,0.1,0.3
2025-12-03 19:00:00+01:00,117.2,0.0,621.5,0.0,46.0,211.2,,522.6,169.8,2462.1,126.8,50.2,0.1,0.1
2025-12-03 20:00:00+01:00,118.5,0.0,579.5,0.0,45.9,71.0,,426.1,99.6,2461.4,127.2,50.1,0.1,0.4
2025-12-03 21:00:00+01:00,119.9,0.0,584.8,0.0,45.9,,52.9,403.1,42.9,2462.8,126.5,50.4,0.0,0.6
2025-12-03 22:00:00+01:00,117.8,0.0,573.6,0.0,45.8,,103.6,371.9,13.7,2461.9,123.9,49.9,0.0,0.6
2025-12-03 23:00:00+01:00,119.2,0.0,573.5,0.0,45.8,,201.7,359.8,0.1,2462.4,124.4,50.0,0.0,0.6
2025-12-04 00:00:00+01:00,119.0,0.0,545.0,0.0,46.0,,308.6,285.0,0.0,2462.7,126.8,50.4,0.1,0.4
2025-12-04 01:00:00+01:00,118.7,0.0,498.2,0.0,45.9,,409.7,286.7,0.0,2462.3,127.0,49.7,0.1,0.3
2025-12-04 02:00:00+01:00,113.5,0.0,495.3,0.0,45.8,,409.0,287.4,0.0,2462.9,127.7,50.2,0.1,0.4
2025-12-04 03:00:00+01:00,113.4,0.0,508.2,0.0,45.9,,408.1,288.3,0.0,2462.8,130.8,50.2,0.1,0.3
2025-12-04 04:00:00+01:00,115.0,0.0,505.7,0.0,45.9,,354.1,298.4,0.0,2460.2,130.0,50.2,0.1,0.4
2025-12-04 05:00:00+01:00,117.7,0.0,538.7,0.0,45.9,49.2,,295.1,55.2,2460.0,129.1,50.0,0.3,0.4
2025-12-04 06:00:00+01:00,117.9,0.0,610.3,0.0,46.1,77.4,,499.3,77.3,2458.6,134.3,50.8,0.8,0.4
2025-12-04 07:00:00+01:00,116.3,0.0,632.8,0.0,45.9,272.2,,570.8,121.7,2460.1,130.3,51.2,0.8,0.4
2025-12-04 08:00:00+01:00,115.8,0.0,640.7,0.0,46.0,357.7,,553.3,111.0,2461.3,127.5,50.4,3.8,0.5
2025-12-04 09:00:00+01:00,109.4,0.0,633.1,0.0,46.0,225.5,,496.4,111.5,2461.7,127.9,50.6,10.5,0.5
2025-12-04 10:00:00+01:00,104.6,1.5,587.3,0.0,46.0,31.5,,412.2,57.0,2463.8,122.5,51.4,19.6,0.3
2025-12-04 11:00:00+01:00,104.1,5.7,560.0,0.0,46.0,3.1,,404.3,28.5,2458.3,119.5,51.4,23.7,0.2
2025-12-04 12:00:00+01:00,107.7,13.9,569.6,0.0,46.0,0.4,,403.1,25.6,2455.8,114.6,51.0,23.2,0.2
2025-12-04 13:00:00+01:00,105.9,13.9,565.2,0.0,46.0,0.0,,390.2,25.5,2454.1,115.2,51.8,17.6,0.2
2025-12-04 14:00:00+01:00,102.4,14.4,564.7,0.0,46.0,160.2,,476.3,59.1,2456.1,114.4,53.4,7.9,0.2
2025-12-04 15:00:00+01:00,104.2,15.0,579.0,0.0,45.9,245.3,,566.4,110.7,2456.8,115.3,54.0,1.0,0.2
2025-12-04 16:00:00+01:00,104.3,16.1,595.5,0.0,45.8,205.5,,566.6,112.3,2458.9,115.5,54.6,0.2,0.1
2025-12-04 17:00:00+01:00,106.3,16.0,593.5,0.0,45.8,154.3,,557.0,111.5,2458.5,116.1,56.3,0.2,0.1
2025-12-04 18:00:00+01:00,107.8,15.9,585.5,0.0,45.8,162.7,,541.1,113.9,2459.3,116.3,55.4,0.2,0.2
2025-12-04 19:00:00+01:00,106.6,16.1,611.1,0.0,45.8,166.1,,468.6,118.6,2455.8,115.5,55.6,0.1,0.3
2025-12-04 20:00:00+01:00,104.7,16.1,577.7,0.0,45.9,64.8,,443.0,84.6,2454.1,114.6,55.8,0.2,0.4
2025-12-04 21:00:00+01:00,108.3,14.6,565.8,0.0,45.8,30.3,,413.4,48.5,2454.6,115.8,55.9,0.0,0.4
2025-12-04 22:00:00+01:00,109.9,12.8,585.2,0.0,45.8,0.2,,394.9,0.3,2454.9,114.1,55.9,0.0,0.3
2025-12-04 23:00:00+01:00,103.9,12.7,567.4,0.0,45.8,,154.6,386.6,0.0,2455.8,111.5,55.6,0.0,0.3
2025-12-05 00:00:00+01:00,104.2,13.1,546.3,0.0,46.1,,218.5,367.6,0.1,2454.6,96.3,55.4,0.0,0.4
2025-12-05 01:00:00+01:00,105.4,13.1,503.2,0.0,46.0,,386.3,370.7,0.1,2453.9,91.3,55.6,0.1,0.4
2025-12-05 02:00:00+01:00,104.3,13.1,494.2,0.0,45.9,,414.0,368.2,0.0,2453.4,91.1,55.5,0.0,0.5
2025-12-05 03:00:00+01:00,104.1,13.0,493.0,0.0,45.9,,414.9,368.9,0.0,2453.3,91.1,53.9,0.1,0.6
2025-12-05 04:00:00+01:00,104.6,14.5,505.0,0.0,46.0,,109.1,367.4,0.0,2450.0,90.4,54.4,0.1,0.4
2025-12-05 05:00:00+01:00,103.3,14.7,559.9,0.0,45.9,29.2,,366.5,30.2,2450.8,93.1,53.0,0.1,0.4
2025-12-05 06:00:00+01:00,105.3,15.2,603.9,0.0,46.2,65.0,,416.0,91.8,2449.8,96.9,54.0,0.2,0.5
2025-12-05 07:00:00+01:00,105.2,16.1,645.9,0.0,46.0,234.9,,526.7,118.6,2450.5,96.0,54.1,0.6,0.4
2025-12-05 08:00:00+01:00,97.5,16.0,646.0,0.0,46.0,428.2,,522.2,180.9,2450.0,97.3,53.1,5.2,0.2
2025-12-05 09:00:00+01:00,101.8,13.8,637.6,0.0,46.0,441.8,,520.5,172.4,2449.4,94.0,52.8,11.8,0.2
2025-12-05 10:00:00+01:00,99.5,13.8,623.9,0.0,45.9,484.7,,505.7,193.1,2449.6,92.9,53.3,17.5,0.1
2025-12-05 11:00:00+01:00,102.4,13.8,597.0,0.0,46.0,342.0,,495.1,50.1,2450.1,92.6,53.2,21.0,0.5
2025-12-05 12:00:00+01:00,104.7,14.1,622.3,0.0,46.0,340.6,,486.8,48.8,2450.2,92.7,53.9,17.6,0.6
2025-12-05 13:00:00+01:00,105.9,14.0,598.5,0.0,46.0,218.7,,489.4,58.8,2448.6,92.1,53.8,9.4,0.2
2025-12-05 14:00:00+01:00,103.1,15.1,594.3,0.0,46.0,116.3,,486.4,94.8,2449.6,92.2,54.2,3.8,0.0
2025-12-05 15:00:00+01:00,102.6,15.5,534.2,0.0,45.9,137.1,,516.4,124.0,2451.1,93.2,54.5,0.4,0.0
2025-12-05 16:00:00+01:00,105.1,16.2,608.8,0.0,45.7,244.2,,533.4,153.6,2452.8,92.4,54.4,0.2,0.1
2025-12-05 17:00:00+01:00,105.5,16.2,622.5,0.0,45.6,162.1,,531.8,112.8,2452.8,91.8,54.7,0.2,0.1
2025-12-05 18:00:00+01:00,104.0,16.2,624.4,0.0,45.7,67.2,,498.8,112.6,2453.1,90.1,54.7,0.1,0.1
2025-12-05 19:00:00+01:00,104.3,16.3,626.8,0.0,45.7,32.8,,476.2,58.2,2455.0,91.0,53.8,0.1,0.0
2025-12-05 20:00:00+01:00,105.0,16.4,591.4,0.0,45.7,32.2,,416.2,48.8,2456.4,88.1,54.7,0.1,0.1
2025-12-05 21:00:00+01:00,106.5,14.6,578.8,0.0,45.7,,69.9,359.5,32.6,2455.9,90.9,55.1,0.0,0.1
2025-12-05 22:00:00+01:00,107.4,13.4,597.4,0.0,45.8,,90.1,351.4,12.1,2456.7,92.9,55.1,0.0,0.0
2025-12-05 23:00:00+01:00,107.9,13.5,554.1,0.0,45.6,,187.0,342.2,11.8,2456.6,95.2,54.7,0.0,0.0
2025-12-06 00:00:00+01:00,109.9,13.5,307.2,0.0,45.6,,3.9,213.8,2.1,2456.8,90.7,54.6,0.0,0.0
2025-12-06 01:00:00+01:00,110.2,13.4,204.8,0.0,45.6,,94.8,211.7,2.1,2458.0,90.8,53.9,0.0,0.0
2025-12-06 02:00:00+01:00,108.9,13.5,207.4,0.0,45.6,,267.9,212.2,2.2,2458.1,90.5,54.1,0.0,0.0
2025-12-06 03:00:00+01:00,109.4,13.4,203.9,0.0,45.6,,358.5,212.5,2.1,2457.3,90.5,54.2,0.0,0.0
2025-12-06 04:00:00+01:00,111.3,13.9,206.3,0.0,45.6,,358.2,211.9,2.1,2456.6,91.7,53.9,0.1,0.0
2025-12-06 05:00:00+01:00,109.6,14.2,205.4,0.0,45.6,,217.7,211.2,2.1,2457.4,91.9,53.3,0.1,0.0
2025-12-06 06:00:00+01:00,108.3,14.9,492.1,0.0,45.8,24.5,,213.1,30.5,2458.2,93.2,54.3,0.1,0.0
2025-12-06 07:00:00+01:00,111.5,15.1,600.3,0.0,45.8,30.6,,333.5,53.8,2458.6,93.7,54.2,2.1,0.1
2025-12-06 08:00:00+01:00,111.3,14.4,598.7,0.0,45.7,30.6,,412.6,53.8,2458.9,89.0,53.5,34.0,0.2
2025-12-06 09:00:00+01:00,108.4,13.8,597.3,0.0,45.7,30.6,,416.9,53.8,2458.6,88.4,54.9,87.3,0.3
2025-12-06 10:00:00+01:00,111.7,13.8,596.4,0.0,45.7,30.6,,336.6,53.8,2457.6,86.6,55.4,116.4,0.3
2025-12-06 11:00:00+01:00,108.8,12.1,584.2,0.0,45.7,29.2,,319.2,44.4,2460.7,84.9,55.9,130.6,0.2
2025-12-06 12:00:00+01:00,109.8,11.8,582.6,0.0,45.7,30.6,,313.4,45.6,2459.4,85.2,55.6,130.2,0.4
2025-12-06 13:00:00+01:00,112.9,13.8,602.3,0.0,45.8,30.3,,337.5,48.9,2455.8,85.4,55.7,80.5,0.1
2025-12-06 14:00:00+01:00,117.3,13.8,608.9,0.0,45.8,,22.1,446.0,53.7,2452.9,86.7,55.2,31.9,0.3
2025-12-06 15:00:00+01:00,114.8,14.3,603.2,0.0,45.9,74.5,,509.0,58.9,2453.6,85.9,54.8,3.5,0.5
2025-12-06 16:00:00+01:00,109.0,15.0,601.4,0.0,45.7,190.7,,557.6,94.9,2454.2,85.6,54.7,0.2,0.6
2025-12-06 17:00:00+01:00,107.7,14.9,601.2,0.0,45.7,106.4,,557.7,103.8,2453.8,87.2,55.8,0.2,0.4
2025-12-06 18:00:00+01:00,106.8,14.9,599.6,0.0,45.7,30.6,,552.8,77.6,2453.2,87.4,55.2,0.1,0.0
2025-12-06 19:00:00+01:00,108.9,15.0,603.1,0.0,45.6,61.3,,447.2,100.0,2455.8,87.8,53.8,0.1,0.0
2025-12-06 20:00:00+01:00,110.2,15.0,602.1,0.0,45.7,158.1,,430.0,69.4,2455.6,88.3,55.6,0.1,0.1
2025-12-06 21:00:00+01:00,108.9,13.8,605.2,0.0,45.6,22.5,,335.3,46.3,2455.1,87.7,55.9,0.0,0.0
2025-12-06 22:00:00+01:00,109.1,13.2,485.7,0.0,45.7,,50.4,296.0,20.4,2455.0,88.0,55.5,0.0,0.0
2025-12-06 23:00:00+01:00,109.0,12.3,199.1,0.0,45.8,114.0,,219.2,23.4,2457.7,85.1,56.4,0.2,0.0
2025-12-07 00:00:00+01:00,107.9,13.1,203.7,0.0,99.7,,153.5,270.3,71.4,2457.2,92.5,51.1,0.1,0.0
2025-12-07 01:00:00+01:00,109.3,13.2,205.1,0.0,71.9,,185.4,259.1,47.5,2456.3,93.5,49.1,0.0,0.0
2025-12-07 02:00:00+01:00,108.4,13.2,210.5,0.0,45.6,,236.8,257.9,22.6,2457.9,92.7,49.6,0.0,0.0
2025-12-07 03:00:00+01:00,110.3,13.2,202.9,0.0,45.6,,236.8,254.3,22.6,2459.9,91.2,49.7,0.0,0.0
2025-12-07 04:00:00+01:00,109.5,13.2,204.1,0.0,45.6,,236.9,253.2,22.6,2457.6,92.7,48.4,0.1,0.0
2025-12-07 05:00:00+01:00,107.9,14.3,207.0,0.0,45.6,,186.7,252.9,22.6,2458.1,93.6,47.6,0.1,0.0
2025-12-07 06:00:00+01:00,106.6,14.3,206.2,0.0,45.7,,78.6,343.6,30.6,2458.8,93.6,49.1,0.1,0.0
2025-12-07 07:00:00+01:00,107.9,14.4,207.5,0.0,45.6,,72.4,380.6,49.0,2409.3,93.9,48.7,0.5,0.0
2025-12-07 08:00:00+01:00,108.4,13.9,207.8,0.0,45.7,29.8,,419.9,49.0,2336.4,92.5,48.7,10.4,0.0
2025-12-07 09:00:00+01:00,109.2,13.9,211.0,0.0,45.8,30.6,,436.9,49.0,2316.0,94.1,49.5,29.1,0.0
2025-12-07 10:00:00+01:00,106.2,13.8,214.0,0.0,45.7,30.8,,421.6,49.2,2318.1,92.3,49.8,47.4,0.0
2025-12-07 11:00:00+01:00,101.5,13.8,219.6,0.0,45.7,46.3,,362.6,46.4,2317.3,92.4,50.8,53.3,0.0
2025-12-07 12:00:00+01:00,101.2,13.8,213.2,0.0,45.8,52.4,,348.4,52.4,2318.5,92.5,50.2,55.7,0.0
2025-12-07 13:00:00+01:00,101.1,13.8,216.9,0.0,45.7,57.2,,366.9,57.3,2321.4,90.9,49.4,57.4,0.0
2025-12-07 14:00:00+01:00,101.2,13.9,293.4,0.0,45.6,91.2,,472.9,115.0,2325.7,91.8,49.8,32.0,0.0
2025-12-07 15:00:00+01:00,103.9,13.9,525.1,0.0,45.6,85.3,,512.7,123.8,2371.5,92.2,50.9,5.7,0.0
2025-12-07 16:00:00+01:00,101.9,14.9,614.4,0.0,45.7,206.8,,500.8,109.7,2427.2,92.3,54.3,0.2,0.0
2025-12-07 17:00:00+01:00,103.4,14.9,613.4,0.0,45.7,150.2,,478.1,107.5,2459.1,92.3,53.2,0.2,0.0
2025-12-07 18:00:00+01:00,102.9,14.9,605.9,0.0,45.7,195.5,,476.2,107.4,2459.3,93.9,52.9,0.2,0.0
2025-12-07 19:00:00+01:00,102.3,15.0,610.3,0.0,46.3,155.2,,480.4,106.5,2462.0,94.2,54.7,0.1,0.0
2025-12-07 20:00:00+01:00,101.0,15.0,621.4,0.0,46.4,126.5,,456.6,70.5,2461.7,94.3,55.2,0.2,0.0
2025-12-07 21:00:00+01:00,103.8,14.9,604.7,0.0,46.4,22.7,,398.0,46.2,2461.9,93.2,55.1,0.0,0.0
2025-12-07 22:00:00+01:00,104.0,13.2,487.4,0.0,46.0,22.6,,332.9,22.8,2460.9,93.5,55.5,0.0,0.0
2025-12-07 23:00:00+01:00,102.2,13.0,204.1,0.0,45.6,18.0,,329.4,22.6,2461.7,93.6,55.6,0.0,0.0
2025-12-08 00:00:00+01:00,99.9,13.2,208.5,0.0,45.8,,270.2,241.1,32.4,2462.3,93.9,54.7,0.0,0.0
2025-12-08 01:00:00+01:00,103.6,13.2,210.7,0.0,45.6,,275.2,238.7,32.6,2463.3,92.9,54.6,0.0,0.2
2025-12-08 02:00:00+01:00,103.5,13.4,213.8,0.0,45.6,,327.0,239.2,32.5,2464.0,94.1,54.4,0.0,0.4
2025-12-08 03:00:00+01:00,100.7,13.3,206.3,0.0,45.6,,326.8,238.0,32.5,2461.7,94.0,54.1,0.0,0.5
2025-12-08 04:00:00+01:00,102.1,13.5,204.4,0.0,45.7,,326.6,237.9,32.6,2459.9,93.7,53.3,0.1,0.5
2025-12-08 05:00:00+01:00,102.6,14.5,232.4,0.0,45.8,,75.3,278.8,57.9,2460.8,94.3,52.1,0.1,0.7
2025-12-08 06:00:00+01:00,100.0,14.7,554.8,0.0,45.9,27.1,,362.8,66.5,2462.0,96.2,53.3,0.2,0.6
2025-12-08 07:00:00+01:00,99.6,14.9,566.7,0.0,45.8,121.1,,468.5,74.0,2460.4,95.2,53.8,1.1,0.3
2025-12-08 08:00:00+01:00,101.8,15.1,574.5,0.0,45.7,86.0,,466.8,74.1,2460.7,92.6,53.7,14.6,0.3
2025-12-08 09:00:00+01:00,100.3,13.0,578.7,0.0,45.6,23.5,,441.7,56.9,2460.6,92.2,53.8,36.5,0.1
2025-12-08 10:00:00+01:00,103.2,5.6,556.3,0.0,45.5,23.7,,411.6,24.0,2460.2,91.4,53.2,50.6,0.1
2025-12-08 11:00:00+01:00,101.7,0.0,587.5,0.0,45.7,23.0,,351.1,22.5,2461.3,91.5,55.1,44.8,0.0
2025-12-08 12:00:00+01:00,105.5,0.0,578.8,0.0,45.9,110.9,,346.4,20.5,2462.7,91.6,54.7,39.2,0.0
2025-12-08 13:00:00+01:00,106.8,0.0,590.3,0.0,45.9,110.8,,381.4,20.6,2461.9,92.0,54.8,26.3,0.0
2025-12-08 14:00:00+01:00,107.7,1.2,584.0,0.0,45.9,65.9,,373.5,46.9,2460.7,92.2,54.7,10.1,0.0
2025-12-08 15:00:00+01:00,107.8,10.5,593.0,0.0,45.9,68.9,,480.8,59.3,2460.0,92.5,54.4,0.7,0.1
2025-12-08 16:00:00+01:00,107.0,19.1,625.1,0.0,45.7,212.1,,517.5,115.5,2459.8,90.6,54.5,0.2,0.0
2025-12-08 17:00:00+01:00,106.5,19.0,627.4,0.0,45.6,211.5,,517.2,112.1,2460.6,89.4,55.2,0.1,0.0
2025-12-08 18:00:00+01:00,107.4,18.9,624.0,0.0,45.8,255.6,,505.5,112.2,2459.9,90.0,55.0,0.1,0.1
2025-12-08 19:00:00+01:00,106.2,19.0,613.5,0.0,45.7,264.6,,494.4,120.9,2460.2,90.5,54.9,0.1,0.1
2025-12-08 20:00:00+01:00,107.3,19.0,593.0,0.0,45.7,66.9,,446.1,46.5,2460.5,93.1,55.0,0.2,0.2
2025-12-08 21:00:00+01:00,108.7,19.0,572.7,0.0,45.6,20.5,,438.9,40.9,2459.6,90.8,55.1,0.0,0.4
2025-12-08 22:00:00+01:00,105.8,18.9,532.4,0.0,45.7,0.1,,417.3,0.3,2457.9,92.4,53.9,0.0,0.4
2025-12-08 23:00:00+01:00,107.0,18.9,459.1,0.0,45.6,,97.0,312.8,0.0,2459.4,92.6,54.4,0.0,0.4
2025-12-09 00:00:00+01:00,108.2,18.9,238.5,0.0,45.5,,205.0,316.5,0.1,2460.1,93.6,54.1,0.0,0.4
2025-12-09 01:00:00+01:00,106.7,18.9,208.2,0.0,45.5,,359.5,303.0,0.1,2459.0,92.9,53.9,0.0,0.7
2025-12-09 02:00:00+01:00,106.4,18.9,214.9,0.0,45.4,,392.3,311.9,20.3,2460.6,96.7,53.2,0.1,0.8
2025-12-09 03:00:00+01:00,105.5,19.0,202.6,0.0,45.3,,392.9,323.5,20.5,2461.5,93.6,53.0,0.1,0.5
2025-12-09 04:00:00+01:00,106.1,19.0,218.9,0.0,45.5,,238.5,322.7,20.5,2459.3,99.8,53.4,0.1,0.4
2025-12-09 05:00:00+01:00,103.1,20.6,241.9,0.0,45.5,13.6,,366.9,20.6,2459.6,95.8,52.2,0.1,0.3
2025-12-09 06:00:00+01:00,104.6,23.2,560.1,0.0,45.8,20.5,,380.3,53.7,2457.8,96.9,53.1,0.2,0.3
2025-12-09 07:00:00+01:00,103.8,23.9,594.4,0.0,45.8,70.0,,481.5,56.8,2458.4,98.5,54.0,0.3,0.3
2025-12-09 08:00:00+01:00,103.7,24.2,587.6,0.0,45.7,112.6,,476.4,53.9,2458.1,95.8,52.8,5.6,0.2
2025-12-09 09:00:00+01:00,103.9,24.4,580.7,0.0,45.6,129.4,,558.9,53.9,2457.9,96.1,52.8,21.4,0.2
2025-12-09 10:00:00+01:00,105.5,23.8,587.2,0.0,45.7,28.2,,525.0,20.8,2457.5,100.4,53.1,39.2,0.2
2025-12-09 11:00:00+01:00,104.3,23.4,577.8,0.0,45.6,20.9,,476.8,20.8,2458.0,100.1,52.6,52.5,0.3
2025-12-09 12:00:00+01:00,105.6,21.3,574.6,0.0,45.5,110.3,,445.6,20.1,2458.1,98.8,53.9,60.8,0.2
2025-12-09 13:00:00+01:00,105.9,23.1,603.0,0.0,45.7,111.1,,468.5,21.1,2455.9,109.0,54.2,53.1,0.3
2025-12-09 14:00:00+01:00,104.8,24.0,614.7,0.0,45.8,128.7,,541.1,40.6,2456.8,104.3,54.4,30.3,0.4
2025-12-09 15:00:00+01:00,104.0,24.0,598.1,0.0,45.8,132.5,,571.7,73.9,2457.2,105.2,55.2,5.0,0.4
2025-12-09 16:00:00+01:00,108.6,24.1,605.3,0.0,45.5,404.7,,628.9,133.4,2458.1,102.4,56.1,0.2,0.5
2025-12-09 17:00:00+01:00,106.3,23.8,622.9,0.0,45.5,397.2,,624.5,131.5,2460.4,102.7,57.1,0.1,0.6
2025-12-09 18:00:00+01:00,105.4,21.1,646.9,0.0,45.7,398.7,,635.5,131.3,2461.1,105.7,56.9,0.1,0.6
2025-12-09 19:00:00+01:00,103.2,23.6,578.8,0.0,45.7,293.1,,627.1,116.6,2460.9,107.3,56.9,0.1,0.6
2025-12-09 20:00:00+01:00,103.9,23.8,574.4,0.0,45.6,80.2,,572.4,73.9,2460.4,108.3,56.9,0.1,0.6
2025-12-09 21:00:00+01:00,103.4,24.1,565.5,0.0,45.4,20.5,,535.5,44.1,2459.8,110.8,56.7,0.0,0.8
2025-12-09 22:00:00+01:00,103.2,23.6,587.0,0.0,45.4,0.1,,531.7,0.3,2459.8,109.2,57.2,0.0,0.5
2025-12-09 23:00:00+01:00,103.6,22.0,531.7,0.0,45.3,,151.8,480.3,0.0,2462.2,109.8,57.4,0.0,0.4
2025-12-10 00:00:00+01:00,102.7,23.5,306.5,0.0,45.5,,36.5,454.0,20.4,2462.8,108.4,56.7,0.0,0.2
2025-12-10 01:00:00+01:00,103.2,23.9,213.8,0.0,45.4,,133.9,448.8,20.5,2462.8,111.5,56.1,0.0,0.2
2025-12-10 02:00:00+01:00,106.1,24.1,203.2,0.0,45.5,,287.2,436.5,20.5,2464.9,105.2,55.7,0.1,0.1
2025-12-10 03:00:00+01:00,103.5,24.2,208.7,0.0,45.5,,287.5,436.7,20.5,2463.3,106.7,55.8,0.1,0.0
2025-12-10 04:00:00+01:00,102.2,24.3,214.7,0.0,45.4,,185.0,439.2,20.5,2463.1,106.6,55.5,0.1,0.0
2025-12-10 05:00:00+01:00,102.5,23.7,235.5,0.0,45.5,,87.4,484.8,20.6,2463.1,107.2,54.7,0.1,0.0
2025-12-10 06:00:00+01:00,101.4,23.3,554.7,0.0,45.6,20.5,,524.0,44.2,2462.3,108.8,55.2,0.2,0.0
2025-12-10 07:00:00+01:00,101.4,24.1,597.5,0.0,45.6,20.5,,581.6,48.9,2462.4,107.2,53.0,0.2,0.0
2025-12-10 08:00:00+01:00,102.6,24.2,590.1,0.0,45.5,20.6,,547.9,49.0,2462.1,107.2,51.9,4.2,0.0
2025-12-10 09:00:00+01:00,104.8,23.3,581.2,0.0,45.5,24.2,,507.2,52.6,2462.7,109.2,53.2,16.1,0.0
2025-12-10 10:00:00+01:00,104.8,21.5,580.7,0.0,45.6,8.3,,476.9,8.5,2461.7,110.3,53.2,28.1,0.0
2025-12-10 11:00:00+01:00,104.0,20.3,576.9,0.0,46.3,9.6,,465.4,9.6,2462.1,108.8,53.0,38.2,0.0
2025-12-10 12:00:00+01:00,106.5,20.3,575.6,0.0,46.6,0.0,,471.9,0.0,2461.9,113.5,53.9,35.6,0.0
2025-12-10 13:00:00+01:00,106.9,23.1,573.7,0.0,45.5,20.4,,488.2,20.5,2462.8,88.6,53.8,23.6,0.0
2025-12-10 14:00:00+01:00,104.6,23.6,605.0,0.0,45.6,48.1,,527.0,76.7,2464.8,95.2,53.1,11.6,0.1
2025-12-10 15:00:00+01:00,104.2,23.9,580.9,0.0,45.5,45.4,,541.3,83.9,2464.9,94.8,53.4,1.2,0.1
2025-12-10 16:00:00+01:00,103.6,24.1,600.1,0.0,45.6,125.2,,585.4,85.0,2464.9,100.6,53.9,0.2,0.1
2025-12-10 17:00:00+01:00,103.0,21.0,630.9,0.0,45.9,77.5,,619.9,96.4,2465.4,100.6,54.5,0.2,0.1
2025-12-10 18:00:00+01:00,103.5,19.2,634.8,0.0,45.6,52.4,,620.1,96.9,2464.8,102.8,54.9,0.1,0.1
2025-12-10 19:00:00+01:00,102.8,19.1,622.9,0.0,45.6,78.4,,592.9,122.9,2465.4,105.0,54.3,0.1,0.1
2025-12-10 20:00:00+01:00,104.5,19.0,580.7,0.0,45.6,37.6,,571.8,76.1,2465.3,103.3,55.8,0.1,0.2
2025-12-10 21:00:00+01:00,104.7,18.9,567.6,0.0,45.5,32.5,,524.8,56.0,2466.6,100.4,55.5,0.0,0.2
2025-12-10 22:00:00+01:00,102.6,20.4,597.9,0.0,45.5,12.1,,499.2,12.2,2466.5,101.7,56.2,0.0,0.3
2025-12-10 23:00:00+01:00,104.3,22.0,596.5,0.0,45.5,11.9,,503.1,11.9,2467.1,101.6,55.9,0.0,0.2
2025-12-11 00:00:00+01:00,106.0,23.4,563.2,0.0,45.7,10.0,,389.7,10.3,2468.1,92.9,55.9,0.1,0.2
2025-12-11 01:00:00+01:00,106.1,23.7,502.8,0.0,45.6,,27.4,350.5,24.4,2468.2,90.3,55.6,0.0,0.4
2025-12-11 02:00:00+01:00,105.7,23.8,491.6,0.0,45.6,,174.5,338.3,30.5,2469.6,90.0,55.0,0.0,0.5
2025-12-11 03:00:00+01:00,106.4,23.9,487.9,0.0,45.7,,125.4,338.9,30.5,2468.2,90.3,55.7,0.0,0.4
2025-12-11 04:00:00+01:00,106.8,24.3,520.1,0.0,45.8,,74.1,337.9,30.5,2467.4,95.5,54.2,0.1,0.4
2025-12-11 05:00:00+01:00,106.5,24.0,555.9,0.0,46.1,29.5,,446.4,30.6,2468.0,92.9,54.7,0.1,0.4
2025-12-11 06:00:00+01:00,105.3,24.1,586.0,0.0,46.7,30.5,,530.8,44.9,2466.1,96.1,54.6,0.2,0.4
2025-12-11 07:00:00+01:00,107.6,24.6,641.6,0.0,46.7,59.3,,546.1,28.7,2466.8,96.4,54.5,0.4,0.3
2025-12-11 08:00:00+01:00,108.9,24.6,583.3,0.0,46.7,1.9,,512.2,19.1,2466.0,94.3,54.7,7.8,0.4
2025-12-11 09:00:00+01:00,111.3,23.8,568.5,0.0,46.4,89.9,,486.2,20.7,2465.7,91.5,54.7,22.0,0.3
2025-12-11 10:00:00+01:00,114.2,22.2,561.4,0.0,45.8,1.4,,486.6,19.8,2465.5,90.8,55.8,35.7,0.2
2025-12-11 11:00:00+01:00,114.4,21.0,536.2,0.0,45.8,0.1,,484.0,18.5,2464.1,89.9,56.0,38.5,0.1
