,Biomass,Energy storage,Fossil Gas,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Other,Solar,Waste,Wind Onshore
2024-01-01 01:00:00+02:00,33.11,,42.94,0.0,0.0,24.74,20.56,0.0,67.64,219.34
2024-01-01 02:00:00+02:00,33.09,,42.94,0.0,0.0,24.71,20.56,0.0,67.7,251.64
2024-01-01 03:00:00+02:00,33.03,,42.94,0.0,0.0,25.82,11.97,0.0,67.51,281.24
2024-01-01 04:00:00+02:00,32.97,,42.91,0.0,0.0,24.77,12.14,0.0,67.87,342.95
2024-01-01 05:00:00+02:00,33.0,,42.98,0.0,219.47,57.34,12.03,0.0,67.99,358.73
2024-01-01 06:00:00+02:00,33.27,,43.12,0.0,220.6,24.75,12.07,0.0,68.02,394.2
2024-01-01 07:00:00+02:00,33.78,,43.13,0.0,218.5,24.81,12.22,0.0,67.85,421.72
2024-01-01 08:00:00+02:00,33.86,,42.65,0.0,0.0,24.81,12.2,0.49,68.96,447.26
2024-01-01 09:00:00+02:00,33.86,,42.48,0.0,0.0,24.85,12.01,62.5,67.88,453.97
2024-01-01 10:00:00+02:00,33.86,,42.76,0.0,0.0,88.41,12.2,56.09,67.03,472.2
2024-01-01 11:00:00+02:00,33.86,,42.56,0.0,0.0,88.22,12.64,72.41,66.97,472.5
2024-01-01 12:00:00+02:00,33.89,,42.58,0.0,0.0,90.04,12.64,60.71,67.52,455.89
2024-01-01 13:00:00+02:00,33.86,,42.4,0.0,0.0,93.02,12.67,46.95,67.54,479.51
2024-01-01 14:00:00+02:00,33.93,,42.41,0.0,0.0,90.12,13.08,50.02,67.03,518.41
2024-01-01 15:00:00+02:00,33.84,,42.38,0.0,0.0,88.33,12.7,29.85,66.46,562.54
2024-01-01 16:00:00+02:00,33.94,,42.31,0.0,0.0,88.29,13.36,0.32,66.33,605.08
2024-01-01 17:00:00+02:00,33.95,,42.22,0.0,0.0,88.28,13.86,0.0,66.64,672.06
2024-01-01 18:00:00+02:00,33.99,,42.2,0.0,0.0,75.33,23.4,0.0,66.37,686.51
2024-01-01 19:00:00+02:00,33.92,,41.96,0.0,0.0,88.2,23.39,0.0,66.43,673.85
2024-01-01 20:00:00+02:00,33.88,,42.01,0.0,0.0,94.14,22.88,0.0,66.52,631.81
2024-01-01 21:00:00+02:00,33.93,,41.92,0.0,0.0,45.19,23.17,0.0,66.82,624.34
2024-01-01 22:00:00+02:00,34.02,,42.34,0.0,0.0,41.85,13.01,0.0,66.8,604.39
2024-01-01 23:00:00+02:00,34.03,,42.32,0.0,0.0,38.61,13.3,0.0,66.68,542.56
2024-01-02 00:00:00+02:00,33.95,,41.95,0.0,0.0,25.81,13.52,0.0,66.37,497.34
2024-01-02 01:00:00+02:00,34.0,,42.12,0.0,0.0,24.89,13.24,0.0,66.22,488.92
2024-01-02 02:00:00+02:00,34.0,,42.19,0.0,0.0,24.88,13.15,0.0,65.96,452.48
2024-01-02 03:00:00+02:00,33.92,,42.07,0.0,0.0,24.84,12.57,0.0,66.35,406.97
2024-01-02 04:00:00+02:00,34.02,,41.99,0.0,0.0,24.82,12.84,0.0,66.39,419.48
2024-01-02 05:00:00+02:00,33.96,,48.17,0.0,0.0,25.7,12.84,0.0,66.27,395.04
2024-01-02 06:00:00+02:00,33.98,,75.65,1.05,0.0,46.81,23.3,0.0,65.99,362.35
2024-01-02 07:00:00+02:00,33.99,,96.05,187.69,0.0,96.41,20.59,0.0,65.55,356.48
2024-01-02 08:00:00+02:00,33.99,,206.46,196.26,0.0,96.01,20.59,0.98,65.61,332.62
2024-01-02 09:00:00+02:00,33.9,,367.29,196.35,0.0,97.94,36.64,19.78,64.56,301.36
2024-01-02 10:00:00+02:00,34.01,,479.38,191.63,0.0,97.94,28.66,42.11,63.85,346.56
2024-01-02 11:00:00+02:00,33.92,,456.2,185.55,0.0,97.96,23.14,75.56,62.07,341.93
2024-01-02 12:00:00+02:00,33.93,,477.61,186.75,0.0,93.18,19.86,59.26,61.66,331.87
2024-01-02 13:00:00+02:00,33.93,,478.52,191.58,0.0,97.91,28.04,50.31,56.49,360.62
2024-01-02 14:00:00+02:00,33.79,,477.35,185.5,0.0,94.22,25.24,40.28,60.2,337.53
2024-01-02 15:00:00+02:00,33.82,,479.75,205.71,0.0,94.88,31.65,13.13,61.37,378.85
2024-01-02 16:00:00+02:00,33.97,,480.6,201.23,0.0,98.05,25.54,0.3,61.74,447.77
2024-01-02 17:00:00+02:00,33.95,,480.09,201.21,0.0,98.01,15.35,0.01,62.24,465.19
2024-01-02 18:00:00+02:00,33.96,,463.69,172.85,0.0,98.06,15.62,0.0,62.55,507.18
2024-01-02 19:00:00+02:00,33.91,,480.52,181.21,0.0,98.06,17.18,0.0,62.89,534.66
2024-01-02 20:00:00+02:00,33.74,,349.62,173.89,0.0,98.04,16.21,0.0,63.2,555.56
2024-01-02 21:00:00+02:00,33.77,,46.11,181.84,0.0,59.57,18.0,0.0,63.48,583.41
2024-01-02 22:00:00+02:00,33.75,,43.3,115.66,0.0,88.33,20.85,0.0,63.48,628.78
2024-01-02 23:00:00+02:00,33.95,,42.84,0.35,0.0,59.13,14.96,0.0,63.96,638.78
2024-01-03 00:00:00+02:00,33.71,,42.46,0.0,216.88,59.93,20.72,0.0,64.22,677.71
2024-01-03 01:00:00+02:00,33.84,,42.92,0.0,285.3,25.78,14.51,0.0,64.55,687.45
2024-01-03 02:00:00+02:00,33.8,,42.53,0.0,305.0,57.34,19.74,0.0,64.42,698.84
2024-01-03 03:00:00+02:00,33.75,,42.44,0.0,336.59,64.99,18.93,0.0,63.65,725.97
2024-01-03 04:00:00+02:00,33.77,,42.35,0.0,345.24,62.03,18.93,0.0,64.23,756.42
2024-01-03 05:00:00+02:00,33.77,,41.59,0.0,268.58,61.74,21.16,0.0,63.41,763.47
2024-01-03 06:00:00+02:00,33.75,,41.8,0.0,0.0,58.16,20.12,0.0,63.67,792.85
2024-01-03 07:00:00+02:00,33.7,,42.4,84.29,0.0,96.46,18.88,0.0,64.74,817.14
2024-01-03 08:00:00+02:00,33.86,,43.25,201.05,0.0,98.08,18.88,0.0,67.1,829.52
2024-01-03 09:00:00+02:00,33.89,,42.36,251.92,0.0,98.0,23.61,29.28,65.65,802.91
2024-01-03 10:00:00+02:00,33.78,,41.8,288.0,0.0,97.97,23.61,32.92,64.83,797.55
2024-01-03 11:00:00+02:00,33.91,,41.77,331.85,0.0,97.97,20.43,55.09,64.69,799.39
2024-01-03 12:00:00+02:00,33.91,,41.66,303.17,0.0,98.02,23.68,52.94,64.55,813.19
2024-01-03 13:00:00+02:00,33.88,,42.28,267.28,0.0,97.97,16.81,53.05,64.51,811.33
2024-01-03 14:00:00+02:00,33.92,,41.61,298.27,0.0,97.98,23.96,36.83,57.81,814.99
2024-01-03 15:00:00+02:00,34.01,,42.24,387.83,0.0,97.95,21.42,40.94,53.61,804.97
2024-01-03 16:00:00+02:00,33.99,,41.78,526.61,0.0,97.99,32.88,0.37,59.33,799.96
2024-01-03 17:00:00+02:00,34.06,,41.71,388.3,0.0,97.95,24.29,0.0,64.08,788.72
2024-01-03 18:00:00+02:00,33.98,,42.11,431.31,0.0,97.95,22.7,0.0,64.99,780.05
2024-01-03 19:00:00+02:00,33.89,,42.07,293.6,0.0,97.96,25.68,0.0,65.03,770.81
2024-01-03 20:00:00+02:00,33.93,,42.28,200.95,0.0,95.59,15.95,0.0,64.12,710.71
2024-01-03 21:00:00+02:00,33.94,,42.37,0.19,0.0,98.01,15.58,0.0,62.34,699.68
2024-01-03 22:00:00+02:00,33.98,,48.68,68.97,0.0,97.99,15.58,0.0,63.89,705.1
2024-01-03 23:00:00+02:00,33.97,,154.75,47.64,109.88,76.62,15.69,0.0,63.65,677.21
2024-01-04 00:00:00+02:00,33.96,,365.14,0.41,534.59,66.92,16.13,0.0,63.44,635.1
2024-01-04 01:00:00+02:00,33.98,,475.06,0.0,674.04,96.92,16.26,0.0,65.08,607.12
2024-01-04 02:00:00+02:00,34.02,,476.36,0.0,549.92,47.85,16.23,0.0,65.34,574.53
2024-01-04 03:00:00+02:00,33.94,,477.36,0.0,444.94,27.34,15.91,0.0,65.15,563.21
2024-01-04 04:00:00+02:00,33.94,,477.62,0.0,444.2,27.31,15.25,0.0,64.01,568.02
2024-01-04 05:00:00+02:00,33.95,,477.02,93.36,302.22,52.63,27.9,0.0,65.12,557.86
2024-01-04 06:00:00+02:00,33.95,,475.95,191.06,0.0,74.8,41.45,0.0,64.75,575.56
2024-01-04 07:00:00+02:00,33.97,,438.58,380.06,0.0,94.91,41.77,0.0,64.43,605.28
2024-01-04 08:00:00+02:00,33.92,,480.6,318.86,0.0,97.92,41.77,0.0,63.66,583.24
2024-01-04 09:00:00+02:00,34.06,,488.32,342.7,0.0,97.94,44.26,32.06,64.11,543.31
2024-01-04 10:00:00+02:00,34.06,,487.65,320.75,0.0,97.99,42.6,38.3,61.84,507.81
2024-01-04 11:00:00+02:00,34.01,,487.38,341.61,0.0,98.04,42.49,50.91,42.12,490.07
2024-01-04 12:00:00+02:00,33.87,,486.79,493.37,0.0,98.07,63.73,61.84,42.27,451.15
2024-01-04 13:00:00+02:00,34.01,,488.26,340.12,0.0,97.0,41.97,47.15,44.4,427.65
2024-01-04 14:00:00+02:00,34.02,,489.94,326.67,0.0,97.99,42.56,69.45,55.01,416.26
2024-01-04 15:00:00+02:00,33.7,,492.87,281.7,0.0,97.96,59.42,46.78,55.42,405.86
2024-01-04 16:00:00+02:00,33.91,,492.85,196.87,0.0,98.02,42.61,0.38,59.42,366.69
2024-01-04 17:00:00+02:00,34.07,,491.46,197.06,0.0,98.04,51.58,0.0,63.18,313.62
2024-01-04 18:00:00+02:00,33.85,,490.88,197.12,0.0,96.99,43.01,0.0,64.5,297.58
2024-01-04 19:00:00+02:00,33.95,,490.39,194.15,0.0,96.92,51.68,0.0,64.97,264.53
2024-01-04 20:00:00+02:00,33.84,,489.93,192.64,0.0,96.99,51.68,0.0,65.36,217.77
2024-01-04 21:00:00+02:00,33.62,,489.82,162.35,0.0,97.07,43.24,0.0,65.23,168.8
2024-01-04 22:00:00+02:00,33.61,,527.82,89.06,0.0,59.61,43.24,0.0,65.23,123.52
2024-01-04 23:00:00+02:00,33.72,,585.92,0.0,196.15,40.93,17.22,0.0,65.27,90.76
2024-01-05 00:00:00+02:00,33.47,,642.21,0.0,674.51,60.42,16.77,0.0,65.37,60.79
2024-01-05 01:00:00+02:00,33.52,,679.24,0.0,678.98,68.03,36.59,0.0,65.11,48.07
2024-01-05 02:00:00+02:00,33.53,,733.96,0.0,678.03,54.05,18.44,0.0,65.44,29.44
2024-01-05 03:00:00+02:00,33.54,,765.15,0.0,676.76,40.0,36.93,0.0,65.12,23.78
2024-01-05 04:00:00+02:00,33.51,,777.95,0.0,675.69,25.78,19.06,0.0,64.67,14.07
2024-01-05 05:00:00+02:00,33.51,,774.68,0.0,670.23,25.76,19.49,0.0,64.64,25.54
2024-01-05 06:00:00+02:00,33.57,,726.15,0.0,168.71,55.0,19.15,0.0,63.89,46.15
2024-01-05 07:00:00+02:00,33.52,,701.33,0.0,0.0,46.5,19.64,0.0,64.11,74.87
2024-01-05 08:00:00+02:00,33.66,,807.97,16.7,0.0,62.71,20.26,0.0,64.43,101.06
2024-01-05 09:00:00+02:00,33.62,,821.57,0.18,0.0,50.76,20.26,27.34,63.94,117.94
2024-01-05 10:00:00+02:00,33.56,,862.78,0.0,0.0,88.2,19.46,23.14,48.04,150.3
2024-01-05 11:00:00+02:00,33.8,,996.94,0.0,0.0,88.27,19.16,23.07,59.48,95.18
2024-01-05 12:00:00+02:00,33.93,,1051.24,0.0,0.0,97.99,16.9,30.1,62.87,45.07
2024-01-05 13:00:00+02:00,33.94,,1002.15,0.0,0.0,88.28,23.29,27.59,62.77,41.24
2024-01-05 14:00:00+02:00,33.85,,1040.24,0.0,0.0,97.99,24.72,37.7,62.94,99.95
2024-01-05 15:00:00+02:00,33.58,,926.84,0.0,0.0,73.72,17.19,17.95,62.89,208.71
2024-01-05 16:00:00+02:00,33.67,,942.71,0.0,0.0,97.95,26.68,0.86,63.47,336.2
2024-01-05 17:00:00+02:00,33.74,,898.67,0.0,0.0,97.99,27.54,0.05,63.26,437.46
2024-01-05 18:00:00+02:00,33.6,,959.48,0.0,0.0,97.98,27.29,0.0,62.94,493.31
2024-01-05 19:00:00+02:00,33.46,,844.96,0.0,0.0,97.99,27.29,0.0,63.55,492.32
2024-01-05 20:00:00+02:00,33.48,,691.7,0.0,0.0,97.99,16.5,0.0,64.05,452.16
2024-01-05 21:00:00+02:00,33.39,,661.09,0.0,0.0,24.73,16.5,0.0,64.11,382.29
2024-01-05 22:00:00+02:00,33.42,,643.99,0.0,0.0,24.65,15.81,0.0,64.18,261.78
2024-01-05 23:00:00+02:00,33.34,,626.9,0.0,0.0,24.73,16.7,0.0,64.59,207.54
2024-01-06 00:00:00+02:00,33.38,,505.22,0.0,0.0,24.69,18.13,0.0,64.42,157.47
2024-01-06 01:00:00+02:00,33.52,,469.11,0.0,0.0,24.69,20.14,0.0,64.26,125.95
2024-01-06 02:00:00+02:00,33.38,,470.21,0.0,0.0,24.71,21.99,0.0,64.5,111.05
2024-01-06 03:00:00+02:00,33.38,,450.44,0.0,0.0,24.71,16.67,0.0,64.07,100.63
2024-01-06 04:00:00+02:00,33.38,,451.6,0.0,0.0,24.74,16.67,0.0,63.63,92.23
2024-01-06 05:00:00+02:00,33.38,,451.75,0.0,0.0,24.74,27.66,0.0,64.04,108.78
2024-01-06 06:00:00+02:00,33.35,,452.94,0.0,0.0,24.74,28.91,0.0,64.57,94.67
2024-01-06 07:00:00+02:00,33.27,,553.78,0.0,0.0,24.74,36.83,0.0,64.41,104.36
2024-01-06 08:00:00+02:00,33.28,,681.72,0.0,0.0,69.91,34.98,0.0,64.49,100.12
2024-01-06 09:00:00+02:00,33.19,,701.27,0.0,0.0,68.05,43.97,17.57,64.15,108.17
2024-01-06 10:00:00+02:00,33.3,,704.17,0.0,0.0,68.03,45.49,21.5,64.1,87.47
2024-01-06 11:00:00+02:00,33.37,,765.53,0.0,0.0,68.02,50.8,26.91,63.48,78.9
2024-01-06 12:00:00+02:00,33.28,,754.0,0.0,0.0,73.62,39.59,32.67,63.58,81.22
2024-01-06 13:00:00+02:00,33.38,,789.58,0.0,0.0,73.65,40.21,39.1,64.72,77.1
2024-01-06 14:00:00+02:00,33.45,,789.93,0.0,0.0,71.89,39.33,38.5,64.06,78.29
2024-01-06 15:00:00+02:00,33.46,,791.03,0.0,0.0,68.1,39.15,26.07,64.01,88.59
2024-01-06 16:00:00+02:00,33.38,,789.91,0.0,0.0,68.0,36.52,2.52,63.82,119.48
2024-01-06 17:00:00+02:00,33.4,,791.02,0.0,0.0,67.99,36.52,0.34,60.53,156.59
2024-01-06 18:00:00+02:00,33.25,,764.86,0.0,0.0,67.99,34.57,0.0,59.95,215.02
2024-01-06 19:00:00+02:00,33.28,,727.97,0.0,0.0,68.01,34.57,0.0,60.21,274.09
2024-01-06 20:00:00+02:00,33.28,,721.3,0.0,0.0,67.98,29.27,0.0,58.4,273.7
2024-01-06 21:00:00+02:00,33.34,,486.43,0.0,0.0,24.73,29.97,0.0,58.64,267.32
2024-01-06 22:00:00+02:00,33.26,,357.95,0.0,0.0,24.65,29.97,0.0,58.15,263.39
2024-01-06 23:00:00+02:00,33.33,,370.15,0.0,0.0,24.69,24.81,0.0,58.88,266.0
2024-01-07 00:00:00+02:00,33.18,,372.21,0.0,0.0,24.67,17.26,0.0,58.48,260.72
2024-01-07 01:00:00+02:00,33.01,,74.64,0.0,58.21,44.49,24.47,0.0,58.17,270.71
2024-01-07 02:00:00+02:00,33.07,,68.75,0.0,223.49,24.78,17.2,0.0,57.9,287.42
2024-01-07 03:00:00+02:00,33.15,,68.44,0.0,225.86,24.65,16.91,0.0,57.5,319.39
2024-01-07 04:00:00+02:00,33.18,,68.46,0.0,225.91,24.61,16.91,0.0,56.72,353.07
2024-01-07 05:00:00+02:00,33.18,,68.42,0.0,225.25,39.48,17.26,0.0,55.81,309.4
2024-01-07 06:00:00+02:00,33.18,,68.48,0.0,117.06,50.85,25.71,0.0,55.47,302.31
2024-01-07 07:00:00+02:00,33.31,,68.8,0.0,0.0,50.71,24.87,0.0,55.94,310.47
2024-01-07 08:00:00+02:00,33.2,,68.97,166.39,0.0,50.91,24.87,0.0,55.84,346.26
2024-01-07 09:00:00+02:00,33.33,,68.91,199.32,0.0,32.01,16.45,23.23,55.73,357.93
2024-01-07 10:00:00+02:00,33.35,,68.75,199.21,0.0,73.92,23.35,47.16,55.1,340.46
2024-01-07 11:00:00+02:00,33.26,,68.82,133.16,0.0,97.08,23.48,47.14,54.23,269.48
2024-01-07 12:00:00+02:00,33.25,,68.91,241.63,0.0,25.89,23.48,57.41,54.04,206.33
2024-01-07 13:00:00+02:00,33.22,,68.54,199.22,0.0,25.88,24.72,61.79,54.44,164.93
2024-01-07 14:00:00+02:00,33.28,,68.62,199.14,0.0,26.0,24.1,36.32,54.6,188.74
2024-01-07 15:00:00+02:00,33.37,,68.5,134.39,0.0,26.01,24.12,18.49,54.37,233.82
2024-01-07 16:00:00+02:00,33.38,,68.44,193.07,0.0,49.76,24.12,2.83,53.5,305.3
2024-01-07 17:00:00+02:00,33.33,,68.44,211.29,0.0,48.93,23.09,0.42,53.86,326.22
2024-01-07 18:00:00+02:00,33.35,,68.07,97.86,0.0,48.89,25.63,0.0,53.3,303.14
2024-01-07 19:00:00+02:00,33.45,,68.29,49.5,0.0,49.84,24.49,0.0,53.62,330.48
2024-01-07 20:00:00+02:00,33.54,,68.67,104.04,0.0,39.76,24.33,0.0,54.09,360.74
2024-01-07 21:00:00+02:00,33.68,,68.54,62.55,226.82,25.7,24.85,0.0,54.62,380.69
2024-01-07 22:00:00+02:00,33.22,,68.44,0.0,455.63,25.87,25.01,0.0,54.98,389.41
2024-01-07 23:00:00+02:00,33.34,,60.51,0.0,455.12,25.9,24.38,0.0,55.04,390.42
2024-01-08 00:00:00+02:00,33.67,,44.24,0.0,454.51,24.9,18.55,0.0,54.85,396.63
2024-01-08 01:00:00+02:00,33.51,,60.66,0.0,572.82,25.87,17.74,0.0,55.71,397.7
2024-01-08 02:00:00+02:00,33.55,,68.56,0.0,673.1,25.89,17.74,0.0,55.71,361.02
2024-01-08 03:00:00+02:00,33.51,,68.62,0.0,671.68,24.8,19.91,0.0,55.87,313.25
2024-01-08 04:00:00+02:00,33.51,,68.47,0.0,670.27,25.75,23.7,0.0,55.91,300.91
2024-01-08 05:00:00+02:00,33.47,,68.42,0.0,665.69,24.8,23.73,0.0,56.01,270.6
2024-01-08 06:00:00+02:00,33.75,,74.26,83.86,370.63,25.78,22.57,0.0,55.41,232.5
2024-01-08 07:00:00+02:00,33.62,,181.31,51.3,0.0,39.95,24.46,0.0,54.59,189.84
2024-01-08 08:00:00+02:00,33.7,,372.7,245.18,0.0,50.29,25.07,0.0,54.69,144.08
2024-01-08 09:00:00+02:00,33.7,,510.29,130.3,0.0,49.97,23.87,27.15,54.97,88.36
2024-01-08 10:00:00+02:00,33.62,,511.15,126.83,0.0,50.84,24.34,34.63,55.01,46.38
2024-01-08 11:00:00+02:00,33.73,,509.72,199.71,0.0,50.88,24.33,48.5,55.69,13.91
2024-01-08 12:00:00+02:00,33.71,,508.47,273.42,0.0,50.88,34.52,61.79,55.58,9.26
2024-01-08 13:00:00+02:00,33.7,,507.08,206.27,0.0,50.44,34.52,60.32,56.38,34.14
2024-01-08 14:00:00+02:00,33.7,,506.9,201.44,0.0,47.11,27.85,52.72,56.47,92.88
2024-01-08 15:00:00+02:00,33.57,,368.73,166.5,0.0,46.87,25.7,27.5,56.31,167.51
2024-01-08 16:00:00+02:00,33.67,,333.44,121.08,0.0,46.87,19.9,1.53,55.71,269.37
2024-01-08 17:00:00+02:00,33.81,,359.73,161.21,0.0,46.87,16.56,0.0,55.08,377.07
2024-01-08 18:00:00+02:00,33.65,,423.8,170.12,0.0,49.82,25.85,0.0,49.38,461.55
2024-01-08 19:00:00+02:00,33.72,,460.95,160.99,0.0,46.95,26.39,0.0,46.9,542.55
2024-01-08 20:00:00+02:00,33.76,,485.04,172.99,0.0,44.04,26.14,0.0,47.29,613.17
2024-01-08 21:00:00+02:00,33.75,,373.78,161.25,0.0,24.68,15.83,0.0,47.48,678.37
2024-01-08 22:00:00+02:00,33.88,,69.24,1.05,0.0,24.73,15.28,0.0,50.95,735.21
2024-01-08 23:00:00+02:00,33.81,,69.42,0.0,0.0,24.73,15.2,0.0,54.59,744.19
2024-01-09 00:00:00+02:00,33.74,,68.95,0.0,224.21,24.76,15.2,0.0,55.5,704.82
2024-01-09 01:00:00+02:00,33.63,,65.97,0.0,450.83,24.73,19.85,0.0,55.41,636.8
2024-01-09 02:00:00+02:00,33.79,,66.16,0.0,671.42,24.75,23.59,0.0,56.65,549.13
2024-01-09 03:00:00+02:00,33.76,,66.32,0.0,671.15,24.77,22.93,0.0,56.84,434.62
2024-01-09 04:00:00+02:00,33.79,,66.58,0.0,669.45,24.77,18.32,0.0,57.43,388.55
2024-01-09 05:00:00+02:00,33.71,,74.58,0.0,666.37,24.78,21.08,0.0,57.55,328.69
2024-01-09 06:00:00+02:00,33.72,,188.98,0.0,209.0,24.76,24.1,0.0,57.63,292.82
2024-01-09 07:00:00+02:00,33.71,,370.38,47.62,0.0,25.84,24.1,0.0,56.67,296.18
2024-01-09 08:00:00+02:00,33.85,,508.94,0.32,0.0,49.76,26.66,0.0,57.38,308.41
2024-01-09 09:00:00+02:00,33.73,,509.01,51.06,0.0,49.87,30.13,68.12,57.35,329.53
2024-01-09 10:00:00+02:00,33.8,,508.53,100.74,0.0,49.79,30.13,45.82,56.97,331.33
2024-01-09 11:00:00+02:00,33.09,,508.25,0.41,0.0,49.81,19.45,26.9,55.92,366.13
2024-01-09 12:00:00+02:00,33.72,,457.5,0.0,0.0,25.75,14.51,32.26,55.66,395.26
2024-01-09 13:00:00+02:00,33.94,,472.79,0.0,0.0,24.71,14.08,34.56,60.43,462.68
2024-01-09 14:00:00+02:00,33.94,,432.61,0.0,0.0,24.72,14.08,21.73,62.23,486.93
2024-01-09 15:00:00+02:00,33.94,,502.51,0.0,0.0,24.73,15.21,20.23,62.88,482.61
2024-01-09 16:00:00+02:00,33.94,,509.02,0.0,0.0,49.76,14.91,0.76,63.17,504.17
2024-01-09 17:00:00+02:00,33.94,,507.81,0.0,0.0,49.83,14.26,0.0,64.05,527.99
2024-01-09 18:00:00+02:00,33.89,,506.05,0.0,0.0,49.84,25.12,0.0,64.49,577.63
2024-01-09 19:00:00+02:00,33.8,,462.64,0.0,0.0,49.89,14.0,0.0,64.62,590.09
2024-01-09 20:00:00+02:00,33.85,,503.51,0.0,0.0,24.74,14.0,0.0,65.3,583.96
2024-01-09 21:00:00+02:00,33.64,,503.83,0.0,0.0,24.78,13.31,0.0,65.31,610.1
2024-01-09 22:00:00+02:00,33.8,,374.1,0.0,48.96,24.79,11.7,0.0,65.4,619.22
2024-01-09 23:00:00+02:00,33.75,,65.63,0.0,0.0,24.78,12.45,0.0,65.17,603.62
2024-01-10 00:00:00+02:00,33.72,,65.64,0.0,0.0,24.76,12.69,0.0,65.76,562.89
2024-01-10 01:00:00+02:00,33.71,,65.64,0.0,0.0,24.78,11.6,0.0,65.94,579.17
2024-01-10 02:00:00+02:00,33.71,,65.64,0.0,0.0,24.75,12.6,0.0,65.52,544.83
2024-01-10 03:00:00+02:00,33.71,,65.61,0.0,0.0,24.77,12.6,0.0,65.84,538.37
2024-01-10 04:00:00+02:00,33.71,,65.62,0.0,49.68,24.76,14.75,0.0,65.47,523.15
2024-01-10 05:00:00+02:00,33.71,,73.22,0.0,0.0,24.76,13.4,0.0,65.18,503.29
2024-01-10 06:00:00+02:00,33.71,,187.59,0.0,0.0,24.73,13.4,0.0,64.77,467.28
2024-01-10 07:00:00+02:00,33.7,,364.87,1.05,0.0,24.67,13.57,0.0,65.07,402.03
2024-01-10 08:00:00+02:00,33.72,,501.77,204.54,0.0,63.34,32.69,0.0,64.48,364.0
2024-01-10 09:00:00+02:00,33.74,,501.88,390.06,0.0,25.76,33.82,10.06,64.44,379.18
2024-01-10 10:00:00+02:00,33.76,,504.19,200.26,0.0,25.72,37.57,30.94,64.54,386.67
2024-01-10 11:00:00+02:00,33.75,,457.21,0.24,0.0,25.7,23.28,33.26,64.38,426.94
2024-01-10 12:00:00+02:00,33.74,,415.83,0.0,0.0,25.72,22.3,34.88,64.89,417.27
2024-01-10 13:00:00+02:00,33.74,,375.62,0.0,0.0,25.72,12.39,52.24,64.37,452.45
2024-01-10 14:00:00+02:00,33.74,,357.45,0.0,0.0,25.66,15.93,54.63,64.38,509.37
2024-01-10 15:00:00+02:00,33.74,,336.33,0.0,0.0,24.63,13.01,38.67,64.13,585.76
2024-01-10 16:00:00+02:00,33.74,,344.56,0.89,0.0,24.71,13.01,1.19,64.51,631.66
2024-01-10 17:00:00+02:00,33.74,,369.74,161.52,0.0,25.78,24.2,0.0,64.13,692.79
2024-01-10 18:00:00+02:00,33.74,,369.97,161.5,0.0,24.75,24.4,0.0,64.43,709.21
2024-01-10 19:00:00+02:00,33.74,,340.74,161.64,0.0,24.72,24.2,0.0,65.05,735.6
2024-01-10 20:00:00+02:00,33.74,,319.15,68.16,0.0,25.83,12.56,0.0,65.38,782.4
2024-01-10 21:00:00+02:00,33.74,,366.16,0.0,162.25,24.73,11.76,0.0,65.34,812.41
2024-01-10 22:00:00+02:00,33.74,,65.73,0.0,163.62,25.76,12.73,0.0,65.02,800.57
2024-01-10 23:00:00+02:00,33.74,,65.33,0.0,166.8,24.75,12.73,0.0,65.68,752.21
2024-01-11 00:00:00+02:00,33.74,,65.81,0.0,443.97,24.68,11.85,0.0,65.36,724.63
2024-01-11 01:00:00+02:00,33.74,,45.82,0.0,664.17,24.7,11.5,0.0,66.4,685.37
2024-01-11 02:00:00+02:00,33.74,,42.64,0.0,667.01,24.7,12.14,0.0,66.1,666.64
2024-01-11 03:00:00+02:00,33.74,,42.61,0.0,665.23,24.73,10.99,0.0,65.88,699.47
2024-01-11 04:00:00+02:00,33.74,,42.53,0.0,663.69,24.73,10.27,0.0,65.7,760.12
2024-01-11 05:00:00+02:00,33.74,,42.45,0.0,545.68,24.73,9.95,0.0,66.02,784.22
2024-01-11 06:00:00+02:00,33.74,,49.72,0.0,217.47,24.71,10.57,0.0,65.35,794.15
2024-01-11 07:00:00+02:00,33.74,,165.86,0.23,50.13,24.75,10.57,0.0,64.82,820.82
2024-01-11 08:00:00+02:00,33.74,,346.49,161.56,0.0,24.73,11.63,0.98,64.64,800.12
2024-01-11 09:00:00+02:00,33.74,,426.68,163.72,0.0,24.71,18.11,43.27,64.97,757.52
2024-01-11 10:00:00+02:00,33.76,,352.14,166.55,0.0,24.7,17.1,33.85,64.01,753.19
2024-01-11 11:00:00+02:00,33.8,,333.88,121.57,0.0,24.71,22.25,41.95,63.76,764.83
2024-01-11 12:00:00+02:00,33.79,,296.1,42.19,0.0,24.71,22.14,52.62,62.99,857.26
2024-01-11 13:00:00+02:00,33.86,,349.21,161.68,0.0,24.71,22.6,58.31,65.47,824.86
2024-01-11 14:00:00+02:00,33.81,,420.0,161.83,0.0,24.73,11.57,47.79,65.56,812.58
2024-01-11 15:00:00+02:00,33.82,,424.57,161.82,0.0,25.79,11.2,27.97,66.99,831.72
2024-01-11 16:00:00+02:00,33.82,,392.43,162.01,0.0,24.83,28.81,3.24,63.72,818.7
2024-01-11 17:00:00+02:00,33.92,,365.76,161.71,0.0,24.83,25.79,1.23,63.94,855.34
