,Biomass,Energy storage,Fossil Gas,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Other,Solar,Waste,Wind Onshore
2025-03-26 21:00:00+02:00,20.7,,276.93,0.0,0.0,49.05,66.05,0.0,115.62,201.02
2025-03-26 21:15:00+02:00,20.7,,276.94,0.0,0.0,48.93,68.21,0.0,115.54,184.66
2025-03-26 21:30:00+02:00,20.7,,276.98,0.0,0.0,48.98,69.76,0.0,116.24,177.05
2025-03-26 21:45:00+02:00,20.7,,276.86,0.0,0.0,48.99,73.13,0.0,116.89,184.42
2025-03-26 22:00:00+02:00,20.75,,291.03,0.0,0.0,27.29,72.85,0.0,116.06,190.47
2025-03-26 22:15:00+02:00,20.73,,277.47,0.0,0.0,26.67,66.86,0.0,115.88,186.52
2025-03-26 22:30:00+02:00,20.69,,277.01,0.0,0.0,26.83,65.92,0.0,116.3,183.85
2025-03-26 22:45:00+02:00,20.74,,276.95,0.0,0.0,26.82,65.78,0.0,116.34,178.71
2025-03-26 23:00:00+02:00,20.74,,255.48,0.0,0.0,26.82,56.48,0.0,116.44,175.56
2025-03-26 23:15:00+02:00,20.68,,245.31,0.0,0.0,26.84,47.91,0.0,116.02,168.68
2025-03-26 23:30:00+02:00,20.72,,267.47,0.0,0.0,26.82,44.75,0.0,115.83,173.17
2025-03-26 23:45:00+02:00,20.72,,303.44,0.0,0.0,26.83,45.36,0.0,115.06,152.98
2025-03-27 00:00:00+02:00,20.72,,242.26,0.0,0.0,26.83,54.24,0.0,115.26,127.67
2025-03-27 00:15:00+02:00,20.72,,246.41,0.0,0.0,26.82,50.65,0.0,115.49,159.22
2025-03-27 00:30:00+02:00,20.72,,240.86,0.0,0.0,26.81,49.43,0.0,115.52,178.11
2025-03-27 00:45:00+02:00,20.72,,224.29,0.0,0.0,26.82,49.1,0.0,115.57,140.0
2025-03-27 01:00:00+02:00,20.72,,224.9,0.0,0.0,24.72,48.91,0.0,115.7,118.6
2025-03-27 01:15:00+02:00,20.72,,225.24,0.0,0.0,24.81,43.89,0.0,115.66,108.7
2025-03-27 01:30:00+02:00,20.72,,242.27,0.0,0.0,24.79,45.29,0.0,115.77,104.3
2025-03-27 01:45:00+02:00,20.72,,267.76,0.0,0.0,24.81,42.44,0.0,115.66,94.75
2025-03-27 02:00:00+02:00,20.72,,260.8,0.0,0.0,24.82,40.41,0.0,115.19,89.1
2025-03-27 02:15:00+02:00,20.72,,236.91,0.0,0.0,24.8,47.02,0.0,114.43,75.07
2025-03-27 02:30:00+02:00,20.72,,239.92,0.0,0.0,24.81,46.0,0.0,114.37,61.72
2025-03-27 02:45:00+02:00,20.72,,246.99,0.0,0.0,24.82,50.76,0.0,114.83,47.23
2025-03-27 03:00:00+02:00,20.72,,249.17,0.0,0.0,24.81,49.59,0.0,115.85,33.02
2025-03-27 03:15:00+02:00,20.72,,288.43,0.0,0.0,24.82,41.49,0.0,115.99,27.29
2025-03-27 03:30:00+02:00,20.72,,301.73,0.0,0.0,24.8,42.97,0.0,115.93,26.9
2025-03-27 03:45:00+02:00,20.72,,319.58,0.0,0.0,24.81,41.03,0.0,115.94,33.66
2025-03-27 04:00:00+02:00,20.72,,307.86,0.0,0.0,24.81,41.08,0.0,115.81,39.98
2025-03-27 04:15:00+02:00,20.72,,302.96,0.0,0.0,24.8,41.1,0.0,115.81,41.23
2025-03-27 04:30:00+02:00,20.72,,287.47,0.0,0.0,24.82,41.31,0.0,115.93,40.3
2025-03-27 04:45:00+02:00,20.72,,265.36,0.0,0.0,24.67,41.36,0.0,116.37,44.04
2025-03-27 05:00:00+02:00,20.72,,263.87,0.0,0.0,50.64,40.96,0.03,116.16,34.82
2025-03-27 05:15:00+02:00,20.72,,267.93,0.0,0.0,50.95,41.09,0.09,116.06,35.38
2025-03-27 05:30:00+02:00,20.72,,226.61,0.0,0.0,47.09,42.82,0.15,116.12,26.4
2025-03-27 05:45:00+02:00,20.72,,253.65,0.0,0.0,51.0,51.38,0.22,116.0,22.3
2025-03-27 06:00:00+02:00,20.72,,241.01,0.0,0.0,69.85,53.29,7.98,115.68,24.8
2025-03-27 06:15:00+02:00,20.72,,246.72,0.0,0.0,69.98,57.98,25.12,115.18,30.96
2025-03-27 06:30:00+02:00,20.72,,301.7,0.0,0.0,70.02,63.38,42.41,115.55,35.31
2025-03-27 06:45:00+02:00,20.72,,329.27,0.0,0.0,70.03,65.39,60.88,115.52,28.72
2025-03-27 07:00:00+02:00,20.72,,317.41,0.0,0.0,70.02,64.76,92.23,115.2,20.54
2025-03-27 07:15:00+02:00,20.72,,374.21,0.0,0.0,70.03,58.27,140.34,115.81,15.98
2025-03-27 07:30:00+02:00,20.61,,375.46,0.0,0.0,70.02,56.01,186.47,115.96,12.31
2025-03-27 07:45:00+02:00,20.63,,360.67,0.0,0.0,70.01,55.25,235.07,115.48,8.93
2025-03-27 08:00:00+02:00,20.63,,285.14,0.0,0.0,49.25,63.68,281.47,115.51,7.04
2025-03-27 08:15:00+02:00,20.64,,305.06,0.0,0.0,48.86,62.39,323.2,115.79,6.19
2025-03-27 08:30:00+02:00,20.75,,322.75,0.0,0.0,48.93,56.52,361.7,116.02,5.58
2025-03-27 08:45:00+02:00,20.75,,341.29,0.0,0.0,48.95,55.9,394.4,115.7,5.23
2025-03-27 09:00:00+02:00,20.64,,282.66,0.0,0.0,24.91,51.62,435.16,115.17,5.25
2025-03-27 09:15:00+02:00,20.67,,353.57,0.0,0.0,24.47,43.77,478.06,115.25,5.28
2025-03-27 09:30:00+02:00,20.64,,362.05,0.0,0.0,26.61,41.85,516.74,115.79,3.19
2025-03-27 09:45:00+02:00,20.67,,357.03,0.0,0.0,26.71,42.31,577.17,116.46,0.56
2025-03-27 10:00:00+02:00,20.67,,247.78,0.0,0.0,24.79,47.79,613.89,115.62,0.78
2025-03-27 10:15:00+02:00,20.67,,290.62,0.0,0.0,24.69,44.86,619.21,116.01,0.89
2025-03-27 10:30:00+02:00,20.67,,296.93,0.0,0.0,26.66,44.55,651.76,116.07,0.92
2025-03-27 10:45:00+02:00,20.7,,254.85,0.0,0.0,26.8,44.96,687.08,116.19,1.94
2025-03-27 11:00:00+02:00,20.69,,235.65,0.0,208.95,26.8,46.56,674.14,115.72,2.23
2025-03-27 11:15:00+02:00,20.73,,311.66,0.0,218.73,26.8,43.72,689.14,115.56,5.33
2025-03-27 11:30:00+02:00,20.73,,340.82,0.0,218.68,26.8,43.65,705.54,116.35,8.98
2025-03-27 11:45:00+02:00,20.73,,288.15,0.0,218.41,26.82,44.24,701.35,115.96,13.34
2025-03-27 12:00:00+02:00,20.73,,239.65,0.0,218.23,26.81,44.08,717.37,115.83,15.73
2025-03-27 12:15:00+02:00,20.73,,52.29,0.0,217.73,26.82,50.59,735.07,116.02,21.31
2025-03-27 12:30:00+02:00,20.73,,238.5,0.0,217.73,26.83,43.93,728.58,116.15,32.48
2025-03-27 12:45:00+02:00,20.73,,340.33,0.0,218.04,26.82,46.6,703.21,115.87,44.64
2025-03-27 13:00:00+02:00,20.74,,343.62,0.0,217.97,26.83,51.02,669.78,108.85,58.55
2025-03-27 13:15:00+02:00,20.79,,404.57,0.0,217.6,26.82,51.26,655.93,106.3,67.22
2025-03-27 13:30:00+02:00,20.79,,431.86,0.0,217.71,26.84,50.44,646.36,106.42,83.94
2025-03-27 13:45:00+02:00,20.79,,433.7,0.0,218.3,27.27,51.18,623.56,105.3,98.42
2025-03-27 14:00:00+02:00,20.79,,433.87,0.0,218.47,48.79,50.79,524.91,102.48,100.79
2025-03-27 14:15:00+02:00,20.79,,419.97,0.0,218.03,27.0,42.97,506.92,102.96,104.82
2025-03-27 14:30:00+02:00,20.77,,422.68,0.0,217.67,26.73,41.43,483.2,103.15,111.91
2025-03-27 14:45:00+02:00,20.73,,333.72,0.0,217.63,26.73,41.75,451.44,110.53,131.39
2025-03-27 15:00:00+02:00,20.67,,361.05,0.0,217.63,26.71,44.39,477.0,114.5,154.57
2025-03-27 15:15:00+02:00,20.73,,326.41,0.0,217.47,26.73,48.55,436.99,115.24,155.09
2025-03-27 15:30:00+02:00,20.73,,262.72,13.17,216.19,44.71,53.13,367.04,115.49,148.92
2025-03-27 15:45:00+02:00,20.73,,235.9,19.91,207.05,25.98,47.4,316.76,115.18,156.82
2025-03-27 16:00:00+02:00,20.73,,320.61,0.0,0.0,26.73,45.96,288.56,115.52,168.37
2025-03-27 16:15:00+02:00,20.73,,248.22,0.0,0.0,26.76,50.77,243.79,115.22,188.84
2025-03-27 16:30:00+02:00,20.73,,244.91,0.0,0.0,26.76,47.79,210.26,114.62,206.88
2025-03-27 16:45:00+02:00,20.58,,245.27,0.0,0.0,24.87,52.98,171.67,114.61,211.67
2025-03-27 17:00:00+02:00,20.66,,273.38,0.0,0.0,48.75,59.37,136.25,114.71,211.03
2025-03-27 17:15:00+02:00,20.66,,275.22,0.0,0.0,49.18,62.87,98.12,114.7,211.43
2025-03-27 17:30:00+02:00,20.7,,274.51,0.0,0.0,49.09,71.24,62.32,115.6,215.3
2025-03-27 17:45:00+02:00,20.71,,274.89,0.74,0.0,49.08,77.23,26.31,115.58,214.15
2025-03-27 18:00:00+02:00,20.69,,275.58,174.87,0.0,49.09,64.58,6.58,115.84,242.28
2025-03-27 18:15:00+02:00,20.71,,275.83,193.48,0.0,49.09,63.77,3.42,116.32,254.28
2025-03-27 18:30:00+02:00,20.71,,276.15,200.11,0.0,49.08,62.63,1.71,116.11,267.81
2025-03-27 18:45:00+02:00,20.71,,275.57,178.8,0.0,49.1,63.71,0.47,116.31,280.24
2025-03-27 19:00:00+02:00,20.71,,279.05,161.76,0.0,49.06,68.08,0.0,115.62,270.17
2025-03-27 19:15:00+02:00,20.71,,300.03,161.47,0.0,49.08,72.14,0.0,115.31,275.0
2025-03-27 19:30:00+02:00,20.71,,309.75,201.89,0.0,49.07,72.41,0.0,115.35,273.85
2025-03-27 19:45:00+02:00,20.71,,329.15,202.29,0.0,49.06,71.07,0.0,115.39,291.92
2025-03-27 20:00:00+02:00,20.71,,305.24,202.29,0.0,49.06,79.79,0.0,114.19,296.38
2025-03-27 20:15:00+02:00,20.71,,337.26,202.29,0.0,49.05,67.43,0.0,114.97,301.0
2025-03-27 20:30:00+02:00,20.71,,342.61,201.9,0.0,49.06,72.04,0.0,115.36,291.55
2025-03-27 20:45:00+02:00,20.71,,348.27,201.26,0.0,49.06,74.05,0.0,115.06,317.37
2025-03-27 21:00:00+02:00,20.71,,386.42,201.26,0.0,27.35,59.6,0.0,114.99,369.57
2025-03-27 21:15:00+02:00,20.71,,399.35,201.5,0.0,26.75,51.13,0.0,114.76,436.73
2025-03-27 21:30:00+02:00,20.71,,355.87,201.81,0.0,26.75,50.89,0.0,115.18,483.81
2025-03-27 21:45:00+02:00,20.71,,308.09,201.11,0.0,26.75,50.37,0.0,114.67,513.91
2025-03-27 22:00:00+02:00,20.71,,248.58,1.13,0.0,26.76,51.92,0.0,115.07,548.65
2025-03-27 22:15:00+02:00,20.71,,246.6,0.0,0.0,26.76,43.19,0.0,114.79,589.4
2025-03-27 22:30:00+02:00,20.71,,246.89,0.0,0.0,26.76,43.11,0.0,115.54,638.49
2025-03-27 22:45:00+02:00,20.71,,246.73,0.0,0.0,24.87,43.34,0.0,115.6,643.15
2025-03-27 23:00:00+02:00,20.71,,236.29,0.0,0.0,24.73,51.08,0.0,115.89,575.27
2025-03-27 23:15:00+02:00,20.71,,239.72,0.0,0.0,24.73,50.79,0.0,116.29,545.92
2025-03-27 23:30:00+02:00,20.71,,287.73,0.0,0.0,24.73,45.3,0.0,116.38,551.43
2025-03-27 23:45:00+02:00,20.71,,232.52,0.0,0.0,24.72,46.25,0.0,115.98,583.72
2025-03-28 00:00:00+02:00,20.71,,232.39,0.02,177.48,24.74,46.97,0.0,115.8,600.5
2025-03-28 00:15:00+02:00,20.71,,279.9,0.0,218.75,24.71,48.36,0.0,115.61,578.99
2025-03-28 00:30:00+02:00,20.71,,287.74,0.0,218.41,24.73,50.98,0.0,115.47,606.27
2025-03-28 00:45:00+02:00,20.71,,238.04,0.0,218.11,24.72,51.35,0.0,115.11,603.42
2025-03-28 01:00:00+02:00,20.71,,234.74,0.0,217.67,24.71,52.75,0.0,114.76,631.3
2025-03-28 01:15:00+02:00,20.71,,236.86,0.0,218.06,24.71,53.13,0.0,115.38,634.38
2025-03-28 01:30:00+02:00,20.63,,236.94,0.0,217.96,24.7,53.38,0.0,115.44,648.08
2025-03-28 01:45:00+02:00,20.66,,236.22,0.0,218.36,24.72,52.12,0.0,114.96,690.54
2025-03-28 02:00:00+02:00,20.66,,234.57,0.0,217.81,24.72,49.98,0.0,105.71,690.46
2025-03-28 02:15:00+02:00,20.66,,234.47,0.0,217.58,24.7,50.29,0.0,97.42,627.39
2025-03-28 02:30:00+02:00,20.66,,234.49,0.0,217.76,24.72,56.76,0.0,96.94,588.87
2025-03-28 02:45:00+02:00,20.66,,234.51,0.0,218.05,24.73,53.9,0.0,98.0,564.97
2025-03-28 03:00:00+02:00,20.66,,234.64,0.0,217.42,24.71,56.56,0.0,97.94,571.64
2025-03-28 03:15:00+02:00,20.66,,234.57,0.0,217.53,24.73,49.76,0.0,98.01,605.26
2025-03-28 03:30:00+02:00,20.66,,233.12,0.0,217.42,24.73,48.63,0.0,98.14,591.17
2025-03-28 03:45:00+02:00,20.66,,231.77,0.0,217.42,24.71,53.63,0.0,103.12,569.46
2025-03-28 04:00:00+02:00,20.66,,234.22,0.0,217.42,24.73,47.76,0.0,114.47,580.61
2025-03-28 04:15:00+02:00,20.66,,235.18,0.0,217.42,24.72,48.12,0.0,116.45,586.43
2025-03-28 04:30:00+02:00,20.66,,236.34,0.0,217.33,24.7,48.73,0.0,115.63,587.23
2025-03-28 04:45:00+02:00,20.66,,236.65,0.0,217.47,24.73,52.04,0.0,115.79,573.31
2025-03-28 05:00:00+02:00,20.66,,236.69,0.0,217.4,24.73,45.83,0.04,115.31,590.98
2025-03-28 05:15:00+02:00,20.66,,236.82,0.0,217.42,24.71,46.44,0.13,115.32,610.81
2025-03-28 05:30:00+02:00,20.66,,236.83,0.0,216.99,24.73,46.12,0.23,115.3,599.22
2025-03-28 05:45:00+02:00,20.66,,236.84,0.0,208.27,24.72,47.32,0.32,115.17,594.02
2025-03-28 06:00:00+02:00,20.66,,236.8,0.0,0.0,24.72,45.93,7.67,115.3,612.38
2025-03-28 06:15:00+02:00,20.66,,236.8,0.0,0.0,24.74,44.91,24.13,115.54,632.33
2025-03-28 06:30:00+02:00,20.66,,236.86,0.0,0.0,24.72,44.19,41.38,115.18,604.79
2025-03-28 06:45:00+02:00,20.66,,236.93,2.11,0.0,24.74,46.07,59.07,115.5,558.27
2025-03-28 07:00:00+02:00,20.66,,236.9,161.0,0.0,24.74,45.34,83.67,115.22,585.96
2025-03-28 07:15:00+02:00,20.66,,236.46,161.33,0.0,24.73,50.59,117.21,115.18,578.07
2025-03-28 07:30:00+02:00,20.66,,236.44,162.35,0.0,26.8,52.2,150.22,115.34,575.11
2025-03-28 07:45:00+02:00,20.66,,236.32,200.81,0.0,26.81,50.42,184.77,115.25,509.71
2025-03-28 08:00:00+02:00,20.66,,236.4,161.47,0.0,26.81,67.77,215.8,115.44,460.71
2025-03-28 08:15:00+02:00,20.66,,236.39,200.78,0.0,26.82,71.04,242.95,115.65,418.32
2025-03-28 08:30:00+02:00,20.66,,285.11,201.76,0.0,26.81,68.87,270.43,115.86,379.4
2025-03-28 08:45:00+02:00,20.66,,237.33,201.76,0.0,26.83,69.65,299.68,115.05,343.48
2025-03-28 09:00:00+02:00,20.66,,303.77,201.76,0.0,26.82,57.87,325.6,115.74,295.56
2025-03-28 09:15:00+02:00,20.66,,346.58,201.76,0.0,26.83,54.42,352.23,115.52,273.46
2025-03-28 09:30:00+02:00,20.64,,370.94,201.76,0.0,26.83,51.06,374.92,115.6,267.76
2025-03-28 09:45:00+02:00,20.75,,389.47,201.03,0.0,26.82,50.92,406.89,115.82,262.55
2025-03-28 10:00:00+02:00,20.75,,384.23,0.31,0.0,26.82,48.06,412.92,115.73,275.87
2025-03-28 10:15:00+02:00,20.75,,360.95,0.0,0.0,25.79,47.4,415.33,116.01,285.96
2025-03-28 10:30:00+02:00,20.75,,345.14,0.0,0.0,24.89,45.75,422.3,114.86,299.84
2025-03-28 10:45:00+02:00,20.75,,300.52,0.0,0.0,26.8,44.78,435.8,114.66,333.55
2025-03-28 11:00:00+02:00,20.75,,284.79,0.0,0.0,26.83,44.14,474.62,110.83,363.75
2025-03-28 11:15:00+02:00,20.75,,234.87,0.0,0.0,24.83,52.83,493.17,100.68,328.07
2025-03-28 11:30:00+02:00,20.75,,234.15,0.0,0.0,26.78,55.27,470.99,94.36,352.46
2025-03-28 11:45:00+02:00,20.75,,234.52,0.0,0.0,26.84,48.46,485.71,92.09,363.08
2025-03-28 12:00:00+02:00,20.75,,235.29,0.0,221.62,26.83,55.69,499.5,96.13,352.04
2025-03-28 12:15:00+02:00,20.75,,307.15,0.0,227.03,26.83,51.57,495.37,94.88,333.24
2025-03-28 12:30:00+02:00,20.75,,310.41,0.0,227.64,26.84,47.29,498.83,99.85,330.54
2025-03-28 12:45:00+02:00,20.75,,305.44,0.0,227.23,26.83,56.39,506.56,107.89,299.25
2025-03-28 13:00:00+02:00,20.75,,274.18,0.0,227.07,26.85,50.88,498.7,115.82,275.55
2025-03-28 13:15:00+02:00,20.75,,276.56,0.0,226.61,26.83,46.08,484.8,116.34,277.66
2025-03-28 13:30:00+02:00,20.75,,302.76,0.0,226.87,26.84,51.35,481.37,116.76,259.29
2025-03-28 13:45:00+02:00,20.75,,289.72,0.0,227.09,26.84,51.79,476.85,115.87,237.08
2025-03-28 14:00:00+02:00,20.75,,277.97,0.0,226.95,26.83,41.79,485.21,115.64,213.19
2025-03-28 14:15:00+02:00,20.75,,235.42,0.0,226.92,26.84,41.92,462.23,115.86,189.63
2025-03-28 14:30:00+02:00,20.75,,235.09,0.0,226.64,26.83,45.1,440.26,116.53,160.33
2025-03-28 14:45:00+02:00,20.75,,244.94,0.0,226.86,26.85,40.74,415.61,116.71,159.09
2025-03-28 15:00:00+02:00,20.75,,296.29,0.0,226.91,26.83,53.55,400.6,116.96,150.21
2025-03-28 15:15:00+02:00,20.75,,237.24,0.0,226.88,24.97,55.37,377.26,116.59,114.59
2025-03-28 15:30:00+02:00,20.75,,235.28,0.0,226.6,24.83,58.5,370.03,115.55,105.46
2025-03-28 15:45:00+02:00,20.75,,235.9,0.0,217.55,24.81,54.62,336.9,116.49,86.74
2025-03-28 16:00:00+02:00,20.75,,235.96,0.0,0.0,26.83,50.28,303.91,116.27,90.0
2025-03-28 16:15:00+02:00,20.75,,256.77,0.0,0.0,24.81,51.61,274.42,116.01,75.34
2025-03-28 16:30:00+02:00,20.75,,235.04,0.0,0.0,24.78,49.17,234.14,116.27,67.49
2025-03-28 16:45:00+02:00,20.75,,234.16,1.27,0.0,24.79,58.62,195.56,115.68,55.75
2025-03-28 17:00:00+02:00,20.75,,246.04,161.4,0.0,24.77,50.61,155.61,114.95,46.83
2025-03-28 17:15:00+02:00,20.75,,246.44,1.46,0.0,26.83,62.67,115.15,115.03,36.46
2025-03-28 17:30:00+02:00,20.75,,246.28,3.79,0.0,26.84,58.56,77.61,114.74,33.33
2025-03-28 17:45:00+02:00,20.75,,251.66,163.43,0.0,24.84,59.82,40.51,114.94,27.84
2025-03-28 18:00:00+02:00,20.75,,290.93,201.69,0.0,69.37,64.67,15.68,115.29,28.66
2025-03-28 18:15:00+02:00,20.75,,291.96,250.03,0.0,46.24,70.65,9.75,115.24,19.65
2025-03-28 18:30:00+02:00,20.75,,292.1,202.31,0.0,69.74,68.41,5.31,115.14,15.87
2025-03-28 18:45:00+02:00,20.75,,292.5,250.92,0.0,46.04,64.42,1.8,115.29,14.4
2025-03-28 19:00:00+02:00,20.75,,294.84,251.59,0.0,89.59,64.41,0.06,115.0,18.4
2025-03-28 19:15:00+02:00,20.75,,294.88,251.61,0.0,67.42,69.3,0.0,114.92,31.99
2025-03-28 19:30:00+02:00,20.75,,294.9,251.99,0.0,89.84,70.24,0.0,114.77,54.26
2025-03-28 19:45:00+02:00,20.75,,295.12,251.86,0.0,90.04,64.98,0.0,115.44,76.45
2025-03-28 20:00:00+02:00,20.75,,283.28,251.59,0.0,90.08,69.28,0.0,115.92,103.71
2025-03-28 20:15:00+02:00,20.75,,277.88,251.11,0.0,90.13,65.22,0.0,115.26,127.52
2025-03-28 20:30:00+02:00,20.75,,297.67,251.32,0.0,90.12,73.1,0.0,114.81,156.53
2025-03-28 20:45:00+02:00,20.75,,278.42,251.41,0.0,90.05,65.64,0.0,115.52,196.99
2025-03-28 21:00:00+02:00,20.75,,279.67,171.19,0.0,70.26,70.48,0.0,115.26,238.48
2025-03-28 21:15:00+02:00,20.75,,279.72,170.68,0.0,62.34,60.63,0.0,115.15,277.59
2025-03-28 21:30:00+02:00,20.75,,279.71,171.23,0.0,45.83,60.86,0.0,114.8,322.1
2025-03-28 21:45:00+02:00,20.75,,279.73,171.23,0.0,69.75,68.21,0.0,116.85,385.28
2025-03-28 22:00:00+02:00,20.75,,247.7,2.53,0.0,25.21,57.19,0.0,116.39,371.75
2025-03-28 22:15:00+02:00,20.75,,246.66,0.0,0.0,24.87,44.51,0.0,115.94,487.3
2025-03-28 22:30:00+02:00,20.75,,246.6,0.0,0.0,25.03,44.37,0.0,116.0,521.87
2025-03-28 22:45:00+02:00,20.75,,246.57,0.0,0.0,24.85,43.71,0.0,115.58,553.4
2025-03-28 23:00:00+02:00,20.75,,235.48,0.0,0.0,24.86,44.54,0.0,116.91,543.78
2025-03-28 23:15:00+02:00,20.75,,235.21,0.0,214.62,24.84,45.39,0.0,117.79,641.48
2025-03-28 23:30:00+02:00,20.75,,236.14,0.0,217.96,26.86,45.18,0.0,117.52,681.39
2025-03-28 23:45:00+02:00,20.75,,235.4,0.0,218.35,24.86,45.01,0.0,113.01,688.02
2025-03-29 00:00:00+02:00,20.75,,234.04,0.0,218.38,24.85,44.79,0.0,97.58,647.36
2025-03-29 00:15:00+02:00,20.75,,233.94,0.0,218.58,24.86,45.46,0.0,75.23,636.5
2025-03-29 00:30:00+02:00,20.75,,233.92,0.0,218.22,24.84,44.88,0.0,65.57,641.03
2025-03-29 00:45:00+02:00,20.74,,233.91,0.0,218.35,24.86,44.12,0.0,76.35,716.82
2025-03-29 01:00:00+02:00,20.72,,233.86,0.0,421.28,24.85,49.5,0.0,90.49,706.65
2025-03-29 01:15:00+02:00,20.74,,234.0,0.0,444.85,24.86,44.43,0.0,97.49,722.31
2025-03-29 01:30:00+02:00,20.74,,234.0,0.0,444.7,24.84,42.67,0.0,93.69,744.93
2025-03-29 01:45:00+02:00,20.74,,234.03,0.0,443.98,24.84,42.93,0.0,81.42,749.43
2025-03-29 02:00:00+02:00,20.74,,233.96,0.0,443.53,24.85,50.25,0.0,55.91,723.83
2025-03-29 02:15:00+02:00,20.74,,233.94,0.0,443.57,24.83,48.67,0.0,56.19,727.63
2025-03-29 02:30:00+02:00,20.74,,234.0,0.0,443.28,24.86,45.95,0.0,55.96,768.82
2025-03-29 02:45:00+02:00,20.74,,234.03,0.0,443.42,24.85,44.81,0.0,55.79,775.15
2025-03-29 03:00:00+02:00,20.74,,234.13,0.0,443.08,24.83,51.88,0.0,55.64,730.26
2025-03-29 03:15:00+02:00,20.74,,234.12,0.0,443.78,24.84,49.85,0.0,56.0,745.43
2025-03-29 03:30:00+02:00,20.74,,234.23,0.0,239.59,24.83,43.4,0.0,59.81,658.83
2025-03-29 03:45:00+02:00,20.74,,234.24,0.0,216.88,24.84,42.34,0.0,80.47,674.57
2025-03-29 04:00:00+02:00,20.74,,234.15,0.0,216.88,24.84,41.05,0.0,109.77,680.79
2025-03-29 04:15:00+02:00,20.74,,234.2,0.0,399.59,24.85,40.91,0.0,118.81,787.64
2025-03-29 04:30:00+02:00,20.74,,234.25,0.0,442.79,24.85,41.29,0.0,119.48,789.76
2025-03-29 04:45:00+02:00,20.74,,234.2,0.0,442.87,24.84,41.51,0.0,117.62,776.23
2025-03-29 05:00:00+02:00,20.74,,234.26,0.0,442.3,24.85,44.35,0.92,115.07,785.94
2025-03-29 05:15:00+02:00,20.74,,234.33,0.0,433.2,24.84,48.0,2.92,114.71,788.55
2025-03-29 05:30:00+02:00,20.74,,234.31,0.0,216.33,24.84,41.65,4.93,114.84,674.09
2025-03-29 05:45:00+02:00,20.74,,234.09,0.0,211.05,24.85,41.87,6.96,115.83,643.57
2025-03-29 06:00:00+02:00,20.74,,234.12,0.0,0.0,24.85,41.48,22.31,115.75,629.98
2025-03-29 06:15:00+02:00,20.74,,234.17,0.0,209.11,24.85,41.89,53.84,115.65,731.67
2025-03-29 06:30:00+02:00,20.74,,234.16,0.0,0.0,24.87,40.74,86.59,115.43,653.34
2025-03-29 06:45:00+02:00,20.74,,233.64,0.0,0.0,24.86,40.61,120.81,115.98,640.68
2025-03-29 07:00:00+02:00,20.74,,233.66,0.0,0.0,24.87,40.0,166.01,115.34,635.07
2025-03-29 07:15:00+02:00,20.74,,233.41,0.0,0.0,24.88,40.15,224.31,114.98,616.73
2025-03-29 07:30:00+02:00,20.74,,233.14,0.0,0.0,24.86,40.36,283.9,115.66,583.87
2025-03-29 07:45:00+02:00,20.74,,233.03,0.27,207.55,24.88,40.51,343.96,115.85,616.32
2025-03-29 08:00:00+02:00,20.74,,232.0,62.41,0.0,24.89,40.42,399.44,100.9,541.21
2025-03-29 08:15:00+02:00,20.74,,231.99,61.8,0.0,24.88,43.95,448.81,62.8,386.22
2025-03-29 08:30:00+02:00,20.74,,231.98,61.58,0.0,24.91,42.36,497.77,56.02,302.93
2025-03-29 08:45:00+02:00,20.74,,231.47,56.63,181.28,24.89,43.58,546.19,57.11,215.91
2025-03-29 09:00:00+02:00,20.74,,230.89,0.0,395.38,24.9,52.43,589.85,57.18,147.24
2025-03-29 09:15:00+02:00,20.74,,300.2,0.0,216.07,24.91,45.63,623.13,57.52,132.04
2025-03-29 09:30:00+02:00,20.74,,331.58,0.0,215.77,26.92,44.34,665.6,57.39,121.3
2025-03-29 09:45:00+02:00,20.74,,235.37,164.52,215.54,24.92,42.91,680.03,57.74,66.21
2025-03-29 10:00:00+02:00,20.74,,230.45,1.7,215.68,25.86,44.68,680.99,58.28,68.54
2025-03-29 10:15:00+02:00,20.74,,230.87,181.64,215.2,24.95,44.95,702.3,58.28,63.93
2025-03-29 10:30:00+02:00,20.74,,231.27,183.11,214.17,24.58,44.35,724.08,58.69,69.15
2025-03-29 10:45:00+02:00,20.74,,230.35,184.89,214.91,24.57,43.48,745.47,58.26,84.34
2025-03-29 11:00:00+02:00,20.74,,228.8,0.69,431.36,24.59,42.42,799.17,58.44,108.93
2025-03-29 11:15:00+02:00,20.74,,228.72,0.0,441.47,24.73,39.67,808.64,58.48,142.65
2025-03-29 11:30:00+02:00,20.74,,228.42,0.0,441.07,24.92,39.57,807.09,58.16,164.78
2025-03-29 11:45:00+02:00,20.74,,228.42,0.0,439.95,24.91,40.1,786.56,58.02,186.7
2025-03-29 12:00:00+02:00,20.74,,228.4,0.0,439.88,24.88,42.15,788.63,58.3,187.11
2025-03-29 12:15:00+02:00,20.74,,228.33,0.0,439.23,24.92,42.13,778.62,58.45,180.44
2025-03-29 12:30:00+02:00,20.74,,228.45,0.0,439.07,24.91,46.23,760.64,58.35,169.47
2025-03-29 12:45:00+02:00,20.74,,228.37,0.0,431.3,24.92,49.04,750.05,58.54,148.26
2025-03-29 13:00:00+02:00,20.74,,228.5,0.0,214.2,24.91,45.61,736.46,58.73,138.01
