,Fossil Gas,Hydro Water Reservoir,Nuclear,Other,Solar,Wind Onshore
2024-12-23 20:00:00+01:00,0.8,1697.75,5823.0,824.05,0.19,750.75
2024-12-23 21:00:00+01:00,0.7,1625.35,5823.0,804.44,0.2,619.9
2024-12-23 22:00:00+01:00,0.7,1601.84,5823.0,828.8,0.2,469.75
2024-12-23 23:00:00+01:00,0.6,1601.37,5824.0,734.12,0.2,369.45
2024-12-24 00:00:00+01:00,0.6,1413.78,5827.0,785.44,0.23,251.99
2024-12-24 01:00:00+01:00,0.6,1407.63,5827.0,800.15,0.22,151.67
2024-12-24 02:00:00+01:00,0.6,1511.87,5827.0,807.32,0.22,92.05
2024-12-24 03:00:00+01:00,0.6,1463.0,5826.0,777.51,0.22,90.26
2024-12-24 04:00:00+01:00,0.6,1428.61,5828.0,769.53,0.22,117.47
2024-12-24 05:00:00+01:00,0.6,1429.08,5827.0,759.93,0.22,192.44
2024-12-24 06:00:00+01:00,0.7,1528.01,5828.0,805.95,0.54,292.22
2024-12-24 07:00:00+01:00,0.7,1550.22,5827.0,845.38,0.56,431.67
2024-12-24 08:00:00+01:00,0.7,1560.08,5821.0,850.36,0.61,624.97
2024-12-24 09:00:00+01:00,0.7,1577.86,5822.0,840.63,1.27,824.08
2024-12-24 10:00:00+01:00,0.7,1626.36,5822.0,816.32,6.67,1056.73
2024-12-24 11:00:00+01:00,0.7,1633.35,5820.0,803.59,15.99,1222.34
2024-12-24 12:00:00+01:00,0.7,1583.37,5820.0,887.55,16.68,1386.82
2024-12-24 13:00:00+01:00,0.7,1562.88,5822.0,874.44,9.86,1567.9
2024-12-24 14:00:00+01:00,0.6,1560.87,5823.0,879.82,3.58,1780.29
2024-12-24 15:00:00+01:00,0.6,1440.55,5825.0,861.89,0.66,1976.83
2024-12-24 16:00:00+01:00,0.6,1375.44,5825.0,774.24,0.53,2097.91
2024-12-24 17:00:00+01:00,0.7,1308.36,5823.0,632.88,0.53,2244.97
2024-12-24 18:00:00+01:00,0.7,1138.68,5823.0,534.89,0.22,2301.29
2024-12-24 19:00:00+01:00,0.7,1098.41,5823.0,484.03,0.21,2353.75
2024-12-24 20:00:00+01:00,0.7,1059.86,5819.0,437.29,0.21,2392.35
2024-12-24 21:00:00+01:00,0.7,927.32,5816.0,392.51,0.21,2365.83
2024-12-24 22:00:00+01:00,0.7,860.87,5819.0,385.21,0.2,2395.99
2024-12-24 23:00:00+01:00,0.6,819.98,5821.0,373.29,0.2,2393.75
2024-12-25 00:00:00+01:00,0.5,797.92,5817.0,334.68,0.19,2569.85
2024-12-25 01:00:00+01:00,0.6,784.25,5818.0,338.66,0.18,2618.07
2024-12-25 02:00:00+01:00,0.5,775.44,5818.0,338.74,0.18,2690.21
2024-12-25 03:00:00+01:00,0.6,776.38,5816.0,337.3,0.18,2737.44
2024-12-25 04:00:00+01:00,0.6,773.42,5815.0,337.87,0.18,2727.63
2024-12-25 05:00:00+01:00,0.6,772.41,5815.0,338.03,0.19,2763.87
2024-12-25 06:00:00+01:00,0.6,806.65,5817.0,340.93,0.51,2750.07
2024-12-25 07:00:00+01:00,0.7,895.55,5815.0,360.25,0.54,2819.42
2024-12-25 08:00:00+01:00,0.7,971.52,5815.0,356.8,0.6,2723.41
2024-12-25 09:00:00+01:00,0.7,997.25,5817.0,378.77,1.11,2812.09
2024-12-25 10:00:00+01:00,0.7,1015.38,5817.0,387.32,4.56,2786.56
2024-12-25 11:00:00+01:00,0.6,918.55,5815.0,415.41,8.71,2760.08
2024-12-25 12:00:00+01:00,0.6,929.93,5814.0,412.71,11.25,2718.61
2024-12-25 13:00:00+01:00,0.6,896.16,5815.0,412.16,6.06,2665.42
2024-12-25 14:00:00+01:00,0.5,912.42,5817.0,407.41,1.89,2658.63
2024-12-25 15:00:00+01:00,0.6,801.1,5815.0,422.02,0.61,2693.15
2024-12-25 16:00:00+01:00,0.5,869.65,5814.0,388.72,0.54,2719.65
2024-12-25 17:00:00+01:00,0.6,868.03,5816.0,390.86,0.54,2753.57
2024-12-25 18:00:00+01:00,0.6,852.1,5818.0,356.82,0.24,2798.06
2024-12-25 19:00:00+01:00,0.6,841.18,5817.0,339.62,0.23,2808.91
2024-12-25 20:00:00+01:00,0.7,832.61,5816.0,337.26,0.22,2835.48
2024-12-25 21:00:00+01:00,0.6,786.64,5817.0,331.24,0.23,2825.95
2024-12-25 22:00:00+01:00,0.6,758.26,5816.0,315.19,0.22,2839.26
2024-12-25 23:00:00+01:00,0.6,739.45,5815.0,321.0,0.21,2848.43
2024-12-26 00:00:00+01:00,0.5,713.41,5816.0,308.68,0.19,2886.6
2024-12-26 01:00:00+01:00,0.5,707.53,5816.0,308.71,0.19,2867.71
2024-12-26 02:00:00+01:00,0.5,718.15,5817.0,310.09,0.18,2885.01
2024-12-26 03:00:00+01:00,0.5,650.94,5816.0,311.12,0.18,2895.35
2024-12-26 04:00:00+01:00,0.5,651.67,5820.0,330.67,0.18,2686.74
2024-12-26 05:00:00+01:00,0.5,653.07,5819.0,331.13,0.19,2651.4
2024-12-26 06:00:00+01:00,0.5,676.35,5820.0,338.82,0.73,2635.0
2024-12-26 07:00:00+01:00,0.6,689.05,5821.0,340.95,0.76,2615.67
2024-12-26 08:00:00+01:00,0.7,669.32,5822.0,327.34,0.8,2572.99
2024-12-26 09:00:00+01:00,0.6,676.53,5821.0,356.18,1.52,2716.3
2024-12-26 10:00:00+01:00,0.6,743.19,5820.0,441.4,6.92,2703.25
2024-12-26 11:00:00+01:00,0.6,748.76,5813.0,443.7,12.46,2614.1
2024-12-26 12:00:00+01:00,0.6,758.01,5813.0,426.64,14.23,2399.43
2024-12-26 13:00:00+01:00,0.5,895.98,5816.0,423.88,9.19,2185.3
2024-12-26 14:00:00+01:00,0.5,1035.33,5818.0,425.54,2.86,1962.63
2024-12-26 15:00:00+01:00,0.5,1076.24,5819.0,437.01,0.88,1820.3
2024-12-26 16:00:00+01:00,0.5,1101.66,5819.0,448.66,0.77,1629.83
2024-12-26 17:00:00+01:00,0.6,1106.0,5817.0,450.23,0.75,1535.14
2024-12-26 18:00:00+01:00,0.6,1112.22,5817.0,442.25,0.23,1476.06
2024-12-26 19:00:00+01:00,0.6,1093.3,5818.0,435.43,0.22,1474.96
2024-12-26 20:00:00+01:00,0.6,996.53,5819.0,425.84,0.22,1513.17
2024-12-26 21:00:00+01:00,0.6,922.01,5820.0,430.0,0.22,1521.45
2024-12-26 22:00:00+01:00,0.6,893.31,5817.0,417.86,0.22,1470.24
2024-12-26 23:00:00+01:00,0.6,884.46,5818.0,422.57,0.22,1401.8
2024-12-27 00:00:00+01:00,0.5,806.96,5817.0,447.36,0.2,1387.05
2024-12-27 01:00:00+01:00,0.5,793.3,5814.0,441.27,0.19,1301.67
2024-12-27 02:00:00+01:00,0.5,795.3,5817.0,439.7,0.18,1165.08
2024-12-27 03:00:00+01:00,0.5,792.11,5819.0,440.78,0.18,1034.57
2024-12-27 04:00:00+01:00,0.5,793.6,5817.0,443.4,0.17,850.42
2024-12-27 05:00:00+01:00,0.5,803.49,5818.0,459.19,0.19,716.98
2024-12-27 06:00:00+01:00,0.5,873.88,5818.0,498.73,0.22,595.27
2024-12-27 07:00:00+01:00,0.6,962.77,5817.0,564.87,0.36,531.84
2024-12-27 08:00:00+01:00,0.6,1006.59,5818.0,577.67,0.49,473.01
2024-12-27 09:00:00+01:00,0.6,1024.02,5817.0,579.19,1.86,454.73
2024-12-27 10:00:00+01:00,0.5,1051.8,5816.0,580.07,6.35,432.42
2024-12-27 11:00:00+01:00,0.6,1099.68,5816.0,564.87,11.38,456.46
2024-12-27 12:00:00+01:00,0.5,1114.71,5815.0,550.61,10.77,476.45
2024-12-27 13:00:00+01:00,0.6,1115.4,5815.0,531.66,6.42,458.45
2024-12-27 14:00:00+01:00,0.5,1115.26,5817.0,532.55,1.86,477.06
2024-12-27 15:00:00+01:00,0.5,1135.5,5816.0,546.61,0.4,510.5
2024-12-27 16:00:00+01:00,0.4,1143.81,5816.0,548.0,0.4,544.16
2024-12-27 17:00:00+01:00,0.5,1144.96,5817.0,545.25,0.3,575.25
2024-12-27 18:00:00+01:00,0.6,1140.64,5817.0,544.65,0.28,598.77
2024-12-27 19:00:00+01:00,0.6,1145.72,5819.0,521.77,0.18,634.24
2024-12-27 20:00:00+01:00,0.6,1130.6,5820.0,495.57,0.19,718.87
2024-12-27 21:00:00+01:00,0.6,1097.73,5820.0,476.76,0.19,801.7
2024-12-27 22:00:00+01:00,0.6,1070.35,5820.0,468.19,0.19,847.35
2024-12-27 23:00:00+01:00,0.5,1043.9,5820.0,466.13,0.19,893.55
2024-12-28 00:00:00+01:00,0.5,1021.09,5820.0,453.97,0.16,937.1
2024-12-28 01:00:00+01:00,0.5,1043.41,5820.0,443.75,0.16,976.82
2024-12-28 02:00:00+01:00,0.4,1023.8,5821.0,438.24,0.16,1010.66
2024-12-28 03:00:00+01:00,0.5,996.55,5820.0,441.71,0.16,1067.45
2024-12-28 04:00:00+01:00,0.5,991.76,5821.0,439.26,0.16,1090.26
2024-12-28 05:00:00+01:00,0.5,998.22,5821.0,435.63,0.17,1096.07
2024-12-28 06:00:00+01:00,0.5,1015.09,5821.0,440.57,0.18,1140.47
2024-12-28 07:00:00+01:00,0.6,1028.84,5820.0,429.18,0.29,1246.44
2024-12-28 08:00:00+01:00,0.6,1078.13,5820.0,427.21,0.39,1333.48
2024-12-28 09:00:00+01:00,0.6,1099.98,5819.0,416.38,1.36,1435.58
2024-12-28 10:00:00+01:00,0.6,1100.64,5817.0,422.16,4.55,1537.5
2024-12-28 11:00:00+01:00,0.6,1099.76,5818.0,434.35,7.41,1631.08
2024-12-28 12:00:00+01:00,0.6,1108.92,5818.0,437.29,7.42,1689.5
2024-12-28 13:00:00+01:00,0.6,1123.55,5819.0,434.5,5.02,1723.79
2024-12-28 14:00:00+01:00,0.6,1118.77,5816.0,431.11,1.59,1782.97
2024-12-28 15:00:00+01:00,0.6,1144.86,5814.0,437.31,0.39,1848.92
2024-12-28 16:00:00+01:00,0.5,1138.47,5816.0,442.58,0.3,1970.77
2024-12-28 17:00:00+01:00,0.5,1133.55,5817.0,442.65,0.29,2081.3
2024-12-28 18:00:00+01:00,0.6,1112.0,5814.0,432.96,0.28,2248.43
2024-12-28 19:00:00+01:00,0.6,1054.03,5815.0,419.17,0.17,2384.55
2024-12-28 20:00:00+01:00,0.6,863.19,5816.0,383.88,0.17,2478.22
2024-12-28 21:00:00+01:00,0.6,701.89,5817.0,362.9,0.17,2564.43
2024-12-28 22:00:00+01:00,0.6,672.3,5595.0,380.63,0.17,2663.85
2024-12-28 23:00:00+01:00,0.6,664.67,5528.0,370.05,0.16,2738.64
2024-12-29 00:00:00+01:00,0.7,668.11,5458.0,382.54,0.15,2785.64
2024-12-29 01:00:00+01:00,0.6,645.75,5451.0,359.42,0.14,2861.96
2024-12-29 02:00:00+01:00,0.5,642.25,5450.0,365.03,0.15,2804.12
2024-12-29 03:00:00+01:00,0.5,643.45,5450.0,372.24,0.14,2727.97
2024-12-29 04:00:00+01:00,0.5,653.17,5450.0,373.11,0.14,2764.88
2024-12-29 05:00:00+01:00,0.6,647.02,5450.0,369.37,0.15,2827.72
2024-12-29 06:00:00+01:00,0.5,657.66,5452.0,371.9,0.17,2869.01
2024-12-29 07:00:00+01:00,0.5,660.61,5451.0,371.82,0.18,3083.48
2024-12-29 08:00:00+01:00,0.6,656.05,5450.0,370.63,0.21,3013.19
2024-12-29 09:00:00+01:00,0.6,656.63,5450.0,367.85,0.82,3296.03
2024-12-29 10:00:00+01:00,0.6,701.73,5446.0,366.22,8.17,3371.56
2024-12-29 11:00:00+01:00,0.6,695.4,5442.0,366.46,16.51,3432.91
2024-12-29 12:00:00+01:00,0.6,702.31,5443.0,369.69,17.64,3453.1
2024-12-29 13:00:00+01:00,0.6,699.77,5443.0,368.2,12.04,3437.35
2024-12-29 14:00:00+01:00,0.6,699.4,5447.0,371.79,2.92,3395.35
2024-12-29 15:00:00+01:00,0.6,699.54,5448.0,370.89,0.35,3386.25
2024-12-29 16:00:00+01:00,0.5,701.71,5450.0,375.81,0.24,3364.2
2024-12-29 17:00:00+01:00,0.6,698.39,5449.0,376.23,0.2,3391.38
2024-12-29 18:00:00+01:00,0.6,686.51,5450.0,384.02,0.19,3430.31
2024-12-29 19:00:00+01:00,0.7,683.32,5449.0,374.68,0.18,3442.11
2024-12-29 20:00:00+01:00,0.7,682.65,5452.0,368.42,0.17,3434.62
2024-12-29 21:00:00+01:00,0.7,646.04,5451.0,360.12,0.17,3376.28
2024-12-29 22:00:00+01:00,0.6,643.18,5453.0,353.69,0.17,3279.75
2024-12-29 23:00:00+01:00,0.6,601.66,5454.0,353.29,0.14,3230.97
2024-12-30 00:00:00+01:00,0.7,592.89,5545.0,338.5,0.19,2888.1
2024-12-30 01:00:00+01:00,0.5,613.12,5558.0,336.58,0.2,2845.88
2024-12-30 02:00:00+01:00,0.5,612.62,5560.0,339.21,0.19,2784.53
2024-12-30 03:00:00+01:00,0.5,612.82,5560.0,343.75,0.2,2647.69
2024-12-30 04:00:00+01:00,0.5,638.1,5558.0,372.76,0.2,2503.2
2024-12-30 05:00:00+01:00,0.5,630.32,5569.0,365.38,0.23,2248.97
2024-12-30 06:00:00+01:00,0.4,652.84,5590.0,367.69,0.26,2144.62
2024-12-30 07:00:00+01:00,0.5,678.69,5587.0,370.23,0.41,1951.96
2024-12-30 08:00:00+01:00,0.5,979.87,5586.0,367.99,0.66,1833.99
2024-12-30 09:00:00+01:00,0.5,1091.37,5588.0,385.67,4.85,1628.16
2024-12-30 10:00:00+01:00,0.6,1113.51,5656.0,455.35,18.52,1410.79
2024-12-30 11:00:00+01:00,0.6,1121.19,5708.0,473.16,33.52,1269.49
2024-12-30 12:00:00+01:00,0.6,1225.44,5716.0,487.58,32.12,1167.81
2024-12-30 13:00:00+01:00,0.6,1227.45,5716.0,481.61,16.78,1046.45
2024-12-30 14:00:00+01:00,0.5,1227.52,5717.0,467.09,4.16,945.49
2024-12-30 15:00:00+01:00,0.6,1231.95,5717.0,466.6,0.62,935.39
2024-12-30 16:00:00+01:00,0.5,1242.38,5716.0,487.3,0.63,877.55
2024-12-30 17:00:00+01:00,0.5,1230.71,5717.0,522.53,0.46,814.61
2024-12-30 18:00:00+01:00,0.6,1162.73,5713.0,498.69,0.41,828.98
2024-12-30 19:00:00+01:00,0.6,1164.73,5719.0,483.15,0.2,789.4
2024-12-30 20:00:00+01:00,0.6,1066.33,5718.0,455.59,0.19,837.45
2024-12-30 21:00:00+01:00,0.6,1011.86,5738.0,443.12,0.22,920.2
2024-12-30 22:00:00+01:00,0.6,967.04,5767.0,428.9,0.2,1025.06
2024-12-30 23:00:00+01:00,0.6,855.55,5768.0,409.1,0.2,1104.75
2024-12-31 00:00:00+01:00,0.7,775.02,5788.0,373.07,0.17,1301.11
2024-12-31 01:00:00+01:00,0.5,780.55,5816.0,377.04,0.17,1370.15
2024-12-31 02:00:00+01:00,0.5,806.56,5817.0,380.49,0.17,1478.42
2024-12-31 03:00:00+01:00,0.5,823.42,5821.0,384.52,0.17,1581.4
2024-12-31 04:00:00+01:00,0.5,823.67,5826.0,391.82,0.17,1654.56
2024-12-31 05:00:00+01:00,0.5,823.31,5825.0,398.57,0.18,1638.83
2024-12-31 06:00:00+01:00,0.5,981.26,5825.0,416.71,0.21,1650.57
2024-12-31 07:00:00+01:00,0.5,1042.67,5824.0,449.68,0.31,1567.39
2024-12-31 08:00:00+01:00,0.5,1088.31,5824.0,474.56,0.55,1440.19
2024-12-31 09:00:00+01:00,0.5,1101.86,5822.0,477.5,4.18,1290.81
2024-12-31 10:00:00+01:00,0.6,1159.42,5823.0,488.97,15.62,1072.21
2024-12-31 11:00:00+01:00,0.6,1173.23,5824.0,515.02,25.07,901.48
2024-12-31 12:00:00+01:00,0.6,1175.77,5824.0,529.04,25.17,720.36
2024-12-31 13:00:00+01:00,0.6,1187.44,5822.0,509.16,15.38,583.85
2024-12-31 14:00:00+01:00,0.6,1198.7,5819.0,535.68,3.59,510.86
2024-12-31 15:00:00+01:00,0.6,1281.49,5821.0,591.37,0.53,603.85
2024-12-31 16:00:00+01:00,0.5,1372.45,5822.0,592.22,0.52,787.6
2024-12-31 17:00:00+01:00,0.6,1365.36,5820.0,596.05,0.39,1144.85
2024-12-31 18:00:00+01:00,0.6,1265.53,5819.0,539.53,0.37,1531.19
2024-12-31 19:00:00+01:00,0.7,1265.46,5819.0,502.86,0.17,1892.91
2024-12-31 20:00:00+01:00,0.6,1249.37,5819.0,394.42,0.17,2128.66
2024-12-31 21:00:00+01:00,0.6,1185.16,5821.0,361.44,0.17,2314.24
2024-12-31 22:00:00+01:00,0.6,1019.73,5820.0,331.43,0.17,2248.16
2024-12-31 23:00:00+01:00,0.6,852.26,5822.0,328.37,0.17,2224.06
2025-01-01 01:00:00+01:00,0.6,812.49,5819.0,300.49,0.17,2130.53
2025-01-01 02:00:00+01:00,0.6,811.64,5821.0,297.24,0.17,2058.75
2025-01-01 03:00:00+01:00,0.6,807.11,5820.0,297.83,0.17,1935.48
2025-01-01 04:00:00+01:00,0.6,813.41,5822.0,297.0,0.18,1801.55
2025-01-01 05:00:00+01:00,0.5,815.98,5822.0,297.43,0.18,1680.47
2025-01-01 06:00:00+01:00,0.5,883.28,5821.0,313.41,0.2,1537.35
2025-01-01 07:00:00+01:00,0.6,915.79,5821.0,323.9,0.32,1429.29
2025-01-01 08:00:00+01:00,0.5,911.4,5821.0,340.28,0.43,1348.92
2025-01-01 09:00:00+01:00,0.6,892.52,5821.0,361.82,1.45,1349.46
2025-01-01 10:00:00+01:00,0.6,896.7,5821.0,357.56,5.03,1342.48
2025-01-01 11:00:00+01:00,0.6,916.71,5822.0,357.13,7.81,1308.08
2025-01-01 12:00:00+01:00,0.6,917.49,5821.0,324.23,7.27,1254.57
2025-01-01 13:00:00+01:00,0.6,923.77,5821.0,311.39,5.31,1265.36
2025-01-01 14:00:00+01:00,0.7,1033.07,5823.0,380.58,2.31,1239.08
2025-01-01 15:00:00+01:00,0.7,1109.87,5822.0,422.9,0.36,1358.88
2025-01-01 16:00:00+01:00,0.6,1133.44,5820.0,463.25,0.44,1399.52
2025-01-01 17:00:00+01:00,0.6,1137.17,5825.0,467.73,0.42,1453.32
2025-01-01 18:00:00+01:00,0.7,1087.98,5824.0,465.72,0.32,1505.93
2025-01-01 19:00:00+01:00,0.7,1075.51,5822.0,461.6,0.21,1488.47
2025-01-01 20:00:00+01:00,0.7,1055.12,5822.0,464.76,0.21,1523.27
2025-01-01 21:00:00+01:00,0.7,1019.69,5823.0,457.51,0.19,1492.25
2025-01-01 22:00:00+01:00,0.7,1011.65,5822.0,417.65,0.2,1448.04
2025-01-01 23:00:00+01:00,0.7,992.39,5823.0,389.35,0.2,1362.97
2025-01-02 00:00:00+01:00,0.8,862.22,5823.0,440.24,0.21,1228.31
2025-01-02 01:00:00+01:00,0.6,844.14,5825.0,440.5,0.22,1200.2
2025-01-02 02:00:00+01:00,0.7,836.13,5825.0,447.17,0.23,1197.68
2025-01-02 03:00:00+01:00,0.6,886.58,5825.0,456.12,0.21,1220.61
2025-01-02 04:00:00+01:00,0.6,938.61,5825.0,474.41,0.21,1268.88
2025-01-02 05:00:00+01:00,0.5,1074.79,5827.0,544.94,0.25,1294.71
2025-01-02 06:00:00+01:00,0.5,1515.36,5827.0,696.81,0.29,1346.21
2025-01-02 07:00:00+01:00,0.6,1692.43,5827.0,883.16,0.32,1367.94
2025-01-02 08:00:00+01:00,0.6,1731.5,5825.0,937.49,0.38,1485.31
2025-01-02 09:00:00+01:00,0.6,1753.25,5829.0,934.67,4.77,1628.32
2025-01-02 10:00:00+01:00,0.6,1758.48,5828.0,939.51,27.43,1802.7
2025-01-02 11:00:00+01:00,0.7,1761.96,5827.0,941.96,47.96,1828.34
2025-01-02 12:00:00+01:00,0.6,1788.38,5826.0,973.73,52.32,1836.14
2025-01-02 13:00:00+01:00,0.7,1764.74,5827.0,967.05,33.91,1860.55
2025-01-02 14:00:00+01:00,0.7,1784.39,5828.0,969.16,11.09,1851.22
2025-01-02 15:00:00+01:00,0.7,1787.34,5828.0,975.76,0.88,1912.33
2025-01-02 16:00:00+01:00,0.6,1765.16,5828.0,974.56,0.38,1899.07
2025-01-02 17:00:00+01:00,0.7,1758.36,5828.0,964.19,0.37,1848.56
2025-01-02 18:00:00+01:00,0.7,1701.06,5829.0,942.24,0.26,1843.33
2025-01-02 19:00:00+01:00,0.6,1698.59,5829.0,913.38,0.24,1846.44
2025-01-02 20:00:00+01:00,0.6,1664.9,5829.0,883.51,0.22,1776.33
2025-01-02 21:00:00+01:00,0.7,1653.5,5828.0,818.32,0.23,1675.73
2025-01-02 22:00:00+01:00,0.7,1627.53,5829.0,693.83,0.23,1564.2
2025-01-02 23:00:00+01:00,0.7,1545.7,5834.0,641.9,0.22,1622.18
2025-01-03 00:00:00+01:00,0.9,1475.02,5827.0,606.56,0.23,1712.11
2025-01-03 01:00:00+01:00,0.6,1462.01,5826.0,600.97,0.24,1760.14
2025-01-03 02:00:00+01:00,0.6,1457.48,5828.0,603.41,0.24,1636.84
2025-01-03 03:00:00+01:00,0.6,1340.46,5827.0,592.64,0.22,1572.2
2025-01-03 04:00:00+01:00,0.6,1338.82,5829.0,587.44,0.23,1464.65
2025-01-03 05:00:00+01:00,0.5,1341.79,5828.0,600.44,0.27,1423.92
2025-01-03 06:00:00+01:00,0.5,1514.93,5824.0,646.79,0.32,1421.39
2025-01-03 07:00:00+01:00,0.5,1635.08,5822.0,716.87,0.44,1376.62
2025-01-03 08:00:00+01:00,0.5,1727.73,5816.0,718.33,0.56,1257.11
2025-01-03 09:00:00+01:00,0.6,1732.59,5817.0,727.3,4.91,1248.38
2025-01-03 10:00:00+01:00,0.6,1731.69,5818.0,729.29,21.09,1303.74
2025-01-03 11:00:00+01:00,0.6,1705.1,5822.0,729.41,34.47,1437.6
2025-01-03 12:00:00+01:00,0.6,1666.62,5823.0,743.88,32.17,1604.02
2025-01-03 13:00:00+01:00,0.6,1659.07,5827.0,731.2,21.21,1768.53
2025-01-03 14:00:00+01:00,0.6,1658.05,5827.0,731.83,8.94,1957.62
2025-01-03 15:00:00+01:00,0.6,1706.55,5828.0,800.73,0.72,2039.77
2025-01-03 16:00:00+01:00,0.5,1761.25,5829.0,907.72,0.35,2063.29
2025-01-03 17:00:00+01:00,0.6,1773.64,5829.0,873.09,0.27,2060.07
2025-01-03 18:00:00+01:00,0.6,1771.66,5831.0,822.26,0.3,2138.43
2025-01-03 19:00:00+01:00,0.6,1770.59,5831.0,815.35,0.32,2105.35
2025-01-03 20:00:00+01:00,0.6,1751.23,5830.0,817.47,0.29,2070.61
2025-01-03 21:00:00+01:00,0.6,1738.48,5831.0,710.02,0.3,1976.39
2025-01-03 22:00:00+01:00,0.6,1639.83,5831.0,678.31,0.31,1898.76
2025-01-03 23:00:00+01:00,0.7,1627.06,5828.0,656.96,0.29,1851.27
2025-01-04 00:00:00+01:00,0.9,1375.98,5828.0,693.68,0.21,2015.92
2025-01-04 01:00:00+01:00,0.6,1368.55,5825.0,680.61,0.19,2245.74
2025-01-04 02:00:00+01:00,0.7,1334.01,5823.0,680.17,0.2,2432.24
2025-01-04 03:00:00+01:00,0.6,1343.66,5822.0,697.29,0.21,2593.18
2025-01-04 04:00:00+01:00,0.7,1346.78,5824.0,709.6,0.22,2590.14
2025-01-04 05:00:00+01:00,0.6,1354.13,5829.0,727.5,0.24,2640.69
2025-01-04 06:00:00+01:00,0.5,1610.87,5825.0,761.53,0.28,2615.0
2025-01-04 07:00:00+01:00,0.5,1720.28,5829.0,892.58,0.3,2528.24
2025-01-04 08:00:00+01:00,0.6,1751.34,5833.0,1014.79,0.53,2412.43
2025-01-04 09:00:00+01:00,0.6,1768.58,5833.0,1036.65,6.16,2304.06
2025-01-04 10:00:00+01:00,0.6,1776.52,5834.0,1061.63,22.44,2288.47
2025-01-04 11:00:00+01:00,0.7,1780.19,5833.0,1071.47,40.64,2131.8
2025-01-04 12:00:00+01:00,0.6,1771.75,5832.0,1067.78,40.47,1977.48
2025-01-04 13:00:00+01:00,0.6,1732.88,5832.0,1061.25,26.39,1863.49
2025-01-04 14:00:00+01:00,0.6,1759.01,5832.0,1064.14,9.61,1755.32
2025-01-04 15:00:00+01:00,0.6,1780.18,5830.0,1074.53,0.67,1660.24
2025-01-04 16:00:00+01:00,0.5,1782.5,5809.0,1093.82,0.29,1648.33
2025-01-04 17:00:00+01:00,0.6,1778.06,5779.0,1095.24,0.25,1589.16
2025-01-04 18:00:00+01:00,0.6,1774.08,5796.0,1089.27,0.24,1555.77
2025-01-04 19:00:00+01:00,0.6,1764.24,5813.0,1062.22,0.22,1488.15
2025-01-04 20:00:00+01:00,0.6,1759.71,5816.0,1025.77,0.2,1422.74
2025-01-04 21:00:00+01:00,0.6,1757.97,5827.0,1013.42,0.23,1348.95
2025-01-04 22:00:00+01:00,0.6,1704.74,5829.0,918.34,0.21,1325.2
2025-01-04 23:00:00+01:00,0.7,1695.25,5828.0,829.69,0.2,1296.04
2025-01-05 00:00:00+01:00,0.9,1620.58,5827.0,698.79,0.16,1245.06
2025-01-05 01:00:00+01:00,0.6,1535.43,5828.0,694.84,0.17,1210.55
2025-01-05 02:00:00+01:00,0.7,1532.84,5828.0,699.78,0.17,1090.23
2025-01-05 03:00:00+01:00,0.6,1531.93,5828.0,704.41,0.17,994.8
2025-01-05 04:00:00+01:00,0.6,1531.74,5828.0,703.54,0.19,969.43
2025-01-05 05:00:00+01:00,0.6,1708.56,5828.0,712.17,0.19,875.07
2025-01-05 06:00:00+01:00,0.5,1762.85,5826.0,696.4,0.22,797.76
2025-01-05 07:00:00+01:00,0.5,1769.75,5826.0,702.81,0.24,755.21
2025-01-05 08:00:00+01:00,0.6,1779.83,5826.0,732.67,0.32,678.67
2025-01-05 09:00:00+01:00,0.7,1780.26,5826.0,733.28,2.43,613.74
2025-01-05 10:00:00+01:00,0.6,1781.5,5829.0,742.67,10.05,569.56
2025-01-05 11:00:00+01:00,0.7,1783.75,5829.0,750.5,16.41,518.15
2025-01-05 12:00:00+01:00,0.6,1784.16,5831.0,746.43,14.81,538.42
2025-01-05 13:00:00+01:00,0.6,1789.06,5829.0,753.96,8.49,552.25
2025-01-05 14:00:00+01:00,0.7,1788.57,5830.0,756.37,2.46,529.32
2025-01-05 15:00:00+01:00,0.7,1791.47,5830.0,756.08,0.35,537.38
2025-01-05 16:00:00+01:00,0.6,1792.47,5830.0,759.88,0.22,565.7
2025-01-05 17:00:00+01:00,0.6,1789.54,5830.0,760.67,0.2,553.38
2025-01-05 18:00:00+01:00,0.6,1734.21,5830.0,751.63,0.19,598.91
2025-01-05 19:00:00+01:00,0.6,1726.83,5829.0,746.96,0.18,608.58
2025-01-05 20:00:00+01:00,0.6,1690.49,5830.0,739.17,0.18,644.82
2025-01-05 21:00:00+01:00,0.6,1568.71,5832.0,641.93,0.19,685.05
2025-01-05 22:00:00+01:00,0.6,1454.18,5831.0,564.36,0.16,743.73
2025-01-05 23:00:00+01:00,0.6,1500.73,5832.0,518.3,0.17,847.43
2025-01-06 00:00:00+01:00,0.9,1336.64,5833.0,462.35,0.14,873.03
2025-01-06 01:00:00+01:00,0.6,1244.87,5833.0,428.2,0.14,1020.05
2025-01-06 02:00:00+01:00,0.6,1279.48,5834.0,434.69,0.14,1189.53
2025-01-06 03:00:00+01:00,0.5,1214.03,5834.0,434.56,0.14,1373.37
2025-01-06 04:00:00+01:00,0.6,1137.92,5835.0,442.35,0.14,1512.19
2025-01-06 05:00:00+01:00,0.5,1138.67,5833.0,447.99,0.16,1739.89
